Metrics/EpLen,Metrics/EpRet,Metrics/EpCost,_timestamp,Train/PolicyStd,Train/KL,Loss/Loss_cost_critic/Delta,Time/Total,Train/PolicyRatio,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Loss/Loss_reward_critic,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Train/Entropy,Train/LR,Value/cost,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Time/FPS,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Time/Epoch,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Time/Update,Time/Rollout,Train/PolicyRatio/Min,_runtime,_step,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Train/PolicyRatio/Max,Safety/shield_violation,Train/Epoch,Train/StopIter,Safety/shield_adv_c,Value/reward
1000,-2.3938682079315186,12.050000190734863,1746544165.1760075,0.997054934501648,0.009473170153796673,6.460643291473389,271.9465637207031,0.9979417324066162,-0.030665287747979164,0.04500000178813934,-0.10406135022640228,0.006175719201564789,20000.0,0.04500000178813934,0.03599999472498894,34.650001525878906,1.415954351425171,0.0002969999914057553,-0.11450459063053131,0.01099944394081831,0.03599999472498894,73.5442123413086,0,6.460643291473389,271.9452819824219,0.03599999472498894,0,146.2491455078125,125.69599914550781,0.997941792011261,521.335696477,1,0.006175719201564789,0.04500000178813934,-0.030665287747979164,0.997941792011261,0.16312703490257263,0,40,NaN,-0.15281279385089874
1000,-1.370796799659729,36.17499923706055,1746544413.2050736,0.9953449368476868,0.011188383214175701,18.106586933135986,519.9786376953125,0.9985131025314331,0.08986540324985981,0.0762379914522171,0.03605014458298683,0.00294474046677351,40000.0,0.0762379914522171,0.06811942160129547,128.89999389648438,1.4142146110534668,0.00029399999766610563,0.3253830075263977,0.014301798306405544,0.06811942160129547,80.6720962524414,0,24.567230224609375,247.91720581054688,0.06811942160129547,0,147.4288330078125,100.48823547363281,0.9985131025314331,771.458107062,2,-0.003230978734791279,0.0762379914522171,0.059200115501880646,0.9985131025314331,0.9199203252792358,1,40,NaN,-0.14628322422504425
1000,-0.43669235706329346,47.20000076293945,1746544663.3276253,0.9977535009384155,0.009353856556117535,6.0419464111328125,770.1110229492188,0.9981068968772888,-0.0007929019629955292,0.10903294384479523,-0.11178915202617645,0.0055365483276546,60000.0,0.10903294384479523,0.10111260414123535,104.3499984741211,1.4165866374969482,0.000291000003926456,1.5251468420028687,0.011999402195215225,0.10111260414123535,79.99093627929688,0,30.609176635742188,250.02833557128906,0.10111260414123535,0,151.95822143554688,98.07005310058594,0.9981068968772888,1007.085125087,3,0.00259180786088109,0.10903294384479523,0.05840721353888512,0.9981068968772888,2.4736039638519287,2,40,NaN,-0.1139584481716156
1000,0.09739562124013901,51.20000076293945,1746544898.9546576,0.990627646446228,0.00737875048071146,-15.276866912841797,1005.71728515625,0.9994739294052124,-0.018591105937957764,0.14226797223091125,-0.012360498309135437,0.00685293972492218,80000.0,0.14226797223091125,0.13488395512104034,88.69999694824219,1.4093559980392456,0.0002880000101868063,2.597937822341919,0.010680108331143856,0.13488395512104034,84.92027282714844,0,15.33230972290039,235.51502990722656,0.13488395512104034,0,140.26048278808594,95.25443267822266,0.9994739294052124,1259.336494854,4,0.00131639139726758,0.14226797223091125,0.03981610760092735,0.9994739294052124,3.5498645305633545,3,40,NaN,-0.07768653333187103
1000,0.5368324518203735,49.31999969482422,1746545151.2054162,0.9728898406028748,0.009791838005185127,3.6719722747802734,1257.96923828125,0.9998891949653625,0.010585375130176544,0.17612816393375397,0.22658155858516693,0.008070316165685654,100000.0,0.17612816393375397,0.169205904006958,108.94999694824219,1.3911499977111816,0.0002849999873433262,4.213394641876221,0.010914155282080173,0.169205904006958,79.32168579101562,0,19.004281997680664,252.13784790039062,0.169205904006958,0,149.06126403808594,103.07652282714844,0.9998891949653625,1503.908109059,5,0.0012173764407634735,0.17612816393375397,0.0504014827311039,0.9998891949653625,5.938493251800537,4,40,NaN,-0.02795267291367054
1000,1.443648099899292,63.77000045776367,1746545395.777516,0.956972599029541,0.009080360643565655,5.36454963684082,1502.50244140625,0.9980129599571228,0.023615140467882156,0.2105606496334076,-0.14484256505966187,0.007665855810046196,120000.0,0.2105606496334076,0.20393972098827362,137.75,1.3747512102127075,0.00028199999360367656,5.894176959991455,0.011007383465766907,0.20393972098827362,81.82826232910156,0,24.368831634521484,244.41433715820312,0.20393972098827362,0,145.55319213867188,98.86104583740234,0.9980130195617676,1743.401541147,6,-0.0004044603556394577,0.2105606496334076,0.07401662319898605,0.9980130195617676,7.855899810791016,5,40,NaN,0.012064754031598568
1000,2.3454127311706543,60.41999816894531,1746545635.270548,0.9542942047119141,0.007804522290825844,-6.649499893188477,1742.0242919921875,1.0009922981262207,-0.08328317664563656,0.24492216110229492,0.12248118966817856,0.015818504616618156,140000.0,0.24492216110229492,0.23904605209827423,96.4000015258789,1.3721132278442383,0.0002789999998640269,4.202786922454834,0.010103217326104641,0.23904605209827423,83.55392456054688,0,17.719331741333008,239.3663787841797,0.23904605209827423,0,140.90518188476562,98.46112060546875,1.0009922981262207,1978.989043694,7,0.00815264880657196,0.24492216110229492,-0.009266553446650505,1.0009922981262207,7.652880668640137,6,40,NaN,0.0827663242816925
1000,2.92795991897583,59.27000045776367,1746545870.858942,0.9404491186141968,0.00721843633800745,2.367494583129883,1977.6280517578125,0.9998030066490173,-0.016508279368281364,0.2794213891029358,0.22208374738693237,0.01570628397166729,160000.0,0.2794213891029358,0.27441996335983276,106.19999694824219,1.357494592666626,0.00027600000612437725,4.874157428741455,0.010045046918094158,0.27441996335983276,84.93498229980469,0,20.08682632446289,235.47422790527344,0.27441996335983276,0,142.28924560546875,93.18492889404297,0.9998030066490173,2220.122371952,8,-0.0001122206449508667,0.2794213891029358,-0.02577483281493187,0.9998030066490173,9.028778076171875,7,40,NaN,0.1765286922454834
1000,3.6428229808807373,56.58000183105469,1746546111.9916594,0.9345601201057434,0.009601053781807423,-1.1817970275878906,2218.7001953125,0.9996486902236938,-0.04837549850344658,0.3139837086200714,0.4104939103126526,0.017723260447382927,180000.0,0.3139837086200714,0.3099338412284851,103.8499984741211,1.3512120246887207,0.0002730000123847276,5.359252452850342,0.010654746554791927,0.3099338412284851,82.9964828491211,0,18.905029296875,240.97406005859375,0.3099338412284851,0,141.06149291992188,99.91251373291016,0.9996487498283386,2461.761379987,9,0.002016976475715637,0.3139837086200714,-0.07415033131837845,0.9996487498283386,10.00438404083252,8,40,NaN,0.2140926718711853
1000,4.283133506774902,56.75,1746546353.631099,0.9213118553161621,0.008878834545612335,-5.321049690246582,2460.384765625,0.9991306066513062,-0.08019628375768661,0.3479487895965576,0.20494654774665833,0.017860013991594315,200000.0,0.3479487895965576,0.3455584943294525,75.75,1.3369743824005127,0.0002699999895412475,4.9344282150268555,0.010604482144117355,0.3455584943294525,82.81119537353516,0,13.583979606628418,241.51324462890625,0.3455584943294525,0,144.65103149414062,96.8621597290039,0.9991306066513062,2700.989158544,10,0.00013675354421138763,0.3479487895965576,-0.15434661507606506,0.9991306066513062,9.448147773742676,9,40,NaN,0.28390371799468994
1000,5.271488189697266,45.869998931884766,1746546592.8581064,0.9015254974365234,0.009265209548175335,-1.630899429321289,2699.600830078125,1.003713846206665,-0.04274119436740875,0.38110363483428955,-0.00992085412144661,0.022142179310321808,220000.0,0.38110363483428955,0.38087356090545654,64.4000015258789,1.3152529001235962,0.00026699999580159783,4.889668941497803,0.010949625633656979,0.38087356090545654,83.64955139160156,0,11.953080177307129,239.09274291992188,0.38087356090545654,0,144.3542938232422,94.73832702636719,1.003713846206665,2934.074103726,11,0.004282165318727493,0.38110363483428955,-0.19708780944347382,1.003713846206665,9.266229629516602,10,40,NaN,0.3929454982280731
1000,5.965811729431152,44.970001220703125,1746546825.9437828,0.8861597180366516,0.010572442784905434,-1.3898420333862305,2932.6953125,1.0012215375900269,0.015353843569755554,0.41367655992507935,-0.31293943524360657,0.022341996431350708,240000.0,0.41367655992507935,0.4158994257450104,66.9000015258789,1.2980737686157227,0.0002640000020619482,4.531927108764648,0.01123961340636015,0.4158994257450104,85.85403442382812,0,10.563238143920898,232.95352172851562,0.4158994257450104,0,139.02267456054688,93.93077087402344,1.0012215375900269,3171.453491819,12,0.00019981712102890015,0.41367655992507935,-0.18173396587371826,1.0012215375900269,9.074637413024902,11,40,NaN,0.48766541481018066
1000,6.710885524749756,37.970001220703125,1746547063.3226166,0.8671706914901733,0.009985210373997688,-0.05313873291015625,3169.90185546875,1.0019557476043701,-0.02611367404460907,0.445397287607193,-0.22896477580070496,0.023672237992286682,260000.0,0.445397287607193,0.4503439664840698,55.349998474121094,1.2763949632644653,0.0002610000083222985,4.219295978546143,0.011170477606356144,0.4503439664840698,84.35765075683594,0,10.510099411010742,237.08578491210938,0.4503439664840698,0,140.40249633789062,96.6832046508789,1.0019557476043701,3415.821580129,13,0.0013302415609359741,0.445397287607193,-0.20784763991832733,1.0019557476043701,8.412805557250977,12,40,NaN,0.5371233820915222
1000,7.293431282043457,35.13999938964844,1746547307.6914954,0.8485531210899353,0.00965202134102583,0.5799283981323242,3414.47216796875,1.0031006336212158,0.0847555547952652,0.47691938281059265,-0.27153557538986206,0.02593153528869152,280000.0,0.47691938281059265,0.48414865136146545,71.25,1.254688024520874,0.0002579999854788184,4.352156162261963,0.011339681223034859,0.48414865136146545,81.87781524658203,0,11.090027809143066,244.26641845703125,0.48414865136146545,0,141.9690704345703,102.2972412109375,1.0031006336212158,3655.372794384,14,0.0022592972964048386,0.47691938281059265,-0.12309208512306213,1.0031006336212158,7.8772873878479,13,40,NaN,0.6066725254058838
1000,8.351539611816406,33.939998626708984,1746547547.2421,0.8347316980361938,0.010193021968007088,0.2849845886230469,3654.016845703125,1.0015344619750977,-0.00780332088470459,0.5084119439125061,-0.11209504306316376,0.026666542515158653,300000.0,0.5084119439125061,0.5173464417457581,75.5,1.2382709980010986,0.00025499999173916876,4.641534328460693,0.011662359349429607,0.5173464417457581,83.52172088623047,0,11.375012397766113,239.4586639404297,0.5173464417457581,0,142.14321899414062,97.31536865234375,1.0015345811843872,3896.851765256,15,0.0007350072264671326,0.5084119439125061,-0.13089540600776672,1.0015345811843872,8.13749885559082,14,40,NaN,0.6754962205886841
