Train/PolicyRatio,Misc/xHx,Value/cost,Loss/Loss_cost_critic/Delta,Metrics/EpCost,Time/Total,Time/Epoch,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Value/Adv,Metrics/LagrangeMultiplier/Max,_step,Train/Entropy,Value/reward,Train/Epoch,_timestamp,Train/StopIter,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,_runtime,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Time/FPS,Time/Rollout,Misc/Alpha,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_adv_c,Misc/AcceptanceStep,Loss/Loss_pi,Metrics/EpRet,Safety/shield_violation,TotalEnvSteps,Misc/FinalStepNorm,Train/PolicyRatio/Min,Time/Update,Metrics/LagrangeMultiplier,Train/LR,Train/PolicyRatio/Std,Metrics/EpLen,Loss/Loss_pi/Delta,Misc/gradient_norm
0.998950183391571,0.007797825150191784,-0.11450459063053131,7.515281677246094,12.050000190734863,188.7796630859375,188.77761840820312,0.0074278865940868855,0.0074278865940868855,0.999214231967926,4.577636492086867e-09,0.03599999472498894,1,1.4180971384048462,-0.15281279385089874,0,1746543029.4781678,10,0.0004729525535367429,0.04500000178813934,0.04500000178813934,7.515281677246094,0.998950183391571,0.03599999472498894,0,340.410321281,34.650001525878906,0.04500000178813934,105.94476318359375,150.09237670898438,1.6015037298202515,0.10424238443374634,0,0.43208953738212585,1,-0.043684620410203934,-2.3938682079315186,0.16312703490257263,20000.0,0.16694456338882446,0.998950183391571,38.685203552246094,0.03599999472498894,0,0.0007423464558087289,1000,-0.043684620410203934,0.1517752707004547
0.9994527697563171,0.00800805538892746,0.2512257397174835,5.51909065246582,20.774999618530273,338.8509521484375,149.3899383544922,0.0048261419869959354,-0.00260174460709095,0.9992852807044983,-6.103515470812226e-09,0.07029442489147186,2,1.4179798364639282,-0.13484162092208862,1,1746543179.0183473,10,0.0004592114710249007,0.07908085733652115,0.07908085733652115,13.034372329711914,0.9994527697563171,0.07029442489147186,0,485.978804155,63.75,0.07908085733652115,133.87783813476562,111.76969909667969,1.5803422927856445,0.1272754818201065,0,0.07409611344337463,1,-0.041137851774692535,-1.570479393005371,1.0793741941452026,40000.0,0.20113882422447205,0.9994527697563171,37.620201110839844,0.07029442489147186,0,0.0003869923821184784,1000,0.0025467686355113983,0.14422057569026947
1.0007232427597046,0.00186567148193717,0.41032105684280396,-4.504100799560547,19.53333282470703,484.41290283203125,145.42636108398438,0.006555973552167416,0.0017298315651714802,0.989238977432251,3.814697002724188e-09,0.10496855527162552,3,1.4074296951293945,-0.1155598908662796,2,1746543324.5868576,10,0.000380747631425038,0.11310257762670517,0.11310257762670517,8.530271530151367,1.0007232427597046,0.10496855527162552,0,637.475293399,42.29999923706055,0.11310257762670517,137.5266571044922,106.03936767578125,3.274132490158081,0.0861591249704361,0,0.2479420006275177,1,-0.04335181787610054,-1.5261648893356323,1.088830828666687,60000.0,0.28209638595581055,1.0007232427597046,39.386940002441406,0.10496855527162552,0,0.0005114379455335438,1000,-0.0022139661014080048,0.05376356840133667
0.9996548295021057,0.005250498652458191,0.9070088863372803,15.4456787109375,27.325000762939453,635.9381103515625,151.3743438720703,0.005851842928677797,-0.0007041306234896183,0.9980542063713074,4.577636492086867e-09,0.13972103595733643,4,1.4160810708999634,-0.09762946516275406,3,1746543476.0835233,10,0.00030638513271696866,0.14684219658374786,0.14684219658374786,23.975950241088867,0.9996548891067505,0.13972103595733643,0,790.17324675,93.80000305175781,0.14684219658374786,132.12278747558594,112.89940643310547,1.9517056941986084,0.15180715918540955,0,1.822341799736023,1,0.04736633226275444,-1.0988519191741943,1.9091788530349731,80000.0,0.29628291726112366,0.9996548891067505,38.47489547729492,0.13972103595733643,0,0.00024405834847129881,1000,0.09071815013885498,0.09113359451293945
0.9992973208427429,0.004643888212740421,1.652107834815979,3.853841781616211,35.959999084472656,788.6076049804688,152.5598907470703,0.00816640816628933,0.002314565237611532,1.0025442838668823,8.77380390562621e-09,0.1744084358215332,5,1.420450210571289,-0.08603432774543762,4,1746543628.7810884,10,0.0003585584636311978,0.18002036213874817,0.18002036213874817,27.829792022705078,0.9992973208427429,0.1744084358215332,0,943.916821466,142.75,0.18002036213874817,131.09605407714844,116.40623474121094,2.075265407562256,0.15733855962753296,0,1.4382264614105225,1,0.13163863122463226,-0.8383022546768188,3.640430450439453,100000.0,0.326519250869751,0.9992973208427429,36.15361022949219,0.1744084358215332,0,0.0004969113506376743,1000,0.08427229896187782,0.07437989860773087
0.9995386004447937,0.005715163890272379,3.0823326110839844,-3.733245849609375,44.25,942.3733520507812,153.6237030029297,0.012656795792281628,0.004490387625992298,1.0101165771484375,-1.678466787780053e-08,0.2091444730758667,6,1.4279669523239136,-0.0028505008667707443,5,1746543782.5250912,10,0.00032069915323518217,0.21347203850746155,0.21347203850746155,24.096546173095703,0.9995386004447937,0.2091444730758667,0,1103.709882625,80.30000305175781,0.21347203850746155,130.18824768066406,116.07011413574219,1.8706833124160767,0.18297533690929413,0,0.30581483244895935,1,-0.06463757902383804,0.24047081172466278,6.951244354248047,120000.0,0.34228891134262085,0.9995386004447937,37.55354690551758,0.2091444730758667,0,0.0003262727987021208,1000,-0.1962762102484703,0.05758093670010567
1.0007587671279907,0.006201257463544607,3.84451961517334,2.0115203857421875,48.529998779296875,1102.170166015625,159.6776123046875,0.01824679598212242,0.005590000189840794,1.0175508260726929,9.155272984173735e-09,0.2441779375076294,7,1.4353772401809692,0.04351023957133293,6,1746543942.3182368,10,0.00032240187283605337,0.24748729169368744,0.24748729169368744,26.10806655883789,1.0007588863372803,0.2441779375076294,0,1255.525200526,99.75,0.24748729169368744,125.25238037109375,122.69468688964844,1.7958694696426392,0.18172985315322876,0,-0.4567050337791443,1,-0.020510919392108917,1.3165960311889648,7.304753303527832,140000.0,0.32636311650276184,1.0007588863372803,36.98289489746094,0.2441779375076294,0,0.0005365012912079692,1000,0.044126659631729126,0.06672682613134384
0.9991901516914368,0.005095003172755241,3.2700061798095703,-12.366166114807129,50.97999954223633,1253.95751953125,151.6761932373047,0.017547525465488434,-0.0006992705166339874,1.0187135934829712,-2.0599363992346298e-08,0.2795902192592621,8,1.4363547563552856,0.05955418571829796,7,1746544094.133161,10,0.00031387139461003244,0.2812924385070801,0.2812924385070801,13.741900444030762,0.9991902112960815,0.2795902192592621,0,1408.946855531,71.8499984741211,0.2812924385070801,131.85984802246094,113.21170043945312,1.9812639951705933,0.15947891771793365,0,0.9893649220466614,1,-0.062414247542619705,2.3880743980407715,5.9635539054870605,160000.0,0.315969854593277,0.9991902112960815,38.464447021484375,0.2795902192592621,0,0.0005726070958189666,1000,-0.04190332815051079,0.11949270963668823
1.000146746635437,0.01028840895742178,3.5009374618530273,3.0423803329467773,48.38999938964844,1407.390380859375,153.28733825683594,0.020807428285479546,0.0032599028199911118,1.0157440900802612,8.01086397217432e-09,0.31534311175346375,9,1.4326168298721313,0.15254415571689606,8,1746544247.554789,10,0.0002953080111183226,0.3153077960014343,0.3153077960014343,16.78428077697754,1.000146746635437,0.31534311175346375,0,1562.095451265,85.69999694824219,0.3153077960014343,130.4739227294922,117.09457397460938,1.3942500352859497,0.22826392948627472,0,0.8853775262832642,1,-0.026674384251236916,3.550330400466919,6.541203022003174,180000.0,0.31825700402259827,1.000146746635437,36.192718505859375,0.31534311175346375,0,0.00010373744589742273,1000,0.03573986329138279,0.11346571147441864
0.9995012283325195,0.0095292953774333,3.316288948059082,1.635263442993164,45.400001525878906,1560.5465087890625,153.0229034423828,0.02306261472404003,0.002255186438560486,1.0046907663345337,1.2969969986897922e-08,0.3513011336326599,10,1.4206856489181519,0.2677658796310425,9,1746544400.7041354,10,0.0003287652798462659,0.349814772605896,0.349814772605896,18.419544219970703,0.9995012283325195,0.3513011336326599,0,1719.935509756,103.44999694824219,0.349814772605896,130.6993865966797,114.97754669189453,1.4487197399139404,0.2077275812625885,0,0.44303351640701294,1,0.007302870508283377,4.743007659912109,7.180340766906738,200000.0,0.30093902349472046,0.9995012283325195,38.04533004760742,0.3513011336326599,0,0.00035265673068352044,1000,0.03397725475952029,0.15593679249286652
