Misc/s,Metrics/EpRet,Time/Epoch,Train/Entropy,Train/LR,Loss/Loss_pi,Misc/Nu_star,Loss/Loss_cost_critic,Train/StopIter,Misc/r,Misc/xHx,Misc/FinalStepNorm,Train/PolicyStd,Value/Adv,Misc/H_inv_g,Metrics/EpLen,Misc/gradient_norm,Misc/Alpha,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Value/reward,Misc/AcceptanceStep,Loss/Loss_reward_critic,Misc/A,Train/Epoch,Value/cost,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Train/KL,_timestamp,Misc/q,Time/FPS,Time/Rollout,Misc/B,Time/Update,TotalEnvSteps,_runtime,Time/Total,Loss/Loss_cost_critic/Delta,Misc/Lambda_star,Train/PolicyRatio,_step,Misc/cost_gradient_norm,Metrics/EpCost,Misc/OptimCase,Train/PolicyRatio/Min
0.04466297850012779,-0.13387952744960785,67.35299682617188,1.3991535902023315,0,-0.0050767334178090096,0.6691771149635315,8.122098922729492,10,0.004264654126018286,0.0057364897802472115,0.259045273065567,0.9810300469398499,-9.53674250681047e-10,0.19565297663211823,500,0.05335097387433052,1.8672029972076416,0.9994513392448425,-0.0050767334178090096,-0.01228705421090126,1,0.027568211778998375,0.00532927829772234,0,0.1275077611207962,0.0003880038857460022,0.027568211778998375,0.00021352263865992427,1743305992.3213935,0.0057364897802472115,296.9429626464844,61.41419982910156,-47068.53515625,5.938786506652832,20000.0,140.153316864,67.35379028320312,8.122098922729492,0.0,0.9994513392448425,1,0.2391318827867508,45.849998474121094,0,0.9994513392448425
0.04079754278063774,-0.4519631266593933,64.25078582763672,1.4107303619384766,0,-0.005621563643217087,0.7001610398292542,5.96492338180542,10,0.0021298574283719063,0.010677368380129337,0.2720303237438202,0.9925830960273743,-1.3732909920349812e-08,0.26834383606910706,500,0.06334376335144043,1.3686193227767944,1.0003595352172852,-0.0005448302254080772,-0.000978049705736339,1,0.01872177980840206,0.010566177777945995,1,0.46885472536087036,0.00025428601657040417,-0.008846431970596313,0.0001733012031763792,1743306056.6740994,0.010677368380129337,311.2802429199219,59.262393951416016,-58461.859375,4.98837947845459,40000.0,204.571830365,131.7029266357422,-2.1571755409240723,0.0,1.0003595352172852,2,0.23225291073322296,48.837501525878906,0,1.0003595352172852
0.035756077617406845,-0.35233673453330994,64.31495666503906,1.3978949785232544,0,-0.0038189098704606295,0.7478938698768616,8.198284149169922,10,0.0037400713190436363,0.010969432070851326,0.258830189704895,0.9798875451087952,-6.103515470812226e-09,0.25559601187705994,500,0.10624989867210388,1.3502765893936157,1.0002483129501343,0.0018026537727564573,-0.03175700083374977,1,0.007444373797625303,0.010578222572803497,2,2.324259042739868,0.00017555567319504917,-0.011277406010776758,0.00020872842287644744,1743306121.0926178,0.010969432070851326,310.9696350097656,59.35074996948242,-84816.4375,4.964197158813477,60000.0,269.163221908,196.12835693359375,2.233360767364502,0.0,1.0002483129501343,3,0.22807127237319946,55.06999969482422,0,1.0002483129501343
0.06595397740602493,-0.3069642186164856,64.48111724853516,1.390127182006836,0,-0.0059428089298307896,0.5506739020347595,11.493474006652832,10,0.007614845409989357,0.01227903738617897,0.30188456177711487,0.9720821976661682,-1.5258788677030566e-09,0.24740161001682281,500,0.1426072120666504,1.2762408256530762,1.0004310607910156,-0.00212389905937016,-0.029456302523612976,1,0.012542187236249447,0.011399850249290466,3,4.257835388183594,0.00030486221658065915,0.005097813438624144,0.00015874285600148141,1743306185.684465,0.01227903738617897,310.1683044433594,59.50332260131836,-64079.51171875,4.977783203125,80000.0,333.769623306,260.7130432128906,3.29518985748291,0.0,1.0004310607910156,4,0.3147808611392975,65.01000213623047,0,1.0004310607910156
0.01826564036309719,-0.5180156230926514,64.50105285644531,1.3769949674606323,0,0.00019280938431620598,1.0463993549346924,3.7586944103240967,10,0.005825878120958805,0.015696987509727478,0.2947002351284027,0.9592053890228271,7.629394338515283e-10,0.2947838604450226,500,0.1350189447402954,1.1287732124328613,0.9995653033256531,0.0061356183141469955,-0.06150894612073898,1,0.009324515238404274,0.013838808052241802,4,1.6940820217132568,0.0003073910193052143,-0.003217671997845173,0.0001792543480405584,1743306250.2903984,0.015696987509727478,310.0724792480469,59.516693115234375,-185060.984375,4.984342575073242,100000.0,398.484399705,325.3160705566406,-7.734779596328735,0.0,0.9995653033256531,5,0.17782892286777496,58.13999938964844,0,0.9995653033256531
0.0068868473172187805,-0.5024406313896179,64.59231567382812,1.3648453950881958,0,-0.004813390783965588,1.704136848449707,0.9720908403396606,10,-0.001090535311959684,0.0199565589427948,0.27671968936920166,0.9483184814453125,4.577636492086867e-09,0.3458956182003021,500,0.10545028746128082,1.0010875463485718,0.9998416900634766,-0.005006200168281794,-0.08205540478229523,1,0.010062689892947674,0.019783873111009598,5,0.5404624938964844,0.00011197013373021036,0.0007381746545433998,0.00020538445096462965,1743306315.0051565,0.0199565589427948,309.6343688964844,59.62495422363281,-100895.0,4.96734619140625,120000.0,463.326642807,390.0217590332031,-2.786603569984436,0.0,0.9998416900634766,6,0.1026792824268341,26.360000610351562,0,0.9998416900634766
0.002542783273383975,-0.3094998896121979,64.69043731689453,1.37089204788208,0,-0.004779850132763386,2.8045260906219482,1.2606168985366821,10,-0.0013523094821721315,0.01902056857943535,0.32710036635398865,0.9537169337272644,8.392333938900265e-09,0.3113606870174408,500,0.10542628169059753,1.0254231691360474,0.9991750121116638,3.354065120220184e-05,-0.0834135040640831,1,0.010912397876381874,0.018301382660865784,6,0.2201426774263382,0.0005833685863763094,0.0008497079834342003,0.00014676710998173803,1743306379.8474035,0.01902056857943535,309.1647033691406,59.718780517578125,-1938.16357421875,4.971641540527344,140000.0,528.12241867,454.834716796875,0.2885260581970215,0.0,0.9991750121116638,7,0.04474195837974548,2.2200000286102295,0,0.9991750121116638
0.0016491349088028073,0.01516412291675806,64.69379425048828,1.3928228616714478,0,-0.005889732390642166,3.4824557304382324,0.6968087553977966,10,-0.0015710389707237482,0.02017008699476719,0.2546534836292267,0.9746811985969543,7.629394338515283e-10,0.3123836815357208,500,0.10701316595077515,0.995774507522583,0.999146580696106,-0.0011098822578787804,-0.06305202096700668,1,0.010962920263409615,0.018673455342650414,7,0.1454702615737915,0.0006034866673871875,5.052238702774048e-05,0.000217985623748973,1743306444.6431577,0.02017008699476719,309.1486511230469,59.719459533691406,-3235.65673828125,4.974326133728027,160000.0,593.33041323,519.68017578125,-0.5638081431388855,0.0,0.9991465210914612,8,0.05576213821768761,2.309999942779541,0,0.999146580696106
0.004896125290542841,0.5572134852409363,65.07955169677734,1.4068087339401245,0,-0.005628693848848343,2.0211024284362793,0.8330484628677368,10,-0.0019462758209556341,0.025873329490423203,0.31927400827407837,0.9882481694221497,-1.678466787780053e-08,0.34979477524757385,500,0.11773441731929779,0.8792021870613098,0.9995707273483276,0.00026103854179382324,-0.03365455940365791,1,0.011965891346335411,0.025099659338593483,8,0.06514281034469604,0.00030356968636624515,0.0010029710829257965,0.00014327453391160816,1743306509.8281426,0.025873329490423203,307.3161926269531,60.104347229003906,-2691.266357421875,4.975194454193115,180000.0,658.320492362,584.8617553710938,0.13623970746994019,0.0,0.9995706677436829,9,0.06321337819099426,3.630000114440918,0,0.9995707273483276
0.0007899606716819108,0.7256353497505188,64.89724731445312,1.3931688070297241,0,-0.0035023042000830173,5.031639099121094,0.5125433206558228,10,-0.000680446857586503,0.028754331171512604,0.3144419193267822,0.9746996760368347,-2.2888183792701966e-08,0.3296230733394623,500,0.17477861046791077,0.8339946866035461,0.9993900060653687,0.0021263896487653255,-0.019670305773615837,1,0.013526201248168945,0.028168223798274994,9,0.09239333122968674,0.0004313589306548238,0.0015603099018335342,0.00016862030315678567,1743306574.8412442,0.028754331171512604,308.1794738769531,59.92570877075195,-8491.560546875,4.971528053283691,200000.0,723.310614434,649.864013671875,-0.32050514221191406,0.0,0.9993899464607239,10,0.025365455076098442,2.5899999141693115,0,0.9993900060653687
