Metrics/EpLen,TotalEnvSteps,Value/Adv,Misc/xHx,Loss/Loss_cost_critic,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Misc/AcceptanceStep,Train/PolicyRatio/Max,Time/Total,Train/PolicyRatio/Min,Train/KL,_runtime,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Misc/H_inv_g,Metrics/EpRet,Safety/EpCostShield,Safety/shield_violation,Misc/FinalStepNorm,Misc/gradient_norm,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Value/reward,Loss/Loss_reward_critic,Train/Epoch,Train/PolicyStd,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier,Train/Entropy,Value/cost,Metrics/LagrangeMultiplier/Max,Train/LR,Time/Rollout,Time/Update,Misc/Alpha,Metrics/EpCost,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,_timestamp,Safety/ShieldLagrangeMultiplier/Min,_step,Time/FPS,Time/Epoch,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std
1000,20000.0,-1.4495848965623281e-08,0.032686177641153336,21.201915740966797,0.9994556307792664,21.201915740966797,-0.3056342899799347,1,0.9994556307792664,97.19277954101562,0.9994556307792664,0.0005339776398614049,168.942800018,1.488359808921814,0,0.14088070392608643,-0.8421891927719116,73.19999694824219,0.15535461902618408,0.11020071059465408,0.3290892541408539,0.035999998450279236,0.00038496931665576994,-0.1520577222108841,0.009330322034657001,0,0.9948938488960266,-0.3056342899799347,0.009330322034657001,0.044999994337558746,1.4138069152832031,-0.11081087589263916,0.035999998450279236,0,80.52576446533203,16.66632843017578,0.782227098941803,47.45000076293945,10,0.044999994337558746,1746496465.6114116,0.044999994337558746,1,205.77801513671875,97.1921157836914,0.035999998450279236,0
1000,40000.0,1.5258788677030566e-09,0.0022502930369228125,17.706600189208984,1.0012530088424683,-3.4953155517578125,-0.45511773228645325,1,1.0012530088424683,167.9829864501953,1.0012530088424683,0.0004143045225646347,237.654606955,0.30832183361053467,0,0.07002502679824829,-1.2954808473587036,49.400001525878906,1.4107939004898071,0.20876024663448334,0.07033326476812363,0.07048039138317108,0.0008859829395078123,-0.1619330793619156,0.009065108373761177,1,1.0017712116241455,-0.14948344230651855,-0.00026521366089582443,0.07901070266962051,1.4206684827804565,0.8912302851676941,0.07048039138317108,0,54.95870590209961,15.770484924316406,2.9812231063842773,36.625,10,0.07901070266962051,1746496536.4301083,0.07901070266962051,2,282.7685852050781,70.72921752929688,0.07048039138317108,0
1000,60000.0,1.9836425835251248e-08,0.001645802054554224,7.5963850021362305,0.99904465675354,-10.110215187072754,-0.4015491306781769,1,0.99904465675354,236.72666931152344,0.99904465675354,0.0003087224322371185,307.337654414,0.323788583278656,0,0.08291758596897125,-0.9784619808197021,26.200000762939453,2.8305234909057617,0.28904902935028076,0.047032736241817474,0.10410477966070175,0.000675529707223177,-0.12099245935678482,0.00333044514991343,2,1.0353151559829712,0.05356860160827637,-0.005734663223847747,0.11057782173156738,1.453394889831543,1.5187526941299438,0.10410477966070175,0,52.717567443847656,15.933663368225098,3.4859797954559326,28.08333396911621,10,0.11057782173156738,1746496605.141958,0.11057782173156738,3,291.3275146484375,68.65126037597656,0.10410477966070175,0
1000,80000.0,-1.4495848965623281e-08,0.0017782943323254585,12.938897132873535,1.0005735158920288,5.342512130737305,-0.3196818232536316,1,1.0005735158920288,306.41650390625,1.0005735158920288,0.0003804267616942525,380.396283946,0.40575236082077026,0,0.07140456885099411,-0.7582780122756958,65.0,3.898742914199829,0.2394627183675766,0.04293119162321091,0.13741424679756165,0.000405508850235492,-0.10587400197982788,0.004703673068434,3,1.1035988330841064,0.08186730742454529,0.0013732279185205698,0.14343306422233582,1.5168837308883667,1.886558175086975,0.13741424679756165,0,54.1275749206543,15.50484561920166,3.353605270385742,28.149999618530273,10,0.14343306422233582,1746496674.8249967,0.14343306422233582,4,287.2224426269531,69.63243865966797,0.13741424679756165,0
1000,100000.0,1.907348501362094e-09,0.007170666940510273,19.523761749267578,0.9967272877693176,6.584864616394043,-0.16066424548625946,1,0.9967273473739624,379.4723815917969,0.9967273473739624,0.00044142501428723335,453.968990173,0.6956649422645569,0,0.10487550497055054,-1.0597425699234009,127.6500015258789,2.408609390258789,0.17514953017234802,0.14630809426307678,0.1712203323841095,0.002314142882823944,-0.1083737462759018,0.005496661644428968,4,1.150806188583374,0.15901757776737213,0.0007929885759949684,0.17612075805664062,1.5592905282974243,1.1273658275604248,0.1712203323841095,0,57.707061767578125,15.298373222351074,1.6700708866119385,37.79999923706055,10,0.17612075805664062,1746496747.8834972,0.17612075805664062,5,273.95208740234375,73.0054702758789,0.1712203323841095,0
1000,120000.0,6.103515470812226e-09,0.00239044358022511,29.31768226623535,1.0002440214157104,9.793920516967773,-0.29280343651771545,1,1.0002440214157104,453.0474853515625,1.0002440214157104,0.00026297030854038894,525.55854232,1.1588839292526245,0,0.11116121709346771,-0.9257177710533142,172.35000610351562,7.223214626312256,0.3215349316596985,0.03722565621137619,0.2056131660938263,0.00017252110410481691,-0.05120958387851715,0.006632104050368071,5,1.1852089166641235,-0.132139191031456,0.0011354424059391022,0.2089172750711441,1.5887337923049927,2.9898109436035156,0.2056131660938263,0,57.717411041259766,15.803894996643066,2.892509937286377,51.220001220703125,10,0.2089172750711441,1746496821.4563787,0.2089172750711441,6,272.0299072265625,73.52132415771484,0.2056131660938263,0
1000,140000.0,-3.051757735406113e-09,0.002586145419627428,13.872432708740234,1.0007519721984863,-15.445249557495117,-0.4362758696079254,1,1.0007519721984863,524.62646484375,1.0007519721984863,0.0004927795380353928,597.163123458,-0.2618076503276825,0,0.07013128697872162,-0.7442536950111389,48.349998474121094,4.522575378417969,0.1950291246175766,0.08832744508981705,0.24047288298606873,0.0005317246541380882,-0.07450713962316513,0.004429430700838566,6,1.2135586738586426,-0.14347243309020996,-0.0022026733495295048,0.24047544598579407,1.6124439239501953,2.467984199523926,0.24047288298606873,0,55.72450256347656,15.803791999816895,2.780914783477783,52.869998931884766,10,0.24047544598579407,1746496893.0456553,0.24047544598579407,7,279.60955810546875,71.52831268310547,0.24047288298606873,0
1000,160000.0,-9.53674295089968e-09,0.001604899181984365,15.90328311920166,1.0002611875534058,2.030850410461426,-0.3740447461605072,1,1.0002611875534058,596.2362060546875,1.0002611875534058,0.00033295672619715333,668.920315743,0.3411486744880676,0,0.0855480208992958,-0.7662126421928406,77.5999984741211,5.059128284454346,0.3019949793815613,0.036150798201560974,0.27576372027397156,0.00018465939501766115,-0.0579989030957222,0.006693038158118725,7,1.2581965923309326,0.06223112344741821,0.002263607457280159,0.27222028374671936,1.6483707427978516,3.467585563659668,0.27576372027397156,0,55.7976188659668,15.744964599609375,3.5301222801208496,62.349998474121094,10,0.27222028374671936,1746496964.650395,0.27222028374671936,8,279.5536804199219,71.54261016845703,0.27576372027397156,0
1000,180000.0,-2.1362303925798187e-08,0.0018762541003525257,18.289888381958008,1.0005003213882446,2.3866052627563477,-0.4400366544723511,1,1.0005004405975342,667.9987182617188,1.0005004405975342,0.0002752832951955497,737.510932755,-0.16489733755588531,0,0.11125791817903519,-0.5043154358863831,59.650001525878906,7.677525997161865,0.3632443845272064,0.02543688751757145,0.3114347457885742,0.0003537525481078774,-0.01793820969760418,0.007148177828639746,8,1.2614482641220093,-0.06599190831184387,0.0004551396705210209,0.3035261034965515,1.6510785818099976,4.858190059661865,0.3114347457885742,0,56.31769943237305,15.388142585754395,3.264885902404785,62.869998931884766,10,0.3035261034965515,1746497036.4076636,0.3035261034965515,9,278.917236328125,71.70585632324219,0.3114347457885742,0
1000,200000.0,-9.918212917625624e-09,0.0023211350198835135,7.314327239990234,1.0010217428207397,-10.975561141967773,-0.5109707713127136,1,1.0010217428207397,736.5702514648438,1.0010217428207397,0.0003216802142560482,808.380643199,-0.6787561178207397,0,0.09461676329374313,0.19137325882911682,15.050000190734863,7.142799377441406,0.2777358889579773,0.09662338346242905,0.34706658124923706,0.0007223970023915172,0.002066802466288209,0.00622424716129899,9,1.2772835493087769,-0.07093411684036255,-0.0009239306673407555,0.3323817253112793,1.6635545492172241,4.014349937438965,0.34706658124923706,0,52.57361602783203,15.943251609802246,2.9353768825531006,48.72999954223633,10,0.3323817253112793,1746497104.9980314,0.3323817253112793,10,291.89886474609375,68.51688385009766,0.34706658124923706,0
