Safety/shield_violation,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Time/Update,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Std,Time/FPS,_runtime,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Safety/shield_adv_c,Time/Epoch,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Train/StopIter,_step,Metrics/EpRet,Train/PolicyStd,Time/Rollout,Train/LR,Value/Adv,Time/Total,Train/Epoch,Train/PolicyRatio,Train/Entropy,Value/cost,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Train/KL,Value/reward,Metrics/EpLen
0.03408405929803848,-0.04878929629921913,0,1746559122.3293624,0.46037861704826355,1.000285267829895,96.2180404663086,1.000285267829895,0.044999994337558746,0.010094678029417992,91.666015625,419.425491196,5.25,0,-0.04878929629921913,0.044999994337558746,0.0,NaN,218.18336486816406,20000.0,0.0010000000474974513,0.46037861704826355,0.006676983553916216,0.0010000000474974513,0.044999994337558746,40,1,-2.4594333171844482,0.9977095723152161,121.96526336669922,0.0002969999914057553,-0.07822655141353607,218.18479919433594,0,1.0002851486206055,1.4166066646575928,-0.18984408676624298,0.006676983553916216,0.0010000000474974513,0.00633532227948308,0.014837449416518211,1000
-0.036956679075956345,0.024799194186925888,0,1746559322.5809517,2.239804983139038,1.0002564191818237,97.09732055664062,1.0002564191818237,0.07477117329835892,0.01222185231745243,99.90413665771484,618.540760491,29.299999237060547,0,-0.023990102112293243,0.07477117329835892,3.875,NaN,200.19190979003906,40000.0,0.027044789865612984,1.7794263660907745,0.0014551538042724133,0.027044789865612984,0.07477117329835892,40,2,-2.136488676071167,0.9858562350273132,103.09452819824219,0.00029399999766610563,0.14962032437324524,418.4459228515625,1,1.0002564191818237,1.404667615890503,-0.14976733922958374,0.00813213735818863,0.027044789865612984,0.009833808057010174,-0.028458818793296814,1000
0.3175307512283325,0.0024593938142061234,0,1746559521.696654,2.132449150085449,1.0018253326416016,96.9201889038086,1.0018253326416016,0.10638884454965591,0.011777859181165695,100.47383117675781,813.841549173,20.350000381469727,0,-0.02153070829808712,0.10638884454965591,3.8333332538604736,NaN,199.0568084716797,60000.0,0.05708207190036774,-0.10735583305358887,0.0025793900713324547,0.05708207190036774,0.10638884454965591,40,3,-1.9226106405258179,0.9766618609428406,102.13655090332031,0.000291000003926456,-0.06476107239723206,617.563232421875,2,1.0018253326416016,1.3953133821487427,0.007893008179962635,0.010711527429521084,0.05708207190036774,0.010695897042751312,-0.04763505980372429,1000
0.5674765706062317,-0.024036845192313194,0,1746559716.9974499,1.2117068767547607,1.001216173171997,96.83761596679688,1.001216173171997,0.13697600364685059,0.01287668664008379,102.44365692138672,1014.329523619,10.600000381469727,0,-0.045567553490400314,0.13697600364685059,4.550000190734863,NaN,195.22926330566406,80000.0,0.08900478482246399,-0.9207422733306885,-0.0034232069738209248,0.08900478482246399,0.13697600364685059,40,4,-1.7088172435760498,0.9636329412460327,98.39158630371094,0.0002880000101868063,-0.3922463059425354,812.8494873046875,3,1.001216173171997,1.3818645477294922,0.09016605466604233,0.007288320455700159,0.08900478482246399,0.013605109415948391,-0.059855908155441284,1000
0.9794486165046692,0.06683444045484066,0,1746559917.484451,2.772205352783203,0.9990902543067932,97.07154083251953,0.9990902543067932,0.16816803812980652,0.01363866962492466,99.78475952148438,1215.643626038,45.349998474121094,0,0.021266886964440346,0.16816803812980652,5.21999979019165,NaN,200.43141174316406,100000.0,0.12205259501934052,1.5604984760284424,0.0044376482255756855,0.12205259501934052,0.16816803812980652,40,5,-1.387854814529419,0.9624295830726624,103.35980987548828,0.0002849999873433262,-0.2224101424217224,1013.3543090820312,4,0.9990902543067932,1.380602478981018,0.19598262012004852,0.011725968681275845,0.12205259501934052,0.013776103965938091,-0.0259687677025795,1000
2.5228261947631836,-0.08007523231208324,0,1746560118.7995918,3.1620938777923584,1.0007792711257935,97.29661560058594,1.0007792711257935,0.19998177886009216,0.013096591457724571,99.37944030761719,1419.98208228,24.200000762939453,0,-0.0588083453476429,0.19998177886009216,5.860000133514404,NaN,201.24887084960938,120000.0,0.1558888852596283,0.3898885250091553,-0.003633778542280197,0.1558888852596283,0.19998177886009216,40,6,-0.8308497667312622,0.9510669708251953,103.95216369628906,0.00028199999360367656,0.3270641267299652,1214.6572265625,5,1.0007792711257935,1.368704915046692,0.4279533326625824,0.008092190138995647,0.1558888852596283,0.014056072570383549,-0.020948337391018867,1000
1.8157050609588623,0.03869706764817238,0,1746560323.1379707,3.999633550643921,0.9994804859161377,96.749267578125,0.9994804859161377,0.23281972110271454,0.013875734061002731,97.92469024658203,1618.062372828,33.400001525878906,0,-0.02011127769947052,0.23281972110271454,7.110000133514404,NaN,204.23858642578125,140000.0,0.190299391746521,0.8375396728515625,-0.0007663951255381107,0.190299391746521,0.23281972110271454,40,7,-0.3896486759185791,0.9378005862236023,107.4892578125,0.0002789999998640269,-0.036265090107917786,1418.9608154296875,6,0.9994804859161377,1.3546710014343262,0.355889230966568,0.007325795013457537,0.190299391746521,0.015340795740485191,-0.011362407356500626,1000
2.250934362411499,-0.01259635016322136,0,1746560521.2183726,4.397307872772217,1.0011935234069824,96.58723449707031,1.0011935234069824,0.26635658740997314,0.013202662579715252,100.99927520751953,1816.740897543,32.70000076293945,0,-0.03270762786269188,0.26635658740997314,9.510000228881836,NaN,198.021240234375,160000.0,0.22498659789562225,0.3976743221282959,-0.0005126581527292728,0.22498659789562225,0.26635658740997314,40,8,-0.025487756356596947,0.9229662418365479,101.43388366699219,0.00027600000612437725,0.31533461809158325,1617.0821533203125,7,1.0011935234069824,1.3387123346328735,0.6666133999824524,0.006813136860728264,0.22498659789562225,0.017185399308800697,0.02125919982790947,1000
2.5218327045440674,-0.07012490555644035,0,1746560719.8969162,2.4225499629974365,1.0021958351135254,96.6318130493164,1.0021958351135254,0.29834017157554626,0.01366785354912281,100.6995620727539,2016.728604315,11.850000381469727,0,-0.10283253341913223,0.29834017157554626,9.40999984741211,NaN,198.610595703125,180000.0,0.2601986229419708,-1.9747579097747803,-0.0002629188820719719,0.2601986229419708,0.29834017157554626,40,9,0.20185287296772003,0.9068429470062256,101.97872924804688,0.0002730000123847276,0.11636468768119812,1815.750732421875,8,1.0021958351135254,1.3210519552230835,0.7549415826797485,0.006550217978656292,0.2601986229419708,0.015820108354091644,0.034748125821352005,1000
2.875983715057373,0.06494995951652527,0,1746560919.8845296,4.436653137207031,0.9998323917388916,96.52432250976562,0.9998323917388916,0.33139359951019287,0.014659873209893703,100.03937530517578,2209.57985062,37.70000076293945,0,-0.037882573902606964,0.33139359951019287,11.739999771118164,NaN,199.92127990722656,200000.0,0.2958143949508667,2.0141031742095947,0.0057086031883955,0.2958143949508667,0.33139359951019287,40,10,0.4321478307247162,0.8971958756446838,103.39686584472656,0.0002699999895412475,0.07134392857551575,2015.7415771484375,9,0.9998323917388916,1.3103560209274292,0.9862445592880249,0.012258821167051792,0.2958143949508667,0.019715335220098495,0.03637653961777687,1000
