_step,Time/Update,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier,Loss/Loss_pi/Delta,Train/Epoch,Safety/EpCostShield,Metrics/EpLen,Value/cost,Metrics/LagrangeMultiplier/Max,Time/Rollout,Train/KL,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Min,Time/FPS,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Total,TotalEnvSteps,Safety/shield_adv_c,Time/Epoch,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,Train/StopIter,Train/PolicyRatio/Max,Train/Entropy,Loss/Loss_reward_critic,Metrics/EpRet,_timestamp,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Loss/Loss_cost_critic,_runtime,Train/PolicyRatio/Min,Train/LR
11,96.37495422363281,0.3857790231704712,-0.3108898103237152,0.0020468831062316895,0.38741570711135864,0.11434274911880493,10,161.14999389648438,1000,4.877373218536377,0.38741570711135864,105.1711654663086,0.01437865849584341,0.7576937079429626,0.3857790231704712,99.23284149169922,5.060351848602295,0,2225.082275390625,220000.0,NaN,201.54617309570312,11.104785919189453,0,-0.2261659801006317,40,1.0082471370697021,1.1414412260055542,0.017694490030407906,2.8283286094665527,1746534782.04469,0.23149442672729492,0.3857790231704712,66.16000366210938,1.0082471370697021,0.38741570711135864,0.013047835789620876,12.733993530273438,2429.568158694,1.0082471370697021,0.00026699999580159783
12,97.30770874023438,0.41976845264434814,-0.35645705461502075,0.010930884629487991,0.4222913086414337,-0.04556724429130554,11,155.0,1000,7.08375883102417,0.4222913086414337,106.13468933105469,0.01546760555356741,0.7412683963775635,0.41976845264434814,98.3078842163086,2.565648078918457,0,2428.59326171875,240000.0,NaN,203.44248962402344,12.836848258972168,0,0.06506619602441788,40,1.0117954015731812,1.1195166110992432,0.028625374659895897,3.0874738693237305,1746534985.557364,0.21544882655143738,0.41976845264434814,63.779998779296875,1.0117954015731812,0.4222913086414337,0.014305595308542252,15.299641609191895,2619.65314269,1.0117954015731812,0.0002640000020619482
13,86.89503479003906,0.45272448658943176,-0.5017390251159668,0.00815601833164692,0.45716384053230286,-0.14528197050094604,12,80.0999984741211,1000,6.048798084259033,0.45716384053230286,103.1249008178711,0.020394884049892426,0.7179306149482727,0.45272448658943176,105.25208282470703,-6.098690986633301,0,2618.6845703125,260000.0,NaN,190.01998901367188,11.479351997375488,0,-0.078720323741436,36,1.015163540840149,1.087509274482727,0.036781392991542816,3.414457321166992,1746535175.642425,0.1754606068134308,0.45272448658943176,65.18000030517578,1.015163540840149,0.45716384053230286,0.014521532692015171,9.200950622558594,2821.537192473,1.015163540840149,0.0002610000083222985
14,98.3316650390625,0.4856717586517334,-0.3725956678390503,-0.015495045110583305,0.49203619360923767,0.1291433572769165,13,122.05000305175781,1000,5.131542205810547,0.49203619360923767,103.4749755859375,0.017787132412195206,0.6981330513954163,0.4856717586517334,99.10474395751953,2.8072938919067383,0,2820.556396484375,280000.0,NaN,201.8066864013672,10.7177734375,0,-0.1799042671918869,40,1.013674020767212,1.0595667362213135,0.02128634788095951,3.5248541831970215,1746535377.5265298,0.277310311794281,0.4856717586517334,65.23999786376953,1.013674020767212,0.49203619360923767,0.014756519347429276,12.008244514465332,3024.630157585,1.013674020767212,0.0002579999854788184
15,96.56192016601562,0.5191004276275635,-0.30984020233154297,0.0021410901099443436,0.5272646546363831,0.06275546550750732,14,152.35000610351562,1000,5.431567668914795,0.5272646546363831,106.44783782958984,0.016711849719285965,0.6862671971321106,0.5191004276275635,98.51739501953125,1.217463493347168,0,3023.640869140625,300000.0,NaN,203.00982666015625,11.64206600189209,0,-0.06214287877082825,40,1.009136438369751,1.0424268245697021,0.023427437990903854,3.8100435733795166,1746535580.619367,0.3523266315460205,0.5191004276275635,77.87999725341797,1.009136438369751,0.5272646546363831,0.01448760461062193,13.2257080078125,3224.662188397,1.009136438369751,0.00025499999173916876
16,97.01629638671875,0.5516400337219238,-0.5457344651222229,0.0003986526280641556,0.5624439120292664,-0.23589426279067993,15,81.9000015258789,1000,5.88463020324707,0.5624439120292664,102.9464111328125,0.016425766050815582,0.6710676550865173,0.5516400337219238,100.01862335205078,-1.2825584411621094,0,3223.68798828125,320000.0,NaN,199.9627685546875,12.620914459228516,0,-0.2502482235431671,40,1.0176857709884644,1.0200012922286987,0.02382609061896801,4.239803314208984,1746535780.6515536,0.35177814960479736,0.5516400337219238,65.94999694824219,1.0176857709884644,0.5624439120292664,0.015405631624162197,11.94314956665039,3422.833174027,1.0176857709884644,0.0002519999979995191
17,96.59722900390625,0.58277428150177,-0.5669705867767334,-0.0018834415823221207,0.5971165895462036,-0.021236121654510498,16,55.599998474121094,1000,5.113199710845947,0.5971165895462036,101.51600646972656,0.01774686761200428,0.6471074819564819,0.58277428150177,100.95232391357422,-5.734696388244629,0,3421.870849609375,340000.0,NaN,198.11331176757812,10.972949028015137,0,0.32276085019111633,40,1.021759033203125,0.9836427569389343,0.02194264903664589,4.075818061828613,1746535978.822515,0.30622023344039917,0.58277428150177,52.81999969482422,1.021759033203125,0.5971165895462036,0.01643228530883789,6.208453178405762,3623.936358137,1.021759033203125,0.00024900000425986946
18,96.26008605957031,0.6143896579742432,-0.32142341136932373,0.012730956077575684,0.631630539894104,0.24554717540740967,17,133.6999969482422,1000,4.91473913192749,0.631630539894104,104.78675842285156,0.019877413287758827,0.6345067024230957,0.6143896579742432,99.47926330566406,4.593189239501953,0,3622.974609375,360000.0,NaN,201.0469207763672,11.051745414733887,0,-0.21538522839546204,40,1.013552188873291,0.9639655947685242,0.03467360511422157,4.379666805267334,1746536179.9255936,0.4498343765735626,0.6143896579742432,60.11000061035156,1.013552188873291,0.631630539894104,0.015587336383759975,10.801642417907715,3824.659608574,1.013552188873291,0.0002460000105202198
19,96.31681060791016,0.6459379196166992,-0.3617617189884186,-0.0009354837238788605,0.6658951044082642,-0.04033830761909485,18,108.19999694824219,1000,4.916950702667236,0.6658951044082642,104.34990692138672,0.020110754296183586,0.6223534941673279,0.6459379196166992,99.667724609375,-1.8532943725585938,0,3823.697998046875,380000.0,NaN,200.66676330566406,10.173319816589355,0,-0.2857942283153534,40,1.0115152597427368,0.9446431994438171,0.03373812139034271,4.616550922393799,1746536380.6489456,0.4564671814441681,0.6459379196166992,56.97999954223633,1.0115151405334473,0.6658951044082642,0.015215122140944004,8.948348045349121,4015.390630065,1.0115152597427368,0.00024300000222865492
20,86.1355209350586,0.6775131225585938,-0.4453061521053314,0.004004348069429398,0.6994327902793884,-0.08354443311691284,19,111.94999694824219,1000,5.767803192138672,0.6994327902793884,104.54061889648438,0.02154715172946453,0.607746958732605,0.6775131225585938,104.8898696899414,1.1959409713745117,0,4014.4306640625,400000.0,NaN,190.6761932373047,12.463010787963867,0,0.15782856941223145,36,1.0156394243240356,0.9209150075912476,0.03774246945977211,5.138849258422852,1746536571.3800058,0.5188115239143372,0.6775131225585938,44.41999816894531,1.0156395435333252,0.6994327902793884,0.015915805473923683,10.144289016723633,4207.423219851,1.0156394243240356,0.00023999999393709004
21,86.78128814697266,0.7093288898468018,-0.41888725757598877,0.0007958263158798218,0.7325249910354614,0.02641889452934265,20,122.55000305175781,1000,5.240479469299316,0.7325249910354614,105.17366027832031,0.021478848531842232,0.5949298143386841,0.7093288898468018,104.19107818603516,2.1153106689453125,0,4206.4462890625,420000.0,NaN,191.95501708984375,12.832408905029297,0,-0.18339523673057556,36,1.0119471549987793,0.8995943665504456,0.03853829577565193,5.3693037033081055,1746536763.4125881,0.5300611257553101,0.7093288898468018,48.709999084472656,1.0119471549987793,0.7325249910354614,0.015760399401187897,12.259599685668945,4370.603164845,1.0119471549987793,0.00023700000019744039
22,56.130165100097656,0.741795003414154,-0.3015420138835907,0.015651948750019073,0.7655376195907593,0.11734524369239807,21,146.64999389648438,1000,5.4426398277282715,0.7655376195907593,106.99848175048828,0.020770343020558357,0.5882090926170349,0.741795003414154,122.60258483886719,5.385107040405273,0,4369.6474609375,440000.0,NaN,163.12869262695312,12.61782455444336,0,-0.3298223614692688,23,1.0078591108322144,0.8882042765617371,0.054190244525671005,6.460116386413574,1746536926.5924182,0.635441780090332,0.741795003414154,56.02000045776367,1.0078591108322144,0.7655376195907593,0.0148704145103693,17.64470672607422,4539.604117705,1.0078591108322144,0.00023400000645779073
23,65.58678436279297,0.7748633623123169,-0.2880379557609558,-0.016103658825159073,0.7984236478805542,0.013504058122634888,22,149.1999969482422,1000,5.326822280883789,0.7984236478805542,103.35968017578125,0.020016634836792946,0.5799461007118225,0.7748633623123169,118.38065338134766,-1.5640850067138672,0,4538.6455078125,460000.0,NaN,168.94651794433594,12.735411643981934,0,-0.10067973285913467,27,1.0102183818817139,0.8740753531455994,0.03808658570051193,6.446323394775391,1746537095.5907686,0.630547046661377,0.7748633623123169,54.4900016784668,1.0102183818817139,0.7984236478805542,0.015312145464122295,16.08062171936035,4719.827400456,1.0102183818817139,0.00023099999816622585
24,74.85502624511719,0.8077666163444519,-0.45418161153793335,-0.0021182745695114136,0.8312064409255981,-0.16614365577697754,23,111.94999694824219,1000,6.101051330566406,0.8312064409255981,105.29701232910156,0.02029844932258129,0.5708701014518738,0.8077666163444519,111.01729583740234,-1.5309829711914062,0,4718.8505859375,480000.0,NaN,180.15211486816406,13.035975456237793,0,-0.18164418637752533,31,1.0113123655319214,0.8583111763000488,0.03596831113100052,6.596247673034668,1746537275.8167298,0.5825357437133789,0.8077666163444519,54.540000915527344,1.011312484741211,0.8312064409255981,0.015461302362382412,14.549638748168945,4885.124032959,1.0113123655319214,0.0002280000044265762
25,62.07479476928711,0.8398277759552002,-0.5205235481262207,-0.009393598884344101,0.863875150680542,-0.06634193658828735,24,79.44999694824219,1000,5.375101089477539,0.863875150680542,103.17089080810547,0.02372615411877632,0.5542739629745483,0.8398277759552002,121.03186798095703,-4.2005767822265625,0,4884.16845703125,500000.0,NaN,165.24574279785156,11.602849960327148,0,0.0972784161567688,26,1.0156663656234741,0.8288018703460693,0.026574712246656418,6.234119892120361,1746537441.1126053,0.5881616473197937,0.8398277759552002,53.849998474121094,1.0156663656234741,0.863875150680542,0.016029654070734978,10.349061965942383,5047.050543401,1.0156663656234741,0.00022499999613501132
26,59.13127517700195,0.8713781833648682,-0.4982028305530548,0.012934960424900055,0.8963218331336975,0.022320717573165894,25,89.5999984741211,1000,5.356801509857178,0.8963218331336975,102.74476623535156,0.020307127386331558,0.5427976846694946,0.8713781833648682,123.55126953125,0.8517513275146484,0,5046.09375,520000.0,NaN,161.87611389160156,11.878815650939941,0,0.06007787585258484,25,1.0155436992645264,0.8078874945640564,0.03950967267155647,6.282888412475586,1746537603.0398974,0.6252401471138,0.8713781833648682,50.900001525878906,1.0155436992645264,0.8963218331336975,0.015574912540614605,11.200813293457031,5205.093206577,1.0155436992645264,0.00022200000239536166
27,57.94585418701172,0.9019666314125061,-0.5637973546981812,-0.0056435726583004,0.9284146428108215,-0.06559452414512634,26,67.8499984741211,1000,5.652496814727783,0.9284146428108215,100.03925323486328,0.021962691098451614,0.5269731283187866,0.9019666314125061,126.59414672851562,-0.7804298400878906,0,5204.130859375,540000.0,NaN,157.9851837158203,11.483180046081543,0,0.016722023487091064,24,1.0149935483932495,0.778285801410675,0.03386610001325607,5.655596733093262,1746537761.0825548,0.5508067011833191,0.9019666314125061,47.2400016784668,1.0149935483932495,0.9284146428108215,0.016036227345466614,10.42038345336914,5370.022464643,1.0149935483932495,0.00021899999410379678
28,62.889007568359375,0.9314861297607422,-0.553022563457489,0.009228292852640152,0.9597645401954651,0.010774791240692139,27,59.400001525878906,1000,4.934982776641846,0.9597645401954651,101.97333526611328,0.020870251581072807,0.513102114200592,0.9314861297607422,121.31327056884766,-2.352893829345703,0,5369.0498046875,560000.0,NaN,164.8624267578125,10.798782348632812,0,0.18871694803237915,26,1.0174440145492554,0.7516246438026428,0.043094392865896225,5.813632965087891,1746537926.011662,0.6287266612052917,0.9314861297607422,38.08000183105469,1.0174440145492554,0.9597645401954651,0.016022246330976486,8.067489624023438,5514.238172185,1.0174440145492554,0.00021600000036414713
29,46.30009078979492,0.9595972895622253,-0.5956751108169556,0.0019044354557991028,0.9900851845741272,-0.04265254735946655,28,42.349998474121094,1000,4.078682899475098,0.9900851845741272,97.85013580322266,0.020056726410984993,0.49910128116607666,0.9595972895622253,138.7440643310547,-0.2264542579650879,0,5513.267578125,580000.0,NaN,144.1503143310547,9.945846557617188,0,-0.2607917785644531,19,1.0187774896621704,0.7239443063735962,0.04499882832169533,5.810980319976807,1746538070.227445,0.6382917761802673,0.9595972895622253,30.790000915527344,1.0187774896621704,0.9900851845741272,0.01626889407634735,7.84103536605835,5664.792458386,1.0187774896621704,0.00021300000662449747
30,47.57997131347656,0.9869251251220703,-0.5001125335693359,-0.0005035921931266785,1.0194107294082642,0.09556257724761963,29,60.25,1000,3.739210844039917,1.0194107294082642,102.91545867919922,0.022114425897598267,0.48889774084091187,0.9869251251220703,132.8943328857422,1.141512393951416,0,5663.83203125,600000.0,NaN,150.49551391601562,9.967589378356934,0,0.07595498859882355,20,1.0162086486816406,0.7032952904701233,0.04449523612856865,5.997758388519287,1746538220.781649,0.6627744436264038,0.9869251251220703,29.350000381469727,1.0162086486816406,1.0194107294082642,0.016165560111403465,8.982547760009766,5837.979133466,1.0162086486816406,0.0002099999983329326
31,71.15812683105469,1.0142192840576172,-0.3518255054950714,-0.012628782540559769,1.0477254390716553,0.14828702807426453,30,85.80000305175781,1000,4.328625202178955,1.0477254390716553,101.97608947753906,0.0218263640999794,0.4827861785888672,1.0142192840576172,115.51727294921875,-1.2430815696716309,0,5837.02197265625,620000.0,NaN,173.13427734375,9.218382835388184,0,-0.001991972327232361,30,1.0145485401153564,0.6907392144203186,0.03186645358800888,5.697690486907959,1746538393.968459,0.6409046053886414,1.0142192840576172,27.110000610351562,1.014548659324646,1.0477254390716553,0.016955379396677017,7.739466190338135,5987.589497739,1.0145485401153564,0.00020700000459328294
32,50.19510269165039,1.0408785343170166,-0.46833163499832153,0.008265819400548935,1.0750107765197754,-0.11650612950325012,31,62.150001525878906,1000,4.457682132720947,1.0750107765197754,99.35318756103516,0.021541865542531013,0.4737447500228882,1.0408785343170166,133.73599243164062,0.47174882888793945,0,5986.62353515625,640000.0,NaN,149.54837036132812,9.38491439819336,0,-0.09929751604795456,21,1.0131202936172485,0.6718123555183411,0.040132272988557816,5.926725387573242,1746538543.5788443,0.7216122150421143,1.0408785343170166,24.8799991607666,1.013120412826538,1.0750107765197754,0.015880370512604713,8.211215019226074,6152.60123523,1.0131202936172485,0.00020399999630171806
33,60.53322982788086,1.0672669410705566,-0.42862316966056824,0.0016533806920051575,1.1015530824661255,0.039708465337753296,32,73.0,1000,4.342977046966553,1.1015530824661255,104.41841888427734,0.020356737077236176,0.46460869908332825,1.0672669410705566,121.24761199951172,1.8327569961547852,0,6151.63525390625,660000.0,NaN,164.9517059326172,9.633203506469727,0,-0.026347890496253967,25,1.0152310132980347,0.6523378491401672,0.04178565368056297,5.978526592254639,1746538708.5906146,0.7895325422286987,1.0672669410705566,28.030000686645508,1.0152310132980347,1.1015530824661255,0.016676394268870354,10.04397201538086,6319.47765512,1.0152310132980347,0.0002010000025620684
34,65.25861358642578,1.0932272672653198,-0.4212295413017273,-0.01116831973195076,1.1275936365127563,0.007393628358840942,33,65.75,1000,4.281789779663086,1.1275936365127563,101.55895233154297,0.020885726436972618,0.4582538604736328,1.0932272672653198,119.89141082763672,-2.4605765342712402,0,6318.51416015625,680000.0,NaN,166.817626953125,8.880483627319336,0,0.08694460988044739,27,1.014112114906311,0.6385851502418518,0.030617333948612213,5.704090118408203,1746538875.4669585,0.7271552681922913,1.0932272672653198,30.84000015258789,1.014112114906311,1.1275936365127563,0.016453802585601807,7.583395481109619,6480.196856842,1.014112114906311,0.00019799999427050352
35,58.081520080566406,1.1196619272232056,-0.28955867886543274,0.01106693223118782,1.1533432006835938,0.13167086243629456,34,97.80000305175781,1000,4.584235191345215,1.1533432006835938,102.57331848144531,0.022057121619582176,0.4543421268463135,1.1196619272232056,124.4904556274414,3.3027548789978027,0,6479.22802734375,700000.0,NaN,160.65489196777344,9.38353157043457,0,0.03874496743083,24,1.0100510120391846,0.6300209164619446,0.041684266179800034,5.812096118927002,1746539036.1861598,0.7213560342788696,1.1196619272232056,33.5,1.0100510120391846,1.1533432006835938,0.01628921739757061,10.886150360107422,6637.108108205,1.0100510120391846,0.00019500000053085387
36,54.79210662841797,1.1458561420440674,-0.38709986209869385,-0.009673535823822021,1.1791244745254517,-0.09754118323326111,35,72.19999694824219,1000,4.111177444458008,1.1791244745254517,102.06022644042969,0.020685037598013878,0.4486111104488373,1.1458561420440674,127.50841522216797,-3.562267303466797,0,6636.14306640625,720000.0,NaN,156.85238647460938,8.820246696472168,0,0.3401082754135132,23,1.0154821872711182,0.6173046231269836,0.03201073035597801,5.745660305023193,1746539193.0974717,0.6947768330574036,1.1458561420440674,38.529998779296875,1.0154821872711182,1.1791244745254517,0.015853142365813255,7.323883056640625,6795.853707645,1.0154821872711182,0.00019200000679120421
37,54.59527587890625,1.1719295978546143,-0.24762298166751862,0.005344536155462265,1.204905390739441,0.13947688043117523,36,75.30000305175781,1000,3.585484743118286,1.204905390739441,104.08417510986328,0.020360002294182777,0.4505263566970825,1.1719295978546143,126.04020690917969,-0.40656137466430664,0,6794.88427734375,740000.0,NaN,158.67953491210938,6.988481044769287,0,-0.03795195370912552,23,1.0063703060150146,0.6215545535087585,0.03735526651144028,5.346207141876221,1746539351.8430545,0.6177986264228821,1.1719295978546143,37.810001373291016,1.0063703060150146,1.204905390739441,0.015798548236489296,6.917321681976318,6955.110174161,1.0063703060150146,0.00018899999849963933
38,54.88362121582031,1.1980406045913696,-0.3180773854255676,0.006963249295949936,1.2306313514709473,-0.07045440375804901,37,80.25,1000,4.258686065673828,1.2306313514709473,104.31866455078125,0.020170139148831367,0.45021504163742065,1.1980406045913696,125.62627410888672,2.811227321624756,0,6954.15185546875,760000.0,NaN,159.20237731933594,8.434394836425781,0,0.10773062705993652,23,1.0093649625778198,0.6208340525627136,0.04431851580739021,5.005697727203369,1746539511.0995414,0.5691505670547485,1.1980406045913696,36.650001525878906,1.0093649625778198,1.2306313514709473,0.016451755538582802,9.728549003601074,7126.902396317,1.0093649625778198,0.00018600000475998968
39,67.3070068359375,1.2246180772781372,-0.2654636800289154,-0.020182916894555092,1.2566603422164917,0.05261370539665222,38,95.94999694824219,1000,4.309449195861816,1.2566603422164917,104.424072265625,0.02043764293193817,0.4494817852973938,1.2246180772781372,116.46112060546875,-1.2420005798339844,0,7125.93701171875,780000.0,NaN,171.73114013671875,8.617875099182129,0,0.06973440945148468,28,1.0100821256637573,0.6191844940185547,0.02413559891283512,4.720566272735596,1746539682.8917549,0.560879111289978,1.2246180772781372,42.689998626708984,1.0100821256637573,1.2566603422164917,0.016992950811982155,8.48654842376709,7288.866899792,1.0100821256637573,0.0001829999964684248
40,62.9550895690918,1.2503077983856201,-0.5576023459434509,0.0021149180829524994,1.282680869102478,-0.2921386659145355,39,48.849998474121094,1000,4.099652290344238,1.282680869102478,98.94412994384766,0.020599236711859703,0.44240888953208923,1.2503077983856201,123.5335922241211,-1.5818099975585938,0,7287.8955078125,800000.0,NaN,161.89927673339844,9.549437522888184,0,0.05070095509290695,26,1.0146347284317017,0.6033333539962769,0.02625051699578762,4.430697441101074,1746539844.856241,0.7030583620071411,1.2503077983856201,37.560001373291016,1.0146348476409912,1.282680869102478,0.016532035544514656,6.904738426208496,7454.525496413,1.0146347284317017,0.00018000000272877514
41,63.07568359375,1.2758386135101318,-0.4215831458568573,0.006190197542309761,1.3084921836853027,0.13601920008659363,40,70.75,1000,4.59393835067749,1.3084921836853027,102.50874328613281,0.02032947726547718,0.43591558933258057,1.2758386135101318,120.78424072265625,1.7681083679199219,0,7453.54638671875,820000.0,NaN,165.5845184326172,9.210768699645996,0,-0.12499518692493439,26,1.0129287242889404,0.5885494947433472,0.03244071453809738,4.580932140350342,1746540010.5146399,0.686337411403656,1.2758386135101318,33.91999816894531,1.01292884349823,1.3084921836853027,0.016317738220095634,8.672846794128418,7611.087825784,1.0129287242889404,0.00017699999443721026
