Value/reward,Value/Adv,Misc/AcceptanceStep,Train/LR,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,Train/Epoch,Train/PolicyStd,Loss/Loss_reward_critic/Delta,_runtime,Metrics/LagrangeMultiplier/Max,Misc/xHx,Misc/Alpha,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Min,Train/KL,_step,Value/cost,Train/PolicyRatio,Time/FPS,Misc/gradient_norm,Train/PolicyRatio/Min,Loss/Loss_pi,Metrics/EpLen,Loss/Loss_reward_critic,Misc/H_inv_g,Time/Rollout,Metrics/LagrangeMultiplier/Std,Metrics/EpCost,Time/Update,Loss/Loss_cost_critic,_timestamp,Train/Entropy,Train/StopIter,Loss/Loss_cost_critic/Delta,Time/Total,Metrics/EpRet,Time/Epoch,TotalEnvSteps
0.27054542303085327,-2.0217894913798773e-08,1,0,0.035999998450279236,0.000781599257607013,0,1.0160713195800781,0.013555082492530346,702.409681449,0.035999998450279236,0.0038906207773834467,2.2672791481018066,-0.005821283906698227,0.9988946914672852,0.267834335565567,0.035999998450279236,0.00032561260741204023,1,-0.06611564755439758,0.9988946914672852,56.92108154296875,0.06188839301466942,0.9988946914672852,-0.005821283906698227,1000,0.013555082492530346,0.11813028156757355,342.736572265625,0,40.5,8.627082824707031,4.872190475463867,1743326622.6691692,1.4347983598709106,10,4.872190475463867,351.3645935058594,-1.0980260372161865,351.3636779785156,20000.0
0.24009467661380768,-4.1198727984692596e-08,1,0,0.0700249969959259,0.0003527972148731351,1,1.0097500085830688,-0.010166733525693417,1054.395354872,0.0700249969959259,0.004511157050728798,2.105574131011963,-0.000424262136220932,1.0004990100860596,0.2933848798274994,0.0700249969959259,0.0003431030781939626,2,0.9620644450187683,1.00049889087677,57.13418197631836,0.0701221153140068,1.0004990100860596,-0.006245546042919159,1000,0.0033883489668369293,0.1393372267484665,341.4854431152344,0,75.7249984741211,8.567682266235352,7.964339733123779,1743326972.792183,1.4285635948181152,10,3.092149257659912,701.4703979492188,-0.6773070096969604,350.05316162109375,40000.0
0.20428074896335602,-1.678466787780053e-08,1,0,0.10448122024536133,0.0005290834233164787,2,0.9990358948707581,-0.00016684108413755894,1404.30528378,0.10448122024536133,0.0055781165137887,1.8935240507125854,-0.0012725815176963806,1.0007483959197998,0.33198991417884827,0.10448122024536133,0.0002995864488184452,3,2.6311676502227783,1.0007482767105103,56.82986831665039,0.04848405346274376,1.0007483959197998,-0.0075181275606155396,1000,0.0032215078826993704,0.17532911896705627,343.3619384765625,0,64.36666870117188,8.565641403198242,4.514736175537109,1743327324.7779,1.4179390668869019,10,-3.44960355758667,1053.4661865234375,-0.45169493556022644,351.9276123046875,60000.0
0.1676766574382782,1.0681151962899094e-08,1,0,0.1392158716917038,0.0007229589391499758,3,0.991156280040741,0.0025118670891970396,1754.105257445,0.1392158716917038,0.005717746913433075,1.8702607154846191,-0.00016750534996390343,1.0010223388671875,0.3376103937625885,0.1392158716917038,0.0002823479881044477,4,3.7140047550201416,1.0010223388671875,57.168479919433594,0.047072675079107285,1.0010223388671875,-0.007685632910579443,1000,0.00573337497189641,0.1805151402950287,341.2693176269531,0,68.4625015258789,8.57376766204834,5.519371509552002,1743327674.687824,1.410011887550354,10,1.0046353340148926,1403.368896484375,-0.30984067916870117,349.8431091308594,80000.0
0.13623110949993134,4.577636492086867e-09,1,0,0.17413389682769775,0.0003540335164871067,4,0.9785962700843811,0.0008568400517106056,2102.154619608,0.17413389682769775,0.0057076578959822655,1.871912956237793,-0.00038664648309350014,0.9994993209838867,0.36184316873550415,0.17413389682769775,0.0002492960193194449,5,3.808647632598877,0.9994993209838867,57.18557357788086,0.04715218022465706,0.9994993209838867,-0.008072279393672943,1000,0.006590215023607016,0.1933012753725052,341.1783447265625,0,69.47000122070312,8.560184478759766,5.721214294433594,1743328024.4877894,1.3971949815750122,10,0.2018427848815918,1753.1727294921875,-0.161860853433609,349.7385559082031,100000.0
0.12339583784341812,-9.918212917625624e-09,1,0,0.20932510495185852,0.0006850267527624965,5,0.9739145636558533,0.0003075036220252514,2453.716871034,0.20932510495185852,0.00484362430870533,2.0320262908935547,0.0006014332175254822,1.0009688138961792,0.33405089378356934,0.20932510495185852,0.00032408503466285765,6,4.476049900054932,1.0009688138961792,57.4754638671875,0.06343396753072739,1.0009688138961792,-0.007470846176147461,1000,0.006897718645632267,0.16439300775527954,339.38153076171875,0,81.83000183105469,8.593019485473633,6.248067855834961,1743328372.5372279,1.3921312093734741,10,0.5268535614013672,2101.21484375,0.24198879301548004,347.9745788574219,120000.0
0.1102585569024086,-7.629394338515283e-10,1,0,0.24471385776996613,0.00038052984746173024,6,0.9727404117584229,0.002965443767607212,2805.571236561,0.24471385776996613,0.010684898123145103,1.368137001991272,-0.0025277361273765564,0.999461829662323,0.30361637473106384,0.24471385776996613,0.00032551746699027717,7,4.801778316497803,0.999461829662323,56.901309967041016,0.11259836703538895,0.999461829662323,-0.009998582303524017,1000,0.009863162413239479,0.22191956639289856,342.92010498046875,0,80.8499984741211,8.565631866455078,6.508740425109863,1743328724.0994039,1.3907009363174438,10,0.26067256927490234,2452.771240234375,0.39734458923339844,351.48577880859375,140000.0
0.09972923249006271,-3.433227480087453e-09,1,0,0.28040704131126404,0.00011166105105075985,7,0.9647677540779114,-0.0030343877151608467,3154.7708151,0.28040704131126404,0.013606473803520203,1.2123891115188599,-0.0016021905466914177,0.99984210729599,0.31413882970809937,0.28040704131126404,0.00033890793565660715,8,6.5260138511657715,0.99984210729599,56.84955596923828,0.0957128256559372,0.99984210729599,-0.011600772850215435,1000,0.006828774698078632,0.2591072618961334,343.20623779296875,0,98.8499984741211,8.599454879760742,6.402055263519287,1743329075.9537942,1.38200843334198,10,-0.10668516159057617,2804.65185546875,0.5186873078346252,351.80572509765625,160000.0
0.09619037061929703,3.051757735406113e-09,1,0,0.3164149224758148,0.00027580896858125925,8,0.9623360633850098,0.004685917869210243,3502.589848585,0.3164149224758148,0.014463694766163826,1.1759130954742432,-0.0005706893280148506,0.9996099472045898,0.3293831944465637,0.3164149224758148,0.00029885899857617915,9,9.345784187316895,0.9996099472045898,57.28437805175781,0.10240703821182251,0.9996099472045898,-0.012171462178230286,1000,0.011514692567288876,0.2801084518432617,340.5520935058594,0,115.0999984741211,8.583209991455078,8.376880645751953,1743329425.15327,1.3790658712387085,10,1.974825382232666,3153.8369140625,0.7816157341003418,349.1353454589844,180000.0
0.10016477108001709,-1.2588500908350397e-08,1,0,0.352749228477478,0.0001155666759586893,9,0.9619235396385193,0.0024570757523179054,3852.866653978,0.352749228477478,0.018030956387519836,1.0531870126724243,-0.0004679271951317787,0.9998366236686707,0.3088260591030121,0.352749228477478,0.0002979606215376407,10,8.611800193786621,0.9998366236686707,57.51228713989258,0.15604795515537262,0.9998366236686707,-0.012639389373362064,1000,0.013971768319606781,0.2932300567626953,339.1214294433594,0,124.77999877929688,8.63033390045166,7.044401168823242,1743329772.9724407,1.3784555196762085,10,-1.332479476928711,3501.65380859375,1.205620288848877,347.7518005371094,200000.0
