Metrics/LagrangeMultiplier,_timestamp,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Time/Update,Time/Rollout,Loss/Loss_cost_critic/Delta,Train/Entropy,Metrics/LagrangeMultiplier/Std,Train/StopIter,Safety/EpCostShield,Safety/shield_violation,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Misc/AcceptanceStep,Time/Epoch,Train/PolicyStd,Loss/Loss_reward_critic/Delta,Time/FPS,Loss/Loss_cost_critic,Misc/gradient_norm,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,_runtime,Misc/H_inv_g,Misc/Alpha,Train/LR,Safety/shield_adv_c,_step,Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic,Loss/Loss_pi,TotalEnvSteps,Value/Adv,Value/reward,Safety/ShieldLagrangeMultiplier/Std,Time/Total,Train/KL,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,Misc/xHx,Train/Epoch,Value/cost,Metrics/EpRet
0.035999998450279236,1746496524.1849701,0.16888371109962463,0.035999998450279236,0.0005800530198030174,16.977174758911133,115.64754486083984,1.6473418474197388,1.4678702354431152,0,10,12.300000190734863,-0.1389325112104416,1.0008203983306885,0.035999998450279236,1.000820279121399,1,132.62474060058594,1.050948977470398,0.0048050046898424625,150.80142211914062,1.6473418474197388,0.048711732029914856,3.049999952316284,0.044999994337558746,232.710538377,0.047333974391222,3.5679173469543457,0,0.46419641375541687,1,0.044999994337558746,0.0048050046898424625,-0.03831000626087189,20000.0,1.5830993405074878e-08,-0.024767810478806496,0,132.6256866455078,0.0004347100621089339,-0.03831000626087189,1.0008203983306885,0.044999994337558746,1000,0.0015710777370259166,0,-0.07181859016418457,-0.36519384384155273
0.07094694674015045,1746496623.442784,0.2726059556007385,0.07094694674015045,0.0005299263866618276,16.788835525512695,82.4128189086914,-0.3914637565612793,1.5079196691513062,0,10,8.5,-0.10264790058135986,1.0007494688034058,0.07094694674015045,1.0007494688034058,1,99.20167541503906,1.0937288999557495,-0.003212067298591137,201.6094970703125,1.2558780908584595,0.05507700890302658,3.950000047683716,0.07910208404064178,333.583609497,0.08798918128013611,3.0981760025024414,0,0.020630378276109695,2,0.07910208404064178,0.0015929373912513256,-0.4583699703216553,40000.0,3.814697002724188e-09,-0.024222033098340034,0,231.89381408691406,0.00036031517083756626,-0.4200599640607834,1.0007494688034058,0.07910208404064178,1000,0.0020836065523326397,1,-0.02684107981622219,-0.2390911877155304
0.10578861087560654,1746496724.3159022,0.23833228647708893,0.10578861087560654,0.0005910111940465868,16.877159118652344,83.93030548095703,2.159856915473938,1.5233460664749146,0,10,27.049999237060547,0.19879169762134552,0.9991642236709595,0.10578861087560654,0.9991641640663147,1,100.8074951171875,1.1105704307556152,-0.00014556106179952621,198.39794921875,3.4157350063323975,0.06642943620681763,5.183333396911621,0.11141814291477203,440.920011565,0.07836069166660309,3.0414774417877197,0,0.39081087708473206,3,0.11141814291477203,0.0014473763294517994,-0.41765594482421875,60000.0,1.9836425835251248e-08,-0.023072728887200356,0,332.75628662109375,0.00047068423009477556,0.04071402549743652,0.9991642236709595,0.11141814291477203,1000,0.0021620155312120914,2,0.14826181530952454,-0.45867693424224854
0.13898977637290955,1746496831.6524296,0.262134850025177,0.13898977637290955,0.0009390317718498409,17.063228607177734,90.205322265625,8.671680688858032,1.5271400213241577,0,10,55.650001525878906,2.1345434188842773,1.0013279914855957,0.13898977637290955,1.0013279914855957,1,107.2685775756836,1.1151803731918335,0.0006966879591345787,186.44789123535156,12.08741569519043,0.06865006685256958,9.949999809265137,0.14204800128936768,550.342143335,0.096483014523983,2.7169015407562256,0,0.8019561171531677,4,0.14204800128936768,0.002144064288586378,-0.3807367980480194,80000.0,-1.907348501362094e-09,-0.035177748650312424,0,440.09197998046875,0.0004624745051842183,0.03691914677619934,1.0013279914855957,0.14204800128936768,1000,0.0027094462420791388,3,1.3095109462738037,-0.4377405047416687
0.17229385673999786,1746496941.0742419,0.2624408006668091,0.17229385673999786,0.0010234940564259887,16.912525177001953,92.45342254638672,-4.344184398651123,1.5655142068862915,0,10,62.70000076293945,2.4847726821899414,1.0014474391937256,0.17229385673999786,1.001447319984436,1,109.36598205566406,1.159849762916565,0.000576115446165204,182.87222290039062,7.743231296539307,0.061540041118860245,12.420000076293945,0.17388856410980225,660.063799979,0.10174136608839035,2.5794897079467773,0,0.8218649625778198,5,0.17388856410980225,0.002720179734751582,-0.354218453168869,100000.0,-1.5258788677030566e-09,-0.03585521876811981,0,549.5235595703125,0.0003973585262428969,0.02651834487915039,1.0014474391937256,0.17388856410980225,1000,0.003005805891007185,4,1.5367960929870605,-0.33674347400665283
0.20567603409290314,1746497050.7960129,0.29654601216316223,0.20567603409290314,0.0008683374617248774,16.889638900756836,92.76350402832031,2.196042537689209,1.6156688928604126,0,10,73.5,4.788821697235107,1.0012280941009521,0.20567603409290314,1.0012279748916626,1,109.65316772460938,1.219751238822937,-0.00038351910188794136,182.39328002929688,9.939273834228516,0.04524439945816994,16.649999618530273,0.20668967068195343,768.185641115,0.1104278415441513,2.6854281425476074,0,0.21773330867290497,6,0.20668967068195343,0.002336660632863641,-0.32192230224609375,120000.0,1.5258788677030566e-09,-0.029973864555358887,0,659.2340087890625,0.00033259240444749594,0.03229615092277527,1.0012280941009521,0.20668967068195343,1000,0.002773328684270382,5,1.8360843658447266,-0.14623647928237915
0.23973621428012848,1746497158.9180107,0.31370195746421814,0.23973621428012848,0.0005843801191076636,17.11686134338379,90.9311294555664,-2.9290952682495117,1.6598511934280396,0,10,55.0,4.409729480743408,1.0008265972137451,0.23973621428012848,1.0008264780044556,1,108.04801177978516,1.2745743989944458,0.0005225169006735086,185.10289001464844,7.010178565979004,0.03843173384666443,16.639999389648438,0.24017122387886047,875.805273386,0.11166693270206451,2.809264659881592,0,1.7408148050308228,7,0.24017122387886047,0.0028591775335371494,-0.33806315064430237,140000.0,-1.2207030941624453e-08,-0.01270381174981594,0,767.349609375,0.0003023495664820075,-0.016140848398208618,1.0008265972137451,0.24017122387886047,1000,0.002534212078899145,6,2.1827332973480225,0.006357836537063122
0.2742845118045807,1746497266.537473,0.28548064827919006,0.2742845118045807,0.001200229860842228,16.796062469482422,90.76470184326172,-0.024882793426513672,1.7108211517333984,0,10,50.95000076293945,3.972139835357666,1.0016974210739136,0.2742845118045807,1.0016974210739136,1,107.56078338623047,1.3413399457931519,0.00011257803998887539,185.94137573242188,6.98529577255249,0.05102984979748726,20.5,0.2740124762058258,981.949184257,0.10002684593200684,2.8540403842926025,0,0.14680588245391846,8,0.2740124762058258,0.002971755573526025,-0.31150022149086,160000.0,3.051757735406113e-09,-0.0006991233676671982,0,874.9842529296875,0.0003443156601861119,0.026562929153442383,1.0016974210739136,0.2740124762058258,1000,0.002455319045111537,7,1.4683011770248413,0.23680360615253448
0.30937638878822327,1746497372.6813257,0.34570109844207764,0.30937638878822327,0.00029474697657860816,16.56100845336914,89.5134506225586,-0.36048030853271484,1.7382301092147827,0,10,60.04999923706055,4.788470268249512,1.0004167556762695,0.30937638878822327,1.0004167556762695,1,106.07447814941406,1.3789080381393433,0.00029533798806369305,188.54676818847656,6.624815464019775,0.0402819998562336,18.15999984741211,0.3083885908126831,1091.04082193,0.11079812049865723,3.1200990676879883,0,0.8661220073699951,9,0.3083885908126831,0.003267093561589718,-0.3728322982788086,180000.0,-3.051757735406113e-09,0.0016859283205121756,0,981.1192016601562,0.00024065046454779804,-0.06133207678794861,1.0004167556762695,0.3083885908126831,1000,0.002054428681731224,8,1.751236081123352,0.40777838230133057
0.34482139348983765,1746497481.773118,0.3367942273616791,0.34482139348983765,0.0020583397708833218,16.921653747558594,92.10567474365234,-0.3700718879699707,1.760668158531189,0,10,38.04999923706055,7.027892112731934,1.0029109716415405,0.34482139348983765,1.0029109716415405,1,109.0273666381836,1.409988522529602,-0.000660015968605876,183.440185546875,6.254743576049805,0.04832259565591812,16.8799991607666,0.34229418635368347,1198.392149014,0.12837620079517365,2.6234943866729736,0,-1.018871784210205,10,0.34229418635368347,0.002607077592983842,-0.48482009768486023,200000.0,-1.5258788677030566e-09,0.011734053492546082,0,1090.2198486328125,0.00024221495550591499,-0.11198779940605164,1.0029109716415405,0.34229418635368347,1000,0.0029058167710900307,9,2.5790624618530273,0.4823192358016968
