_timestamp,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Value/cost,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,Loss/Loss_pi,Metrics/EpLen,Value/Adv,Value/reward,Train/KL,Time/Total,Loss/Loss_pi/Delta,Safety/shield_violation,Safety/EpCostShield,Time/Epoch,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Train/Epoch,Metrics/LagrangeMultiplier/Min,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyStd,Metrics/LagrangeMultiplier,Time/Update,Metrics/LagrangeMultiplier/Max,_runtime,Safety/shield_adv_c,_step,Train/PolicyRatio,Train/Entropy,TotalEnvSteps,Loss/Loss_cost_critic,Metrics/EpRet,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Train/LR,Time/Rollout,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta
1746518751.4344177,1.0049536228179932,0,0.015230990014970303,-0.031532734632492065,16.049999237060547,0.04500000178813934,112.43255615234375,-0.45659738779067993,1000,-0.05268809571862221,0.0447922982275486,0.012867019511759281,177.88511657714844,-0.45659738779067993,0.05468272790312767,33.0,177.88441467285156,0,0.04500000178813934,0,0.03599999472498894,40,0.04500000178813934,0.9681585431098938,0.03599999472498894,82.72572326660156,0.03599999472498894,333.949009602,NaN,1,1.0049536228179932,1.3863636255264282,20000.0,5.836294651031494,-2.1446876525878906,1.0049536228179932,0.015230990014970303,0.0002969999914057553,95.15860748291016,0.011988131329417229,5.836294651031494
1746518906.7358625,1.004584789276123,0,0.005194973666220903,0.2519625127315521,10.125,0.07875019311904907,128.8355712890625,-0.3839492201805115,1000,0.11937107145786285,0.019262949004769325,0.009621679782867432,333.1822509765625,0.07264816761016846,0.39948534965515137,20.899999618530273,155.23663330078125,0,0.07875019311904907,1,0.06973329931497574,40,0.07875019311904907,0.9450607895851135,0.06973329931497574,82.3556137084961,0.06973329931497574,489.42194572,NaN,2,1.004584789276123,1.3620188236236572,40000.0,3.101769208908081,-1.6346302032470703,1.004584789276123,-0.0100360163487494,0.00029399999766610563,72.88097381591797,0.011267999187111855,-2.734525442123413
1746519062.2062535,1.0066238641738892,0,0.0063305324874818325,0.34812042117118835,7.583333492279053,0.11290360987186432,128.68223571777344,-0.375428169965744,1000,-0.2538519501686096,-0.0043421159498393536,0.010872378014028072,488.66845703125,0.008521050214767456,0.7789077758789062,26.649999618530273,155.42161560058594,0,0.11290360987186432,2,0.10224749147891998,40,0.11290360987186432,0.922364354133606,0.10224749147891998,82.62367248535156,0.10224749147891998,645.417614479,NaN,3,1.0066238641738892,1.3374055624008179,60000.0,2.2019340991973877,-1.1596599817276,1.0066238641738892,0.001135558821260929,0.000291000003926456,72.79789733886719,0.011316278018057346,-0.8998351097106934
1746519218.2044551,1.0074321031570435,0,0.0035918240901082754,0.426303505897522,11.625,0.14702364802360535,128.2588653564453,-0.4237073063850403,1000,-0.05191679298877716,-0.02528856135904789,0.014526821672916412,644.6519165039062,-0.048279136419296265,1.3540939092636108,48.0,155.93463134765625,0,0.14702364802360535,3,0.1354568898677826,40,0.14702364802360535,0.8798015117645264,0.1354568898677826,82.30892944335938,0.1354568898677826,804.291256078,NaN,4,1.0074321031570435,1.289966344833374,80000.0,4.172495365142822,-0.8525876998901367,1.0074321031570435,-0.002738708397373557,0.0002880000101868063,73.62566375732422,0.013501410372555256,1.9705612659454346
1746519377.0779202,1.0084148645401,0,0.003654042724519968,0.8720198273658752,18.5,0.18036654591560364,125.9350357055664,-0.36949047446250916,1000,0.1315270960330963,0.008286455646157265,0.01329696923494339,803.52734375,0.05421683192253113,1.8429465293884277,77.19999694824219,158.81204223632812,0,0.18036654591560364,4,0.16932067275047302,40,0.18036654591560364,0.8449940085411072,0.16932067275047302,82.24639129638672,0.16932067275047302,963.274770821,NaN,5,1.0084148645401,1.2497729063034058,100000.0,8.818490982055664,-0.583520233631134,1.0084148645401,6.221863441169262e-05,0.0002849999873433262,76.56561279296875,0.012742369435727596,4.645995616912842
1746519536.0615973,1.0084346532821655,0,0.005148777272552252,1.3181837797164917,21.239999771118164,0.214116632938385,125.85257720947266,-0.3388092517852783,1000,0.12904076278209686,0.02058553695678711,0.01304612960666418,962.5089721679688,0.030681222677230835,2.6095128059387207,86.30000305175781,158.9160919189453,0,0.214116632938385,5,0.203696608543396,40,0.214116632938385,0.8194093108177185,0.203696608543396,82.2684326171875,0.203696608543396,1116.523952633,NaN,6,1.0084346532821655,1.2189971208572388,120000.0,7.088483810424805,-0.15053236484527588,1.0084346532821655,0.0014947345480322838,0.00028199999360367656,76.6476058959961,0.012113595381379128,-1.7300071716308594
1746519689.3107917,1.0122476816177368,0,0.008359829895198345,0.8300986289978027,22.8700008392334,0.24684497714042664,130.56153869628906,-0.38214191794395447,1000,-0.06048775464296341,0.0073428587056696415,0.013250705786049366,1115.7568359375,-0.04333266615867615,1.944121241569519,31.200000762939453,153.18446350097656,0,0.24684497714042664,6,0.23854783177375793,40,0.24684497714042664,0.7936945557594299,0.23854783177375793,82.64220428466797,0.23854783177375793,1271.628547532,NaN,7,1.0122475624084473,1.1867488622665405,140000.0,3.3328640460968018,0.0068456027656793594,1.0122476816177368,0.0032110526226460934,0.0002789999998640269,70.54220581054688,0.013005740009248257,-3.755619764328003
1746519844.4152594,1.0140753984451294,0,0.008976585231721401,1.6765185594558716,24.729999542236328,0.27910467982292175,129.00347900390625,-0.37897709012031555,1000,0.19193467497825623,0.011311976239085197,0.01330817211419344,1270.8564453125,0.003164827823638916,3.4193758964538574,35.25,155.03457641601562,0,0.27910467982292175,7,0.2738317549228668,40,0.27910467982292175,0.7746109366416931,0.2738317549228668,82.20025634765625,0.2738317549228668,1426.170613929,NaN,8,1.0140753984451294,1.1622288227081299,160000.0,3.629070997238159,-0.009570074267685413,1.0140753984451294,0.000616755336523056,0.00027600000612437725,72.83428192138672,0.013097288087010384,0.2962069511413574
1746519998.9574678,1.0149335861206055,0,0.018664583563804626,1.3573977947235107,26.8799991607666,0.31202197074890137,129.45712280273438,-0.3645731806755066,1000,0.19315171241760254,0.0028652611654251814,0.01310123410075903,1425.4205322265625,0.01440390944480896,3.1384437084198,55.900001525878906,154.49131774902344,0,0.31202197074890137,8,0.30952101945877075,40,0.31202197074890137,0.7526354789733887,0.30952101945877075,81.69341278076172,0.30952101945877075,1583.756328791,NaN,9,1.0149335861206055,1.1332738399505615,180000.0,5.599742412567139,-0.03953119367361069,1.0149335861206055,0.009687998332083225,0.0002730000123847276,72.79785919189453,0.013633377850055695,1.9706714153289795
1746520156.543174,1.0151010751724243,0,0.008390390314161777,1.6354820728302002,20.34000015258789,0.34438222646713257,126.96385955810547,-0.36191093921661377,1000,0.39922213554382324,0.00923291128128767,0.013848235830664635,1582.99365234375,0.0026622414588928223,3.299171209335327,33.900001525878906,157.525146484375,0,0.34438222646713257,9,0.34523308277130127,40,0.34438222646713257,0.7350102066993713,0.34523308277130127,82.54792785644531,0.34523308277130127,1739.772299961,NaN,10,1.0151010751724243,1.109238624572754,200000.0,3.790762186050415,-0.10150289535522461,1.0151010751724243,-0.010274193249642849,0.0002699999895412475,74.9771728515625,0.013826653361320496,-1.8089802265167236
