Loss/Loss_cost_critic/Delta,Train/StopIter,Train/Epoch,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,_timestamp,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Time/Epoch,Train/Entropy,Safety/shield_adv_c,Train/KL,TotalEnvSteps,Metrics/LagrangeMultiplier,Metrics/EpCost,Time/Rollout,Time/Total,Value/reward,_runtime,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Value/cost,Time/Update,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,_step,Safety/EpCostShield,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Safety/shield_violation,Metrics/EpLen,Train/PolicyRatio,Train/LR,Loss/Loss_pi,Time/FPS
53.19377899169922,40,0,0.04500000178813934,53.19377899169922,1746536901.7321835,-0.3841429054737091,0,0.009631723165512085,1.0020184516906738,0.014496535062789917,329.6986389160156,1.4087098836898804,NaN,0.007557261269539595,20000.0,0.03599999472498894,104.82499694824219,167.7355194091797,329.6999206542969,-0.05638083443045616,620.785977392,0.04500000178813934,0.014496535062789917,0.03599999472498894,-0.8512927293777466,0.05957486480474472,161.96298217773438,0.07723512500524521,0.04500000178813934,1,132.0749969482422,1.0020184516906738,0,0.03599999472498894,0.9898717999458313,0.06835256516933441,500,1.0020184516906738,0.0002969999914057553,-0.3841429054737091,60.66145706176758
-2.2901992797851562,40,1,0.07941249012947083,50.90357971191406,1746537191.517408,0.12194976210594177,0,0.011840102262794971,1.0025676488876343,-0.005244594067335129,289.69293212890625,1.3760960102081299,NaN,0.012921125628054142,40000.0,0.07085005939006805,144.64999389648438,125.3501205444336,619.470458984375,-0.04903234541416168,905.698632114,0.07941249012947083,0.009251940995454788,0.07085005939006805,-0.5059753060340881,5.874759197235107,164.3426971435547,-0.11633094400167465,0.07941249012947083,2,219.02499389648438,1.0025676488876343,0,0.07085005939006805,0.9581690430641174,6.855404853820801,500,1.0025676488876343,0.00029399999766610563,-0.26219314336776733,69.03861999511719
-7.634979248046875,40,2,0.1132998839020729,43.26860046386719,1746537476.4292278,-0.06895843148231506,0,0.011725444346666336,1.0059959888458252,0.0010751700028777122,284.8192443847656,1.347397804260254,NaN,0.011068327352404594,60000.0,0.10583071410655975,136.44000244140625,123.40397644042969,904.381103515625,-0.03497565910220146,1189.806377696,0.1132998839020729,0.0103271109983325,0.10583071410655975,0.13958671689033508,7.005972862243652,161.41517639160156,-0.05823991447687149,0.1132998839020729,3,131.6999969482422,1.0059959888458252,0,0.10583071410655975,0.9311408400535583,8.81743335723877,500,1.0059959888458252,0.000291000003926456,-0.3311515748500824,70.21997833251953
38.84748077392578,40,3,0.14770905673503876,82.11608123779297,1746537760.5378275,0.11458702385425568,0,0.011735066771507263,1.0053839683532715,0.004701750352978706,284.019775390625,1.3206390142440796,NaN,0.011104978621006012,80000.0,0.14094656705856323,147.4600067138672,120.49729919433594,1188.504150390625,0.028939999639987946,1475.354031906,0.14770905673503876,0.015028861351311207,0.14094656705856323,1.1355869770050049,14.77822208404541,163.5224151611328,-0.16344904899597168,0.14770905673503876,4,216.89999389648438,1.0053839683532715,0,0.14094656705856323,0.9065981507301331,18.028331756591797,500,1.0053839683532715,0.0002880000101868063,-0.21656455099582672,70.41763305664062
-10.297592163085938,40,4,0.18176564574241638,71.81848907470703,1746538046.0849943,-0.10039179027080536,0,0.012587454169988632,1.0062034130096436,0.00128899235278368,285.4168395996094,1.2820446491241455,NaN,0.013785995543003082,100000.0,0.1761515736579895,147.3000030517578,123.53358459472656,1474.00244140625,0.07829014211893082,1762.307258407,0.18176564574241638,0.016317853704094887,0.1761515736579895,1.8655972480773926,13.013688087463379,161.88319396972656,-0.018403537571430206,0.18176564574241638,5,141.72500610351562,1.0062034130096436,0,0.1761515736579895,0.872424840927124,15.51604175567627,500,1.006203293800354,0.0002849999873433262,-0.3169563412666321,70.07295227050781
22.94536590576172,40,5,0.21618135273456573,94.76385498046875,1746538333.038223,0.06498083472251892,0,0.0125260129570961,1.0062823295593262,-0.00044765323400497437,286.850341796875,1.2466673851013184,NaN,0.015298421494662762,120000.0,0.211496502161026,158.16000366210938,123.60308074951172,1760.9898681640625,0.16399148106575012,2051.659928667,0.21618135273456573,0.015870200470089912,0.211496502161026,2.3750197887420654,19.84870719909668,163.2471923828125,0.045912712812423706,0.21618135273456573,6,191.77499389648438,1.0062823295593262,0,0.211496502161026,0.8419932723045349,22.482229232788086,500,1.0062823295593262,0.00028199999360367656,-0.25197550654411316,69.72276306152344
28.147987365722656,40,6,0.2509802579879761,122.9118423461914,1746538622.390693,0.01580934226512909,0,0.01235964149236679,1.0050309896469116,0.017046919092535973,289.2392578125,1.2178398370742798,NaN,0.012885010801255703,140000.0,0.2469414472579956,157.91000366210938,124.41079711914062,2050.33251953125,0.307821124792099,2335.758374063,0.2509802579879761,0.032917119562625885,0.2469414472579956,3.2110347747802734,24.466394424438477,164.8282928466797,0.5585092306137085,0.2509802579879761,7,213.60000610351562,1.0050309896469116,0,0.2469414472579956,0.8180351257324219,27.76231575012207,500,1.005030870437622,0.0002789999998640269,-0.23616616427898407,69.14691162109375
21.39904022216797,40,7,0.28602078557014465,144.31088256835938,1746538906.4897099,-0.06294731795787811,0,0.01300197746604681,1.0069044828414917,-0.0027652177959680557,283.9999084472656,1.1800718307495117,NaN,0.013118145056068897,160000.0,0.2826143503189087,180.6199951171875,121.13317108154297,2334.447021484375,0.44080081582069397,2618.542231054,0.28602078557014465,0.03015190176665783,0.2826143503189087,4.249470233917236,27.11344337463379,162.86660766601562,-0.08421966433525085,0.28602078557014465,8,207.4499969482422,1.0069044828414917,0,0.2826143503189087,0.787672758102417,31.04806900024414,500,1.0069044828414917,0.00027600000612437725,-0.2991134822368622,70.42256164550781
5.6777496337890625,40,8,0.3213347792625427,149.98863220214844,1746539189.273025,0.02544456720352173,0,0.013252113945782185,1.006457805633545,0.008308710530400276,282.6952819824219,1.1553694009780884,NaN,0.014628753066062927,180000.0,0.31844469904899597,177.3699951171875,122.67935180664062,2617.2314453125,0.5823131799697876,2904.248926116,0.3213347792625427,0.038460612297058105,0.31844469904899597,4.9145097732543945,28.37702751159668,160.01583862304688,0.07768339663743973,0.3213347792625427,9,221.60000610351562,1.006457805633545,0,0.31844469904899597,0.76839280128479,33.187313079833984,500,1.006457805633545,0.0002730000123847276,-0.27366891503334045,70.74755096435547
15.45526123046875,40,9,0.3569057583808899,165.4438934326172,1746539474.9799342,-0.022044986486434937,0,0.014147290959954262,1.005476713180542,0.007233619689941406,285.6134338378906,1.1302874088287354,NaN,0.015007217414677143,200000.0,0.3544691205024719,187.33999633789062,126.63470458984375,2902.943359375,0.693665623664856,3194.579558535,0.3569057583808899,0.04569423198699951,0.3544691205024719,5.958127498626709,31.253725051879883,158.97860717773438,0.07850705087184906,0.3569057583808899,10,229.1999969482422,1.005476713180542,0,0.3544691205024719,0.7493993043899536,35.90289306640625,500,1.005476713180542,0.0002699999895412475,-0.2957139015197754,70.02471923828125
