Safety/shield_adv_c,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Time/Epoch,Safety/ShieldLagrangeMultiplier/Max,Train/KL,Value/cost,Time/Rollout,_runtime,Metrics/EpRet,_step,Value/Adv,Train/StopIter,Time/Total,Train/PolicyStd,Loss/Loss_pi/Delta,Time/FPS,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Min,Train/Epoch,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_cost_critic,Safety/shield_violation,Metrics/EpLen,Safety/EpCostShield,Train/PolicyRatio/Max,Train/LR,Loss/Loss_pi,Train/Entropy,Value/reward,Time/Update
NaN,0.03599999472498894,0.00659938994795084,0.044999994337558746,0.03599999472498894,287.1523132324219,0.044999994337558746,0.010173652321100235,0.09558604657649994,144.40042114257812,545.558974235,-0.6580424308776855,1,-0.15738743543624878,40,287.15374755859375,0.9797804951667786,-0.443017840385437,69.64945220947266,0.01004795078188181,3.253037214279175,0,1746521512.7241828,0.00659938994795084,0.03599999472498894,0.044999994337558746,20000.0,0,1.0049383640289307,0,5.199999809265137,1.0049383640289307,3.253037214279175,-0.010935344733297825,1000,23.200000762939453,1.0049383640289307,0.0002969999914057553,-0.443017840385437,1.398400902748108,0.22909052670001984,142.75177001953125
NaN,0.06577625870704651,-0.0008864961564540863,0.07574112713336945,0.06577625870704651,256.9123229980469,0.07574112713336945,0.011957436800003052,0.12240135669708252,114.38644409179688,786.350512853,-0.3252200186252594,2,0.1001192256808281,40,544.159423828125,0.9400553107261658,0.028428196907043457,77.84757232666016,0.011475425213575363,12.803094148635864,0,1746521769.740774,0.005712893791496754,0.06577625870704651,0.07574112713336945,40000.0,0,1.0043267011642456,1,28.975000381469727,1.0043267011642456,16.05613136291504,0.3884030282497406,1000,98.0999984741211,1.0043267011642456,0.00029399999766610563,-0.41458964347839355,1.357027530670166,0.1796685755252838,142.5257568359375
NaN,0.09785604476928711,-0.002033504657447338,0.10725078731775284,0.09785604476928711,240.6942596435547,0.10725078731775284,0.01195324957370758,0.74639892578125,103.32363891601562,1046.740095927,-0.2574835419654846,3,-0.16953149437904358,40,784.9614868164062,0.9097598195075989,0.019395411014556885,83.09296417236328,0.011498181149363518,-2.48980712890625,0,1746522010.5329807,0.0036793891340494156,0.09785604476928711,0.10725078731775284,60000.0,0,1.0062192678451538,2,29.96666717529297,1.0062192678451538,13.566324234008789,1.618619680404663,1000,54.04999923706055,1.0062192678451538,0.000291000003926456,-0.39519423246383667,1.3243000507354736,0.15258623659610748,137.37057495117188
NaN,0.1309523582458496,0.0031333230435848236,0.14005815982818604,0.1309523582458496,260.3004150390625,0.14005815982818604,0.014407947659492493,1.1407711505889893,113.87330627441406,1297.66937518,0.09714172780513763,4,0.08865921944379807,40,1045.3465576171875,0.8648083209991455,0.0007493793964385986,76.83429718017578,0.012552821077406406,5.007593154907227,0,1746522270.9221356,0.006812712177634239,0.1309523582458496,0.14005815982818604,80000.0,0,1.0083472728729248,3,38.974998474121094,1.0083471536636353,18.573917388916016,3.224949359893799,1000,79.8499984741211,1.0083472728729248,0.0002880000101868063,-0.39444485306739807,1.2736271619796753,0.12963683903217316,146.4270477294922
NaN,0.16480253636837006,0.0019966354593634605,0.1737164407968521,0.16480253636837006,250.83416748046875,0.1737164407968521,0.01094511803239584,2.717041492462158,114.1783676147461,1549.448855393,0.39292168617248535,5,0.18990319967269897,40,1296.2769775390625,0.841995894908905,0.0401272177696228,79.73395538330078,0.011988644488155842,0.38251686096191406,0,1746522521.8517377,0.0088093476369977,0.16480253636837006,0.1737164407968521,100000.0,0,1.0084503889083862,4,41.869998931884766,1.0084503889083862,18.95643424987793,4.626159191131592,1000,100.5999984741211,1.0084503889083862,0.0002849999873433262,-0.35431763529777527,1.2469048500061035,0.12202543765306473,136.65573120117188
NaN,0.19912949204444885,0.00014511030167341232,0.20789319276809692,0.19912949204444885,251.66897583007812,0.20789319276809692,0.013799416832625866,1.9888839721679688,112.70861053466797,1813.344479997,0.867021918296814,6,-0.20813734829425812,40,1548.0386962890625,0.8075428605079651,0.005382746458053589,79.46947479248047,0.012877995148301125,-2.888286590576172,0,1746522773.6305158,0.008954457938671112,0.19912949204444885,0.20789319276809692,120000.0,0,1.0101858377456665,5,52.25,1.0101858377456665,16.068147659301758,4.02299165725708,1000,90.0,1.0101858377456665,0.00028199999360367656,-0.3489348888397217,1.2050817012786865,0.1311836689710617,138.9602813720703
NaN,0.23395371437072754,0.0038756392896175385,0.24260538816452026,0.23395371437072754,263.77728271484375,0.24260538816452026,0.01151119451969862,3.0351722240448,117.03783416748047,2063.587423033,1.359960913658142,7,-0.1364525556564331,40,1811.938232421875,0.7895377278327942,0.041974425315856934,75.82154083251953,0.012162365950644016,0.42536163330078125,0,1746523037.526548,0.01283009722828865,0.23395371437072754,0.24260538816452026,140000.0,0,1.0084699392318726,6,51.220001220703125,1.0084699392318726,16.49350929260254,5.537295818328857,1000,115.4000015258789,1.0084699392318726,0.0002789999998640269,-0.30696046352386475,1.1825121641159058,0.13558706641197205,146.73931884765625
NaN,0.2692156434059143,-0.003025030717253685,0.27732205390930176,0.2692156434059143,250.15699768066406,0.27732205390930176,0.01090489886701107,3.000962257385254,108.44052124023438,2316.561498185,1.8507903814315796,8,-0.18099656701087952,40,2062.20361328125,0.7695502042770386,-0.07926219701766968,79.94979858398438,0.012273642234504223,-4.325699806213379,0,1746523287.7699485,0.009805066511034966,0.2692156434059143,0.27732205390930176,160000.0,0,1.0097877979278564,7,56.13999938964844,1.0097877979278564,12.16780948638916,6.657618045806885,1000,83.25,1.0097877979278564,0.00027600000612437725,-0.3862226605415344,1.1568665504455566,0.16338542103767395,141.71636962890625
NaN,0.30478835105895996,0.006201248615980148,0.3118375539779663,0.30478835105895996,252.87489318847656,0.3118375539779663,0.015533225610852242,3.8841936588287354,108.82818603515625,2573.939051828,2.277492046356201,9,-0.13229797780513763,40,2315.15869140625,0.7421636581420898,-0.01958984136581421,79.09049224853516,0.01401436235755682,-1.5442676544189453,0,1746523540.7431982,0.016006315127015114,0.30478835105895996,0.3118375539779663,180000.0,0,1.0126067399978638,8,52.630001068115234,1.0126066207885742,10.623541831970215,7.609869480133057,1000,74.94999694824219,1.0126067399978638,0.0002730000123847276,-0.40581250190734863,1.120519757270813,0.1945345103740692,144.04656982421875
NaN,0.34058254957199097,-1.080334186553955e-06,0.34648770093917847,0.34058254957199097,257.2073669433594,0.34648770093917847,0.014045635238289833,3.8740546703338623,113.579833984375,2832.562860758,2.606405019760132,10,0.18333317339420319,40,2572.476806640625,0.7212939858436584,0.04573523998260498,77.75827026367188,0.013538355007767677,0.38495445251464844,0,1746523798.120685,0.01600523479282856,0.34058254957199097,0.34648770093917847,200000.0,0,1.011169672012329,9,51.77000045776367,1.011169672012329,11.008496284484863,6.963441371917725,1000,86.80000305175781,1.011169672012329,0.0002699999895412475,-0.36007726192474365,1.092015027999878,0.19547797739505768,143.62742614746094
NaN,0.3764418661594391,1.1393800377845764e-05,0.38100212812423706,0.3764418661594391,258.53839111328125,0.38100212812423706,0.014729546383023262,3.6737289428710938,114.1364974975586,3091.831141124,3.0674710273742676,11,-0.19120490550994873,40,2831.18896484375,0.7006500959396362,-0.025954395532608032,77.35794830322266,0.01387959998100996,-1.1392631530761719,0,1746524056.745271,0.016016628593206406,0.3764418661594391,0.38100212812423706,220000.0,0,1.0131237506866455,10,48.349998474121094,1.0131237506866455,9.869233131408691,7.38348913192749,1000,76.75,1.0131237506866455,0.00026699999580159783,-0.3860316574573517,1.0629445314407349,0.2487482726573944,144.4018096923828
