Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Safety/shield_violation,Time/Rollout,Train/StopIter,Misc/gradient_norm,Train/PolicyRatio/Max,Misc/FinalStepNorm,Metrics/EpCost,Train/PolicyRatio,Time/Update,Safety/ShieldLagrangeMultiplier/Min,Misc/Alpha,Value/cost,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Train/Epoch,Time/Total,Value/reward,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Train/LR,_timestamp,Loss/Loss_cost_critic,Misc/xHx,Value/Adv,Time/FPS,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,_runtime,Loss/Loss_pi/Delta,Misc/AcceptanceStep,_step,Loss/Loss_pi,Train/KL,Train/PolicyStd,Loss/Loss_reward_critic/Delta,Misc/H_inv_g,Loss/Loss_reward_critic,Train/Entropy,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max
0.03599999472498894,0.0008334398735314608,0,-0.02074453979730606,158.88954162597656,10,0.06032564118504524,1.0011787414550781,0.22217585146427155,79.9000015258789,1.0011787414550781,25.447391510009766,0.044999994337558746,2.102637529373169,0.0061094206757843494,0.03599999472498894,20000.0,0,184.33822631835938,-0.06304334849119186,119.8499984741211,0.044999994337558746,-1.0095365047454834,2.8123135566711426,0,184.33694458007812,0,1746520120.3316414,34.906803131103516,0.0045237671583890915,9.918212917625624e-09,108.49696350097656,1000,34.906803131103516,1.0011787414550781,317.964334467,-0.2413547784090042,1,1,-0.2413547784090042,0.00038130488246679306,1.0268239974975586,0.006529660429805517,0.10566531866788864,0.006529660429805517,1.445212483406067,0.03599999472498894,0.044999994337558746
0.07070976495742798,0.001068787882104516,0,1.9815945625305176,108.23674011230469,10,0.0510796383023262,1.001511573791504,0.272283136844635,67.0999984741211,1.001511573791504,24.01511573791504,0.07984516024589539,2.856950044631958,1.266080617904663,0.07070976495742798,40000.0,1,316.6719055175781,-0.056221093982458115,107.25,0.07984516024589539,-0.9531408548355103,1.5723307132720947,0,132.2518768310547,0,1746520252.7140937,15.90967845916748,0.002450320404022932,1.1444091230217168e-09,151.22659301757812,1000,-18.997124671936035,1.001511573791504,445.77512913,-0.16873081028461456,1,2,-0.4100855886936188,0.000328500522300601,1.0613652467727661,0.0008382615633308887,0.09530552476644516,0.007367921993136406,1.4783543348312378,0.07070976495742798,0.07984516024589539
0.10508311539888382,0.0006935684941709042,0,2.4212005138397217,103.03746032714844,10,0.07082078605890274,1.0009808540344238,0.24062103033065796,59.233333587646484,1.0009808540344238,24.654560089111328,0.11417660862207413,2.6405880451202393,1.1318389177322388,0.10508311539888382,60000.0,2,444.50128173828125,-0.06356538087129593,87.0,0.11417660862207413,-0.8617975115776062,-0.22007672488689423,0,127.69207000732422,0,1746520380.5249352,16.295772552490234,0.0028683170676231384,3.814697002724188e-09,156.62680053710938,1000,0.3860940933227539,1.0009808540344238,575.609802609,0.046178221702575684,1,3,-0.3639073669910431,0.0004198641690891236,1.0810149908065796,0.000558006577193737,0.091124027967453,0.007925928570330143,1.496771216392517,0.10508311539888382,0.11417660862207413
0.13873590528964996,0.0015587029047310352,0,5.8628740310668945,106.20377349853516,10,0.03528841212391853,1.0022042989730835,0.3158837556838989,47.224998474121094,1.0022042989730835,23.53485870361328,0.14659273624420166,2.753955841064453,2.9262824058532715,0.13873590528964996,80000.0,3,574.3576049804688,-0.02808142453432083,48.75,0.14659273624420166,-0.506662130355835,-0.5507998466491699,0,129.73866271972656,0,1746520510.3598416,12.400487899780273,0.0026370256673544645,1.2874602717261041e-08,154.1560516357422,1000,-3.895284652709961,1.0022042989730835,713.846020602,-0.07671496272087097,1,4,-0.44062232971191406,0.0002832845493685454,1.1233900785446167,-0.0002995911054313183,0.11470182985067368,0.007626337464898825,1.5349745750427246,0.13873590528964996,0.14659273624420166
0.17249281704425812,0.000497473287396133,0,6.699520111083984,116.11836242675781,10,0.03660057112574577,0.9992965459823608,0.31111353635787964,57.4900016784668,0.9992964863777161,22.017467498779297,0.17993268370628357,2.954230546951294,2.942816734313965,0.17249281704425812,100000.0,4,712.584228515625,-0.017723532393574715,148.4499969482422,0.17993268370628357,-0.3798130750656128,0.9561511278152466,0,138.13587951660156,0,1746520648.5957084,21.48687744140625,0.002291602548211813,-6.103515470812226e-09,144.7849884033203,1000,9.086389541625977,0.9992965459823608,842.608961422,0.1253267526626587,1,5,-0.31529557704925537,0.00028287977329455316,1.1838865280151367,-0.002980837132781744,0.10531118512153625,0.004645500332117081,1.5873836278915405,0.17249281704425812,0.17993268370628357
0.20586758852005005,0.0012273162137717009,0,5.649089336395264,103.37948608398438,10,0.0361621119081974,1.0017356872558594,0.3106640875339508,46.880001068115234,1.0017356872558594,25.27957534790039,0.21169400215148926,2.8292551040649414,2.9235498905181885,0.20586758852005005,120000.0,5,841.3489379882812,-0.011643762700259686,48.04999923706055,0.21169400215148926,-0.10256834328174591,0.2897990643978119,0,128.65911865234375,0,1746520777.3587704,15.462265968322754,0.0024985268246382475,-7.629394005448376e-09,155.44955444335938,1000,-6.024611473083496,1.0017356872558594,985.24416531,-0.14668551087379456,1,6,-0.4619810879230499,0.000294617930194363,1.2285593748092651,0.001902013085782528,0.1098041981458664,0.006547513417899609,1.6246590614318848,0.20586758852005005,0.21169400215148926
0.2390451729297638,0.0006038800347596407,0,8.81764030456543,115.96845245361328,10,0.03912581503391266,1.0008540153503418,0.3278084993362427,47.84000015258789,1.0008540153503418,26.552278518676758,0.2441670000553131,2.616743803024292,3.8241662979125977,0.2390451729297638,140000.0,6,983.9743041992188,-0.0074495286680758,104.75,0.2441670000553131,0.38278093934059143,0.322809100151062,0,142.5207977294922,0,1746520919.9939256,24.745651245117188,0.002920828526839614,-4.577636492086867e-09,140.33041381835938,1000,9.283385276794434,1.0008540153503418,1128.544579651,0.060677170753479004,1,7,-0.4013039171695709,0.0003072015242651105,1.262142539024353,0.00341922789812088,0.1252734512090683,0.009966741316020489,1.6515612602233887,0.2390451729297638,0.2441670000553131
0.27238428592681885,0.0013803935144096613,0,9.155793190002441,117.89010620117188,10,0.07964059710502625,1.0019521713256836,0.2942841649055481,54.59000015258789,1.0019521713256836,25.293916702270508,0.2776408791542053,1.9428375959396362,4.947498798370361,0.27238428592681885,160000.0,7,1127.27294921875,0.011461920104920864,158.4499969482422,0.2776408791542053,0.7143319845199585,-0.6272634863853455,0,143.18405151367188,0,1746521063.294312,28.997182846069336,0.0052985395304858685,-9.155272984173735e-09,139.68035888671875,1000,4.251531600952148,1.0019521713256836,1265.537256561,0.08605015277862549,1,8,-0.31525376439094543,0.0003447165945544839,1.2925533056259155,0.00012609921395778656,0.1514713019132614,0.010092840529978275,1.6751407384872437,0.27238428592681885,0.2776408791542053
0.30615586042404175,0.0005919664981774986,0,10.072304725646973,111.26150512695312,10,0.05676720663905144,1.0008372068405151,0.30022695660591125,63.75,1.0008372068405151,25.644351959228516,0.31119808554649353,2.203604221343994,5.010324478149414,0.30615586042404175,180000.0,8,1264.3004150390625,0.022833071649074554,101.05000305175781,0.31119808554649353,0.7969313263893127,-0.2742144465446472,0,136.90589904785156,0,1746521200.2875767,19.06197166442871,0.004118715412914753,-1.907348501362094e-09,146.08575439453125,1000,-9.935211181640625,1.0008372068405151,1407.173505521,-0.10867094993591309,1,9,-0.4239247143268585,0.00031364354072138667,1.3159247636795044,-0.0032510929740965366,0.13624359667301178,0.006841747555881739,1.6928828954696655,0.30615586042404175,0.31119808554649353
0.33986666798591614,0.0007663420983590186,0,9.669837951660156,114.13272094726562,10,0.09358909726142883,1.0010837316513062,0.30162084102630615,52.29999923706055,1.0010837316513062,27.404407501220703,0.344420850276947,1.8358042240142822,4.538501739501953,0.33986666798591614,200000.0,9,1405.9044189453125,0.0486672967672348,83.5,0.344420850276947,1.2446424961090088,0.4051395058631897,0,141.5371856689453,0,1746521341.9231615,21.560792922973633,0.005934395827353001,4.577636492086867e-09,141.30563354492188,1000,2.498821258544922,1.0010837316513062,1540.456663239,-0.020300477743148804,1,10,-0.4442251920700073,0.0003131910343654454,1.346103549003601,0.005623761098831892,0.16429904103279114,0.01246550865471363,1.7149213552474976,0.33986666798591614,0.344420850276947
