Loss/Loss_pi/Delta,_step,Value/Adv,Loss/Loss_cost_critic,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Train/LR,Train/PolicyRatio/Max,_timestamp,Time/Rollout,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi,TotalEnvSteps,Train/StopIter,Time/FPS,Loss/Loss_reward_critic,Train/Entropy,Metrics/LagrangeMultiplier,Metrics/EpRet,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Value/cost,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Std,Train/KL,_runtime,Time/Update,Train/PolicyStd,Safety/shield_adv_c,Value/reward,Time/Total,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Min,Time/Epoch,Train/Epoch,Safety/ShieldLagrangeMultiplier/Min,Safety/EpCostShield,Safety/shield_violation
0.03925849869847298,1,0.16601604223251343,29.53360939025879,0.9985698461532593,0,0.03599999472498894,29.53360939025879,0.04500000178813934,0.0002969999914057553,0.9985698461532593,1746549335.5391927,147.16134643554688,82.5,0,0.03925849869847298,20000.0,40,77.5047836303711,0.005855540744960308,1.4300413131713867,0.03599999472498894,-0.6418943405151367,1000,0.03599999472498894,0.14363747835159302,0.005855540744960308,0.011973215267062187,0.008665777742862701,473.230295638,110.88715362548828,1.011175274848938,NaN,-0.06727274507284164,258.0497741699219,0.04500000178813934,0.9985698461532593,258.048583984375,0,0.04500000178813934,149.9499969482422,-0.0351094976067543
-0.006605271250009537,2,0.3479903042316437,17.53339195251465,0.997478187084198,0,0.07046577334403992,-12.00021743774414,0.07941821217536926,0.00029399999766610563,0.997478187084198,1746549549.6418624,104.44841003417969,63.375,0,0.03265322744846344,40000.0,40,93.44078063964844,0.0059753162786364555,1.4199835062026978,0.07046577334403992,0.28642234206199646,1000,0.07046577334403992,1.4873722791671753,0.00011977553367614746,0.012167343869805336,0.01160898245871067,689.339449855,109.59083557128906,1.0010675191879272,NaN,-0.05603542923927307,472.1522216796875,0.07941821217536926,0.997478187084198,214.039306640625,1,0.07941821217536926,113.44999694824219,3.039381265640259
0.06550615280866623,3,0.32722702622413635,14.665456771850586,0.9989632368087769,0,0.1043989509344101,-2.8679351806640625,0.11416418850421906,0.000291000003926456,0.9989632964134216,1746549765.7510078,106.80721282958984,53.71666717529297,0,0.09815938025712967,60000.0,40,92.57715606689453,0.011556295678019524,1.4068472385406494,0.1043989509344101,0.8946636319160461,1000,0.1043989509344101,2.0232677459716797,0.005580979399383068,0.011153421364724636,0.010204289108514786,909.709710717,109.22874450683594,0.9879870414733887,NaN,-0.02854888327419758,688.2489013671875,0.11416418850421906,0.9989632964134216,216.03602600097656,2,0.11416418850421906,151.6999969482422,4.582162380218506
0.10524334758520126,4,-0.02847638726234436,18.18129539489746,0.9979186058044434,0,0.1385268270969391,3.515838623046875,0.1489700824022293,0.0002880000101868063,0.9979186058044434,1746549986.1212518,110.60662078857422,63.337501525878906,0,0.20340272784233093,80000.0,40,90.78846740722656,0.013140174560248852,1.4063338041305542,0.1385268270969391,1.2971383333206177,1000,0.1385268270969391,2.840186834335327,0.0015838788822293282,0.011607969179749489,0.008815540932118893,1125.936587019,109.68563079833984,0.9875171780586243,NaN,0.01883426494896412,908.6165771484375,0.1489700824022293,0.9979186058044434,220.29229736328125,3,0.1489700824022293,212.10000610351562,6.668263912200928
-0.13448359072208405,5,-0.1876620650291443,16.66415023803711,1.0003653764724731,0,0.17279702425003052,-1.5171451568603516,0.18363510072231293,0.0002849999873433262,1.0003654956817627,1746550202.348162,106.07166290283203,63.91999816894531,0,0.06891913712024689,100000.0,40,92.5238265991211,0.013998206704854965,1.3935776948928833,0.17279702425003052,1.7159924507141113,1000,0.17279702425003052,4.28997278213501,0.0008580321446061134,0.011363992467522621,0.011335323564708233,1341.337213218,110.08880615234375,0.975019097328186,NaN,0.05664593353867531,1124.8572998046875,0.18363510072231293,1.0003654956817627,216.1605224609375,4,0.18363510072231293,144.6999969482422,8.02534008026123
-0.02289775386452675,6,-0.18334709107875824,11.37415885925293,0.9989703893661499,0,0.2069128006696701,-5.28999137878418,0.21800902485847473,0.00028199999360367656,0.9989704489707947,1746550417.7487712,105.66667175292969,56.38999938964844,0,0.04602138325572014,120000.0,40,92.88218688964844,0.016946539282798767,1.3819985389709473,0.2069128006696701,2.631168842315674,1000,0.2069128006696701,4.0374016761779785,0.002948332577943802,0.0110860550776124,0.00900025200098753,1556.394452082,109.65982055664062,0.9637709259986877,NaN,0.11614932864904404,1340.2479248046875,0.21800902485847473,0.9989704489707947,215.32655334472656,5,0.21800902485847473,131.0,8.326882362365723
-0.0894956961274147,7,0.1571841537952423,10.085978507995605,1.000429391860962,0,0.24082230031490326,-1.2881803512573242,0.25175321102142334,0.0002789999998640269,1.000429391860962,1746550632.8060575,104.99713897705078,53.560001373291016,0,-0.043474312871694565,140000.0,40,93.02433776855469,0.0188938919454813,1.3643969297409058,0.24082230031490326,3.381281852722168,1000,0.24082230031490326,4.441154956817627,0.0019473526626825333,0.0109988609328866,0.012867708690464497,1773.052814171,110.00029754638672,0.9469555616378784,NaN,0.1530856341123581,1555.3192138671875,0.25175321102142334,1.000429391860962,214.99749755859375,6,0.25175321102142334,107.80000305175781,9.569753646850586
0.10019643232226372,8,-0.20772840082645416,16.2124080657959,0.9984216094017029,0,0.27484408020973206,6.126429557800293,0.28574156761169434,0.00027600000612437725,0.9984216690063477,1746550849.4643655,106.40158081054688,60.5099983215332,0,0.05672211945056915,160000.0,40,92.3564453125,0.03140870854258537,1.3595874309539795,0.27484408020973206,4.397672176361084,1000,0.27484408020973206,4.442578315734863,0.012514816597104073,0.011249666102230549,0.009569884277880192,1989.451408275,110.15064239501953,0.9423995018005371,NaN,0.3261891007423401,1771.930908203125,0.28574156761169434,0.9984216690063477,216.5522918701172,7,0.28574156761169434,149.75,10.285971641540527
-0.13364476710557938,9,-0.2313361018896103,13.175216674804688,1.0003597736358643,0,0.30858099460601807,-3.037191390991211,0.31956928968429565,0.0002730000123847276,1.0003597736358643,1746551065.8629482,106.36251831054688,50.529998779296875,0,-0.07692264765501022,180000.0,40,92.45997619628906,0.024183956906199455,1.3447309732437134,0.30858099460601807,5.064663887023926,1000,0.30858099460601807,5.304572105407715,-0.007224751636385918,0.011394215747714043,0.011557110585272312,2202.27598392,109.94722747802734,0.9285306930541992,NaN,0.3741874396800995,1988.3472900390625,0.31956928968429565,1.0003597736358643,216.309814453125,8,0.31956928968429565,126.0999984741211,11.859675407409668
-0.07248411327600479,10,-0.2272484004497528,9.471451759338379,1.002627968788147,0,0.3417699337005615,-3.7037649154663086,0.35241809487342834,0.0002699999895412475,1.002627968788147,1746551278.687579,102.92218017578125,43.2400016784668,0,-0.14940676093101501,200000.0,40,94.00135040283203,0.033583205193281174,1.31757652759552,0.3417699337005615,5.73194694519043,1000,0.3417699337005615,4.650901794433594,0.009399248287081718,0.011833084747195244,0.012685016728937626,2419.041350312,109.84066009521484,0.9038147926330566,NaN,0.3650463819503784,2201.198486328125,0.35241809487342834,1.002627968788147,212.7628936767578,9,0.35241809487342834,83.9000015258789,9.87946891784668
