Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Max,Train/KL,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,_runtime,Safety/ShieldLagrangeMultiplier/Min,Train/Epoch,Value/reward,Time/Total,Loss/Loss_reward_critic/Delta,Time/Epoch,Train/Entropy,_step,Loss/Loss_reward_critic,Time/Update,Time/Rollout,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Train/StopIter,Train/PolicyStd,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Time/FPS,Metrics/EpRet,Train/LR,Metrics/EpCost,_timestamp,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Safety/EpCostShield,Train/PolicyRatio/Min,Loss/Loss_pi,Value/Adv,Train/PolicyRatio,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Value/cost,Train/PolicyRatio/Std
0.3845660090446472,1.0022425651550293,0.009499396197497845,11.203201293945312,0,1876.414879783,0.3845660090446472,10,0.3820641040802002,1724.4383544921875,-0.002058800309896469,151.036376953125,1.2761833667755127,11,0.029729746282100677,78.64485168457031,72.3914794921875,220000.0,0.39249077439308167,0.3845660090446472,1000,40,0.8672059774398804,0.2176228016614914,0,10.771573066711426,132.41844177246094,5.056214809417725,0.00026699999580159783,44.720001220703125,1746551971.0446286,0.6146554946899414,NaN,154.0500030517578,1.0022425651550293,-0.16498015820980072,0.4186301827430725,1.0022425651550293,0.39249077439308167,0.39249077439308167,4.662177562713623,0.010365311056375504
0.4177573621273041,1.004101037979126,0.009817225858569145,10.492587089538574,0,2029.337393399,0.4177573621273041,11,0.36527320742607117,1875.6123046875,-0.005914660170674324,151.111572265625,1.2657326459884644,12,0.023815086111426353,80.2285385131836,70.8829574584961,240000.0,0.4288214445114136,0.4177573621273041,1000,40,0.8582242131233215,-0.11370430886745453,0,9.927727699279785,132.3525390625,5.035398006439209,0.0002640000020619482,44.0,1746552122.337269,-0.8438453674316406,NaN,106.5999984741211,1.004101037979126,-0.27868446707725525,0.12685832381248474,1.004101037979126,0.4288214445114136,0.4288214445114136,5.21457576751709,0.01097906194627285
0.45110467076301575,1.003365397453308,0.011411524377763271,10.101920127868652,0,2184.388429669,0.45110467076301575,12,0.4713124632835388,2028.6434326171875,0.008804434910416603,152.85093688964844,1.2532145977020264,13,0.03261952102184296,79.9491195678711,72.9017562866211,260000.0,0.46536844968795776,0.45110467076301575,1000,40,0.8475435972213745,0.1003154069185257,0,11.850221633911133,130.846435546875,5.029560565948486,0.0002610000083222985,49.459999084472656,1746552275.2598112,1.9224939346313477,NaN,131.89999389648438,1.003365397453308,-0.17836906015872955,0.11512932926416397,1.003365397453308,0.46536844968795776,0.46536844968795776,4.483758449554443,0.011473332531750202
0.484762966632843,1.0033528804779053,0.009888255037367344,12.159098625183105,0,2336.652679773,0.484762966632843,13,0.5955104827880859,2183.707763671875,0.0003967657685279846,154.99217224121094,1.2480757236480713,14,0.03301628679037094,80.31781005859375,74.6742935180664,280000.0,0.5020483732223511,0.484762966632843,1000,40,0.8431480526924133,-0.039229825139045715,0,11.724363327026367,129.0387725830078,5.848108291625977,0.0002579999854788184,48.310001373291016,1746552430.3114245,-0.12585830688476562,NaN,143.39999389648438,1.0033528804779053,-0.21759888529777527,0.04678072780370712,1.0033527612686157,0.5020483732223511,0.5020483732223511,5.370846271514893,0.011406658217310905
0.5182796716690063,1.0019099712371826,0.009448389522731304,8.441640853881836,0,2488.162847351,0.5182796716690063,14,0.5249950289726257,2335.970458984375,0.0001467391848564148,152.20574951171875,1.246777892112732,15,0.033163025975227356,82.0848617553711,70.1208267211914,300000.0,0.5389432907104492,0.5182796716690063,1000,40,0.8419933319091797,0.07237215340137482,0,8.437765121459961,131.40109252929688,5.8426032066345215,0.00025499999173916876,51.52000045776367,1746552582.5755932,-3.2865982055664062,NaN,118.9000015258789,1.0019099712371826,-0.14522673189640045,0.09758310765028,1.0019099712371826,0.5389432907104492,0.5389432907104492,3.8728983402252197,0.010448059998452663
0.5516266822814941,1.003251552581787,0.010608004406094551,10.60029125213623,0,2637.95679943,0.5516266822814941,15,0.6276361346244812,2487.48291015625,-0.00037303194403648376,151.45396423339844,1.2355531454086304,16,0.03278999403119087,80.44617462158203,71.00773620605469,320000.0,0.5759699940681458,0.5516266822814941,1000,40,0.8325220346450806,-0.09886622428894043,0,11.244471549987793,132.05332946777344,6.0085129737854,0.0002519999979995191,50.38999938964844,1746552734.0820427,2.806706428527832,NaN,115.8499984741211,1.003251552581787,-0.24409295618534088,0.0013656467199325562,1.003251552581787,0.5759699940681458,0.5759699940681458,4.338520526885986,0.01146763190627098
0.5846448540687561,1.005048394203186,0.01119282003492117,11.199654579162598,0,2789.774798366,0.5846448540687561,16,0.642887532711029,2637.27685546875,0.006077267229557037,149.74114990234375,1.2284590005874634,17,0.03886726126074791,79.69750213623047,70.04360961914062,340000.0,0.6130131483078003,0.5846448540687561,1000,40,0.8267607688903809,-0.06619901955127716,0,10.963529586791992,133.56382751464844,6.565013408660889,0.00024900000425986946,48.15999984741211,1746552883.879867,-0.2809419631958008,NaN,105.94999694824219,1.005048394203186,-0.31029197573661804,-0.04935149848461151,1.005048394203186,0.6130131483078003,0.6130131483078003,5.629670143127441,0.012063705362379551
0.6185290813446045,1.0022598505020142,0.010135469026863575,12.707670211791992,0,2938.764341252,0.6185290813446045,17,0.7544621825218201,2789.09521484375,0.007129240781068802,151.76181030273438,1.2217403650283813,18,0.04599650204181671,79.22871398925781,72.53302001953125,360000.0,0.649895966053009,0.6185290813446045,1000,40,0.8212009072303772,0.22743221372365952,0,10.557912826538086,131.78546142578125,7.154590606689453,0.0002460000105202198,44.33000183105469,1746553035.6979084,-0.40561676025390625,NaN,177.3000030517578,1.0022598505020142,-0.08285976201295853,-0.3309282958507538,1.0022598505020142,0.649895966053009,0.649895966053009,5.663389205932617,0.011592330411076546
0.6515026092529297,1.0065683126449585,0.011430933140218258,10.866618156433105,0,3087.670074665,0.6515026092529297,18,0.6577821373939514,2938.085693359375,-0.009512774646282196,148.93350219726562,1.2034379243850708,19,0.036483727395534515,78.99393463134766,69.93951416015625,380000.0,0.6865595579147339,0.6515026092529297,1000,40,0.8064087629318237,-0.31568580120801926,0,8.33510971069336,134.28811645507812,7.0086870193481445,0.00024300000222865492,42.70000076293945,1746553184.6876554,-2.2228031158447266,NaN,82.44999694824219,1.0065683126449585,-0.3985455632209778,0.20455864071846008,1.0065683126449585,0.6865595579147339,0.6865595579147339,4.67898416519165,0.011666795238852501
0.683490514755249,1.007631540298462,0.013303814455866814,9.970718383789062,0,3240.747949034,0.683490514755249,19,0.6411260962486267,3086.989990234375,0.005981851369142532,148.84994506835938,1.1754376888275146,20,0.04246557876467705,80.18819427490234,68.66170501708984,400000.0,0.7228418588638306,0.683490514755249,1000,40,0.7841619849205017,0.0038151443004608154,0,7.845241546630859,134.36349487304688,7.221005439758301,0.00023999999393709004,39.04999923706055,1746553333.5926416,-0.4898681640625,NaN,74.0999984741211,1.007631540298462,-0.39473041892051697,0.17060066759586334,1.007631540298462,0.7228418588638306,0.7228418588638306,5.268031597137451,0.012237203307449818
0.7153269648551941,1.0064064264297485,0.012618538923561573,12.310264587402344,0,3391.62073455,0.7153269648551941,20,0.7546696066856384,3240.065673828125,-9.565427899360657e-05,153.01609802246094,1.153742790222168,21,0.04236992448568344,82.12020874023438,70.89584350585938,420000.0,0.758659303188324,0.7153269648551941,1000,40,0.7673753499984741,0.017898470163345337,0,9.147858619689941,130.70521545410156,7.358060836791992,0.00023700000019744039,36.66999816894531,1746553486.6707003,1.302617073059082,NaN,106.30000305175781,1.0064064264297485,-0.37683194875717163,0.30781155824661255,1.0064064264297485,0.758659303188324,0.758659303188324,5.4744181632995605,0.012086756527423859
0.7468377947807312,1.0047767162322998,0.0122936787083745,11.338062286376953,0,3543.136203476,0.7468377947807312,21,0.7605620622634888,3390.919189453125,0.006908569484949112,150.7923583984375,1.1373809576034546,22,0.04927849397063255,81.54564666748047,69.24665069580078,440000.0,0.7940444350242615,0.7468377947807312,1000,40,0.7549088001251221,0.012193083763122559,0,9.169930458068848,132.63270568847656,7.530304431915283,0.00023400000645779073,36.189998626708984,1746553637.543207,0.02207183837890625,NaN,96.80000305175781,1.0047767162322998,-0.3646388649940491,-0.03733524680137634,1.0047767162322998,0.7940444350242615,0.7940444350242615,5.150001525878906,0.012281174771487713
0.7773487567901611,1.0077086687088013,0.012165745720267296,9.444084167480469,0,3696.958831712,0.7773487567901611,22,0.5493510365486145,3542.44091796875,-0.01125161349773407,151.44252014160156,1.114347219467163,23,0.03802688047289848,81.95624542236328,69.48624420166016,460000.0,0.8286740779876709,0.7773487567901611,1000,40,0.7377952933311462,-0.04027095437049866,0,7.31683349609375,132.0633087158203,7.023064136505127,0.00023099999816622585,30.15999984741211,1746553789.0594008,-1.8530969619750977,NaN,65.8499984741211,1.0077086687088013,-0.40490981936454773,0.3200027346611023,1.0077086687088013,0.8286740779876709,0.8286740779876709,4.0567708015441895,0.012352010235190392
0.8079527020454407,1.0037683248519897,0.013572817668318748,10.212897300720215,0,3846.018826892,0.8079527020454407,23,0.7496143579483032,3696.279052734375,0.013114605098962784,153.76527404785156,1.097357988357544,24,0.05114148557186127,82.08870697021484,71.67650604248047,480000.0,0.8624508380889893,0.8079527020454407,1000,40,0.7253164649009705,0.1610276848077774,0,7.564666271209717,130.06837463378906,7.351612091064453,0.0002280000044265762,27.3799991607666,1746553942.8805358,0.2478327751159668,NaN,107.8499984741211,1.0037683248519897,-0.24388213455677032,0.11605066061019897,1.0037683248519897,0.8624508380889893,0.8624508380889893,4.230531215667725,0.01271218340843916
0.8377835750579834,1.0066797733306885,0.013082519173622131,8.925165176391602,0,3996.93659327,0.8377835750579834,24,0.7215992212295532,3845.33984375,-0.010758277028799057,149.0066680908203,1.0814526081085205,25,0.04038320854306221,81.36479949951172,67.64179992675781,500000.0,0.8953563570976257,0.8377835750579834,1000,40,0.7138704657554626,-0.10842607915401459,0,5.570765495300293,134.22218322753906,7.493050575256348,0.00022499999613501132,25.709999084472656,1746554091.9401662,-1.9939007759094238,NaN,70.55000305175781,1.0066797733306885,-0.3523082137107849,0.16707861423492432,1.0066797733306885,0.8953563570976257,0.8953563570976257,3.1744415760040283,0.012700495310127735
0.8674291372299194,1.0067394971847534,0.013266057707369328,11.743797302246094,0,4143.394449357,0.8674291372299194,25,0.8914771676063538,3996.25830078125,0.02377130463719368,150.86651611328125,1.0608458518981934,26,0.06415451318025589,80.51781463623047,70.34864044189453,520000.0,0.9272629022598267,0.8674291372299194,1000,40,0.6995255351066589,-0.06772112846374512,0,6.159246921539307,132.56752014160156,8.03127670288086,0.00022200000239536166,22.639999389648438,1746554242.8595612,0.5884814262390137,NaN,91.0,1.0067394971847534,-0.42002934217453003,0.23814138770103455,1.0067394971847534,0.9272629022598267,0.9272629022598267,4.002505302429199,0.012514594942331314
0.8962739109992981,1.0115128755569458,0.01542331837117672,10.850492477416992,0,4295.20044836,0.8962739109992981,26,0.8299357295036316,4142.70361328125,-0.02655394747853279,146.38937377929688,1.0344512462615967,27,0.0376005657017231,80.30036926269531,66.08893585205078,540000.0,0.9581601023674011,0.8962739109992981,1000,40,0.6811851263046265,-0.10669368505477905,0,5.5687408447265625,136.6219482421875,7.474677562713623,0.00021899999410379678,21.06999969482422,1746554389.316921,-0.5905060768127441,NaN,64.8499984741211,1.0115128755569458,-0.5267230272293091,-0.13989511132240295,1.0115128755569458,0.9581601023674011,0.9581601023674011,3.8345303535461426,0.013943586498498917
0.9246556162834167,1.0085421800613403,0.014665101654827595,11.03783130645752,0,4442.606759383,0.9246556162834167,27,0.8984127044677734,4294.521484375,-0.0013700760900974274,151.7498321533203,1.0102652311325073,28,0.03623048961162567,80.84243774414062,70.90733337402344,560000.0,0.9882052540779114,0.9246556162834167,1000,40,0.6651430726051331,0.05230686068534851,0,6.235727310180664,131.7958526611328,7.620661735534668,0.00021600000036414713,21.649999618530273,1746554541.123395,0.6669864654541016,NaN,74.4000015258789,1.0085421800613403,-0.47441616654396057,0.06842801719903946,1.0085421800613403,0.9882052540779114,0.9882052540779114,4.131659507751465,0.013140873983502388
0.9523801207542419,1.011749029159546,0.015706554055213928,9.513072967529297,0,4594.071068449,0.9523801207542419,28,0.9031297564506531,4441.91796875,0.006413456052541733,147.33953857421875,0.9826839566230774,29,0.042643945664167404,79.91970825195312,67.41976165771484,580000.0,1.017339825630188,0.9523801207542419,1000,40,0.6473982334136963,0.041193872690200806,0,5.4402971267700195,135.7408905029297,7.503605842590332,0.00021300000662449747,19.75,1746554688.5292583,-0.7954301834106445,NaN,64.69999694824219,1.011749029159546,-0.43322229385375977,0.1354706734418869,1.011749029159546,1.017339825630188,1.017339825630188,3.2359094619750977,0.013837718404829502
0.9798054099082947,1.0093011856079102,0.014425234869122505,9.48702621459961,0,4745.932843101,0.9798054099082947,29,0.7893229126930237,4593.3857421875,-0.0060184672474861145,151.39976501464844,0.9633791446685791,30,0.03662547841668129,82.40707397460938,68.99260711669922,600000.0,1.0459516048431396,0.9798054099082947,1000,40,0.6349595785140991,0.05610772967338562,0,5.722814083099365,132.10060119628906,7.002459526062012,0.0002099999983329326,23.270000457763672,1746554839.9933877,0.2825169563293457,NaN,75.3499984741211,1.0093011856079102,-0.37711456418037415,0.029445499181747437,1.0093011856079102,1.0459516048431396,1.0459516048431396,2.8421196937561035,0.013016998767852783
1.0068504810333252,1.0085406303405762,0.013917962089180946,10.198793411254883,0,4894.914124475,1.0068504810333252,30,0.8753724694252014,4745.25048828125,0.008244462311267853,151.7977752685547,0.944362223148346,31,0.04486994072794914,79.83426666259766,71.96343231201172,620000.0,1.0740009546279907,1.0068504810333252,1000,40,0.6230826377868652,-0.06671753525733948,0,6.328925132751465,131.75424194335938,6.563833236694336,0.00020700000459328294,22.010000228881836,1746554991.8557732,0.6061110496520996,NaN,70.69999694824219,1.0085406303405762,-0.4438320994377136,-0.13171285390853882,1.0085405111312866,1.0740009546279907,1.0740009546279907,3.1125659942626953,0.013640150427818298
1.034150242805481,1.0069018602371216,0.013174660503864288,9.047347068786621,0,5041.61675144,1.034150242805481,31,0.7987696528434753,4894.22119140625,-0.008244778960943222,148.90927124023438,0.9362853765487671,32,0.03662516176700592,80.20612335205078,68.70307922363281,640000.0,1.101783275604248,1.034150242805481,1000,40,0.6180854439735413,0.19689702987670898,0,7.062176704406738,134.3099822998047,6.603638172149658,0.00020399999630171806,24.780000686645508,1746555140.83656,0.7332515716552734,NaN,93.0999984741211,1.0069018602371216,-0.24693506956100464,0.1687600016593933,1.0069018602371216,1.101783275604248,1.101783275604248,2.894962787628174,0.01373584009706974
1.061214804649353,1.0065785646438599,0.013865862973034382,9.464858055114746,0,5189.350606114,1.061214804649353,32,0.8566053509712219,5040.91552734375,-0.004286676645278931,146.62185668945312,0.9254791140556335,33,0.03233848512172699,79.32074737548828,67.30105590820312,660000.0,1.129524827003479,1.061214804649353,1000,40,0.6112435460090637,-0.13301938772201538,0,5.847663879394531,136.4053192138672,6.455546855926514,0.0002010000025620684,27.09000015258789,1746555287.5393279,-1.214512825012207,NaN,74.94999694824219,1.0065785646438599,-0.37995445728302,-0.15504349768161774,1.0065785646438599,1.129524827003479,1.129524827003479,2.5485448837280273,0.013597019948065281
1.0882238149642944,1.007685899734497,0.015695197507739067,9.257637977600098,0,5336.669359548,1.0882238149642944,33,0.7942633628845215,5188.6650390625,0.007126461714506149,147.66928100585938,0.9071882963180542,34,0.03946494683623314,79.42454528808594,68.24467468261719,680000.0,1.1575617790222168,1.0882238149642944,1000,40,0.6003362536430359,0.05244565010070801,0,6.65595817565918,135.43777465820312,6.287729263305664,0.00019799999427050352,31.110000610351562,1746555435.2732084,0.8082942962646484,NaN,80.3499984741211,1.007685899734497,-0.327508807182312,0.21636325120925903,1.007685899734497,1.1575617790222168,1.1575617790222168,3.0098514556884766,0.013880287297070026
1.1145213842391968,1.0078434944152832,0.015618451870977879,8.215810775756836,0,5486.608578692,1.1145213842391968,34,0.5692770481109619,5335.9716796875,-0.0008983425796031952,147.2430877685547,0.8867258429527283,35,0.038566604256629944,79.43028259277344,67.81275177001953,700000.0,1.1857415437698364,1.1145213842391968,1000,40,0.5884631276130676,-0.08011975884437561,0,6.764720439910889,135.82980346679688,6.293073654174805,0.00019500000053085387,29.469999313354492,1746555582.591847,0.10876226425170898,NaN,56.04999923706055,1.0078434944152832,-0.4076285660266876,-0.11923559010028839,1.0078434944152832,1.1857415437698364,1.1857415437698364,3.384182929992676,0.014056564308702946
1.140901803970337,1.0048129558563232,0.01857554353773594,8.325276374816895,0,5636.995534855,1.140901803970337,35,0.7906430959701538,5485.92822265625,0.01935615763068199,149.88136291503906,0.8762519359588623,36,0.057922761887311935,79.73682403564453,70.14447021484375,720000.0,1.214254379272461,1.140901803970337,1000,40,0.5824220776557922,0.15275579690933228,0,7.262935638427734,133.43887329101562,6.279783725738525,0.00019200000679120421,31.93000030517578,1746555732.5318806,0.4982151985168457,NaN,81.5999984741211,1.0048129558563232,-0.25487276911735535,0.05143970251083374,1.0048129558563232,1.214254379272461,1.214254379272461,3.1733925342559814,0.013489440083503723
1.1678707599639893,1.0070350170135498,0.015655532479286194,10.003129959106445,0,5784.537982242,1.1678707599639893,36,0.8474154472351074,5636.31494140625,-0.01421155035495758,150.32969665527344,0.865226149559021,37,0.043711211532354355,79.57633972167969,70.75331115722656,740000.0,1.242898941040039,1.1678707599639893,1000,40,0.5760955214500427,0.009251520037651062,0,7.129314422607422,133.04090881347656,6.52745246887207,0.00018899999849963933,29.75,1746555882.9184558,-0.1336212158203125,NaN,100.44999694824219,1.0070350170135498,-0.24562124907970428,-0.04058060795068741,1.0070350170135498,1.242898941040039,1.242898941040039,3.633074998855591,0.013778396882116795
1.1941245794296265,1.0092366933822632,0.015741713345050812,8.87423324584961,0,5931.644528131,1.1941245794296265,37,0.7163571715354919,5783.83154296875,-0.00040659308433532715,147.4600067138672,0.8442175984382629,38,0.04330461844801903,80.6559066772461,66.80403900146484,760000.0,1.2713207006454468,1.1941245794296265,1000,40,0.5644517540931702,-0.2030937224626541,0,4.719414710998535,135.6300048828125,6.772337436676025,0.00018600000475998968,25.510000228881836,1746556030.4605227,-2.4098997116088867,NaN,55.20000076293945,1.0092366933822632,-0.4487149715423584,-0.21249458193778992,1.0092366933822632,1.2713207006454468,1.2713207006454468,2.9844601154327393,0.013589358888566494
1.2203428745269775,1.0077111721038818,0.015034246258437634,8.469017028808594,0,6080.212397271,1.2203428745269775,38,0.6895106434822083,5930.96630859375,-0.00042392313480377197,147.0493927001953,0.8373665809631348,39,0.042880695313215256,80.9850082397461,66.0643310546875,780000.0,1.2996517419815063,1.2203428745269775,1000,40,0.5608157515525818,0.1539909839630127,0,6.664538383483887,136.0087127685547,6.65858268737793,0.0001829999964684248,26.700000762939453,1746556177.5676978,1.9451236724853516,NaN,76.0999984741211,1.0077111721038818,-0.2947239875793457,0.25888732075691223,1.0077111721038818,1.2996517419815063,1.2996517419815063,3.5056817531585693,0.014712515287101269
1.247226357460022,1.0008773803710938,0.016999829560518265,8.748727798461914,0,6226.326793833,1.247226357460022,39,0.6717206239700317,6079.53564453125,-0.002815842628479004,148.51437377929688,0.8330383896827698,40,0.04006485268473625,78.6878433227539,69.82644653320312,800000.0,1.3279433250427246,1.247226357460022,1000,40,0.5581916570663452,0.14367090165615082,0,6.7044758796691895,134.6671142578125,6.681556224822998,0.00018000000272877514,27.09000015258789,1746556326.13564,0.039937496185302734,NaN,101.05000305175781,1.0008773803710938,-0.15105308592319489,-0.15308760106563568,1.0008773803710938,1.3279433250427246,1.3279433250427246,3.4532735347747803,0.014236366376280785
1.2734427452087402,1.013514518737793,0.01906925067305565,11.144640922546387,0,6371.421240523,1.2734427452087402,40,0.8401758670806885,6225.49365234375,0.003521908074617386,145.9060821533203,0.7976592779159546,41,0.04358676075935364,78.13712310791016,67.7688980102539,820000.0,1.356046199798584,1.2734427452087402,1000,40,0.5392484068870544,-0.49016736447811127,0,7.205568313598633,137.07447814941406,6.627446174621582,0.00017699999443721026,25.190000534057617,1746556472.2492886,0.5010924339294434,NaN,56.0,1.013514518737793,-0.6412204504013062,-0.12904229760169983,1.013514518737793,1.356046199798584,1.356046199798584,4.061362266540527,0.015139838680624962
