Time/FPS,Value/Adv,Loss/Loss_cost_critic,Misc/xHx,Train/Entropy,Train/PolicyRatio/Min,Misc/AcceptanceStep,Safety/EpCostShield,Train/KL,Time/Update,Time/Rollout,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,_step,Train/Epoch,Misc/gradient_norm,Value/reward,Metrics/LagrangeMultiplier,Loss/Loss_pi,Misc/Alpha,Train/StopIter,Safety/shield_violation,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Time/Epoch,Misc/FinalStepNorm,Metrics/EpLen,Metrics/EpCost,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,Value/cost,_runtime,Misc/H_inv_g,Metrics/LagrangeMultiplier/Std,Time/Total,Train/LR,Train/PolicyRatio,Loss/Loss_pi/Delta,TotalEnvSteps,_timestamp
136.97360229492188,-6.866454960174906e-09,8.501421928405762,0.001643811701796949,1.4023374319076538,1.001353144645691,1,51.5,0.0002837775682564825,17.11296844482422,128.90052795410156,0.012740537524223328,0.044999994337558746,0.044999994337558746,1.001353144645691,8.501421928405762,1,0,0.028267856687307358,0.16945971548557281,0.03599999472498894,-0.46938252449035645,3.4880897998809814,10,0.2092771679162979,0.9837424159049988,0.03599999472498894,-1.1117498874664307,146.01353454589844,0.30342164635658264,1000,16.950000762939453,0.012740537524223328,0.044999994337558746,-0.11161157488822937,0.03599999472498894,0.0009567896486259997,0,0.009917594492435455,262.353020005,0.08698791265487671,0,146.01441955566406,0,1.001353144645691,-0.46938252449035645,20000.0,1746525173.9272676
173.3948974609375,6.103515470812226e-09,11.722780227661133,0.0021717839408665895,1.405354380607605,1.0012807846069336,1,55.849998474121094,0.0002696849696803838,17.224449157714844,98.11917877197266,0.008618741296231747,0.0800451710820198,0.0800451710820198,1.0012807846069336,3.221358299255371,2,1,0.045729056000709534,0.15023112297058105,0.07102112472057343,-0.45204412937164307,3.0346293449401855,10,1.7046473026275635,0.986639678478241,0.07102112472057343,-0.7723155617713928,115.3436508178711,0.30715179443359375,1000,20.350000381469727,-0.004121796227991581,0.0800451710820198,0.5680650472640991,0.07102112472057343,0.0009055953123606741,0,0.5214189291000366,377.926789795,0.10121558606624603,0,261.417724609375,0,1.0012807846069336,0.01733839511871338,40000.0,1746525289.328075
173.62376403808594,1.5258788677030566e-09,14.052776336669922,0.0023933423217386007,1.4244574308395386,1.0025925636291504,1,55.79999923706055,0.0002681980549823493,17.03825569152832,98.15332794189453,0.004769840277731419,0.11511489003896713,0.11511489003896713,1.0025925636291504,2.329996109008789,3,2,0.0283352117985487,0.12355582416057587,0.10610760003328323,-0.4257484972476959,2.8907575607299805,10,2.962515354156494,1.0055956840515137,0.10610760003328323,-0.38800904154777527,115.19160461425781,0.3387518525123596,1000,23.566667556762695,-0.003848901018500328,0.11511489003896713,0.9165345430374146,0.10610760003328323,0.0018332191975787282,0,1.0279134511947632,496.16350232,0.11718445271253586,0,376.6653747558594,0,1.0025925636291504,0.026295632123947144,60000.0,1746525404.9017935
169.25241088867188,3.051757735406113e-09,12.9478759765625,0.0037315250374376774,1.4699345827102661,1.0029596090316772,1,84.55000305175781,0.0003649570280686021,17.45480728149414,100.71187591552734,0.011567155830562115,0.15007872879505157,0.15007872879505157,1.0029596090316772,-1.1049003601074219,4,3,0.04869542643427849,0.11328576505184174,0.1413172036409378,-0.34782078862190247,2.315107822418213,10,3.3343656063079834,1.0527477264404297,0.1413172036409378,-0.07147572934627533,118.16670989990234,0.2588306665420532,1000,24.9375,0.006797315552830696,0.15007872879505157,0.8274167776107788,0.1413172036409378,0.002092675305902958,0,1.206303596496582,612.832309991,0.11180069297552109,0,495.2142333984375,0,1.0029596090316772,0.07792770862579346,80000.0,1746525523.1384492
171.5238037109375,6.103515470812226e-09,11.43266773223877,0.0025059576146304607,1.513190746307373,1.0001516342163086,1,53.5,0.00030924510792829096,17.121898651123047,99.47996520996094,0.00873021874576807,0.18473392724990845,0.18473392724990845,1.0001516342163086,-1.5152082443237305,5,4,0.04273797571659088,0.10189493000507355,0.17665693163871765,-0.3636329472064972,2.8250572681427,10,3.995218276977539,1.0991946458816528,0.17665693163871765,0.031013602390885353,116.60189056396484,0.31324511766433716,1000,25.860000610351562,-0.0028369370847940445,0.18473392724990845,0.20453250408172607,0.17665693163871765,0.00010727781045716256,0,1.462631106376648,732.743915796,0.11088097095489502,0,611.8842163085938,0,1.0001516342163086,-0.015812158584594727,100000.0,1746525639.807315
166.89300537109375,4.577636492086867e-09,13.357675552368164,0.0036730621941387653,1.5603965520858765,1.0017942190170288,1,72.5,0.00033891588100232184,17.456584930419922,102.38064575195312,0.012524580582976341,0.21967923641204834,0.21967923641204834,1.0017942190170288,1.9250078201293945,6,5,0.04830353707075119,0.11183327436447144,0.21217560768127441,-0.40388593077659607,2.3334593772888184,10,5.131419658660889,1.1524003744125366,0.21217560768127441,0.5867286920547485,119.8372573852539,0.2802893817424774,1000,29.719999313354492,0.003794361837208271,0.21967923641204834,-0.3178073465824127,0.21217560768127441,0.0012687325943261385,0,1.7799934148788452,851.361707706,0.12011753767728806,0,731.7901000976562,0,1.0017942190170288,-0.04025298357009888,120000.0,1746525759.7188663
168.7146759033203,-8.392333938900265e-09,16.37195587158203,0.003000690136104822,1.6008676290512085,1.0024712085723877,1,78.25,0.00028477294836193323,17.356090545654297,101.18722534179688,0.014185578562319279,0.2549086809158325,0.2549086809158325,1.0024712085723877,3.014280319213867,7,6,0.03933914005756378,0.13991482555866241,0.24789975583553314,-0.4004497528076172,2.5816876888275146,10,6.4110517501831055,1.199755072593689,0.24789975583553314,0.9991356134414673,118.5433349609375,0.32757923007011414,1000,33.90999984741211,0.0016609979793429375,0.2549086809158325,0.9534841775894165,0.24789975583553314,0.0017473520711064339,0,2.424208641052246,972.136490265,0.12688569724559784,0,850.4072265625,0,1.0024710893630981,0.003436177968978882,140000.0,1746525878.3366652
165.681396484375,-1.907348501362094e-09,13.121481895446777,0.004382052458822727,1.6294898986816406,1.0035293102264404,1,64.25,0.00033623643685132265,17.09784507751465,103.61573791503906,0.010894987732172012,0.29005637764930725,0.29005637764930725,1.0035293102264404,-3.250473976135254,8,7,0.08694332838058472,0.1671527624130249,0.28383058309555054,-0.42366495728492737,2.136366367340088,10,6.307099342346191,1.234488844871521,0.28383058309555054,1.2625025510787964,120.71361541748047,0.2970896065235138,1000,33.959999084472656,-0.0032905908301472664,0.29005637764930725,-0.8550819754600525,0.28383058309555054,0.002495486754924059,0,2.8710522651672363,1091.578212181,0.1390630453824997,0,971.1964721679688,0,1.0035291910171509,-0.02321520447731018,160000.0,1746525999.1114197
167.5386962890625,-1.5258788677030566e-09,18.047853469848633,0.005445669870823622,1.6638263463974,1.0019478797912598,1,130.0500030517578,0.0003354896616656333,17.432659149169922,101.94271850585938,0.014212038367986679,0.3254210650920868,0.3254210650920868,1.0019478797912598,4.9263715744018555,9,8,0.06513827294111252,0.17127065360546112,0.3200231194496155,-0.27871257066726685,1.9164122343063354,10,6.021090030670166,1.2776907682418823,0.3200231194496155,1.5834910869598389,119.37540435791016,0.28508076071739197,1000,41.599998474121094,0.0033170506358146667,0.3254210650920868,-0.9251419305801392,0.3200231194496155,0.0013773590326309204,0,2.944474458694458,1212.554736247,0.14875753223896027,0,1090.6328125,0,1.0019478797912598,0.14495238661766052,180000.0,1746526118.553237
165.42530822753906,1.5258788677030566e-09,16.033308029174805,0.004967772401869297,1.6870743036270142,1.0022863149642944,1,128.85000610351562,0.000259606254985556,16.964191436767578,103.93626403808594,0.0176550280302763,0.3612377643585205,0.3612377643585205,1.0022863149642944,-2.014545440673828,10,9,0.03666625916957855,0.17791835963726044,0.3564806580543518,-0.29381123185157776,2.0064749717712402,10,6.866171836853027,1.3076552152633667,0.3564806580543518,2.068375825881958,120.90048217773438,0.3412519097328186,1000,49.2400016784668,0.0034429896622896194,0.3612377643585205,0.6554720401763916,0.3564806580543518,0.0016165844863280654,0,3.627988576889038,1335.842992045,0.17007532715797424,0,1211.6021728515625,0,1.0022863149642944,-0.015098661184310913,200000.0,1746526239.5297832
