_timestamp,Train/PolicyRatio/Min,Time/Update,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Time/Total,Safety/EpCostShield,Metrics/LagrangeMultiplier,Train/Entropy,_runtime,Train/LR,Safety/shield_adv_c,Metrics/EpRet,Value/Adv,Metrics/LagrangeMultiplier/Min,Time/FPS,Train/PolicyStd,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Time/Rollout,_step,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Value/reward,Train/Epoch,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Value/cost,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Metrics/EpCost,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Train/StopIter,Loss/Loss_reward_critic/Delta
1746550303.4911935,1.001909613609314,79.71056365966797,0,166.3931427001953,166.39410400390625,42.29999923706055,0.035999998450279236,1.411156415939331,315.19008708,0.0002969999914057553,NaN,-0.3939450681209564,0.2951393127441406,0.035999998450279236,120.197265625,0.9922546744346619,-0.09745834767818451,0,86.68252563476562,1,0.04500000178813934,20000.0,-0.2863791584968567,0.04500000178813934,-0.2863791584968567,0.13556233048439026,0,4.814581871032715,1000,0.2247120887041092,0.035999998450279236,1.001909613609314,1.001909613609314,0.009429971687495708,5.150000095367432,0.005717793945223093,0.04500000178813934,0.004103683866560459,4.814581871032715,40,0.004103683866560459
1746550451.5396433,1.0007773637771606,82.99291229248047,0,147.9855194091797,314.4431457519531,106.25,0.06619757413864136,1.3860735893249512,462.33093367,0.00029399999766610563,NaN,-0.017025303095579147,-0.0372554250061512,0.06619757413864136,135.1483612060547,0.9679183959960938,1.2336393594741821,0,64.99256896972656,2,0.07787007093429565,40000.0,0.04418589174747467,0.07787007093429565,-0.24219326674938202,0.09984246641397476,1,10.348278999328613,1000,0.21641643345355988,0.06619757413864136,1.0007773637771606,1.0007773637771606,0.01326401811093092,25.299999237060547,0.013855714350938797,0.07787007093429565,0.005124481860548258,15.162860870361328,40,0.0010207979939877987
1746550598.6799078,0.9988416433334351,80.0870361328125,0,147.04562377929688,461.5481872558594,179.60000610351562,0.0983811616897583,1.373741626739502,606.813498163,0.000291000003926456,NaN,0.4722518026828766,0.07046500593423843,0.0983811616897583,136.01222229003906,0.9561734795570374,1.19693124294281,0,66.9585189819336,3,0.11037451028823853,60000.0,0.11283308267593384,0.11037451028823853,-0.12936018407344818,0.08137983083724976,2,2.4553298950195312,1000,0.29215240478515625,0.0983811616897583,0.9988416433334351,0.9988416433334351,0.010426747612655163,29.78333282470703,0.006893394980579615,0.11037451028823853,0.008663279935717583,17.61819076538086,40,0.003538798075169325
1746550743.1625538,1.0031391382217407,80.92682647705078,0,144.41204833984375,606.0580444335938,104.55000305175781,0.13165441155433655,1.3423192501068115,754.578940129,0.0002880000101868063,NaN,0.7007630467414856,0.032455924898386,0.13165441155433655,138.4925994873047,0.9267268776893616,5.085653305053711,0,63.48518753051758,4,0.14324092864990234,80000.0,-0.10351766645908356,0.14324092864990234,-0.23287785053253174,0.07747168093919754,3,-5.860942840576172,1000,0.796621561050415,0.13165441155433655,1.0031391382217407,1.0031391382217407,0.011224954389035702,32.837501525878906,0.01070699468255043,0.14324092864990234,0.004669503308832645,11.757247924804688,40,-0.003993776626884937
1746550890.9278247,1.0025311708450317,82.41081237792969,0,147.60684204101562,753.7352294921875,133.75,0.1656392216682434,1.3224695920944214,905.984805849,0.0002849999873433262,NaN,0.8892885446548462,-0.07225505262613297,0.1656392216682434,135.4950714111328,0.9084261655807495,6.770644664764404,0,65.19597625732422,5,0.17681753635406494,100000.0,0.040892720222473145,0.17681753635406494,-0.1919851303100586,0.07397474348545074,4,6.307268142700195,1000,1.7173757553100586,0.1656392216682434,1.0025311708450317,1.0025311708450317,0.010289388708770275,36.33000183105469,0.008512087166309357,0.17681753635406494,0.010954202152788639,18.064516067504883,40,0.006284698843955994
1746551042.3337493,1.0007227659225464,82.18437957763672,0,151.31678771972656,905.2102661132812,141.9499969482422,0.2000964730978012,1.3114198446273804,1063.023777266,0.00028199999360367656,NaN,1.5203683376312256,-0.22386391460895538,0.2000964730978012,132.1730499267578,0.898506224155426,9.553427696228027,0,69.1323471069336,6,0.2109275758266449,120000.0,-0.010222211480140686,0.2109275758266449,-0.20220734179019928,0.13435934484004974,5,-2.852095603942871,1000,3.294074296951294,0.2000964730978012,1.0007227659225464,1.0007227659225464,0.009907743893563747,44.810001373291016,0.007861750200390816,0.2109275758266449,0.015717938542366028,15.212420463562012,40,0.004763736389577389
1746551199.3733401,1.0008347034454346,90.68388366699219,0,156.97703552246094,1062.2764892578125,175.0,0.2350195348262787,1.2973616123199463,1220.363445875,0.0002789999998640269,NaN,2.170410633087158,0.0965418815612793,0.2350195348262787,127.40717315673828,0.8858935832977295,9.344557762145996,0,66.29310607910156,7,0.24558404088020325,140000.0,0.0811130702495575,0.24558404088020325,-0.12109427154064178,0.22781074047088623,6,-2.805008888244629,1000,3.552274227142334,0.2350195348262787,1.0008347034454346,1.0008347034454346,0.010399785824120045,45.40999984741211,0.008506865240633488,0.24558404088020325,0.015117834322154522,12.407411575317383,40,-0.0006001042202115059
1746551356.713043,1.0027422904968262,91.192138671875,0,157.27732849121094,1219.61669921875,117.75,0.2703450918197632,1.2873247861862183,1369.151248318,0.00027600000612437725,NaN,2.5218546390533447,-0.05247601866722107,0.2703450918197632,127.16390991210938,0.8769663572311401,7.851834297180176,0,66.08514404296875,8,0.2800571322441101,160000.0,-0.0732722282409668,0.2800571322441101,-0.19436649978160858,0.22287392616271973,7,-2.2685155868530273,1000,2.4079301357269287,0.2703450918197632,1.0027422904968262,1.0027422904968262,0.010418928228318691,47.119998931884766,0.009160641580820084,0.2800571322441101,0.017287874594330788,10.138895988464355,40,0.0021700402721762657
1746551505.5002847,0.9998041391372681,82.38826751708984,0,148.7250213623047,1368.4010009765625,158.35000610351562,0.30596399307250977,1.2850502729415894,1527.545231715,0.0002730000123847276,NaN,3.1836228370666504,0.023897865787148476,0.30596399307250977,134.4763641357422,0.8749553561210632,9.250210762023926,0,66.33672332763672,9,0.31491586565971375,180000.0,0.08449345827102661,0.31491586565971375,-0.10987304151058197,0.29265859723091125,8,2.12484073638916,1000,4.188791275024414,0.30596399307250977,0.9998041391372681,0.9998041391372681,0.010662397369742393,45.529998779296875,0.009395216591656208,0.31491586565971375,0.018988121300935745,12.263736724853516,40,0.0017002467066049576
1746551663.8943522,1.005638837814331,90.46647644042969,0,158.3101043701172,1526.7747802734375,85.30000305175781,0.3415672183036804,1.2633873224258423,1679.972993507,0.0002699999895412475,NaN,3.7690393924713135,0.02933669090270996,0.3415672183036804,126.3343276977539,0.856363832950592,11.586383819580078,0,67.84358215332031,10,0.3488583564758301,200000.0,-0.2547939866781235,0.3488583564758301,-0.36466702818870544,0.29794296622276306,9,-3.209383964538574,1000,3.498769521713257,0.3415672183036804,1.005638837814331,1.005638837814331,0.011036905460059643,38.720001220703125,0.009819934144616127,0.3488583564758301,0.024920133873820305,9.054352760314941,40,0.00593201257288456
