Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic,Time/Rollout,_timestamp,Value/Adv,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_adv_c,Train/LR,Metrics/EpLen,Metrics/EpCost,Metrics/EpRet,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Max,Train/KL,Train/Entropy,Value/cost,TotalEnvSteps,Train/PolicyRatio,Train/Epoch,Loss/Loss_cost_critic/Delta,_step,Train/PolicyStd,Train/PolicyRatio/Min,Train/StopIter,Metrics/LagrangeMultiplier/Std,Value/reward,Time/Epoch,_runtime,Time/Update,Time/FPS,Metrics/LagrangeMultiplier,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Time/Total,Safety/EpCostShield,Loss/Loss_reward_critic/Delta
0.03599999472498894,0.011302836239337921,175.34487915039062,1746536797.1653614,0.22034786641597748,-0.31632930040359497,0.044999994337558746,-0.31632930040359497,0.010473141446709633,0,NaN,0.0002969999914057553,500,203.72500610351562,-0.549620509147644,66.2883071899414,0.044999994337558746,0.03599999472498894,1.0032200813293457,0.00797299575060606,1.4038515090942383,-0.17861826717853546,20000.0,1.0032200813293457,0,66.2883071899414,1,0.9850391745567322,1.0032200813293457,40,0,0.13645239174365997,321.00775146484375,590.985388554,145.6627197265625,62.30379104614258,0.03599999472498894,-0.1482262909412384,0.044999994337558746,321.0091552734375,227.5,0.011302836239337921
0.07099686563014984,0.013335829600691795,125.36921691894531,1746537065.002989,0.23797272145748138,-0.24610452353954315,0.08002576977014542,0.07022477686405182,0.011141382157802582,0,NaN,0.00029399999766610563,500,203.03750610351562,-0.11764093488454819,54.19807815551758,0.08002576977014542,0.07099686563014984,1.0043164491653442,0.009824230335652828,1.3852800130844116,7.214015483856201,40000.0,1.0043164491653442,1,-12.090229034423828,2,0.9669457674026489,1.0043164491653442,40,0,0.10828900337219238,267.7471618652344,858.116320322,142.37786865234375,74.69734191894531,0.07099686563014984,8.074817657470703,0.08002576977014542,589.191650390625,235.3000030517578,0.002032993361353874
0.1059122160077095,0.011721772141754627,118.54104614257812,1746537332.1339922,0.11625220626592636,-0.24930697679519653,0.11479663848876953,-0.0032024532556533813,0.012012525461614132,0,NaN,0.000291000003926456,500,192.05999755859375,0.23376205563545227,61.73598861694336,0.11479663848876953,0.1059122160077095,1.0043258666992188,0.011205584742128849,1.3601189851760864,11.508905410766602,60000.0,1.0043257474899292,2,7.537910461425781,3,0.9431122541427612,1.0043258666992188,40,0,0.08059948682785034,267.06048583984375,1122.373539489,148.5193634033203,74.889404296875,0.1059122160077095,12.384086608886719,0.11479663848876953,856.3240966796875,200.72500610351562,-0.0016140574589371681
0.14075219631195068,0.01335073821246624,119.03575134277344,1746537596.390476,0.05130232870578766,-0.1849672794342041,0.14971661567687988,0.06433969736099243,0.011874810792505741,0,NaN,0.0002880000101868063,500,187.61000061035156,1.3591305017471313,95.13001251220703,0.14971661567687988,0.14075219631195068,1.0043047666549683,0.011948746629059315,1.337597370147705,17.620574951171875,80000.0,1.0043047666549683,3,33.39402389526367,4,0.9222185611724854,1.0043047666549683,40,0,0.17235064506530762,263.9002685546875,1388.131405464,144.86444091796875,75.78620910644531,0.14075219631195068,19.168214797973633,0.14971661567687988,1120.303466796875,236.6999969482422,0.0016289660707116127
0.17560286819934845,0.02021896280348301,118.54436492919922,1746537862.1483653,-0.0658336654305458,-0.22477851808071136,0.1845247447490692,-0.03981123864650726,0.012070202268660069,0,NaN,0.0002849999873433262,500,193.25999450683594,2.4532015323638916,119.64096069335938,0.1845247447490692,0.17560286819934845,1.00533926486969,0.009012014605104923,1.3222488164901733,18.798919677734375,100000.0,1.00533926486969,4,24.510948181152344,5,0.9084636569023132,1.00533926486969,40,0,0.25340959429740906,265.6473083496094,1651.301695779,147.1028289794922,75.28779602050781,0.17560286819934845,21.52994155883789,0.1845247447490692,1386.3148193359375,208.875,0.006868224591016769
0.21016700565814972,0.0266428105533123,121.9567642211914,1746538125.3191826,0.19601161777973175,-0.2821546494960785,0.2189941257238388,-0.057376131415367126,0.01263171061873436,0,NaN,0.00028199999360367656,500,165.92999267578125,3.113431692123413,110.25298309326172,0.2189941257238388,0.21016700565814972,1.0056347846984863,0.012280176393687725,1.2895288467407227,19.84242057800293,120000.0,1.0056347846984863,5,-9.387977600097656,6,0.8794037103652954,1.0056347846984863,40,0,0.33959242701530457,263.06646728515625,1911.246100854,141.109619140625,76.02641296386719,0.21016700565814972,22.864734649658203,0.2189941257238388,1649.488525390625,182.97500610351562,0.006423847749829292
0.24467912316322327,0.036302145570516586,120.06846618652344,1746538385.263529,-0.1127222329378128,-0.23772090673446655,0.253667950630188,0.04443374276161194,0.012986741960048676,0,NaN,0.0002789999998640269,500,177.7899932861328,3.870368003845215,130.25450134277344,0.253667950630188,0.24467912316322327,1.0046024322509766,0.013629479333758354,1.2574119567871094,27.338150024414062,140000.0,1.0046024322509766,6,20.00151824951172,7,0.8515076041221619,1.0046024322509766,40,0,0.4433513581752777,259.86224365234375,2182.239556629,139.79371643066406,76.96385192871094,0.24467912316322327,30.426349639892578,0.253667950630188,1909.44580078125,230.0500030517578,0.009659335017204285
0.27927619218826294,0.053370602428913116,121.65034484863281,1746538656.257083,0.01934126764535904,-0.26294761896133423,0.28851068019866943,-0.025226712226867676,0.013223507441580296,0,NaN,0.00027600000612437725,500,189.3800048828125,4.941644191741943,141.058837890625,0.28851068019866943,0.27927619218826294,1.0050227642059326,0.014251654036343098,1.2242435216903687,29.802661895751953,160000.0,1.0050227642059326,7,10.804336547851562,8,0.8239580988883972,1.0050227642059326,40,0,0.5726211071014404,270.8973388671875,2444.946143405,149.24691772460938,73.82870483398438,0.27927619218826294,33.38938903808594,0.28851068019866943,2180.427734375,233.0500030517578,0.01706845685839653
0.31397882103919983,0.038430679589509964,118.56448364257812,1746538918.9630394,-0.1464313119649887,-0.34280112385749817,0.3230181932449341,-0.07985350489616394,0.01309917401522398,0,NaN,0.0002730000123847276,500,193.6199951171875,5.4450483322143555,113.27284240722656,0.3230181932449341,0.31397882103919983,1.0076128244400024,0.013350924476981163,1.1936606168746948,25.924331665039062,180000.0,1.0076128244400024,8,-27.785995483398438,9,0.7994122505187988,1.0076128244400024,40,0,0.634266197681427,262.6290588378906,2685.098119249,144.0644073486328,76.15303802490234,0.31397882103919983,29.575422286987305,0.3230181932449341,2443.15087890625,183.3000030517578,-0.014939922839403152
0.34819692373275757,0.04868962615728378,118.10015106201172,1746539159.1151233,-0.11988358199596405,-0.46112731099128723,0.3567855954170227,-0.11832618713378906,0.013658889569342136,0,NaN,0.0002699999895412475,500,146.14999389648438,5.501125335693359,132.8949432373047,0.3567855954170227,0.34819692373275757,1.0086358785629272,0.02134324051439762,1.161797285079956,24.593868255615234,200000.0,1.0086358785629272,9,19.622100830078125,10,0.7741972804069519,1.0086358785629272,33,0,0.7334697246551514,240.0419158935547,2947.5579966,121.94164276123047,83.31878662109375,0.34819692373275757,28.521812438964844,0.3567855954170227,2683.279541015625,145.64999389648438,0.010258946567773819
0.38162896037101746,0.04338032007217407,118.59663391113281,1746539421.5752661,-0.27609288692474365,-0.4748428165912628,0.38963907957077026,-0.013715505599975586,0.013589149340987206,0,NaN,0.00026699999580159783,500,120.36000061035156,5.716342926025391,99.66586303710938,0.38963907957077026,0.38162896037101746,1.0105974674224854,0.014035997912287712,1.12739098072052,20.08002471923828,220000.0,1.0105974674224854,10,-33.22908020019531,11,0.74802565574646,1.0105974674224854,40,0,0.8427115082740784,262.3734436035156,3191.922276498,143.7767333984375,76.22723388671875,0.38162896037101746,25.0905818939209,0.38963907957077026,2945.7607421875,124.375,-0.005309306085109711
0.41388773918151855,0.05241340026259422,114.39678955078125,1746539665.939957,-0.18207776546478271,-0.5418058037757874,0.4216640293598175,-0.06696298718452454,0.014599410817027092,0,NaN,0.0002640000020619482,500,91.37000274658203,6.243474960327148,113.46058654785156,0.4216640293598175,0.41388773918151855,1.0091434717178345,0.02073524333536625,1.0875518321990967,20.68684959411621,240000.0,1.0091434717178345,11,13.794723510742188,12,0.718907356262207,1.0091434717178345,37,0,0.953498899936676,244.2713623046875,3430.87174684,129.8744659423828,81.87615966796875,0.41388773918151855,26.435937881469727,0.4216640293598175,3190.116943359375,119.42500305175781,0.00903308019042015
0.4447571635246277,0.05430899187922478,104.81838989257812,1746539904.889213,0.39699801802635193,-0.5583524107933044,0.45178845524787903,-0.01654660701751709,0.015059759840369225,0,NaN,0.0002610000083222985,500,71.93000030517578,6.561525821685791,56.30662155151367,0.45178845524787903,0.4447571635246277,1.0137916803359985,0.0213113185018301,1.046958565711975,11.853893280029297,260000.0,1.013791561126709,12,-57.15396499633789,13,0.6904889345169067,1.0137916803359985,38,0,1.0299588441848755,238.85194396972656,3676.376030676,134.03346252441406,83.73387908935547,0.4447571635246277,16.254209518432617,0.45178845524787903,3429.06689453125,54.79999923706055,0.0018955916166305542
