total_steps,EpRet,EpCost,CostRate
500,3.501452118383895,0.0,0.0
1000,9.085226727671397,0.0,0.0
1500,0.28668551276496146,0.0,0.0
2000,9.273952929353982,0.0,0.0
2500,-10.69156675888371,0.0,0.0
3000,-6.4747686163609615,0.0,0.0
3500,9.261970396561082,0.0,0.0
4000,15.755723299087549,0.0,0.0
4500,-10.812451544508804,1.0,0.0002222716159146477
5000,1.3705954477118212,0.0,0.00020004000800160032
5500,-1.497797334639472,0.0,0.0001818512456810329
6000,6.953470583634044,1.0,0.0003333888981496916
6500,2.2701597202394623,61.0,0.009693799046007078
7000,-29.669744597493263,44.0,0.015287898271181597
7500,17.85143149580108,0.0,0.01426856914255234
8000,-67.06699847286654,0.0,0.0133766720840105
8500,51.454187334980816,3.0,0.01294269914107542
9000,-2.381831242768385,0.0,0.01222358039782198
9500,1.327134065402788,0.0,0.011580166333298243
10000,7.473284687046544,148.0,0.025802580258025804
10500,-4.879503396288783,0.0,0.024573768930374322
11000,47.46952018304728,0.0,0.023456677879807254
11500,-3.3078061303822324,1.0,0.022523697712844595
12000,-22.352785823735758,0.0,0.021585132094341195
12500,-0.3252114181595971,0.0,0.02072165773261861
13000,22.12576453031943,35.0,0.022617124394184167
13500,17.3541950743529,0.0,0.021779391066004888
14000,-2.6458879032506957,0.0,0.02100150010715051
14500,-18.413386585023545,132.0,0.029381336643906478
15000,68.94882095979119,1.0,0.028468564570971397
15500,15.808255382464267,0.0,0.02755016452674366
16000,3.415427381551126,0.0,0.026689168073004563
16500,1.9987403295599506,0.0,0.02588035638523547
17000,1.8742788138406468,1.0,0.025177951644214366
17500,22.881155321614642,447.0,0.05000285730613178
18000,-8.180912762938533,0.0,0.04861381187843769
18500,-38.82054549888562,246.0,0.06059787015514352
19000,-32.08078313007718,373.0,0.07863571766935101
19500,33.200206339570286,0.0,0.07661931381096466
20000,30.023921078238345,0.0,0.07470373518675934
20500,-14.730879015929531,0.0,0.07288160398068198
21000,-5.045313174581679,0.0,0.07114624505928854
21500,2.1689077477130922,1.0,0.06953811805200241
22000,2.779913051846961,1.0,0.06800309104959316
22500,-11.976326951160445,0.0,0.0664918440819592
23000,30.327309047672316,36.0,0.06661159180833949
23500,11.939864887026488,0.0,0.0651942635856845
24000,17.9444885901612,37.0,0.06537772407183633
24500,16.973687608042383,0.0,0.06404343034409568
25000,29.5405427494552,0.0,0.06276251050042002
25500,8.225402978685452,0.0,0.061531824777442255
26000,20.201560617701034,0.0,0.0603484749413439
26500,45.69020315691159,0.0,0.059209781501188725
27000,1.9867921793047572,0.0,0.05811326345420201
27500,-30.021493334628758,449.0,0.07338448670860759
28000,40.706302503924235,192.0,0.07893139040680024
28500,24.930057225865312,1.0,0.0775816695322643
29000,-8.46070791992679,0.0,0.07624400841408324
29500,2.272136376304843,1.0,0.07498559273195701
30000,9.323975219034764,0.0,0.07373579119303977
30500,5.882573126946227,0.0,0.07252696809731467
31000,-25.80043034843402,413.0,0.08468015097261201
31500,-23.341131078253966,0.0,0.08333597891996572
32000,13.260525378638704,32.0,0.08303384480765023
32500,1.6237898131657857,0.0,0.08175636173420721
33000,51.77728071160527,0.0,0.08051759144216492
33500,18.192042879665678,0.0,0.07931580047165587
34000,1.7322306246787775,0.0,0.07814935733403924
34500,-3.8766821503959363,0.0,0.07701672512246732
35000,-4.746967547929671,0.0,0.07591645475585017
35500,3.0543400284368545,14.0,0.07524155610017183
36000,7.402198821240745,0.0,0.07419650545848495
36500,27.467689576798875,0.0,0.07318008712567467
37000,6.447754858978442,1.0,0.07221816805859618
37500,7.118921192923153,0.0,0.07125523347289262
38000,0.8052272005515988,1.0,0.07034395641990579
38500,-0.39910878836963093,0.0,0.06943037481493025
39000,-2.1116673197539058,0.0,0.06854021897997385
39500,34.5205682278247,0.0,0.06767259930631155
40000,32.08045846949244,428.0,0.07752693817345434
40500,22.347830017999513,0.0,0.07656979184671227
41000,-22.58486426833406,168.0,0.07973365204029366
41500,26.089283622030052,0.0,0.07877298248150558
42000,-0.9661466541801929,1.0,0.0778589966427772
42500,29.044127176071925,0.0,0.07694298689380927
43000,30.795633769703272,0.0,0.07604828019256261
43500,17.824627328664064,0.0,0.07517414193429733
44000,2.975426549979602,1.0,0.0743425986954249
44500,-0.9808786969515495,0.0,0.07350726982628823
45000,-131.0591729321386,415.0,0.08191293139847552
45500,20.90221720982663,0.0,0.08101276951141784
46000,1.5737874439946609,0.0,0.08013217678645188
46500,-28.296418283265666,398.0,0.08782984580313555
47000,27.35861859247234,1.0,0.08691674290942361
47500,2.93170155856933,0.0,0.08600181056443293
48000,28.141979520238237,0.0,0.08510593970707724
48500,19.377434269117657,46.0,0.0851770139590507
49000,28.723279275392997,0.0,0.08430784301720444
49500,-17.45435163631919,0.0,0.08345623143901897
50000,-0.9096809000620851,1.0,0.08264165283305666
