Train/Epoch,Metrics/LagrangeMultiplier/Std,Time/Epoch,Time/Rollout,Metrics/EpRet,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,_step,_runtime,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Train/PolicyRatio/Std,_timestamp,Train/StopIter,Loss/Loss_pi/Delta,Time/Update,TotalEnvSteps,Value/cost,Train/LR,Metrics/EpLen,Time/FPS,Loss/Loss_cost_critic,Loss/Loss_pi,Value/Adv,Train/Entropy,Time/Total,Loss/Loss_reward_critic/Delta,Value/reward,Metrics/LagrangeMultiplier,Metrics/EpCost,Train/PolicyRatio,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Train/KL
10,0,161.44741821289062,84.68711853027344,9.907779693603516,1.0007869005203247,0.38159963488578796,0.38159963488578796,11,1934.362267507,1.1518983840942383,0.8430816531181335,0.011480658315122128,1743307704.0065985,40,-0.0017004655674099922,76.76024627685547,220000.0,4.430770397186279,0.00026699999580159783,1000,123.87934112548828,2.922591209411621,-0.013038020581007004,-0.17120476067066193,1.2475297451019287,1771.52001953125,0.00064106285572052,0.7235697507858276,0.38159963488578796,44.970001220703125,1.0007869005203247,1.0007869005203247,0.02631247229874134,0.008378705941140652
11,0,161.6629180908203,85.02661895751953,10.950599670410156,1.000551462173462,0.4154474437236786,0.4154474437236786,12,2095.87646257,-0.1811521053314209,0.8333054184913635,0.010940950363874435,1743307865.72754,40,0.0005057929083704948,76.6362075805664,240000.0,4.839592933654785,0.0002640000020619482,1000,123.7142105102539,2.7414391040802,-0.012532227672636509,-0.18539386987686157,1.2358133792877197,1933.2542724609375,0.00030027516186237335,0.8641067147254944,0.4154474437236786,45.97999954223633,1.000551462173462,1.000551462173462,0.026612747460603714,0.009907111525535583
12,0,161.44879150390625,84.70343780517578,11.576336860656738,1.0013196468353271,0.44937431812286377,0.44937431812286377,13,2257.405397274,-0.5052475929260254,0.8182393312454224,0.011271334253251553,1743308027.2419538,40,-0.0020592156797647476,76.74528503417969,260000.0,4.6423845291137695,0.0002610000083222985,1000,123.87828826904297,2.236191511154175,-0.014591443352401257,0.245314821600914,1.2177653312683105,2094.759521484375,0.001151982694864273,0.8981413841247559,0.44937431812286377,48.560001373291016,1.0013196468353271,1.0013196468353271,0.027764730155467987,0.012234805151820183
13,0,161.4707489013672,84.88490295410156,11.904375076293945,1.0004096031188965,0.48345470428466797,0.48345470428466797,14,2419.399874624,-0.11899209022521973,0.8081023693084717,0.011444777250289917,1743308188.7708914,40,0.0001392122358083725,76.5857925415039,280000.0,5.563326358795166,0.0002579999854788184,1000,123.86144256591797,2.117199420928955,-0.014452231116592884,0.1804599165916443,1.205308437347412,2256.296630859375,0.005652971565723419,0.9298253655433655,0.48345470428466797,50.56999969482422,1.0004096031188965,1.0004096031188965,0.033417701721191406,0.012453758157789707
14,0,161.9329376220703,84.5960693359375,12.658317565917969,1.0000026226043701,0.5177482962608337,0.5177482962608337,15,2581.059888414,-0.2986074686050415,0.7945048213005066,0.011308573186397552,1743308350.7653365,40,0.00044983066618442535,77.3368148803711,300000.0,4.516853332519531,0.00025499999173916876,1000,123.5079116821289,1.8185919523239136,-0.014002400450408459,0.10456213355064392,1.188163161277771,2418.288330078125,0.0007674023509025574,1.0421223640441895,0.5177482962608337,52.630001068115234,1.0000026226043701,1.0000026226043701,0.034185104072093964,0.010112365707755089
15,0,161.59446716308594,84.66621398925781,13.287545204162598,0.9992302656173706,0.5520762801170349,0.5520762801170349,16,2742.89936647,0.12001276016235352,0.7910432815551758,0.01156626082956791,1743308512.4254248,40,-0.0015463931486010551,76.92817687988281,320000.0,4.762133598327637,0.0002519999979995191,1000,123.76661682128906,1.938604712486267,-0.015548793599009514,0.2692473530769348,1.183860182762146,2579.943603515625,-0.002649158239364624,1.0480822324752808,0.5520762801170349,49.189998626708984,0.9992302656173706,0.9992302656173706,0.03153594583272934,0.01007379125803709
16,0,161.77081298828125,84.74280548095703,13.471948623657227,1.0002347230911255,0.5862846970558167,0.5862846970558167,17,2904.26224589,0.25105226039886475,0.7769467234611511,0.011624646373093128,1743308674.2648795,40,-0.0006320681422948837,77.02792358398438,340000.0,5.975939750671387,0.00024900000425986946,1000,123.63169860839844,2.189656972885132,-0.016180861741304398,-0.18278855085372925,1.1658226251602173,2741.7802734375,-0.0011618025600910187,1.1322765350341797,0.5862846970558167,45.869998931884766,1.000234603881836,1.0002347230911255,0.03037414327263832,0.010853463783860207
17,0,161.2867431640625,84.59473419189453,13.833788871765137,0.9996334910392761,0.620248019695282,0.620248019695282,18,3065.595968701,-0.5269845724105835,0.7709601521492004,0.011243041604757309,1743308835.6276658,40,0.0011056214570999146,76.69190979003906,360000.0,6.378636837005615,0.0002460000105202198,1000,124.00275421142578,1.6626724004745483,-0.015075240284204483,-0.03823564201593399,1.158024549484253,2903.13427734375,0.002325773239135742,1.2432937622070312,0.620248019695282,42.86000061035156,0.9996334910392761,0.9996334910392761,0.03269991651177406,0.01033510360866785
18,0,161.27040100097656,84.6958236694336,14.741353988647461,1.0018508434295654,0.6538428068161011,0.6538428068161011,19,3228.337793963,-0.12260925769805908,0.756929874420166,0.012177541851997375,1743308996.9614472,40,0.0003884732723236084,76.57451629638672,380000.0,5.873873233795166,0.00024300000222865492,1000,124.01531219482422,1.5400631427764893,-0.014686767011880875,-0.09052581340074539,1.1394095420837402,3064.483154296875,-0.006936321035027504,1.3340535163879395,0.6538428068161011,39.72999954223633,1.0018508434295654,1.0018508434295654,0.02576359547674656,0.012177792377769947
19,0,162.6755828857422,84.56256103515625,14.815526008605957,1.0015413761138916,0.687227189540863,0.687227189540863,20,3389.797884134,0.26370036602020264,0.7469337582588196,0.012369225732982159,1743309159.7032351,40,-0.0038440991193056107,78.11294555664062,400000.0,5.059107780456543,0.00023999999393709004,1000,122.94408416748047,1.803763508796692,-0.018530866131186485,-0.06123988330364227,1.126125693321228,3227.219970703125,0.0035069696605205536,1.2994225025177002,0.687227189540863,41.70000076293945,1.0015413761138916,1.0015413761138916,0.029270565137267113,0.01247276458889246
20,0,161.3970489501953,85.00148010253906,14.676553726196289,0.9983576536178589,0.7202539443969727,0.7202539443969727,21,3550.045804153,-0.3677494525909424,0.7432021498680115,0.012111080810427666,1743309321.1633155,40,0.0007077474147081375,76.3954849243164,420000.0,5.256624221801758,0.00023700000019744039,1000,123.91800689697266,1.4360140562057495,-0.017823118716478348,-0.0780969187617302,1.121200680732727,3388.684326171875,0.002119956538081169,1.4319578409194946,0.7202539443969727,38.36000061035156,0.9983576536178589,0.9983576536178589,0.03139052167534828,0.012797875329852104
21,0,160.17662048339844,84.1968994140625,15.599501609802246,0.9998687505722046,0.7528164982795715,0.7528164982795715,22,3710.198140203,0.06110382080078125,0.7313413619995117,0.011958001181483269,1743309481.4112873,40,0.0017854832112789154,75.97965240478516,440000.0,6.15233850479126,0.00023400000645779073,1000,124.8621597290039,1.4971178770065308,-0.016037635505199432,0.030734464526176453,1.1050201654434204,3548.926025390625,-0.0016368478536605835,1.6341447830200195,0.7528164982795715,35.59000015258789,0.9998687505722046,0.9998687505722046,0.0297536738216877,0.012664735317230225
22,0,160.08827209472656,84.53767395019531,15.80184555053711,1.0008394718170166,0.7850651741027832,0.7850651741027832,23,3871.127474785,0.14210593700408936,0.7182548642158508,0.011949975974857807,1743309641.5635426,40,-0.00046375393867492676,75.55050659179688,460000.0,5.618691444396973,0.00023099999816622585,1000,124.93107604980469,1.6392238140106201,-0.01650138944387436,-0.03784479573369026,1.0869107246398926,3709.08349609375,0.0016453452408313751,1.5197463035583496,0.7850651741027832,37.099998474121094,1.000839352607727,1.0008394718170166,0.031399019062519073,0.012932931073009968
23,0,160.5620880126953,84.63398742675781,16.30238151550293,1.0012452602386475,0.8173612952232361,0.8173612952232361,24,4031.953785667,0.48526620864868164,0.7138736248016357,0.013019881211221218,1743309802.4928951,40,-0.0054001230746507645,75.92803192138672,480000.0,5.442108154296875,0.0002280000044265762,1000,124.56240844726562,2.1244900226593018,-0.021901512518525124,-0.11556516587734222,1.0809887647628784,3869.71044921875,0.002801172435283661,1.6243925094604492,0.8173612952232361,42.720001220703125,1.0012452602386475,1.0012452602386475,0.034200191497802734,0.01769133284687996
24,0,160.7509307861328,84.74799346923828,16.89788818359375,0.999015748500824,0.8497414588928223,0.8497414588928223,25,4193.47813974,-0.16732287406921387,0.7111060619354248,0.012377925217151642,1743309963.319206,40,-4.4191256165504456e-05,76.00287628173828,500000.0,5.610375881195068,0.00022499999613501132,1000,124.41607666015625,1.957167148590088,-0.021945703774690628,0.2506234347820282,1.0772498846054077,4030.827880859375,-0.0009614452719688416,1.6445300579071045,0.8497414588928223,43.38999938964844,0.999015748500824,0.999015748500824,0.03323874622583389,0.013528048060834408
25,0,161.43910217285156,84.84232330322266,17.422775268554688,0.9998742341995239,0.8823980093002319,0.8823980093002319,26,4354.539690733,0.04281508922576904,0.7118168473243713,0.012423081323504448,1743310124.8436425,40,0.0007581319659948349,76.59671020507812,520000.0,5.570230960845947,0.00022200000239536166,1000,123.88572692871094,1.999982237815857,-0.021187571808695793,0.047100476920604706,1.0780963897705078,4192.34912109375,0.00039665400981903076,1.6651837825775146,0.8823980093002319,47.06999969482422,0.9998741745948792,0.9998742341995239,0.033635400235652924,0.012234600260853767
26,0,160.99215698242188,84.59901428222656,17.26898956298828,0.9997798204421997,0.9153490662574768,0.9153490662574768,27,4516.693071914,-0.23464977741241455,0.7073788046836853,0.012581666931509972,1743310285.9051578,40,0.000268423929810524,76.39307403564453,540000.0,5.532701015472412,0.00021899999410379678,1000,124.22966003417969,1.7653324604034424,-0.02091914787888527,-0.1981901079416275,1.071488380432129,4353.4208984375,-0.004813086241483688,1.733154296875,0.9153490662574768,48.0099983215332,0.9997798204421997,0.9997798204421997,0.028822313994169235,0.012912172824144363
27,0,162.0785369873047,85.14193725585938,17.673864364624023,1.00106680393219,0.948570966720581,0.948570966720581,28,4678.402976221,0.2519869804382324,0.6974177360534668,0.012803740799427032,1743310448.0585263,40,-0.0008705407381057739,76.9365234375,560000.0,5.285963535308838,0.00021600000036414713,1000,123.39697265625,2.017319440841675,-0.021789688616991043,-0.05263277143239975,1.0573400259017944,4515.56689453125,0.001708662137389183,1.698074460029602,0.948570966720581,48.209999084472656,1.00106680393219,1.00106680393219,0.03053097613155842,0.013332987204194069
28,0,161.6451416015625,85.08453369140625,17.624536514282227,1.0009639263153076,0.9816727042198181,0.9816727042198181,29,4840.137578355,-0.5084679126739502,0.6861222386360168,0.01303031761199236,1743310609.7684908,40,-0.0004253219813108444,76.56051635742188,580000.0,4.958812713623047,0.00021300000662449747,1000,123.72781372070312,1.5088515281677246,-0.022215010598301888,-0.13753217458724976,1.0409064292907715,4677.28662109375,0.0019532833248376846,1.75883948802948,0.9816727042198181,41.599998474121094,1.0009639263153076,1.0009639263153076,0.0324842594563961,0.015287368558347225
29,0,161.6658172607422,85.0076904296875,17.60698127746582,0.9997057914733887,1.0145854949951172,1.0145854949951172,30,5002.60333115,0.20485544204711914,0.6774094700813293,0.012506676837801933,1743310771.503041,40,0.0008500721305608749,76.6580581665039,600000.0,4.397538185119629,0.0002099999983329326,1000,123.71199798583984,1.7137069702148438,-0.021364938467741013,-0.10428348183631897,1.028065800666809,4839.017578125,0.0002499110996723175,1.668673038482666,1.0145854949951172,40.08000183105469,0.9997057914733887,0.9997057914733887,0.03273417055606842,0.0133332759141922
30,0,162.4053497314453,84.8291015625,18.019062042236328,0.9995459318161011,1.0471835136413574,1.0471835136413574,31,5163.876954778,-0.13422489166259766,0.6700390577316284,0.012622729875147343,1743310933.9688942,40,0.0017527751624584198,77.57618713378906,620000.0,5.43669319152832,0.00020700000459328294,1000,123.14865112304688,1.579482078552246,-0.019612163305282593,0.06424182653427124,1.0169278383255005,5001.49267578125,-0.008571598678827286,1.8461717367172241,1.0471835136413574,37.5,0.9995459318161011,0.9995459318161011,0.024162571877241135,0.012962325476109982
31,0,161.21725463867188,84.47882843017578,18.194255828857422,0.9986314177513123,1.0795522928237915,1.0795522928237915,32,5326.016443286,0.28538036346435547,0.6658948063850403,0.01263424102216959,1743311095.2424083,40,-0.0029804427176713943,76.73835754394531,640000.0,5.084099769592285,0.00020399999630171806,1000,124.05619812011719,1.8648624420166016,-0.022592606022953987,-0.026117995381355286,1.0109481811523438,5162.76953125,0.008194468915462494,1.7924375534057617,1.0795522928237915,38.25,0.9986314177513123,0.9986314177513123,0.03235704079270363,0.015166494064033031
32,0,162.06918334960938,84.99290466308594,18.489463806152344,0.9985739588737488,1.111733078956604,1.111733078956604,33,5487.81046459,0.05229461193084717,0.6613729000091553,0.012829514220356941,1743311257.3819616,40,-0.001256253570318222,77.07620239257812,660000.0,5.961806297302246,0.0002010000025620684,1000,123.40409851074219,1.9171570539474487,-0.02384885959327221,-0.1543043851852417,1.0042200088500977,5324.8955078125,-0.005897575989365578,1.8117510080337524,1.111733078956604,38.41999816894531,0.9985739588737488,0.9985739588737488,0.02645946480333805,0.014322190545499325
33,0,161.72763061523438,84.93711853027344,18.87395668029785,0.9993936419487,1.1437898874282837,1.1437898874282837,34,5648.962293343,-0.41374099254608154,0.6531450748443604,0.012331516481935978,1743311419.1759555,40,0.00254780612885952,76.79045104980469,680000.0,5.428186416625977,0.00019799999427050352,1000,123.66471099853516,1.5034160614013672,-0.02130105346441269,-0.05065822973847389,0.9916723370552063,5486.69384765625,0.0012940913438796997,1.8774659633636475,1.1437898874282837,39.040000915527344,0.9993936419487,0.9993936419487,0.02775355614721775,0.01623016595840454
34,0,161.09030151367188,84.81686401367188,19.126853942871094,0.9996302127838135,1.1756738424301147,1.1756738424301147,35,5809.348172498,0.054257988929748535,0.6501157879829407,0.012839792296290398,1743311580.3277214,40,0.0007711406797170639,76.27337646484375,700000.0,4.880256175994873,0.00019500000053085387,1000,124.15396118164062,1.5576740503311157,-0.020529912784695625,-0.15645967423915863,0.9868469834327698,5647.849609375,0.003010755404829979,1.7849050760269165,1.1756738424301147,37.93000030517578,0.9996302127838135,0.9996302127838135,0.03076431155204773,0.014043954201042652
35,0,160.3214569091797,84.54314422607422,19.207046508789062,0.9990764260292053,1.2075527906417847,1.2075527906417847,36,5970.178938431,0.38235628604888916,0.6517847776412964,0.013186049647629261,1743311740.713613,40,-0.006473178043961525,75.77824401855469,720000.0,5.155904769897461,0.00019200000679120421,1000,124.7493667602539,1.9400303363800049,-0.02700309082865715,-0.02245866134762764,0.9892597794532776,5808.2353515625,-0.0021456610411405563,1.9171806573867798,1.2075527906417847,40.25,0.9990763664245605,0.9990764260292053,0.028618650510907173,0.01413284707814455
36,0,160.7457275390625,84.48812103271484,19.156301498413086,0.9991618394851685,1.2395590543746948,1.2395590543746948,37,6131.394422473,-0.18233871459960938,0.6500910520553589,0.012612972408533096,1743311901.5443523,40,3.0174851417541504e-06,76.2575454711914,740000.0,4.575850963592529,0.00018899999849963933,1000,124.42009735107422,1.7576916217803955,-0.027000073343515396,0.07529192417860031,0.98649001121521,5969.04296875,0.007993372157216072,1.7948309183120728,1.2395590543746948,42.31999969482422,0.9991618394851685,0.9991618394851685,0.036612022668123245,0.014440675266087055
37,0,161.14520263671875,84.85489654541016,19.138404846191406,1.0007963180541992,1.2714920043945312,1.2714920043945312,38,6293.12556513,-0.09107720851898193,0.6414530873298645,0.013040134683251381,1743312062.7598445,40,0.005095615983009338,76.29023742675781,760000.0,5.333383083343506,0.00018600000475998968,1000,124.1116714477539,1.6666144132614136,-0.021904457360506058,-0.1554695963859558,0.9728460907936096,6130.2734375,-0.0064246766269207,1.8646597862243652,1.2714920043945312,39.220001220703125,1.0007963180541992,1.0007963180541992,0.030187346041202545,0.016074638813734055
38,0,161.66473388671875,85.06539916992188,19.019275665283203,1.001239538192749,1.3034647703170776,1.3034647703170776,39,6454.548057311,-0.004210233688354492,0.6362982392311096,0.013382853008806705,1743312224.4910629,40,-0.0057777296751737595,76.59927368164062,780000.0,5.171948432922363,0.0001829999964684248,1000,123.71281433105469,1.662404179573059,-0.027682187035679817,0.04036949947476387,0.9644284844398499,6292.0087890625,0.0020566992461681366,1.925168752670288,1.3034647703170776,40.81999969482422,1.001239538192749,1.001239538192749,0.03224404528737068,0.015279288403689861
39,0,161.35519409179688,84.75100708007812,19.247108459472656,0.9981311559677124,1.3355849981307983,1.3355849981307983,40,6616.41297242,0.0443263053894043,0.6375870704650879,0.012888369150459766,1743312385.9135988,40,0.0034953150898218155,76.6041259765625,800000.0,5.003500461578369,0.00018000000272877514,1000,123.95014190673828,1.7067304849624634,-0.024186871945858,0.23455986380577087,0.966179370880127,6453.4306640625,-0.004416320472955704,1.9310716390609741,1.3355849981307983,42.54999923706055,0.9981311559677124,0.9981311559677124,0.027827724814414978,0.014861507341265678
40,0,161.8019256591797,85.04656982421875,18.51434898376465,0.9999098181724548,1.3678665161132812,1.3678665161132812,41,6778.115975512,0.21403515338897705,0.6343191862106323,0.013049716129899025,1743312547.7784119,40,-0.004242384806275368,76.75527954101562,820000.0,5.044279098510742,0.00017699999443721026,1000,123.60792541503906,1.9207656383514404,-0.02842925675213337,0.18446466326713562,0.9607941508293152,6615.29833984375,0.004384029656648636,1.7188405990600586,1.3678665161132812,42.970001220703125,0.9999098181724548,0.9999098181724548,0.032211754471063614,0.01718878373503685
41,0,161.6389617919922,84.80066680908203,18.6313533782959,0.9998819231987,1.4001210927963257,1.4001210927963257,42,6940.047220963,-0.14762139320373535,0.6324661374092102,0.012605064548552036,1743312709.4813893,40,0.001334523782134056,76.83818817138672,840000.0,5.864393711090088,0.0001740000006975606,1000,123.73255157470703,1.773144245147705,-0.027094732969999313,0.0028072893619537354,0.9579753875732422,6777.00244140625,-0.0037137605249881744,1.8996915817260742,1.4001210927963257,40.189998626708984,0.9998819231987,0.9998819231987,0.02849799394607544,0.014048504643142223
42,0,161.86289978027344,85.28485870361328,18.569068908691406,0.9986763596534729,1.4324251413345337,1.4324251413345337,43,7101.441552531,-0.08967673778533936,0.6315653324127197,0.012901464477181435,1743312871.412639,40,0.0005493145436048508,76.57797241210938,860000.0,5.234942436218262,0.00017100000695791095,1000,123.56135559082031,1.6834675073623657,-0.026545418426394463,0.07858319580554962,0.9563145637512207,6938.9296875,-0.0016804151237010956,1.8498235940933228,1.4324251413345337,41.279998779296875,0.9986763596534729,0.9986763596534729,0.026817578822374344,0.013457239605486393
43,0,161.3411407470703,84.5484390258789,18.599321365356445,1.0013632774353027,1.4646552801132202,1.4646552801132202,44,7262.862783788,-0.22159075736999512,0.6265998482704163,0.012326319701969624,1743313032.8070643,40,0.003350617364048958,76.79263305664062,880000.0,5.276473522186279,0.00016799999866634607,1000,123.96094512939453,1.4618767499923706,-0.023194801062345505,0.010334521532058716,0.9481459259986877,7100.33740234375,0.0048537589609622955,1.9595816135406494,1.4646552801132202,39.369998931884766,1.0013632774353027,1.0013632774353027,0.03167133778333664,0.012394716963171959
44,0,161.3646697998047,84.85197448730469,18.235517501831055,1.0003044605255127,1.496689796447754,1.496689796447754,45,7424.536265268,0.009615659713745117,0.6223384141921997,0.012980225495994091,1743313194.2282724,40,-0.0033343862742185593,76.51262664794922,900000.0,4.5518364906311035,0.00016500000492669642,1000,123.94286346435547,1.4714924097061157,-0.026529187336564064,0.1913299858570099,0.9417559504508972,7261.755859375,-0.003954930230975151,1.8223328590393066,1.496689796447754,37.310001373291016,1.0003044605255127,1.0003044605255127,0.02771640755236149,0.013990940526127815
45,0,161.6122589111328,84.78411865234375,18.67560577392578,1.0008668899536133,1.5286866426467896,1.5286866426467896,46,7585.985532612,0.5887848138809204,0.6173034310340881,0.01337365247309208,1743313355.9017327,40,-0.007361007854342461,76.82806396484375,920000.0,5.089043140411377,0.00016199999663513154,1000,123.75298309326172,2.060277223587036,-0.033890195190906525,-0.29585182666778564,0.933931827545166,7423.423828125,0.0031767841428518295,1.8923269510269165,1.5286866426467896,39.33000183105469,1.0008668899536133,1.0008668899536133,0.030893191695213318,0.013783558271825314
46,0,161.36683654785156,84.71316528320312,18.785245895385742,0.997355043888092,1.5607424974441528,1.5607424974441528,47,7747.11155728,-0.23354852199554443,0.6170892715454102,0.012550828978419304,1743313517.350999,40,0.004286525771021843,76.65359497070312,940000.0,5.391310691833496,0.00015900000289548188,1000,123.94120025634766,1.8267287015914917,-0.02960366941988468,-0.40077152848243713,0.9338826537132263,7584.8525390625,0.0017424970865249634,1.9299203157424927,1.5607424974441528,40.68000030517578,0.997355043888092,0.997355043888092,0.03263568878173828,0.013882983475923538
47,0,161.06214904785156,84.65092468261719,18.982309341430664,0.9984475374221802,1.5927724838256836,1.5927724838256836,48,7907.543496066,-0.2756582498550415,0.6125684380531311,0.012656490318477154,1743313678.4770658,40,0.00191534124314785,76.41114807128906,960000.0,5.776004791259766,0.000155999994603917,1000,124.17567443847656,1.5510704517364502,-0.02768832817673683,-0.030132263898849487,0.9262415170669556,7745.99755859375,-0.0031540021300315857,1.881005883216858,1.5927724838256836,39.41999816894531,0.9984475374221802,0.9984475374221802,0.029481686651706696,0.01461080927401781
48,0,160.35928344726562,84.6585464477539,18.74585723876953,0.9990040063858032,1.6250876188278198,1.6250876188278198,49,8068.713686374,0.36929750442504883,0.6081070899963379,0.012870464473962784,1743313838.908978,40,-0.002720419317483902,75.70063781738281,980000.0,5.165565013885498,0.00015300000086426735,1000,124.7199478149414,1.920367956161499,-0.030408747494220734,-0.14370876550674438,0.9190524816513062,7906.42041015625,-0.0010568052530288696,1.8519121408462524,1.6250876188278198,44.08000183105469,0.9990040063858032,0.9990040063858032,0.028424881398677826,0.013402449898421764
