TotalEnvSteps,Safety/EpCostShield,Safety/shield_violation,Train/KL,Value/Adv,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Time/Update,Metrics/LagrangeMultiplier/Min,Time/Rollout,Loss/Loss_pi,Train/Entropy,Train/PolicyRatio/Min,Train/StopIter,Misc/Alpha,Metrics/EpCost,Misc/AcceptanceStep,Time/Total,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier,Train/LR,Loss/Loss_cost_critic,Time/FPS,_runtime,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Misc/xHx,Train/PolicyRatio/Std,Value/cost,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Misc/H_inv_g,Safety/shield_adv_c,Value/reward,Train/PolicyStd,Misc/FinalStepNorm,_step,Loss/Loss_reward_critic,Train/Epoch,Metrics/EpRet,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Metrics/EpLen
20000.0,55.79999923706055,0.056305985897779465,0.0004447690735105425,1.1444091896350983e-08,1.0019618272781372,0.044999994337558746,129.04473876953125,18.24253273010254,0.03599999472498894,110.80216979980469,-0.265823096036911,1.4154728651046753,1.0019619464874268,10,1.9047428369522095,28.149999618530273,1,129.04624938964844,0,0.044999994337558746,1746558544.6725178,-0.265823096036911,0.044999994337558746,0,9.42321491241455,154.98501586914062,233.035682021,9.42321491241455,0,0.03599999472498894,0.005512600298970938,0.001387249561958015,-0.035787433385849,0.08378127962350845,0.007869293913245201,0.10774508118629456,1.1565651893615723,0.05153968557715416,0.9965527057647705,0.20522665977478027,1,0.007869293913245201,0,-1.651090383529663,1.0019619464874268,0.03599999472498894,1000
40000.0,28.649999618530273,0.49324893951416016,0.00027274887543171644,-2.2888182460434336e-09,1.001503586769104,0.07776135206222534,102.50909423828125,18.588703155517578,0.06888899952173233,83.92036437988281,-0.2987503111362457,1.4191770553588867,1.0015037059783936,10,2.5761830806732178,14.824999809265137,1,231.63668823242188,0,0.07776135206222534,1746558647.267275,-0.03292721509933472,0.07776135206222534,0,5.09555196762085,195.10464477539062,331.413025691,-4.327662944793701,0,0.06888899952173233,0.003013527486473322,0.0010632245102897286,0.26906391978263855,0.039945248514413834,-0.003508274909108877,0.123320072889328,0.8390113115310669,0.027272488921880722,1.0003000497817993,0.31769508123397827,2,0.004361019004136324,1,-1.213904619216919,1.0015037059783936,0.06888899952173233,1000
60000.0,26.5,1.0705009698867798,0.000295032630674541,-7.629394005448376e-09,1.001017689704895,0.1097942441701889,98.28378295898438,18.327804565429688,0.1010809987783432,79.9559555053711,-0.135712131857872,1.4334343671798706,1.0010178089141846,10,3.2478244304656982,13.683333396911621,1,330.0047912597656,0,0.1097942441701889,1746558745.6445947,0.16303817927837372,0.1097942441701889,0,3.1357951164245605,203.49237060546875,431.211985974,-1.959756851196289,0,0.1010809987783432,0.0018960186280310154,0.0007196433725766838,0.25703558325767517,0.027715211734175682,0.0011374996975064278,0.1023404523730278,-0.8149374127388,0.004855272825807333,1.0148354768753052,0.3323838412761688,3,0.005498518701642752,2,-0.913081705570221,1.0010178089141846,0.1010809987783432,1000
80000.0,20.25,1.2289304733276367,0.00030281260842457414,-6.103515470812226e-09,1.0002899169921875,0.14074692130088806,99.72673034667969,18.318538665771484,0.1325209140777588,81.40817260742188,-0.2940904200077057,1.4409950971603394,1.0002899169921875,10,2.8733766078948975,11.5,1,429.81756591796875,0,0.14074692130088806,1746558845.4435596,-0.15837828814983368,0.14074692130088806,0,2.937680959701538,200.54803466796875,531.932819747,-0.19811415672302246,0,0.1325209140777588,0.002422384452074766,0.00020505848806351423,0.25659728050231934,0.043499670922756195,-0.002247805939987302,0.11226791143417358,-0.08734329044818878,-0.002570875221863389,1.022650122642517,0.3225879967212677,4,0.00325071276165545,3,-0.7168723940849304,1.0002899169921875,0.1325209140777588,1000
100000.0,24.299999237060547,0.8895031213760376,0.00029903792892582715,-1.5258788677030566e-09,1.0017484426498413,0.1716848909854889,100.65644836425781,18.616851806640625,0.1634169965982437,82.03958129882812,-0.26529595255851746,1.433608055114746,1.0017484426498413,10,2.438809394836426,10.770000457763672,1,530.5411987304688,0,0.1716848909854889,1746558946.1644428,0.028794467449188232,0.1716848909854889,0,3.243227243423462,198.69566345214844,633.198629599,0.30554628372192383,0,0.1634169965982437,0.0033625829964876175,0.0012362513225525618,0.17982980608940125,0.04329101741313934,-0.000453094020485878,0.13856826722621918,0.36544856429100037,0.02652738057076931,1.0150545835494995,0.33794158697128296,5,0.002797618741169572,4,-0.5868796706199646,1.0017484426498413,0.1634169965982437,1000
120000.0,28.5,1.4109156131744385,0.000340223778039217,-4.577636492086867e-09,1.0026935338974,0.20310400426387787,101.19723510742188,18.354045867919922,0.19261032342910767,82.84317016601562,-0.257564902305603,1.4320335388183594,1.0026935338974,10,2.165303945541382,6.110000133514404,1,631.8060913085938,0,0.20310400426387787,1746559047.4302642,0.007731050252914429,0.20310400426387787,0,3.7754263877868652,197.63385009765625,735.871077291,0.5321991443634033,0,0.19261032342910767,0.004265709314495325,0.0019045317312702537,0.22427061200141907,0.05062558129429817,0.001938331639394164,0.14186991751194,0.7293163537979126,0.019895676523447037,1.01325261592865,0.30719149112701416,6,0.004735950380563736,5,-0.21960514783859253,1.0026935338974,0.19261032342910767,1000
140000.0,62.599998474121094,2.2539572715759277,0.00034598715137690306,0.0,1.0009883642196655,0.2356373816728592,102.60469055175781,18.36813735961914,0.22132721543312073,84.23653411865234,-0.16851741075515747,1.4484096765518188,1.0009883642196655,10,2.0491385459899902,8.489999771118164,1,734.476318359375,0,0.2356373816728592,1746559150.1026826,0.08904749155044556,0.2356373816728592,0,5.5104804039001465,194.92286682128906,836.641887618,1.7350540161132812,0,0.22132721543312073,0.004763063974678516,0.0006989071262069046,0.37366509437561035,0.053978413343429565,-0.0021340784151107073,0.15500587224960327,-0.05470685660839081,0.02286582626402378,1.0299865007400513,0.31762853264808655,7,0.0026018719654530287,6,-0.020761122927069664,1.0009883642196655,0.22132721543312073,1000
160000.0,44.29999923706055,2.627868413925171,0.0002698510652408004,-7.629394338515283e-10,1.0006717443466187,0.26886165142059326,100.69657897949219,18.637922286987305,0.2493709772825241,82.05863952636719,-0.2327210158109665,1.4648655652999878,1.0006717443466187,10,2.566955089569092,7.260000228881836,1,835.2504272460938,0,0.26886165142059326,1746559250.8733594,-0.06420360505580902,0.26886165142059326,0,3.633929967880249,198.61648559570312,941.940862388,-1.8765504360198975,0,0.2493709772825241,0.0030352328903973103,0.0004749107174575329,0.3993912935256958,0.03937731310725212,0.027353014098480344,0.1217203140258789,-0.030628621578216553,0.0231449194252491,1.047034502029419,0.3124505877494812,8,0.029954886063933372,7,-0.03983932361006737,1.0006717443466187,0.2493709772825241,1000
180000.0,67.5,2.994814872741699,0.0002744885568972677,3.051757735406113e-09,0.9996625781059265,0.3029499053955078,105.23362731933594,18.35373878479004,0.2785221040248871,86.87987518310547,-0.17670701444149017,1.4772926568984985,0.9996625781059265,10,1.8832635879516602,14.010000228881836,1,940.54736328125,0,0.3029499053955078,1746559356.17247,0.05601400136947632,0.3029499053955078,0,8.72921371459961,190.05331420898438,1045.769864111,5.09528374671936,0,0.2785221040248871,0.005639063660055399,0.00023857926134951413,0.5351601839065552,0.04628666490316391,-0.0256932838819921,0.18211737275123596,0.684058427810669,0.015328045934438705,1.0602102279663086,0.34297505021095276,9,0.004261602181941271,8,0.12003432959318161,0.9996625781059265,0.2785221040248871,1000
200000.0,11.850000381469727,2.2434639930725098,0.00030296979821287096,4.959106458812812e-09,1.00180184841156,0.3347894847393036,103.76256561279297,18.619070053100586,0.3082817494869232,85.14347839355469,-0.30084463953971863,1.4699865579605103,1.00180184841156,10,2.7919857501983643,12.539999961853027,1,1044.375732421875,0,0.3347894847393036,1746559460.0013518,-0.12413762509822845,0.3347894847393036,0,2.9729225635528564,192.74774169921875,1147.901757247,-5.756291151046753,0,0.3082817494869232,0.0025656765792518854,0.001274071168154478,0.6804589629173279,0.039177101105451584,9.847758337855339e-05,0.11527780443429947,0.8784753084182739,0.02373720332980156,1.0526199340820312,0.32185396552085876,10,0.004360079765319824,9,0.10178347676992416,1.00180184841156,0.3082817494869232,1000
