Misc/AcceptanceStep,Train/KL,Misc/gradient_norm,_step,Train/StopIter,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Misc/Alpha,Loss/Loss_pi/Delta,Value/reward,Loss/Loss_cost_critic,_timestamp,Train/LR,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Time/Total,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio,Metrics/EpRet,_runtime,Metrics/EpLen,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Time/Rollout,Misc/H_inv_g,Value/cost,Value/Adv,Train/Entropy,Metrics/EpCost,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Train/Epoch,Time/Update,Misc/FinalStepNorm,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Time/FPS,Train/PolicyStd,Misc/xHx,Loss/Loss_pi,Safety/EpCostShield,Train/PolicyRatio/Std,Time/Epoch
1,0.0003017814888153225,0.04573454335331917,1,10,-0.09353576600551605,0.044999994337558746,5.016091346740723,0,0.044999994337558746,0.044999994337558746,2.90291428565979,-0.021775484085083008,0.1293889433145523,5.016091346740723,1746546107.4519806,0,1.0002168416976929,0.005604959558695555,181.3333740234375,0,1.0002168416976929,-0.6653857231140137,322.179067695,1000,0.03599999472498894,20000.0,156.3332977294922,0.09842608869075775,0.2233709692955017,1.4495848965623281e-08,1.4270697832107544,17.450000762939453,0.005604959558695555,0.03599999472498894,0,24.9980411529541,0.2857224941253662,0.5234705209732056,0.03599999472498894,1.0002168416976929,110.29531860351562,1.00821053981781,0.0023733386769890785,-0.021775484085083008,40.099998474121094,0.00015335834177676588,181.33135986328125
1,0.0003589822445064783,0.08592142164707184,2,10,1.5172076225280762,0.07754404842853546,17.429978370666504,0,0.07754404842853546,0.07754404842853546,1.6088193655014038,0.06350703909993172,0.10297516733407974,22.446069717407227,1746546246.6480904,0,0.9994051456451416,0.003843834390863776,320.5518493652344,0,0.9994051456451416,-0.36989277601242065,463.381936641,1000,0.06924495100975037,40000.0,110.64306640625,0.20645011961460114,0.6203597784042358,-2.2888182460434336e-09,1.4333211183547974,40.025001525878906,-0.0017611251678317785,0.06924495100975037,1,28.3133487701416,0.3321409523487091,1.3654706478118896,0.06924495100975037,0.9994051456451416,143.9299774169922,1.0145032405853271,0.007727069780230522,0.04173155501484871,108.8499984741211,0.00042062552529387176,138.9564666748047
1,0.00042876217048615217,0.10360196232795715,3,10,4.2182841300964355,0.11119740456342697,-1.3396263122558594,0,0.11119740456342697,0.11119740456342697,1.6903715133666992,-0.013834906741976738,0.07900679856538773,21.106443405151367,1746546387.851178,0,1.0003063678741455,0.006200512405484915,461.8292541503906,0,1.000306248664856,-0.17462186515331268,612.667878661,1000,0.10326112061738968,60000.0,115.48444366455078,0.1783161759376526,3.5140273571014404,1.5258788677030566e-09,1.436830997467041,42.20000076293945,0.0023566780146211386,0.10326112061738968,2,25.553913116455078,0.3014205992221832,0.7660020589828491,0.10326112061738968,1.0003063678741455,141.8053741455078,1.0180583000183105,0.0069994679652154446,0.02789664827287197,100.25,0.00021657861361745745,141.0383758544922
1,0.00024988973746076226,0.06384237110614777,4,10,7.31021785736084,0.14523953199386597,-0.5348529815673828,0,0.14523953199386597,0.14523953199386597,1.5303053855895996,0.04234042949974537,0.09003423154354095,20.571590423583984,1746546537.1371455,0,1.0008618831634521,0.007887042127549648,610.8120727539062,0,1.0008617639541626,0.06323223561048508,757.91359605,1000,0.13767030835151672,80000.0,124.98330688476562,0.23304687440395355,4.0739617347717285,2.2888182460434336e-09,1.4463815689086914,51.337501525878906,0.0016865297220647335,0.13767030835151672,3,23.83584976196289,0.35663285851478577,1.0989409685134888,0.13767030835151672,1.0008618831634521,134.3912811279297,1.0278620719909668,0.008540302515029907,0.07023707777261734,142.14999389648438,0.0006093310075812042,148.81918334960938
1,0.00025405603810213506,0.055188558995723724,5,10,6.38132905960083,0.17941632866859436,-0.6936492919921875,0,0.17941632866859436,0.17941632866859436,2.2119977474212646,-0.05236179009079933,0.08756659179925919,19.877941131591797,1746546682.382817,0,1.0001351833343506,0.010254294611513615,756.2924194335938,0,1.000135064125061,0.23429898917675018,916.356363702,1000,0.17244748771190643,100000.0,119.83980560302734,0.15869612991809845,3.23050856590271,0.0,1.4425426721572876,49.08000183105469,0.0023672524839639664,0.17244748771190643,4,25.174072265625,0.351035475730896,0.401698499917984,0.17244748771190643,1.0001351833343506,137.9178009033203,1.0242518186569214,0.004087517037987709,0.01787528768181801,98.94999694824219,9.547666559228674e-05,145.013916015625
1,0.00032619424746371806,0.13823415338993073,6,10,8.194230079650879,0.2135009765625,12.674129486083984,0,0.2135009765625,0.2135009765625,1.4447888135910034,0.23124751076102257,0.0921473428606987,32.55207061767578,1746546840.82538,0,0.9987875819206238,0.019295817241072655,914.8480224609375,0,0.9987875819206238,0.9785203337669373,1062.753386401,1000,0.2074451893568039,120000.0,129.72158813476562,0.21393834054470062,4.913075923919678,1.5258788677030566e-09,1.4391822814941406,67.43000030517578,0.00904152262955904,0.2074451893568039,5,28.60239028930664,0.30909571051597595,2.1642096042633057,0.2074451893568039,0.9987875819206238,126.32322692871094,1.020899772644043,0.009581219404935837,0.24912279844284058,210.25,0.0008573231170885265,158.3240203857422
1,0.00025442225160077214,0.07358063012361526,7,10,9.17827033996582,0.24808266758918762,-9.402488708496094,0,0.24808266758918762,0.24808266758918762,1.6329874992370605,-0.12093597650527954,0.13363899290561676,23.149581909179688,1746546987.22257,0,1.0010230541229248,0.01710054837167263,1061.2403564453125,0,1.0010229349136353,1.497861623764038,1205.067793498,1000,0.2427678257226944,140000.0,120.75366973876953,0.2181587517261505,4.794607162475586,-3.051757735406113e-09,1.430261492729187,70.02999877929688,-0.0021952688694000244,0.2427678257226944,6,25.51947021484375,0.356250524520874,1.045778512954712,0.2427678257226944,1.0010230541229248,136.73046875,1.0121809244155884,0.007500042207539082,0.12818682193756104,161.5500030517578,0.0007234085351228714,146.27317810058594
1,0.0002700627373997122,0.1002892330288887,8,10,5.769545555114746,0.2825862169265747,-5.900455474853516,0,0.2825862169265747,0.2825862169265747,1.4927294254302979,0.00939507782459259,0.15677981078624725,17.249126434326172,1746547129.5369205,0,0.9996296763420105,0.016786709427833557,1203.559814453125,0,0.9996296763420105,1.9287649393081665,1344.79066648,1000,0.27838990092277527,160000.0,117.7524185180664,0.22771750390529633,3.8314096927642822,4.577636492086867e-09,1.4116287231445312,68.55999755859375,-0.0003138389438390732,0.27838990092277527,7,24.444656372070312,0.33992061018943787,1.2288886308670044,0.27838990092277527,0.9996296763420105,140.6498260498047,0.9938065409660339,0.0089756790548563,0.13758189976215363,122.80000305175781,0.0002619005099404603,142.19711303710938
1,0.0002850244927685708,0.06543628871440887,9,10,11.015887260437012,0.3168585002422333,-4.162477493286133,0,0.3168585002422333,0.3168585002422333,1.5084497928619385,-0.23020492494106293,0.18754936754703522,13.086648941040039,1746547269.259925,0,0.999180257320404,0.020485416054725647,1343.286376953125,0,0.999180257320404,2.4975125789642334,1493.956794149,1000,0.31418576836586,180000.0,113.04551696777344,0.22357329726219177,5.222034454345703,1.1444091896350983e-08,1.3968653678894043,64.25,0.00369870662689209,0.31418576836586,8,26.562204360961914,0.33724910020828247,-0.32280513644218445,0.31418576836586,0.999180257320404,143.25852966308594,0.9792109131813049,0.00878957286477089,-0.0926230251789093,112.5999984741211,0.0005796596524305642,139.6077423095703
1,0.00026828519185073674,0.09442238509654999,10,10,8.632854461669922,0.3512670695781708,0.47622203826904297,0,0.3512670695781708,0.3512670695781708,1.240927815437317,0.18350043147802353,0.22815805673599243,13.562870979309082,1746547418.4259567,0,1.0002086162567139,0.03301761671900749,1492.446044921875,0,1.0002084970474243,3.0882341861724854,1636.22421146,1000,0.3501455783843994,200000.0,122.1512680053711,0.2722436785697937,4.031134605407715,-1.5258788677030566e-09,1.388121247291565,65.66000366210938,0.012532200664281845,0.3501455783843994,9,26.89557647705078,0.33783474564552307,0.24953022599220276,0.3501455783843994,1.0002086162567139,134.18597412109375,0.9705073237419128,0.012987828813493252,0.09087740629911423,131.5,0.00014740158803761005,149.046875
