Loss/Loss_pi/Delta,Time/Rollout,Train/PolicyRatio/Max,Time/FPS,Loss/Loss_cost_critic/Delta,Misc/r,Train/StopIter,Train/Epoch,Value/reward,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Misc/Nu_star,Train/LR,Misc/A,Misc/FinalStepNorm,Misc/H_inv_g,Misc/Lambda_star,Loss/Loss_reward_critic,Time/Update,Metrics/EpLen,Value/cost,Train/PolicyRatio/Std,Loss/Loss_pi,Misc/q,Misc/OptimCase,Misc/B,Misc/s,Train/PolicyRatio/Min,Time/Total,Misc/AcceptanceStep,Train/Entropy,Misc/cost_gradient_norm,Value/Adv,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_cost_critic,Misc/xHx,Metrics/EpRet,Misc/Alpha,Train/KL,_step,_runtime,_timestamp,TotalEnvSteps,Time/Epoch
-0.0043053096160292625,355.7733459472656,0.9994137287139893,54.475547790527344,5.3929948806762695,-0.0004228376201353967,10,0,-0.17868328094482422,0.09963417798280716,0.008382357656955719,1.018358588218689,1.286049246788025,0,0.0033507547341287136,0.28628435730934143,0.09127657115459442,0,0.008382357656955719,11.363819122314453,1000,-0.17911751568317413,0.00041455638711340725,-0.0043053096160292625,0.0033655401784926653,0,-177274.84375,0.012092454358935356,0.9994137287139893,367.1386413574219,1,1.436902403831482,0.11428433656692505,4.959106458812812e-09,46.29999923706055,0.9994137287139893,5.3929948806762695,0.0033655401784926653,0.00792759656906128,2.437737464904785,0.00016954571765381843,1,736.971721398,1743314467.6304345,20000.0,367.1371765136719
0.00017731264233589172,357.1949157714844,1.000410556793213,54.255210876464844,-1.5392255783081055,0.0011279488680884242,10,1,-0.15824384987354279,0.051023028790950775,-0.0014165472239255905,1.029818058013916,1.0271128416061401,0,0.0017950516194105148,0.2793522775173187,0.08702781051397324,0,0.0069658104330301285,11.433238983154297,1000,0.5328373908996582,0.000290307478280738,-0.004127996973693371,0.0018621613271534443,0,-103751.2734375,0.018958041444420815,1.000410556793213,735.8446655273438,1,1.44793701171875,0.1693502962589264,-1.754760781125242e-08,44.349998474121094,1.000410556793213,3.853769302368164,0.0018621613271534443,-0.3790726363658905,3.277216672897339,0.00019415565475355834,2,1100.879950304,1743314836.3674722,40000.0,368.628173828125
0.0024382678093388677,352.35302734375,1.0004652738571167,54.975921630859375,-2.0127787590026855,0.0007616170332767069,10,2,-0.1344083696603775,0.18993516266345978,0.0007684561423957348,1.001112937927246,2.043731212615967,0,0.012624984607100487,0.29480236768722534,0.11443869024515152,0,0.007734266575425863,11.44258975982666,1000,0.18368810415267944,0.0003289701999165118,-0.0016897291643545032,0.01274612545967102,0,-273926.75,0.004788302816450596,1.0004652738571167,1099.7493896484375,1,1.4182500839233398,0.05906323343515396,1.4686584393075464e-08,36.21666717529297,1.0004652738571167,1.8409905433654785,0.01274612545967102,-1.1088719367980957,1.2526384592056274,0.00019183613767381757,3,1467.570536386,1743315200.275698,60000.0,363.7956237792969
-0.0032811384880915284,355.1954650878906,1.0005515813827515,54.550846099853516,1.0031285285949707,2.5592627935111523e-05,10,3,-0.1647866666316986,0.19091644883155823,0.0002533229999244213,1.0184106826782227,1.165208339691162,0,0.01217544823884964,0.2952502369880676,0.13792963325977325,0,0.007987589575350285,11.434944152832031,1000,1.0464081764221191,0.0003900550364051014,-0.004970867652446032,0.012175492942333221,0,-90378.5390625,0.014730670489370823,1.0005515813827515,1466.49267578125,1,1.434582233428955,0.1126176118850708,-1.0681151962899094e-08,36.48749923706055,1.0005515813827515,2.844119071960449,0.012175492942333221,-1.6443939208984375,1.2816561460494995,0.0001455609453842044,4,1834.75457437,1743315566.966233,80000.0,366.63043212890625
-0.004024425987154245,355.62188720703125,0.999091386795044,54.481388092041016,-0.934445858001709,-0.006230546627193689,10,4,-0.19554080069065094,0.22539500892162323,0.0022394023835659027,1.0340224504470825,1.1888257265090942,0,0.015382844023406506,0.3399389088153839,0.17113275825977325,0,0.010226991958916187,11.475919723510742,1000,1.3774967193603516,0.0006424865568988025,-0.008995293639600277,0.018126051872968674,0,-86812.5078125,0.014151200652122498,0.999091386795044,1833.6500244140625,1,1.4507769346237183,0.11047330498695374,-2.2888183792701966e-08,35.04999923706055,0.999091386795044,1.9096732139587402,0.018126051872968674,-2.1750855445861816,1.0504207611083984,0.00011949826148338616,5,2200.643662082,1743315934.150289,100000.0,367.09783935546875
-0.0007848329842090607,354.3904724121094,1.0004730224609375,54.67292404174805,-0.5130405426025391,-0.004993261303752661,10,5,-0.23569460213184357,0.33522865176200867,-0.0007081227377057076,1.0199759006500244,1.6412227153778076,0,0.028648758307099342,0.3122473657131195,0.1736937016248703,0,0.00951886922121048,11.421290397644043,1000,1.348662257194519,0.00033442117273807526,-0.009780126623809338,0.032006703317165375,0,-113188.265625,0.007424964103847742,1.0004730224609375,2199.5478515625,1,1.4379115104675293,0.08802581578493118,-1.5258788677030566e-09,28.989999771118164,1.0004730224609375,1.3966326713562012,0.032006703317165375,-2.817086696624756,0.7904864549636841,0.00016834762936923653,6,2569.638555068,1743316300.0392785,120000.0,365.8117980957031
0.003552277572453022,357.4214172363281,0.999407947063446,54.22146224975586,1.0204501152038574,-0.001623302698135376,10,6,-0.152410626411438,0.2663904130458832,-0.0022141169756650925,1.02611243724823,1.1102616786956787,0,0.022673308849334717,0.3075369894504547,0.1905982941389084,0,0.007304752245545387,11.436180114746094,1000,2.388091802597046,0.0004186586884316057,-0.006227849051356316,0.02283572219312191,0,-38029.7734375,0.016224786639213562,0.999407947063446,2568.484619140625,1,1.443840503692627,0.1810997724533081,5.340575981449547e-09,24.84000015258789,0.999407947063446,2.4170827865600586,0.02283572219312191,-3.003085136413574,0.9358527660369873,0.00017156897229142487,7,2936.137733696,1743316669.0342674,140000.0,368.85760498046875
0.0060299544129520655,354.93536376953125,1.000501036643982,54.58636474609375,-1.1732069253921509,0.002238907851278782,10,7,-0.1896863728761673,0.32612329721450806,0.0017744554206728935,1.0051021575927734,1.6337238550186157,0,0.027945324778556824,0.33024123311042786,0.20999734103679657,0,0.00907920766621828,11.456480979919434,1000,1.66172456741333,0.00035425828536972404,-0.00019789463840425014,0.028614284470677376,0,-73135.796875,0.007493282668292522,1.000501036643982,2935.01220703125,1,1.4224408864974976,0.07872035354375839,7.629394005448376e-09,23.40999984741211,1.000501036643982,1.2438758611679077,0.028614284470677376,-2.8689563274383545,0.836033046245575,0.00015164779324550182,8,3300.991709954,1743317035.5334492,160000.0,366.3918762207031
-0.0008145410101860762,353.33575439453125,1.0010180473327637,54.83644104003906,-0.512887716293335,0.0005484779831022024,10,8,-0.286126047372818,0.4327799677848816,-0.0013689640909433365,0.9933180809020996,2.82000470161438,0,0.04501098021864891,0.31540536880493164,0.1842619925737381,0,0.007710243575274944,11.385190963745117,1000,0.8188164234161377,0.0007198681123554707,-0.0010124356485903263,0.045130595564842224,0,-115047.78125,0.002514945575967431,1.0010180473327637,3299.840087890625,1,1.4112013578414917,0.04605116322636604,6.866454960174906e-09,17.010000228881836,1.0010180473327637,0.7309881448745728,0.045130595564842224,-2.8334505558013916,0.6657012701034546,0.0001728582283249125,9,3663.173625368,1743317400.3874357,180000.0,364.7209777832031
0.0034359421115368605,350.7177734375,0.9999589323997498,55.236148834228516,-0.04571986198425293,0.003311213105916977,10,9,-0.22848553955554962,0.3581025302410126,-0.0005850214511156082,0.9904441237449646,2.046772003173828,0,0.027705118060112,0.34414273500442505,0.200088232755661,0,0.007125222124159336,11.36393928527832,1000,1.058692455291748,2.9053233447484672e-05,0.002423506462946534,0.030001705512404442,0,-30162.76171875,0.004774085711687803,0.9999589323997498,3662.055419921875,1,1.4090156555175781,0.07016055285930634,-6.103515470812226e-09,12.0,0.9999589323997498,0.6852682828903198,0.030001705512404442,-2.5016303062438965,0.8164732456207275,0.00011657174036372453,10,4028.759768181,1743317762.5693119,200000.0,362.08172607421875
