Train/KL,Misc/H_inv_g,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,_runtime,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,Time/Update,Value/reward,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Train/Entropy,Train/PolicyStd,Loss/Loss_cost_critic,Loss/Loss_pi/Delta,Metrics/EpCost,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Safety/EpCostShield,Misc/AcceptanceStep,Misc/xHx,Metrics/LagrangeMultiplier,Time/Rollout,Value/Adv,Value/cost,Safety/shield_adv_c,Train/LR,_timestamp,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Max,TotalEnvSteps,Loss/Loss_pi,Misc/FinalStepNorm,_step,Train/PolicyRatio/Max,Misc/Alpha,Train/StopIter,Train/Epoch,Time/Epoch,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Safety/ShieldLagrangeMultiplier
0.00021017008111812174,0.09174006432294846,0.035999998450279236,0.007722187787294388,0.007722187787294388,0.035999998450279236,258.323919821,-0.7080336809158325,0,135.03883361816406,17.607521057128906,0.13382241129875183,0.0062728337943553925,0,1.4111900329589844,0.9923022389411926,16.186525344848633,-0.05256202816963196,33.650001525878906,0.9998015761375427,0.0001403209171257913,16.186525344848633,1000,59.20000076293945,1,0.0013043178478255868,0.035999998450279236,130.4980010986328,-1.602172794434864e-08,-0.05472689867019653,0.6026505827903748,0,1746548371.248147,0.020868755877017975,0.044999994337558746,20000.0,-0.05256202816963196,0.3592366576194763,1,0.9998015761375427,3.9158098697662354,10,0,148.1055450439453,0.9998015761375427,0.044999994337558746,148.10675048828125,0.044999994337558746
0.0003925608179997653,0.1218041405081749,0.07069613039493561,0.0034842360764741898,0.011206423863768578,0.07069613039493561,365.312525726,-0.8301554918289185,0,183.01416015625,17.160072326660156,0.10896603763103485,1.2649708986282349,0,1.405618667602539,0.9868035912513733,12.011219024658203,0.01879781484603882,28.100000381469727,0.9996175765991211,0.00027041416615247726,-4.17530632019043,1000,67.4000015258789,1,0.0034019174054265022,0.07069613039493561,92.12106323242188,-9.059905714536853e-09,0.5894119143486023,1.9433164596557617,0,1746548480.6075227,0.07381150871515274,0.08004474639892578,40000.0,-0.03376421332359314,0.29533469676971436,2,0.9996175765991211,2.424669027328491,10,1,109.28115844726562,0.9996175765991211,0.08004474639892578,257.4725646972656,0.08004474639892578
0.0003708684234879911,0.14968615770339966,0.10549663007259369,-0.006861501839011908,0.00434492202475667,0.10549663007259369,479.50283412,-0.661367654800415,0,187.07687377929688,17.117023468017578,0.0893440768122673,3.260829210281372,0,1.4015687704086304,0.9830624461174011,11.027639389038086,-0.011018265038728714,30.816667556762695,0.9991499781608582,0.0006010421202518046,-0.9835796356201172,1000,63.349998474121094,1,0.005080365110188723,0.10549663007259369,89.7908706665039,1.1825560974898508e-08,1.7665342092514038,0.4939897060394287,0,1746548587.5967734,0.09596084803342819,0.11507134139537811,60000.0,-0.044782478362321854,0.29699471592903137,3,0.9991499781608582,1.9841161966323853,10,2,106.90792846679688,0.9991499781608582,0.11507134139537811,364.458740234375,0.11507134139537811
0.00031618174398317933,0.17522616684436798,0.14044156670570374,0.005915082525461912,0.010260004550218582,0.14044156670570374,596.414941697,-0.09682948887348175,0,175.287841796875,17.833946228027344,0.11698780208826065,6.450822830200195,0,1.3968297243118286,0.978851318359375,17.61151885986328,0.03554380312561989,33.17499923706055,0.9995875358581543,0.0002916842931881547,6.583879470825195,1000,110.19999694824219,1,0.005436037667095661,0.14044156670570374,96.26408386230469,3.814697002724188e-09,3.886882781982422,0.9345308542251587,0,1746548701.7865157,0.06906168162822723,0.1497284471988678,80000.0,-0.009238675236701965,0.3361029326915741,4,0.9995875358581543,1.91810941696167,10,3,114.09805297851562,0.9995875358581543,0.1497284471988678,478.6372985839844,0.1497284471988678
0.00031478781602345407,0.21972066164016724,0.17556136846542358,0.0014664623886346817,0.011726466938853264,0.17556136846542358,712.118866493,0.34781181812286377,0,171.19573974609375,17.403024673461914,0.11995556950569153,6.846409320831299,0,1.4042633771896362,0.9866312146186829,27.768468856811523,0.10624030977487564,45.619998931884766,0.9983237981796265,0.0011852537281811237,10.156949996948242,1000,160.0,1,0.008983682841062546,0.17556136846542358,99.42229461669922,-1.754760781125242e-08,4.915680885314941,0.20011937618255615,0,1746548818.6988616,0.0750298872590065,0.1838337928056717,100000.0,0.09700163453817368,0.32783737778663635,5,0.9983237981796265,1.492064356803894,10,4,116.8253402709961,0.9983237385749817,0.1838337928056717,595.5538940429688,0.1838337928056717
0.00031372817466035485,0.20461423695087433,0.21067306399345398,0.0013117212802171707,0.013038188219070435,0.21067306399345398,829.269101584,0.8009707927703857,0,172.97145080566406,17.68539047241211,0.13338224589824677,6.903234481811523,0,1.4222159385681152,1.004765510559082,28.137117385864258,0.13446038216352463,60.439998626708984,0.9994505643844604,0.00038856585160829127,0.3686485290527344,1000,204.25,1,0.008007132448256016,0.21067306399345398,97.94060516357422,-6.866454960174906e-09,5.781095504760742,3.4542717933654785,0,1746548934.4026322,0.07101775705814362,0.2178521603345871,120000.0,0.2314620167016983,0.32337918877601624,6,0.9994505643844604,1.5804334878921509,10,5,115.62602233886719,0.9994505047798157,0.2178521603345871,711.2659912109375,0.2178521603345871
0.00027143588522449136,0.2178008109331131,0.2459208220243454,0.0036507919430732727,0.016688980162143707,0.2459208220243454,946.051014259,1.741585373878479,0,170.84359741210938,17.651458740234375,0.16662085056304932,10.672011375427246,0,1.424754023551941,1.0070582628250122,26.226417541503906,-0.13782983273267746,70.51000213623047,0.9993190169334412,0.000481541792396456,-1.9106998443603516,1000,180.5,1,0.00860324501991272,0.2459208220243454,99.41465759277344,9.155272984173735e-09,7.351603031158447,1.4570562839508057,0,1746549051.553118,0.07737904042005539,0.2524455189704895,140000.0,0.09363218396902084,0.33208024501800537,7,0.9993190169334412,1.5246970653533936,10,6,117.06614685058594,0.9993190169334412,0.2524455189704895,828.4105834960938,0.2524455189704895
0.0003606218087952584,0.25445854663848877,0.2814747393131256,0.0182625874876976,0.03495156764984131,0.2814747393131256,1061.821991195,2.8073151111602783,0,171.376708984375,17.65870475769043,0.23540478944778442,12.0837984085083,0,1.434206485748291,1.016393780708313,21.744457244873047,-0.0548529215157032,74.83000183105469,1.0005197525024414,0.0003674643230624497,-4.481960296630859,1000,172.89999389648438,1,0.015066895633935928,0.2814747393131256,99.04325103759766,-1.5258788677030566e-09,5.966547012329102,0.5605021119117737,0,1746549168.3348007,0.14286117255687714,0.2874680757522583,160000.0,0.03877926245331764,0.29317033290863037,8,1.0005197525024414,1.1521339416503906,10,7,116.70198059082031,1.0005197525024414,0.2874680757522583,945.1968994140625,0.2874680757522583
0.0003054350381717086,0.24188090860843658,0.3173712193965912,-0.008173411712050438,0.02677815593779087,0.3173712193965912,1176.208265641,3.593012809753418,0,172.8657684326172,17.80166244506836,0.2602824568748474,11.654671669006348,0,1.4307150840759277,1.012794852256775,17.9199161529541,-0.011402217671275139,79.70999908447266,0.9992401003837585,0.000537344254553318,-3.8245410919189453,1000,162.35000610351562,1,0.011717384681105614,0.3173712193965912,97.89502716064453,2.4414061883248905e-08,6.191567420959473,-0.46116238832473755,0,1746549284.1056113,0.09994599223136902,0.3227389454841614,180000.0,0.027377044782042503,0.31601017713546753,9,0.9992401003837585,1.3064700365066528,10,8,115.69670867919922,0.9992401003837585,0.3227389454841614,1060.973388671875,0.3227389454841614
0.0003020176663994789,0.28966575860977173,0.3535296320915222,0.002276808023452759,0.02905496396124363,0.3535296320915222,1287.694078738,4.177642822265625,0,174.96604919433594,17.449790954589844,0.2993071377277374,12.042317390441895,0,1.4266782999038696,1.0085219144821167,17.75804328918457,-0.055974967777729034,72.16000366210938,0.9983484148979187,0.0011678329901769757,-0.16187286376953125,1000,146.4499969482422,1,0.017519155517220497,0.3535296320915222,96.85807800292969,-1.4495848965623281e-08,6.561103820800781,-0.1489364504814148,0,1746549398.4926112,0.16553334891796112,0.35802826285362244,200000.0,-0.02859792299568653,0.30949631333351135,10,0.9983484148979187,1.0684601068496704,10,9,114.30789184570312,0.9983484148979187,0.35802826285362244,1175.3563232421875,0.35802826285362244
