Misc/AcceptanceStep,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,Value/Adv,Loss/Loss_pi,Train/PolicyRatio/Std,Time/Rollout,Time/Total,Misc/H_inv_g,Time/FPS,Loss/Loss_cost_critic,TotalEnvSteps,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Train/Entropy,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Misc/xHx,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Min,Misc/Alpha,Value/cost,Metrics/EpRet,Metrics/LagrangeMultiplier,Train/KL,Train/Epoch,Misc/FinalStepNorm,Misc/gradient_norm,Time/Update,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Safety/shield_violation,Time/Epoch,_step,Safety/EpCostShield,Train/LR,_timestamp,_runtime,Train/StopIter,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Safety/shield_adv_c,Value/reward
1,0.016604702919721603,0.044999994337558746,0.044999994337558746,1.0009372234344482,0,1.2969969986897922e-08,-0.3915022909641266,0.0006626046379096806,86.86479949951172,99.97845458984375,0.0945904329419136,200.04441833496094,2.924959659576416,20000.0,2.924959659576416,1000,5.5,0.044999994337558746,1.4193657636642456,1.0009371042251587,0.03599999472498894,0.00234900857321918,1.0009372234344482,0.03599999472498894,2.9179091453552246,-0.1910850703716278,-3.529144287109375,0.03599999472498894,0.00037540425546467304,0,0.276006281375885,0.04043194651603699,13.11297607421875,-0.3915022909641266,0.016604702919721603,0.03708721324801445,99.97779846191406,1,17.5,0,1746512191.7926812,182.438630028,10,0,1.0004347562789917,0.011092226020991802,0.009855309501290321
1,0.007300215307623148,0.08004628121852875,0.08004628121852875,1.0027421712875366,0,-1.602172794434864e-08,-0.4596463441848755,0.001939035952091217,67.73319244384766,181.54336547851562,0.08691102266311646,245.49606323242188,2.485060214996338,40000.0,-0.4398994445800781,1000,8.824999809265137,0.08004628121852875,1.4413543939590454,1.0027421712875366,0.07050633430480957,0.0034868328366428614,1.0027421712875366,0.07050633430480957,2.394963026046753,-0.05807136744260788,-3.1082170009613037,0.07050633430480957,0.0004514821048360318,1,0.20814867317676544,0.07777903974056244,13.734489440917969,-0.0681440532207489,-0.009304487612098455,0.2668870687484741,81.46769714355469,2,19.100000381469727,0,1746512273.3674035,268.602487408,10,0,1.0228351354599,0.0013469308614730835,-0.02465273067355156
1,0.008224003948271275,0.11382463574409485,0.11382463574409485,1.0020250082015991,0,0.0,-0.43156084418296814,0.0014318689936771989,72.65577697753906,267.69921875,0.09070882946252823,232.42433166503906,5.210104465484619,60000.0,2.7250442504882812,1000,11.033333778381348,0.11382463574409485,1.4659837484359741,1.0020250082015991,0.10507034510374069,0.0030155149288475513,1.0020250082015991,0.10507034510374069,2.575333833694458,0.7115885615348816,-2.6317975521087646,0.10507034510374069,0.0003936226712539792,2,0.2336055338382721,0.07104921340942383,13.393720626831055,0.02808550000190735,0.0009237886406481266,1.864182949066162,86.04950714111328,3,37.599998474121094,0,1746512359.5313773,354.908021228,10,0,1.048313021659851,0.12838172912597656,-0.04890208691358566
1,0.007861101999878883,0.14761483669281006,0.14761483669281006,1.0003108978271484,0,-7.629394338515283e-10,-0.3846457004547119,0.00021983796614222229,71.7791519165039,354.041015625,0.0921863317489624,231.9503173828125,4.605012893676758,80000.0,-0.6050915718078613,1000,10.5,0.14761483669281006,1.4864827394485474,1.0003108978271484,0.13992661237716675,0.0036374505143612623,1.0003108978271484,0.13992661237716675,2.3448543548583984,0.7752991914749146,-2.274949312210083,0.13992661237716675,0.00043168070260435343,3,0.2161635309457779,0.08528188616037369,14.446195602416992,0.046915143728256226,-0.0003629019483923912,1.8998390436172485,86.2253646850586,4,22.299999237060547,0,1746512445.8367438,438.479284084,10,0,1.0700510740280151,0.09127406030893326,-0.08575595915317535
1,0.004591258242726326,0.17881321907043457,0.17881321907043457,1.002457618713379,0,0.0,-0.3987347185611725,0.0017377426847815514,71.39197540283203,437.61224365234375,0.10954222828149796,239.54177856445312,2.4551947116851807,100000.0,-2.149818181991577,1000,8.399999618530273,0.17881321907043457,1.522671103477478,1.002457618713379,0.1746537685394287,0.003178921528160572,1.002457618713379,0.1746537685394287,2.508270740509033,1.320670485496521,-1.8441860675811768,0.1746537685394287,0.00034413469256833196,4,0.2747615575790405,0.05875077098608017,12.100747108459473,-0.014089018106460571,-0.0032698437571525574,2.658137798309326,83.49274444580078,5,8.050000190734863,0,1746512529.4081461,524.919757395,10,0,1.1099262237548828,-0.5876768231391907,-0.042660802602767944
1,0.005307924468070269,0.2099100947380066,0.2099100947380066,1.0017151832580566,0,0.0,-0.33379602432250977,0.0012128177331760526,71.89045715332031,524.03125,0.11672293394804001,231.64120483398438,5.378750801086426,120000.0,2.923556089401245,1000,17.920000076293945,0.2099100947380066,1.5707041025161743,1.0017151832580566,0.2091764360666275,0.003594503039494157,1.0017151832580566,0.2091764360666275,2.358820915222168,1.548215389251709,-1.1934813261032104,0.2091764360666275,0.00032861888757906854,5,0.27532848715782166,0.04367488622665405,14.449941635131836,0.06493869423866272,0.0007166662253439426,3.7603139877319336,86.3404312133789,6,63.79999923706055,0,1746512615.8484616,610.182704835,10,0,1.1647001504898071,0.7282781600952148,-0.027922002598643303
1,0.0026441416703164577,0.24196124076843262,0.24196124076843262,1.0021400451660156,0,1.907348590179936e-08,-0.44293951988220215,0.0015132403932511806,72.3453140258789,609.2991333007812,0.12573130428791046,234.83084106445312,7.439963340759277,140000.0,2.0612125396728516,1000,18.950000762939453,0.24196124076843262,1.5873655080795288,1.0021400451660156,0.24403627216815948,0.003365438897162676,1.0021400451660156,0.24403627216815948,2.437774181365967,2.062206745147705,-0.6240695714950562,0.24403627216815948,0.00030279572820290923,6,0.3065045475959778,0.06399478763341904,12.822345733642578,-0.10914349555969238,-0.002663782797753811,4.252859115600586,85.16768646240234,7,37.099998474121094,0,1746512701.1114278,698.472528779,10,0,1.1840077638626099,-0.028661012649536133,-0.047092169523239136
1,0.003730983706191182,0.27509790658950806,0.27509790658950806,1.0031707286834717,0,-7.629394338515283e-10,-0.34420764446258545,0.002241931390017271,74.29268646240234,697.593994140625,0.11808265000581741,226.7581787109375,6.142746925354004,160000.0,-1.2972164154052734,1000,22.209999084472656,0.27509790658950806,1.5950554609298706,1.0031706094741821,0.279218465089798,0.003220044542104006,1.0031707286834717,0.279218465089798,2.4922027587890625,1.2668935060501099,-0.31412190198898315,0.279218465089798,0.0003967955708503723,7,0.29428592324256897,0.0538330003619194,13.906978607177734,0.0987318754196167,0.0010868420358747244,3.3538877964019775,88.1996841430664,8,59.650001525878906,0,1746512789.4014246,786.527060498,10,0,1.1935597658157349,-0.030526183545589447,-0.022693941369652748
1,0.0030845568981021643,0.30821719765663147,0.30821719765663147,1.0031566619873047,0,4.577636492086867e-09,-0.4255603849887848,0.0022320409771054983,75.09037780761719,785.6674194335938,0.12106010317802429,227.3165283203125,5.61354923248291,180000.0,-0.5291976928710938,1000,22.709999084472656,0.30821719765663147,1.6202198266983032,1.0031566619873047,0.3148230314254761,0.003133493009954691,1.0031566619873047,0.3148230314254761,2.5263872146606445,1.34873628616333,-0.07012148201465607,0.3148230314254761,0.0003214011376257986,8,0.3058446943759918,0.037086546421051025,12.892646789550781,-0.08135274052619934,-0.0006464268080890179,3.9712414741516113,87.98303985595703,9,32.75,0,1746512877.4558346,874.266840008,10,0,1.224071979522705,0.18952958285808563,-0.02034192904829979
1,0.002508587669581175,0.3417648375034332,0.3417648375034332,1.0028581619262695,0,6.484984993448961e-09,-0.39258673787117004,0.002021081978455186,75.52703094482422,873.3970947265625,0.15096718072891235,228.15713500976562,3.857177972793579,200000.0,-1.756371259689331,1000,24.780000686645508,0.3417648375034332,1.63645601272583,1.0028581619262695,0.3508389890193939,0.004198851063847542,1.0028581619262695,0.3508389890193939,2.1824748516082764,1.0939784049987793,0.06969336420297623,0.3508389890193939,0.0003281787794549018,9,0.3294820785522461,0.0464102067053318,12.131845474243164,0.032973647117614746,-0.0005759692285209894,3.5039079189300537,87.65888977050781,10,40.400001525878906,0,1746512965.1957474,974.324251598,10,0,1.2435842752456665,-0.7919918298721313,-0.018196983262896538
