Misc/gradient_norm,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Train/LR,Safety/EpCostShield,Value/cost,Time/Epoch,Misc/H_inv_g,Time/FPS,Loss/Loss_pi,Train/StopIter,Misc/Alpha,_runtime,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Max,Train/Epoch,Train/PolicyRatio,Metrics/EpCost,_step,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,Time/Rollout,TotalEnvSteps,Train/KL,Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Misc/xHx,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier/Max,Time/Total,Value/reward,Metrics/LagrangeMultiplier/Max,Value/Adv,_timestamp,Misc/AcceptanceStep,Metrics/EpLen,Loss/Loss_pi/Delta,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Train/Entropy,Time/Update,Metrics/EpRet,Loss/Loss_cost_critic/Delta
0.04397793859243393,0.035999998450279236,36.422855377197266,0.000836530642118305,0,55.349998474121094,-0.04238154739141464,181.12802124023438,0.11089266091585159,110.41914367675781,-0.4231157600879669,10,2.554419755935669,316.782218411,0.008706266060471535,1.001183032989502,0,1.001183032989502,35.70000076293945,1,0.044999994337558746,-0.03673825040459633,152.54489135742188,20000.0,0.0003501902974676341,0.044999994337558746,0.008706266060471535,0,0.0030650959815829992,1.001183032989502,0.035999998450279236,0.9919219613075256,0.2832663953304291,0.044999994337558746,181.13006591796875,0.06359125673770905,0.035999998450279236,-9.155272984173735e-09,1746533598.2009733,1,500,-0.4231157600879669,1.862860083580017,0,1.4107351303100586,28.583099365234375,0.06596817821264267,36.422855377197266
0.04649262875318527,0.0707605630159378,40.53263473510742,0.0012118062004446983,0,85.94999694824219,2.462597370147705,133.96539306640625,0.11719702184200287,149.29229736328125,-0.3914492130279541,10,2.6665072441101074,451.141278784,-0.0029358305037021637,1.001713752746582,1,1.001713752746582,51.599998474121094,2,0.07959336042404175,3.3563554286956787,107.6787109375,40000.0,0.00028600278892554343,0.07959336042404175,0.005770435556769371,0,0.002812826307490468,1.001713752746582,0.0707605630159378,1.0038093328475952,0.3125067353248596,0.07959336042404175,315.20977783203125,0.06370440870523453,0.0707605630159378,-1.0681151962899094e-08,1746533732.2848544,1,500,0.03166654706001282,4.053645133972168,0,1.42263925075531,26.2866268157959,0.07559941709041595,4.109779357910156
0.037882592529058456,0.10569043457508087,36.640480041503906,0.001819732366129756,0,58.125,2.9668445587158203,134.27743530273438,0.1363234966993332,148.9453582763672,-0.4062119424343109,10,2.5074522495269775,587.598405353,0.004143592901527882,1.0025734901428223,2,1.0025734901428223,56.38999938964844,3,0.11389215290546417,4.466951370239258,105.10179901123047,60000.0,0.00031911907717585564,0.11389215290546417,0.009914028458297253,0,0.003180996747687459,1.0025734901428223,0.10569043457508087,1.0118483304977417,0.34182465076446533,0.11389215290546417,449.5956726074219,0.06736645847558975,0.10569043457508087,4.577636492086867e-09,1746533866.643854,1,500,-0.014762729406356812,1.32871413230896,0,1.43071711063385,29.175613403320312,0.307058185338974,-3.8921546936035156
0.05253903195261955,0.1407454013824463,32.43396759033203,0.0015182418283075094,0,64.9000015258789,4.041090965270996,136.35916137695312,0.15322719514369965,146.67147827148438,-0.37044575810432434,10,2.089268445968628,726.244608845,-0.0010694880038499832,1.0021470785140991,3,1.0021470785140991,53.380001068115234,4,0.14831973612308502,5.215215682983398,107.91471099853516,80000.0,0.0003722558030858636,0.14831973612308502,0.00884454045444727,0,0.004581846762448549,1.0021470785140991,0.1407454013824463,1.0164421796798706,0.3201327323913574,0.14831973612308502,586.0416259765625,0.08435951173305511,0.1407454013824463,-3.814697002724188e-09,1746534003.1006866,1,500,0.03576618432998657,0.46500319242477417,0,1.4352293014526367,28.444435119628906,0.7977981567382812,-4.206512451171875
0.06135905906558037,0.17593154311180115,54.43321990966797,0.0017823058879002929,0,101.125,5.443849086761475,138.5304412841797,0.12448082864284515,144.3726043701172,-0.2693653106689453,10,2.2185006141662598,861.76715896,0.003010963089764118,1.0025205612182617,4,1.0025205612182617,56.20000076293945,5,0.18304890394210815,8.146183967590332,111.64685821533203,100000.0,0.00037039784365333617,0.18304890394210815,0.011855503544211388,0,0.004063589032739401,1.0025205612182617,0.17593154311180115,1.0426923036575317,0.2761608064174652,0.18304890394210815,724.6732788085938,0.12069323658943176,0.17593154311180115,3.814697002724188e-09,1746534141.7467105,1,500,0.10108044743537903,0.4135211110115051,0,1.460532784461975,26.883544921875,1.4428585767745972,21.999252319335938
0.0579155832529068,0.2113344818353653,66.73163604736328,0.0018589007668197155,0,103.57499694824219,7.175886154174805,135.4149932861328,0.1425938457250595,147.6941375732422,-0.30587899684906006,10,2.05397629737854,999.770445234,0.01211053878068924,1.002629041671753,5,1.0026289224624634,66.81999969482422,6,0.21811805665493011,9.9737548828125,110.78997039794922,120000.0,0.00034418224822729826,0.21811805665493011,0.023966042324900627,0,0.004740654490888119,1.002629041671753,0.2113344818353653,1.0561474561691284,0.29288437962532043,0.21811805665493011,860.2068481445312,0.19481775164604187,0.2113344818353653,2.5939939973795845e-08,1746534277.2696543,1,500,-0.036513686180114746,1.9079723358154297,0,1.473526954650879,24.625003814697266,2.5079920291900635,12.298416137695312
0.0779547467827797,0.24673905968666077,41.371646881103516,0.002341341692954302,0,65.82499694824219,6.581188201904297,137.89547729492188,0.13661746680736542,145.03738403320312,-0.37546059489250183,10,2.0985283851623535,1134.423396704,0.001572396606206894,1.0033111572265625,6,1.0033111572265625,56.959999084472656,7,0.25278013944625854,8.932991027832031,109.03350830078125,140000.0,0.00037958758184686303,0.25278013944625854,0.02553843893110752,0,0.004541500471532345,1.0033111572265625,0.24673905968666077,1.0587633848190308,0.28669559955596924,0.25278013944625854,998.2041625976562,0.26557475328445435,0.24673905968666077,2.1362303925798187e-08,1746534415.272897,1,500,-0.06958159804344177,0.7755279541015625,0,1.476026177406311,28.86195182800293,3.0395660400390625,-25.359989166259766
0.08341733366250992,0.28190886974334717,49.74970245361328,0.0015626928070560098,0,59.125,5.755220890045166,134.53201293945312,0.13279692828655243,148.66351318359375,-0.35447755455970764,10,2.134660482406616,1266.859381585,0.0047203004360198975,1.002210021018982,7,1.002210021018982,49.869998931884766,8,0.2869190275669098,8.7396879196167,107.12553405761719,160000.0,0.0003607542021200061,0.2869190275669098,0.03025873936712742,0,0.0043890587985515594,1.002210021018982,0.28190886974334717,1.0577151775360107,0.283476322889328,0.2869190275669098,1132.845458984375,0.33493566513061523,0.28190886974334717,-2.946853605578781e-08,1746534549.9257774,1,500,0.02098304033279419,-1.6128315925598145,0,1.4749928712844849,27.406448364257812,3.541302442550659,8.378055572509766
0.08750004321336746,0.31566694378852844,36.291648864746094,0.0023380822967737913,0,51.275001525878906,4.634059429168701,132.3232879638672,0.14657863974571228,151.14498901367188,-0.384811669588089,10,2.013754367828369,1392.864361831,0.01568436808884144,1.0033066272735596,8,1.00330650806427,27.43000030517578,9,0.32035771012306213,7.676467418670654,106.59770965576172,180000.0,0.0003239383513573557,0.32035771012306213,0.04594310745596886,0,0.004931921139359474,1.0033066272735596,0.31566694378852844,1.051801085472107,0.29517337679862976,0.32035771012306213,1265.302001953125,0.45348939299583435,0.31566694378852844,-2.5939939973795845e-08,1746534682.3619416,1,500,-0.030334115028381348,-1.1381397247314453,0,1.4693422317504883,25.725547790527344,4.064384937286377,-13.458053588867188
0.08077109605073929,0.3483739495277405,24.162647247314453,0.0020051223691552877,0,29.125,4.088123321533203,125.90557098388672,0.1476966291666031,158.84921264648438,-0.3856440782546997,10,2.0152766704559326,1515.676128712,0.011319965124130249,1.0028356313705444,9,1.0028356313705444,28.59000015258789,10,0.35215428471565247,5.108674049377441,101.7367935180664,200000.0,0.00032090689637698233,0.35215428471565247,0.057263072580099106,0,0.004924472887068987,1.0028356313705444,0.3483739495277405,1.0561214685440063,0.2976495921611786,0.35215428471565247,1391.3050537109375,0.5229365229606628,0.3483739495277405,-4.577636492086867e-09,1746534808.3666172,1,500,-0.0008324086666107178,-0.07735469192266464,0,1.473496437072754,24.168750762939453,4.869053363800049,-12.12900161743164
