Time/Rollout,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Metrics/EpCost,Misc/FinalStepNorm,Value/cost,TotalEnvSteps,Safety/shield_adv_c,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Time/Epoch,Metrics/LagrangeMultiplier/Min,Safety/shield_violation,_runtime,Train/StopIter,Train/Epoch,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Train/KL,Time/Total,Misc/H_inv_g,Misc/Alpha,_timestamp,Metrics/LagrangeMultiplier,Misc/gradient_norm,Train/Entropy,Time/Update,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Misc/xHx,Loss/Loss_reward_critic/Delta,Misc/AcceptanceStep,Train/LR,_step,Train/PolicyStd,Train/PolicyRatio/Max,Loss/Loss_pi,Time/FPS,Value/reward,Safety/ShieldLagrangeMultiplier/Std
97.38453674316406,-4.005432074905002e-08,0.044999994337558746,126.4000015258789,0,55.20000076293945,0.21982809901237488,-0.07542038708925247,20000.0,0.8055471181869507,18.212427139282227,18.212427139282227,0.03599999472498894,-1.2649924755096436,111.06217956542969,0.03599999472498894,-0.013344204984605312,202.904657474,10,0,-0.19125665724277496,0.007127937860786915,0.0004084235697519034,111.0628662109375,0.07653708755970001,2.8721773624420166,1746527109.0599117,0.03599999472498894,0.06883083283901215,1.4292491674423218,13.67762565612793,7.209921022877097e-05,0.044999994337558746,0.9998980760574341,0.9998980164527893,0.044999994337558746,1000,0.0024244077503681183,0.007127937860786915,1,0,1,1.0103963613510132,0.9998980760574341,-0.19125665724277496,180.0792999267578,0.22205571830272675,0
75.72542572021484,-1.5258788677030566e-09,0.0796784907579422,104.80000305175781,0,51.525001525878906,0.32222437858581543,0.6652523279190063,40000.0,1.4794886112213135,23.772775650024414,5.5603485107421875,0.07091647386550903,-0.6865490078926086,91.0225601196289,0.07091647386550903,0.8881353735923767,294.231467429,10,1,-0.22778816521167755,0.013026327826082706,0.0002740000491030514,202.16851806640625,0.0950460284948349,3.390192747116089,1746527200.168604,0.07091647386550903,0.025473685935139656,1.4343873262405396,15.29710865020752,0.0019286960596218705,0.0796784907579422,1.0027275085449219,1.0027275085449219,0.0796784907579422,1000,0.0017401180230081081,0.005898389965295792,1,0,2,1.0155820846557617,1.0027275085449219,-0.4190448224544525,219.7257537841797,0.15677186846733093,0
76.39614868164062,6.103515470812226e-09,0.11457903683185577,142.25,0,58.400001525878906,0.27990373969078064,1.5655442476272583,60000.0,1.0971741676330566,28.877716064453125,5.104940414428711,0.1059456467628479,-0.44964599609375,91.24677276611328,0.1059456467628479,2.668531656265259,384.962047469,10,2,0.06259649991989136,0.010966751724481583,0.0003326198202557862,293.50103759765625,0.10856007784605026,2.5783302783966064,1746527291.495449,0.1059456467628479,0.0439634807407856,1.4658275842666626,14.850604057312012,0.0021415655501186848,0.11457903683185577,1.0030286312103271,1.0030285120010376,0.11457903683185577,1000,0.0030085097532719374,-0.002059576101601124,1,0,3,1.048460841178894,1.0030286312103271,-0.35644832253456116,219.1858367919922,0.11849117279052734,0
76.69450378417969,-3.051757735406113e-09,0.14963127672672272,140.60000610351562,0,59.32500076293945,0.29956671595573425,3.3349852561950684,80000.0,0.2535845637321472,21.40192985534668,-7.475786209106445,0.1410534530878067,0.02637385204434395,90.6477279663086,0.1410534530878067,6.579728126525879,475.190505909,10,3,0.0069793760776519775,0.012021942064166069,0.0003585505473893136,384.2295227050781,0.10103029757738113,2.9651176929473877,1746527382.2259867,0.1410534530878067,0.038777366280555725,1.5006828308105469,13.953205108642578,0.0015807878226041794,0.14963127672672272,1.0022356510162354,1.0022355318069458,0.14963127672672272,1000,0.002274805214256048,0.0010551903396844864,1,0,4,1.0857092142105103,1.0022356510162354,-0.3494689464569092,220.6343231201172,0.1343766152858734,0
75.82245635986328,6.103515470812226e-09,0.18476764857769012,139.0500030517578,0,60.75,0.3159082531929016,3.719385862350464,100000.0,-0.7290507555007935,15.412271499633789,-5.989658355712891,0.17623789608478546,0.20849472284317017,90.14061737060547,0.17623789608478546,7.498631954193115,568.420202596,10,4,0.004666656255722046,0.006891379598528147,0.00032271904638037086,474.4534912109375,0.12944599986076355,2.4404637813568115,1746527472.4544604,0.17623789608478546,0.03582290560007095,1.5101057291030884,14.318145751953125,0.002367753768339753,0.18476764857769012,1.0033485889434814,1.003348469734192,0.18476764857769012,1000,0.0033580251038074493,-0.005130562465637922,1,0,5,1.0963960886001587,1.0033485889434814,-0.34480229020118713,221.8755645751953,0.13487118482589722,0
79.25144958496094,1.5258788677030566e-09,0.2195870727300644,112.55000305175781,0,60.290000915527344,0.30955252051353455,3.565932512283325,120000.0,0.08886802196502686,16.096195220947266,0.6839237213134766,0.21146294474601746,0.7090458869934082,93.15665435791016,0.21146294474601746,7.11754846572876,659.156561483,10,5,-0.0015701055526733398,0.009636164642870426,0.00033696996979415417,567.7011108398438,0.1331254094839096,2.325269937515259,1746527565.6842275,0.21146294474601746,0.04146789759397507,1.5222797393798828,13.905183792114258,0.0020802561193704605,0.2195870727300644,1.0029419660568237,1.0029419660568237,0.2195870727300644,1000,0.003698980435729027,0.0027447850443422794,1,0,6,1.1100784540176392,1.0029419660568237,-0.3463723957538605,214.69212341308594,0.12782502174377441,0
76.2962875366211,-2.2888182460434336e-09,0.2543739080429077,123.6500015258789,0,62.36000061035156,0.297756165266037,4.11842155456543,140000.0,1.9732810258865356,14.146256446838379,-1.9499387741088867,0.24676473438739777,0.9772352576255798,90.66121673583984,0.24676473438739777,9.70949649810791,749.550202112,10,6,-0.03056025505065918,0.01128042209893465,0.00031937280436977744,658.4307861328125,0.14746598899364471,2.019151449203491,1746527656.4203308,0.24676473438739777,0.07125149667263031,1.5462392568588257,14.364913940429688,0.0010000604670494795,0.2543739080429077,1.0014142990112305,1.0014142990112305,0.2543739080429077,1000,0.004905590321868658,0.0016442574560642242,1,0,7,1.1380168199539185,1.0014142990112305,-0.37693265080451965,220.60150146484375,0.11590644717216492,0
76.17890167236328,-2.2888182460434336e-09,0.2876353859901428,60.900001525878906,0,52.27000045776367,0.3123825788497925,4.429781436920166,160000.0,-0.22821593284606934,12.023106575012207,-2.123149871826172,0.28180938959121704,1.4787105321884155,90.2953109741211,0.28180938959121704,8.72357177734375,839.348810924,10,7,-0.09509345889091492,0.024148613214492798,0.0002868589945137501,748.8018188476562,0.12891316413879395,2.4232017993927,1746527746.8141205,0.28180938959121704,0.0478619821369648,1.5762258768081665,14.116393089294434,0.002390569308772683,0.2876353859901428,1.0033807754516602,1.0033807754516602,0.2876353859901428,1000,0.0034060385078191757,0.012868191115558147,1,0,8,1.1732441186904907,1.0033807754516602,-0.47202610969543457,221.4954376220703,0.15414823591709137,0
75.57101440429688,-6.103515470812226e-09,0.32016515731811523,75.94999694824219,0,46.83000183105469,0.3184848725795746,4.300205230712891,180000.0,-1.4260294437408447,12.72990608215332,0.7067995071411133,0.31643804907798767,1.6428093910217285,89.70172882080078,0.31643804907798767,9.55298900604248,929.929920436,10,8,0.00519755482673645,0.01653582789003849,0.00027525259065441787,838.6005249023438,0.14634092152118683,2.176321506500244,1746527836.612535,0.31643804907798767,0.04880264401435852,1.6068328619003296,14.13068962097168,0.0024586785584688187,0.32016515731811523,1.0034770965576172,1.0034770965576172,0.32016515731811523,1000,0.00422262866050005,-0.0076127853244543076,1,0,9,1.2099422216415405,1.0034770965576172,-0.4668285548686981,222.96115112304688,0.18243971467018127,0
76.04885864257812,-6.103515470812226e-09,0.35338830947875977,137.9499969482422,0,47.95000076293945,0.28846171498298645,4.900676727294922,200000.0,-1.6035935878753662,13.800318717956543,1.0704126358032227,0.35079532861709595,2.0864903926849365,90.50381469726562,0.35079532861709595,9.897839546203613,1016.164504612,10,9,0.13203799724578857,0.0214192233979702,0.00031764147570356727,929.203369140625,0.16106322407722473,1.7909841537475586,1746527927.1937451,0.35079532861709595,0.07331328839063644,1.6433143615722656,14.454938888549805,0.0013670752523466945,0.35338830947875977,1.0019334554672241,1.0019334554672241,0.35338830947875977,1000,0.006235133856534958,0.004883395507931709,1,0,10,1.2551515102386475,1.0019334554672241,-0.33479055762290955,220.98516845703125,0.19889463484287262,0
