Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Value/Adv,Train/PolicyRatio,Train/PolicyRatio/Min,TotalEnvSteps,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Train/StopIter,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,_timestamp,Loss/Loss_pi/Delta,Metrics/EpCost,_runtime,Time/Total,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Max,Time/FPS,Loss/Loss_cost_critic/Delta,Time/Rollout,Loss/Loss_cost_critic,Value/reward,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,_step,Train/KL,Metrics/EpRet,Train/PolicyStd,Time/Update,Train/Epoch,Value/cost,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Train/Entropy,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Train/LR
0.044999994337558746,0.0064694550819695,1000,0.15455496311187744,0.9990719556808472,0.9990719556808472,20000.0,65.25,0.044999994337558746,-0.01691857911646366,0.044999994337558746,40,NaN,0.03599999472498894,1746568914.9690251,-0.01691857911646366,35.04999923706055,399.125688174,209.7410888671875,0.03599999472498894,0.9990719556808472,95.35639190673828,14.779378890991211,108.87269592285156,14.779378890991211,0.041725557297468185,0.03599999472498894,0.01190406084060669,1,0.012260695919394493,-0.4006407856941223,0.9822834730148315,100.86672973632812,0,0.18089845776557922,0,0.0064694550819695,1.4010465145111084,0.22511084377765656,0,209.73948669433594,0.0002969999914057553
0.07871994376182556,0.00892222160473466,1000,-0.12335353344678879,0.9995645880699158,0.9995645880699158,40000.0,132.64999389648438,0.07871994376182556,0.06368624418973923,0.07871994376182556,40,NaN,0.07010534405708313,1746569103.0860965,0.08060482330620289,64.0250015258789,584.688567905,397.85345458984375,0.07010534405708313,0.9995645880699158,106.35877990722656,2.896902084350586,86.42298126220703,17.676280975341797,0.03260253742337227,0.07010534405708313,0.01265326701104641,2,0.0120113305747509,0.3658748269081116,0.9756781458854675,101.6197509765625,1,0.7847903966903687,0,0.015391676686704159,1.3943122625350952,1.6232640743255615,0,188.0427703857422,0.00029399999766610563
0.11286713182926178,-0.0004952568560838699,1000,0.0887981653213501,0.998841404914856,0.9988414645195007,60000.0,101.6500015258789,0.11286713182926178,0.028501436114311218,0.11286713182926178,40,NaN,0.10465152561664581,1746569288.6490204,-0.03518480807542801,57.54999923706055,771.406232445,583.4105224609375,0.10465152561664581,0.9988414645195007,107.82681274414062,-1.7945222854614258,84.24492645263672,15.881758689880371,0.05218584090471268,0.10465152561664581,0.012315239757299423,3,0.013894774951040745,0.8698939681053162,0.9656809568405151,101.23766326904297,2,2.051196336746216,0,0.014896419830620289,1.3840034008026123,4.131544589996338,0,185.48263549804688,0.000291000003926456
0.14736799895763397,-0.0013252468779683113,1000,-0.11500109732151031,0.9973724484443665,0.9973724484443665,80000.0,150.4499969482422,0.14736799895763397,0.10613669455051422,0.14736799895763397,40,NaN,0.13947804272174835,1746569475.3666303,0.077635258436203,61.775001525878906,959.900980005,770.12646484375,0.13947804272174835,0.9973724484443665,107.16165924072266,-0.4055604934692383,85.07478332519531,15.476198196411133,0.06766144186258316,0.13947804272174835,0.012491404078900814,4,0.013686345890164375,1.124849557876587,0.9576534032821655,101.55909729003906,3,3.031679391860962,0,0.013571172952651978,1.3756650686264038,5.524501800537109,0,186.63392639160156,0.0002880000101868063
0.18219320476055145,0.005639975890517235,1000,0.4098677337169647,0.9981141090393066,0.9981141686439514,100000.0,139.64999389648438,0.18219320476055145,0.09169486165046692,0.18219320476055145,40,NaN,0.17449702322483063,1746569663.8613722,-0.014441832900047302,62.900001525878906,1148.132526058,958.6405639648438,0.17449702322483063,0.9981141686439514,106.13906860351562,-2.4039173126220703,86.69087982177734,13.072280883789062,0.10807406157255173,0.17449702322483063,0.012545477598905563,5,0.013269610702991486,1.4753787517547607,0.9512081742286682,101.74110412597656,4,2.7977747917175293,0,0.019211148843169212,1.368879795074463,6.466206073760986,0,188.43202209472656,0.0002849999873433262
0.2166491001844406,-0.001552630215883255,1000,-0.07012710720300674,0.9993488788604736,0.9993489384651184,120000.0,99.1500015258789,0.2166491001844406,0.005059813614934683,0.2166491001844406,40,NaN,0.20966562628746033,1746569852.0929694,-0.08663504803553224,64.01000213623047,1336.489113115,1146.8740234375,0.20966562628746033,0.9993489384651184,106.2861328125,-3.147189140319824,86.53262329101562,9.925091743469238,0.13230517506599426,0.20966562628746033,0.012854581698775291,6,0.01388742309063673,2.0124223232269287,0.936862051486969,101.63863372802734,5,2.901334762573242,0,0.017658518627285957,1.3536235094070435,6.736384391784668,0,188.1713104248047,0.00028199999360367656
0.25135913491249084,0.002563945949077606,1000,-0.017350606620311737,0.9987393617630005,0.9987393617630005,140000.0,130.0500030517578,0.25135913491249084,0.03389066457748413,0.25135913491249084,40,NaN,0.24474509060382843,1746570040.4492276,0.028830850962549448,56.58000183105469,1525.079478228,1335.2083740234375,0.24474509060382843,0.9987393617630005,106.22798919677734,2.6281776428222656,86.94185638427734,12.553269386291504,0.1557156890630722,0.24474509060382843,0.013224431313574314,7,0.014620574191212654,2.3939926624298096,0.9269181489944458,101.33238983154297,6,3.4983749389648438,0,0.020222464576363564,1.3429466485977173,8.693883895874023,0,188.2742919921875,0.0002789999998640269
0.2862398028373718,0.007258756086230278,1000,0.15707334876060486,0.9999345541000366,0.9999345541000366,160000.0,129.0,0.2862398028373718,-0.021089037880301476,0.2862398028373718,40,NaN,0.2798043191432953,1746570229.03959,-0.054979702457785606,58.0,1713.38605798,1523.79443359375,0.2798043191432953,0.9999345541000366,106.09871673583984,-0.3526458740234375,86.84232330322266,12.200623512268066,0.17370650172233582,0.2798043191432953,0.014008081518113613,8,0.01616096682846546,2.785992383956909,0.9154290556907654,101.66133880615234,7,3.8479764461517334,0,0.02748122066259384,1.330450415611267,10.117716789245605,0,188.5037078857422,0.00027600000612437725
0.3201168179512024,-0.00019105151295661926,1000,0.15978632867336273,1.0059212446212769,1.0059212446212769,180000.0,73.9000015258789,0.3201168179512024,-0.16596673429012299,0.3201168179512024,40,NaN,0.31447941064834595,1746570417.3462296,-0.1448776964098215,48.04999923706055,1902.098285189,1712.0938720703125,0.31447941064834595,1.0059212446212769,106.26799774169922,-4.203199863433838,86.62516021728516,7.9974236488342285,0.24749575555324554,0.31447941064834595,0.013988745398819447,9,0.020380258560180664,3.37353515625,0.8948368430137634,101.57820892333984,8,3.8361897468566895,0,0.027290169149637222,1.3076242208480835,9.339234352111816,0,188.2034149169922,0.0002730000123847276
0.3536277711391449,-0.0012914594262838364,1000,0.24769747257232666,1.0013132095336914,1.0013132095336914,200000.0,90.30000305175781,0.3536277711391449,-0.12619636952877045,0.3536277711391449,40,NaN,0.3485686182975769,1746570606.0587456,0.03977036476135254,41.83000183105469,2075.524529765,1900.8375244140625,0.3485686182975769,1.0013132095336914,106.016845703125,2.0163989067077637,87.29297637939453,10.013822555541992,0.27641454339027405,0.3485686182975769,0.014250459149479866,10,0.018481304869055748,3.7607052326202393,0.872138261795044,101.35623931884766,9,3.2939209938049316,0,0.025998709723353386,1.2819344997406006,9.523459434509277,0,188.64926147460938,0.0002699999895412475
