Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Loss/Loss_reward_critic,_step,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,_runtime,Time/FPS,Train/PolicyRatio/Min,Value/reward,Train/Entropy,Train/StopIter,Time/Total,Train/PolicyRatio,Train/Epoch,Safety/shield_adv_c,Misc/gradient_norm,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Metrics/EpCost,Time/Epoch,Loss/Loss_pi/Delta,Misc/H_inv_g,Safety/shield_violation,Train/LR,Safety/ShieldLagrangeMultiplier,Misc/Alpha,Metrics/LagrangeMultiplier/Min,Value/cost,Misc/AcceptanceStep,Metrics/EpLen,TotalEnvSteps,Safety/EpCostShield,Train/PolicyRatio/Max,Time/Rollout,Misc/xHx,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Time/Update,Metrics/EpRet,Loss/Loss_cost_critic,Misc/FinalStepNorm,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Value/Adv,Train/PolicyStd
0,-0.0690690204501152,0.009548673406243324,1,5.312612533569336,0.0003837611002381891,0,159.704113229,212.655517578125,1.0005426406860352,0.05724195018410683,1.4257742166519165,10,94.05014038085938,1.0005426406860352,0,-0.02686726674437523,0.11464039981365204,0.035999998450279236,0.044999994337558746,1746543299.8408697,6.699999809265137,94.04882049560547,-0.0690690204501152,0.08293967694044113,-0.12007729709148407,0,0.044999994337558746,1.771585464477539,0.035999998450279236,-0.15897917747497559,1,1000,20000.0,35.04999923706055,1.0005426406860352,80.65188598632812,0.006372430361807346,0.035999998450279236,0.009548673406243324,13.39691162109375,-2.9467787742614746,5.312612533569336,0.14693471789360046,0.0004821579495910555,0.044999994337558746,-8.77380390562621e-09,1.0069109201431274
0,-0.27963849902153015,0.004167983308434486,2,2.8943710327148438,0.00036471072235144675,0,229.106521267,309.5090026855469,0.9994842410087585,0.03896649181842804,1.4373254776000977,10,158.7521209716797,0.9994842410087585,1,-0.44069892168045044,0.10339825600385666,0.07087257504463196,0.07906708121299744,1746543364.5489476,9.125,64.61847686767578,-0.21056947857141495,0.13581521809101105,1.532172679901123,0,0.07906708121299744,1.8113348484039307,0.07087257504463196,0.020424701273441315,1,1000,40000.0,24.0,0.9994842410087585,50.697227478027344,0.0060958159156143665,0.07087257504463196,-0.005380690097808838,13.921231269836426,-1.7357076406478882,8.20698356628418,0.2460068315267563,0.0004006814560852945,0.07906708121299744,6.103515470812226e-09,1.0186563730239868
0,-0.21240247786045074,0.003114464692771435,3,11.338766098022461,0.0008646004716865718,0,302.615073631,288.5260009765625,0.9987772703170776,0.03371706232428551,1.4355589151382446,10,228.1609649658203,0.9987772107124329,2,1.1870843172073364,0.08169472217559814,0.10190065205097198,0.1100754365324974,1746543433.9514363,27.049999237060547,69.31784057617188,0.0672360211610794,0.14065396785736084,1.842423677444458,0,0.1100754365324974,2.100698471069336,0.10190065205097198,0.24723170697689056,1,1000,60000.0,97.55000305175781,0.9987772703170776,55.78141784667969,0.004532122053205967,0.10190065205097198,-0.0010535186156630516,13.536409378051758,-1.0533499717712402,19.54574966430664,0.29547154903411865,0.00042772182496264577,0.1100754365324974,-1.5258788677030566e-09,1.0169153213500977
0,-0.157354474067688,0.007533638272434473,4,13.314266204833984,8.328217518283054e-05,0,376.275404735,272.3829345703125,0.9998822212219238,0.04513799771666527,1.4499081373214722,10,301.670654296875,0.9998822212219238,3,0.3214205801486969,0.026847394183278084,0.1338679939508438,0.14197134971618652,1746543507.4598064,34.375,73.4260482788086,0.055048003792762756,0.10175223648548126,1.7237465381622314,0,0.14197134971618652,3.4654879570007324,0.1338679939508438,0.5483960509300232,1,1000,80000.0,127.19999694824219,0.9998822212219238,59.708839416503906,0.001665323507040739,0.1338679939508438,0.004419173579663038,13.717183113098145,-0.7268622517585754,32.860015869140625,0.3526211678981781,0.00023584991868119687,0.14197134971618652,-1.1444091896350983e-08,1.031735897064209
0,-0.15258300304412842,0.006352599710226059,5,-7.844858169555664,0.001018267823383212,0,449.014827849,271.8233947753906,1.0014400482177734,0.02840656042098999,1.4778550863265991,10,375.3301696777344,1.0014400482177734,4,1.2934569120407104,0.06805170327425003,0.16672562062740326,0.17500637471675873,1746543581.120353,40.59000015258789,73.57718658447266,0.00477147102355957,0.11420989781618118,4.0773749351501465,0,0.17500637471675873,2.668516159057617,0.16672562062740326,1.6396160125732422,1,1000,100000.0,117.6500015258789,1.0014400482177734,59.62873840332031,0.0028085927478969097,0.16672562062740326,-0.001181038562208414,13.948427200317383,-0.4188550114631653,25.01515769958496,0.30477097630500793,0.0003043493488803506,0.17500637471675873,4.959106458812812e-09,1.0611416101455688
0,-0.2914128601551056,0.0148758664727211,6,-8.134201049804688,0.0004349554656073451,0,523.360930708,275.37127685546875,1.000615119934082,0.04980820417404175,1.4873610734939575,10,448.0431213378906,1.000615119934082,5,1.1115243434906006,0.06587816029787064,0.20036472380161285,0.20769129693508148,1746543653.8595603,44.689998626708984,72.62921905517578,-0.13882985711097717,0.10290656238794327,6.0386457443237305,0,0.20769129693508148,3.005585193634033,0.20036472380161285,2.7240724563598633,1,1000,120000.0,64.94999694824219,1.000615119934082,58.59127426147461,0.0022139607463032007,0.20036472380161285,0.008523266762495041,14.037923812866211,0.7236601114273071,16.880956649780273,0.3092944622039795,0.0003692735335789621,0.20769129693508148,0.0,1.0712580680847168
0,-0.0866805836558342,0.012159950099885464,7,8.179719924926758,0.00021747773280367255,0,596.579865169,269.30224609375,1.000307559967041,0.10269450396299362,1.4810038805007935,10,522.4202880859375,1.000307559967041,6,0.6287685036659241,0.050863612443208694,0.23434889316558838,0.24106788635253906,1746543728.2057278,60.9900016784668,74.26599884033203,0.2047322764992714,0.1431908756494522,7.935938835144043,0,0.24106788635253906,2.3861758708953857,0.23434889316558838,3.441617965698242,1,1000,140000.0,169.10000610351562,1.000307559967041,60.63895034790039,0.0035125608555972576,0.23434889316558838,-0.002715916372835636,13.627033233642578,1.5308609008789062,25.06067657470703,0.34167858958244324,0.00032187660690397024,0.24106788635253906,-1.2207030941624453e-08,1.0645132064819336
0,-0.1939656287431717,0.01581866480410099,8,-0.8566551208496094,0.00014436703349929303,0,668.493537218,273.5066833496094,1.000204086303711,0.11606131494045258,1.475396752357483,10,595.6243896484375,1.000204086303711,7,0.33882027864456177,0.054890021681785583,0.2689071595668793,0.27503177523612976,1746543801.4245324,64.19000244140625,73.12435913085938,-0.1072850450873375,0.14671586453914642,8.28180980682373,0,0.27503177523612976,2.196012020111084,0.2689071595668793,4.10567045211792,1,1000,160000.0,123.4000015258789,1.000204086303711,59.03327560424805,0.004147243686020374,0.2689071595668793,0.0036587147042155266,14.091055870056152,2.1157283782958984,24.204021453857422,0.3221898078918457,0.0003103954950347543,0.27503177523612976,1.2969969986897922e-08,1.0586119890213013
0,-0.30919769406318665,0.017327861860394478,9,-7.525211334228516,0.0008744065999053419,0,743.133582585,278.447021484375,1.0012366771697998,0.1892016977071762,1.4856237173080444,10,667.5443115234375,1.0012365579605103,8,2.089468479156494,0.06945190578699112,0.3040199875831604,0.30844685435295105,1746543873.3382595,60.720001220703125,71.82695007324219,-0.11523206532001495,0.1345946341753006,8.617491722106934,0,0.30844685435295105,2.262425661087036,0.3040199875831604,4.269207954406738,1,1000,180000.0,75.1500015258789,1.0012366771697998,58.12007522583008,0.003907331731170416,0.3040199875831604,0.0015091970562934875,13.706857681274414,2.782886028289795,16.678810119628906,0.30451032519340515,0.0003320212126709521,0.30844685435295105,-1.1062621929625038e-08,1.0700942277908325
0,-0.3122354745864868,0.0201586801558733,10,0.0023860931396484375,0.0010068039409816265,0,812.022162831,268.3248596191406,1.0014238357543945,0.23121479153633118,1.4908933639526367,10,742.1737670898438,1.0014238357543945,9,-0.12145550549030304,0.053912919014692307,0.33948957920074463,0.34146642684936523,1746543947.9784648,55.540000915527344,74.5365219116211,-0.003037780523300171,0.1614701747894287,9.141592025756836,0,0.34146642684936523,2.006073474884033,0.33948957920074463,4.872639179229736,1,1000,200000.0,76.05000305175781,1.0014238357543945,60.402671813964844,0.004969760775566101,0.33948957920074463,0.002830818295478821,14.133831024169922,3.5562710762023926,16.681196212768555,0.3239210247993469,0.00027801882242783904,0.34146642684936523,-7.057189943537878e-09,1.0772433280944824
