Metrics/LagrangeMultiplier/Min,Time/Total,Train/Entropy,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Train/Epoch,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Train/LR,Safety/shield_violation,Time/Epoch,Metrics/LagrangeMultiplier/Max,Time/FPS,Value/cost,_timestamp,Loss/Loss_pi,Train/PolicyStd,Train/PolicyRatio,Misc/gradient_norm,Metrics/EpLen,Train/KL,Metrics/EpRet,Train/PolicyRatio/Std,Misc/H_inv_g,Misc/Alpha,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Metrics/EpCost,_runtime,TotalEnvSteps,Misc/AcceptanceStep,Safety/shield_adv_c,Time/Rollout,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Time/Update,_step,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,Misc/xHx,Value/Adv
0.03599999472498894,167.45654296875,1.3995451927185059,1.0018352270126343,1.0018352270126343,0.010615215636789799,0.03599999472498894,0,10,0.044999994337558746,0.010615215636789799,46.400001525878906,0,0,0.010295453481376171,167.4552001953125,0.03599999472498894,119.43492889404297,-0.056034862995147705,1746496584.521413,-0.46080610156059265,0.9810152053833008,1.0018352270126343,0.016814175993204117,1000,0.00023923462140373886,-1.258002519607544,0.0012976734433323145,0.05127761512994766,6.695868492126465,0,0.13575290143489838,18.299999237060547,284.401734707,20000.0,1,-0.06024613976478577,145.7776641845703,0.3433481752872467,8.75225830078125,0.044999994337558746,8.75225830078125,21.677520751953125,1,-0.46080610156059265,0.044999994337558746,0.0004460734489839524,-2.5177001816700795e-08
0.07044192403554916,283.1976318359375,1.3919309377670288,1.0017166137695312,1.0017166137695312,0.00552587304264307,0.07044192403554916,1,10,0.07827477902173996,-0.0050893425941467285,26.450000762939453,0,0,0.655954122543335,115.6527099609375,0.07044192403554916,172.93153381347656,0.2555801272392273,1746496700.2669716,-0.4706830680370331,0.9744436144828796,1.0017166137695312,0.03367610648274422,1000,0.00032363084028474987,-1.2407969236373901,0.0012137730373069644,0.06186477467417717,4.591056823730469,0,0.0856267586350441,13.949999809265137,415.403898407,40000.0,1,0.17338697612285614,93.68121337890625,0.284024715423584,-3.5555968284606934,0.07827477902173996,5.196661472320557,21.971464157104492,2,-0.00987696647644043,0.07827477902173996,0.0009488554787822068,9.155272984173735e-09
0.10516677796840668,414.20172119140625,1.427350640296936,1.0026378631591797,1.0026378631591797,0.003706088289618492,0.10516677796840668,2,10,0.11006195098161697,-0.001819784753024578,100.94999694824219,0,0,2.891387462615967,130.9102325439453,0.10516677796840668,152.7764434814453,1.292781114578247,1746496831.2693095,-0.35702916979789734,1.0106760263442993,1.0026378631591797,0.16711902618408203,1000,0.00046759817632846534,-1.2276453971862793,0.0018652508733794093,0.10622882097959518,1.5180845260620117,0,0.05317842960357666,21.316667556762695,545.622754051,60000.0,1,1.865954041481018,109.27384185791016,0.1612643301486969,10.274110317230225,0.11006195098161697,15.470771789550781,21.636337280273438,3,0.11365389823913574,0.11006195098161697,0.008678358979523182,1.5640258865801115e-08
0.13983039557933807,544.4166870117188,1.47221839427948,1.001901388168335,1.001901388168335,0.0051849582232534885,0.13983039557933807,3,10,0.14292219281196594,0.0014788699336349964,110.1500015258789,0,0,6.454113006591797,130.1251983642578,0.13983039557933807,153.69813537597656,3.5777742862701416,1746496961.488091,-0.41039323806762695,1.0570734739303589,1.0019012689590454,0.06434936076402664,1000,0.0003518513112794608,-0.7189458012580872,0.0013444282812997699,0.10136724263429642,2.6834828853607178,0,0.06870497763156891,29.362499237060547,685.064394528,80000.0,1,-0.47491636872291565,107.78269958496094,0.272017240524292,4.167543411254883,0.14292219281196594,19.638315200805664,22.34246826171875,4,-0.053364068269729614,0.14292219281196594,0.002777351066470146,4.577636492086867e-09
0.17359884083271027,683.867919921875,1.500226378440857,0.9999198913574219,0.9999198913574219,0.007186616770923138,0.17359884083271027,4,10,0.1743617057800293,0.002001658547669649,231.75,0,0,8.062589645385742,139.35667419433594,0.17359884083271027,143.51663208007812,4.928791522979736,1746497100.9303703,-0.23304955661296844,1.0865943431854248,0.9999198913574219,0.04931042715907097,1000,0.0003654269967228174,-0.35928285121917725,5.667347795679234e-05,0.12080976366996765,2.499663829803467,0,0.11712750047445297,47.93000030517578,825.249822461,100000.0,1,0.7318572998046875,117.03842163085938,0.3019838035106659,6.072597503662109,0.1743617057800293,25.710912704467773,22.31822395324707,5,0.1773436814546585,0.1743617057800293,0.003200850449502468,-7.629394338515283e-10
0.20744562149047852,824.0482177734375,1.518455147743225,1.001281976699829,1.001281976699829,0.011850721202790737,0.20744562149047852,5,10,0.20684818923473358,0.0046641044318675995,147.39999389648438,0,0,12.627973556518555,140.10009765625,0.20744562149047852,142.7550811767578,6.980460166931152,1746497241.115264,-0.4133404493331909,1.1080198287963867,1.0012818574905396,0.0456332303583622,1000,0.00028629854205064476,0.30604633688926697,0.0009064382174983621,0.11931421607732773,2.716911554336548,0,0.10320542007684708,58.09000015258789,961.551388009,120000.0,1,1.1767923831939697,118.43335723876953,0.3241661787033081,-0.32389068603515625,0.20684818923473358,25.387022018432617,21.666719436645508,6,-0.18029089272022247,0.20684818923473358,0.002709426451474428,-4.577636492086867e-09
0.24160997569561005,960.3535766601562,1.5488611459732056,1.0027012825012207,1.0027012825012207,0.01929684542119503,0.24160997569561005,6,10,0.2400025725364685,0.007446124218404293,143.39999389648438,0,0,11.39963436126709,136.21942138671875,0.24160997569561005,146.82192993164062,6.024504661560059,1746497377.417074,-0.37917184829711914,1.1439305543899536,1.0027012825012207,0.06602230668067932,1000,0.0003041772579308599,1.107839822769165,0.001910095103085041,0.1559286117553711,1.9759058952331543,0,0.10401017963886261,68.94000244140625,1091.922381766,140000.0,1,-0.17264974117279053,113.27399444580078,0.30810028314590454,-6.844814300537109,0.2400025725364685,18.542207717895508,22.945411682128906,7,0.03416860103607178,0.2400025725364685,0.005122673232108355,3.051757735406113e-09
0.27634620666503906,1090.71923828125,1.5773006677627563,1.0011651515960693,1.0011651515960693,0.019043367356061935,0.27634620666503906,7,10,0.2736683785915375,-0.0002534780651330948,145.9499969482422,0,0,10.9993896484375,130.2838897705078,0.27634620666503906,153.5109100341797,5.040102481842041,1746497507.7877922,-0.36067822575569153,1.1764191389083862,1.0011650323867798,0.053221721202135086,1000,0.00025085292872972786,1.8790870904922485,0.0008238303707912564,0.15166576206684113,2.242384195327759,0,0.1204933375120163,69.1500015258789,1227.114566539,160000.0,1,0.344462513923645,107.3787841796875,0.34009289741516113,-1.6153373718261719,0.2736683785915375,16.926870346069336,22.90509033203125,8,0.018493622541427612,0.2736683785915375,0.003977487795054913,4.577636492086867e-09
0.3116072416305542,1225.9005126953125,1.5940977334976196,1.0016149282455444,1.0016149282455444,0.01898292452096939,0.3116072416305542,8,10,0.30780765414237976,-6.0442835092544556e-05,154.25,0,0,12.395173072814941,135.09140014648438,0.3116072416305542,148.04791259765625,5.0609235763549805,1746497642.9797974,-0.36034002900123596,1.195638656616211,1.0016149282455444,0.10190422087907791,1000,0.0003576061862986535,2.5947506427764893,0.0011418424546718597,0.17455989122390747,1.6641309261322021,0,0.1829366236925125,70.29000091552734,1362.138727614,180000.0,1,1.6064362525939941,112.75228881835938,0.2904905080795288,0.9217166900634766,0.30780765414237976,17.848587036132812,22.339082717895508,9,0.0003381967544555664,0.30780765414237976,0.0072219492867589,1.3732909920349812e-08
0.3469753563404083,1360.9298095703125,1.6022716760635376,1.0021613836288452,1.0021613836288452,0.031428366899490356,0.3469753563404083,9,10,0.3415539264678955,0.012445442378520966,105.4000015258789,0,0,11.53905200958252,134.9241485595703,0.3469753563404083,148.23143005371094,4.462377548217773,1746497778.003573,-0.42269477248191833,1.2044414281845093,1.0021613836288452,0.09045631438493729,1000,0.00037293427158147097,3.268902063369751,0.0015283571556210518,0.13045401871204376,2.0986199378967285,0,0.21160827577114105,53.810001373291016,1493.040204985,200000.0,1,0.34110745787620544,112.91099548339844,0.2737734019756317,-1.9011898040771484,0.3415539264678955,15.947397232055664,22.01312828063965,10,-0.06235474348068237,0.3415539264678955,0.004541104193776846,-3.051757735406113e-09
