Train/KL,Loss/Loss_pi,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Safety/EpCostShield,Train/PolicyStd,Train/PolicyRatio,Loss/Loss_pi/Delta,Train/Epoch,Train/StopIter,Loss/Loss_reward_critic/Delta,Value/cost,Train/PolicyRatio/Max,Time/Epoch,Metrics/LagrangeMultiplier,_step,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Train/PolicyRatio/Std,Train/LR,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Safety/shield_adv_c,Metrics/EpRet,Value/reward,Metrics/EpCost,_timestamp,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Time/FPS,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Safety/ShieldLagrangeMultiplier,Value/Adv,Time/Rollout,_runtime,TotalEnvSteps,Loss/Loss_cost_critic/Delta,Time/Update,Loss/Loss_cost_critic,Time/Total
0.0063325478695333,-0.021585166454315186,-0.1163676530122757,0,42.099998474121094,0.9990525245666504,0.9993956089019775,-0.021585166454315186,0,40,0.007412766106426716,-0.14924025535583496,0.9993956685066223,281.5323181152344,0.035999998450279236,1,0.04500000178813934,1000,0.009395221248269081,0.0002969999914057553,0.04500000178813934,0.007412766106426716,NaN,-2.172764778137207,0.05997682362794876,21.100000381469727,1746544062.7865195,0.035999998450279236,0.035999998450279236,71.03980255126953,0.9993956685066223,0,1.4179892539978027,0.04500000178813934,-0.11662827432155609,131.42356872558594,528.766515304,20000.0,8.54898452758789,150.1085968017578,8.54898452758789,281.53375244140625
0.017562545835971832,-0.015871116891503334,0.5145151615142822,0,38.20000076293945,1.0013887882232666,0.9969962239265442,0.0057140495628118515,1,40,-0.0019361977465450764,0.3084297478199005,0.9969962239265442,245.6177978515625,0.07085667550563812,2,0.07987028360366821,1000,0.014309452846646309,0.00029399999766610563,0.07987028360366821,0.0054765683598816395,NaN,-1.9779269695281982,0.006514633074402809,19.0,1746544308.5185347,0.07085667550563812,0.07085667550563812,81.42732238769531,0.9969962239265442,0,1.4203242063522339,0.07987028360366821,-0.012988805770874023,92.08456420898438,783.996186332,40000.0,-0.20172977447509766,153.53314208984375,8.347254753112793,527.273193359375
0.008802277036011219,0.16833195090293884,2.6794848442077637,0,186.0,1.0062187910079956,0.9971196055412292,0.18420306779444218,2,40,0.0008136057294905186,1.832565426826477,0.9971196055412292,255.110107421875,0.10348004847764969,3,0.1091267317533493,1000,0.011993581429123878,0.000291000003926456,0.1091267317533493,0.006290174089372158,NaN,-1.0343626737594604,0.03164934739470482,51.13333511352539,1746544563.748245,0.10348004847764969,0.10348004847764969,78.39752197265625,0.9971196055412292,0,1.425135850906372,0.1091267317533493,-0.09298505634069443,109.06244659423828,1044.788344596,60000.0,27.690484046936035,146.04754638671875,36.03773880004883,782.4951171875
0.009283801540732384,0.045935798436403275,5.741211891174316,0,118.30000305175781,0.9872522950172424,0.9977455735206604,-0.12239615246653557,3,40,0.00024846475571393967,4.04109525680542,0.9977455735206604,260.683349609375,0.13683739304542542,4,0.1401727795600891,1000,0.011957135982811451,0.0002880000101868063,0.1401727795600891,0.006538638845086098,NaN,-0.4595627784729004,0.051647692918777466,56.287498474121094,1746544824.5401623,0.13683739304542542,0.13683739304542542,76.721435546875,0.9977455735206604,0,1.406098484992981,0.1401727795600891,-0.02975579723715782,107.93531799316406,1306.099491247,80000.0,-12.110586166381836,152.74789428710938,23.927152633666992,1043.2952880859375
0.011204754002392292,0.009965788573026657,5.962152481079102,0,91.5999984741211,0.9702552556991577,0.9981092214584351,-0.03597000986337662,4,40,0.002092779614031315,3.4122233390808105,0.9981092214584351,261.2048034667969,0.17088782787322998,5,0.1716463565826416,1000,0.01157692912966013,0.0002849999873433262,0.1716463565826416,0.008631418459117413,NaN,0.06463291496038437,0.05971170589327812,55.279998779296875,1746545085.8518221,0.17088782787322998,0.17088782787322998,76.56826782226562,0.9981092214584351,0,1.388708233833313,0.1716463565826416,0.17968368530273438,115.6076431274414,1569.427293127,100000.0,-6.237546920776367,145.5970916748047,17.689605712890625,1304.615966796875
0.007206200156360865,0.26412245631217957,6.383198261260986,0,202.1999969482422,0.9718650579452515,0.998277485370636,0.2541566677391529,5,40,0.003493492491543293,3.4084954261779785,0.998277485370636,263.22222900390625,0.20522110164165497,6,0.20419993996620178,1000,0.010820974595844746,0.00028199999360367656,0.20419993996620178,0.012124910950660706,NaN,1.1251213550567627,0.11144449561834335,78.43000030517578,1746545349.1793349,0.20522110164165497,0.20522110164165497,75.9814224243164,0.998277485370636,0,1.390380859375,0.20419993996620178,-0.11405771970748901,114.76448822021484,1835.050642097,120000.0,19.804473876953125,148.45765686035156,37.49407958984375,1567.935546875
0.00934816524386406,0.10737652331590652,8.562812805175781,0,153.3000030517578,0.9557327032089233,1.0004265308380127,-0.15674593299627304,6,40,0.0019248304888606071,5.926555633544922,1.0004265308380127,265.5126953125,0.23985180258750916,7,0.23750700056552887,1000,0.010714558884501457,0.0002789999998640269,0.23750700056552887,0.014049741439521313,NaN,2.4941699504852295,0.20066875219345093,93.62999725341797,1746545614.803215,0.23985180258750916,0.23985180258750916,75.32596588134766,1.0004265308380127,0,1.3736234903335571,0.23750700056552887,0.16065245866775513,114.98422241210938,2096.885300467,140000.0,-9.12399673461914,150.52838134765625,28.37008285522461,1833.554443359375
0.009576580487191677,-0.06046992167830467,9.649575233459473,0,104.25,0.9432621598243713,1.000739574432373,-0.1678464449942112,7,40,0.001703963615000248,5.482266426086426,1.000739574432373,261.7379455566406,0.27492815256118774,8,0.2705848515033722,1000,0.010560366325080395,0.00027600000612437725,0.2705848515033722,0.01575370505452156,NaN,3.4350099563598633,0.27410194277763367,79.44000244140625,1746545876.6373622,0.27492815256118774,0.27492815256118774,76.41230010986328,1.000739574432373,0,1.3604614734649658,0.2705848515033722,-0.1005619615316391,112.86308288574219,2353.184016295,160000.0,-10.663473129272461,148.87478637695312,17.70660972595215,2095.397705078125
0.011300122365355492,0.03757146745920181,9.437545776367188,0,130.9499969482422,0.9273709654808044,0.9997062683105469,0.09804138913750648,8,40,0.0017547812312841415,5.427549839019775,0.9997062683105469,256.1684875488281,0.31034576892852783,9,0.3039882779121399,1000,0.011775617487728596,0.0002730000123847276,0.3039882779121399,0.017508486285805702,NaN,4.519073963165283,0.32556578516960144,79.08999633789062,1746546132.9362745,0.31034576892852783,0.31034576892852783,78.07361602783203,0.9997062683105469,0,1.3434929847717285,0.3039882779121399,0.0027577299624681473,110.53845977783203,2608.845578022,180000.0,-1.0008296966552734,145.62989807128906,16.705780029296875,2351.671142578125
0.009788766503334045,-0.10779492557048798,9.740106582641602,0,90.05000305175781,0.9153708815574646,0.9992768168449402,-0.1453663930296898,9,40,0.00380718894302845,5.879648208618164,0.9992768168449402,255.533203125,0.3460226058959961,10,0.3368513882160187,1000,0.011649740859866142,0.0002699999895412475,0.3368513882160187,0.021315675228834152,NaN,5.93670654296875,0.49600937962532043,78.76000213623047,1746546388.5978608,0.3460226058959961,0.3460226058959961,78.26771545410156,0.9992768168449402,0,1.3304837942123413,0.3368513882160187,0.11635001748800278,111.75653076171875,2862.834411953,200000.0,-1.2127914428710938,143.77659606933594,15.492988586425781,2607.3271484375
0.009336126036942005,-0.17718759179115295,10.733551025390625,0,85.9000015258789,0.8968766927719116,1.0015599727630615,-0.06939266622066498,10,40,0.003127003088593483,5.9798150062561035,1.0015599727630615,253.7847442626953,0.38147494196891785,11,0.36919015645980835,1000,0.010874741710722446,0.00026699999580159783,0.36919015645980835,0.024442678317427635,NaN,7.509161949157715,0.6415813565254211,61.63999938964844,1746546642.5863216,0.38147494196891785,0.38147494196891785,78.80694580078125,1.0015599727630615,0,1.3100682497024536,0.36919015645980835,-0.11279257386922836,107.06659698486328,3121.323981845,220000.0,-0.006134033203125,146.71800231933594,15.486854553222656,2861.24658203125
0.00972157996147871,-0.22425872087478638,11.358119010925293,0,84.25,0.8763822913169861,1.0031912326812744,-0.04707112908363342,11,40,0.00046339817345142365,5.949150562286377,1.0031912326812744,258.35113525390625,0.41632509231567383,12,0.4010697901248932,1000,0.011265398934483528,0.0002640000020619482,0.4010697901248932,0.02490607649087906,NaN,8.4119291305542,0.7129313349723816,50.0099983215332,1746546901.0757384,0.41632509231567383,0.41632509231567383,77.41402435302734,1.0031912326812744,0,1.2868857383728027,0.4010697901248932,-0.05619113892316818,111.7889633178711,3376.615084775,240000.0,-2.8430395126342773,146.56201171875,12.643815040588379,3119.805908203125
0.011213276535272598,-0.16598612070083618,10.255270004272461,0,88.44999694824219,0.861036479473114,1.0013511180877686,0.058272600173950195,12,40,0.002325676381587982,5.169262886047363,1.001351237297058,255.19239807128906,0.4507376253604889,13,0.43268337845802307,1000,0.011097969487309456,0.0002610000083222985,0.43268337845802307,0.02723175287246704,NaN,8.963441848754883,0.7378241419792175,51.43000030517578,1746547156.3674161,0.4507376253604889,0.4507376253604889,78.37223815917969,1.001351237297058,0,1.2692451477050781,0.43268337845802307,0.07408026605844498,110.43134307861328,3630.754618949,260000.0,-0.44035911560058594,144.76100158691406,12.203455924987793,3375.135986328125
