Misc/FinalStepNorm,Train/PolicyRatio/Max,Train/PolicyStd,Value/reward,Train/Entropy,Misc/H_inv_g,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Metrics/EpLen,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio,Misc/AcceptanceStep,Misc/Alpha,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier,_timestamp,Loss/Loss_reward_critic/Delta,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Metrics/EpRet,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Time/FPS,_runtime,Time/Update,Loss/Loss_pi/Delta,Safety/EpCostShield,Misc/xHx,Safety/ShieldLagrangeMultiplier/Max,Misc/gradient_norm,Train/LR,Time/Rollout,Value/Adv,Value/cost,Metrics/LagrangeMultiplier/Min,Time/Total,Train/PolicyRatio/Std,_step,Train/KL,Train/Epoch,Metrics/EpCost,Safety/shield_violation,Metrics/LagrangeMultiplier,Train/StopIter
0.26998260617256165,1.0002429485321045,1.0173698663711548,0.01922370307147503,1.4360651969909668,0.12498125433921814,20000.0,0,170.72662353515625,1000,-0.006758536212146282,0.04500000178813934,0.03599999472498894,1.000242829322815,1,2.160184860229492,0.11190914362668991,0.04500000178813934,1746556018.8989587,0.014521430246531963,0.014521430246531963,0,-0.04202693700790405,-3.329169750213623,1.0002429485321045,0.11190914362668991,117.14634704589844,298.408612616,25.68896484375,-0.04202693700790405,1.100000023841858,0.004285950213670731,0.04500000178813934,0.06546220928430557,0,145.03762817382812,-1.3732909920349812e-08,-0.18911506235599518,0.03599999472498894,170.72811889648438,0.0001717905979603529,1,0.00034039674210362136,0,0.30000001192092896,0.03248393163084984,0.03599999472498894,10
0.22172026336193085,0.9998244643211365,1.0310118198394775,-0.03302345424890518,1.4494518041610718,0.15002791583538055,40000.0,0,126.26107788085938,1000,0.43859031796455383,0.07255515456199646,0.0657225102186203,0.9998244643211365,1,1.4778600931167603,1.7008874416351318,0.07255515456199646,1746556145.244168,-0.008429251611232758,0.006092178635299206,0,-0.03523257374763489,-2.341330051422119,0.9998244643211365,1.588978298008442,158.40194702148438,425.631508357,25.42620849609375,0.006794363260269165,16.399999618530273,0.009157204069197178,0.07255515456199646,0.12900783121585846,0,100.83484649658203,1.754760781125242e-08,-0.14201337099075317,0.0657225102186203,297.0755310058594,0.00012413652439136058,2,0.00041929364670068026,1,1.7000000476837158,0.03917384892702103,0.0657225102186203,10
0.2676877975463867,1.0003293752670288,1.0342539548873901,-0.04576359689235687,1.4525741338729858,0.14096270501613617,60000.0,0,127.11666870117188,1000,0.09949139505624771,0.10153042525053024,0.09370389580726624,1.0003293752670288,1,1.8989975452423096,4.363450527191162,0.10153042525053024,1746556272.4666488,0.0029825540259480476,0.009074732661247253,0,0.0010971023002639413,-1.8821738958358765,1.0003293752670288,2.6625630855560303,157.3357696533203,554.917096099,23.911706924438477,0.03632967604789883,38.0,0.005546007305383682,0.10153042525053024,0.0887584462761879,0,103.20494079589844,-3.051757735406113e-09,-0.07183245569467545,0.09370389580726624,424.27587890625,0.00023281922040041536,3,0.00038574886275455356,2,5.800000190734863,0.37165117263793945,0.09370389580726624,10
0.25447091460227966,1.0005645751953125,1.0374811887741089,-0.06097746640443802,1.4557126760482788,0.17582516372203827,80000.0,0,129.20010375976562,1000,0.9935998320579529,0.13251210749149323,0.12377820909023285,1.0005645751953125,1,1.4472951889038086,6.0755510330200195,0.13251210749149323,1746556401.7530582,-0.003205307759344578,0.005869424901902676,0,0.007289014756679535,-1.4508672952651978,1.0005645751953125,1.7121005058288574,154.79864501953125,686.59992279,23.50916862487793,0.006191912456415594,46.29999923706055,0.009548062458634377,0.13251210749149323,0.13275255262851715,0,105.69091033935547,-2.2888182460434336e-09,-0.05062875524163246,0.12377820909023285,553.5889892578125,0.00039921494317241013,4,0.00040842368616722524,3,7.925000190734863,1.0773112773895264,0.12377820909023285,10
0.3438258469104767,0.9989542961120605,1.0324194431304932,-0.024039246141910553,1.4507967233657837,0.19938355684280396,100000.0,0,131.60800170898438,1000,-0.3705909848213196,0.16491740942001343,0.15495795011520386,0.9989542961120605,1,1.7244443893432617,9.915494918823242,0.16491740942001343,1746556533.435285,-0.0012896680273115635,0.004579756874591112,0,-0.0097251171246171,-1.1830693483352661,0.9989542961120605,3.8399438858032227,151.96644592285156,819.234026534,24.82806968688965,-0.017014131881296635,44.150001525878906,0.006725598592311144,0.16491740942001343,0.04855940863490105,0,106.77991485595703,0.0,0.2063218057155609,0.15495795011520386,685.265869140625,0.0007394242566078901,5,0.000271019758656621,4,11.130000114440918,2.3647360801696777,0.15495795011520386,10
0.32999876141548157,1.001059889793396,1.0460853576660156,-0.01609070412814617,1.4639066457748413,0.18696583807468414,120000.0,0,132.54978942871094,1000,1.3001829385757446,0.1982937902212143,0.18645253777503967,1.001059889793396,1,1.7650216817855835,9.440851211547852,0.1982937902212143,1746556666.069536,0.0003460492007434368,0.004925806075334549,0,0.0019410414388403296,-0.4901864528656006,1.001059889793396,-0.4746437072753906,150.88668823242188,953.721542184,22.75400733947754,0.01166615856345743,49.849998474121094,0.006419914308935404,0.1982937902212143,0.07022728770971298,0,109.79576110839844,-9.155272984173735e-09,0.6899319291114807,0.18645253777503967,817.8991088867188,0.0007494271267205477,6,0.0002767854603007436,5,16.8700008392334,2.778324604034424,0.18645253777503967,10
0.31835490465164185,0.9989209175109863,1.0557173490524292,-0.00679392833262682,1.4731515645980835,0.21559539437294006,140000.0,0,134.40817260742188,1000,0.26189377903938293,0.2317740023136139,0.21882399916648865,0.9989209175109863,1,1.4766312837600708,5.988729000091553,0.2317740023136139,1746556800.5574534,-0.0026036996860057116,0.0023221063893288374,0,-0.049831513315439224,-0.18163509666919708,0.9989209175109863,-3.452122211456299,148.8004913330078,1089.222597169,25.466529846191406,-0.051772554754279554,33.54999923706055,0.009172450751066208,0.2317740023136139,0.0776396170258522,0,108.94159698486328,1.0681151962899094e-08,1.1942881345748901,0.21882399916648865,952.3930053710938,0.0007629984756931663,7,0.0003526252112351358,6,19.690000534057617,3.10160231590271,0.21882399916648865,10
0.30356332659721375,1.0001157522201538,1.0407072305679321,-0.0026608265470713377,1.4587159156799316,0.2082279771566391,160000.0,0,135.4271240234375,1000,0.33018726110458374,0.2651667892932892,0.2516290545463562,1.0001157522201538,1,1.4578412771224976,10.251124382019043,0.2651667892932892,1746556936.0582278,0.0023012373130768538,0.004623343702405691,0,0.1033792570233345,0.03235698863863945,1.0001157522201538,4.26239538192749,147.680908203125,1216.688134651,24.7144775390625,0.15321077033877373,91.0,0.009410420432686806,0.2651667892932892,0.0785965546965599,0,110.71259307861328,-9.155272984173735e-09,0.9895927906036377,0.2516290545463562,1087.890380859375,8.176497067324817e-05,8,0.00036298614577390254,7,27.030000686645508,3.6537866592407227,0.2516290545463562,10
0.3067571222782135,0.999865710735321,1.036828637123108,-0.008154354989528656,1.454893708229065,0.23723652958869934,180000.0,0,127.37179565429688,1000,-0.5233676433563232,0.29902949929237366,0.285169392824173,0.999865710735321,1,1.2930434942245483,7.528854846954346,0.29902949929237366,1746557063.5234172,0.0030006980523467064,0.0076240417547523975,0,0.019913064315915108,0.06593582779169083,0.999865710735321,-2.7222695350646973,157.0206298828125,1343.793559622,23.1239070892334,-0.0834661927074194,52.70000076293945,0.011961987242102623,0.29902949929237366,0.11036820709705353,0,104.24786376953125,-2.2888182460434336e-09,1.1406803131103516,0.285169392824173,1215.3411865234375,9.494280675426126e-05,9,0.0003254548355471343,8,30.559999465942383,2.8150839805603027,0.285169392824173,10
0.3185241222381592,0.999579131603241,1.023594617843628,-0.0045129950158298016,1.4420337677001953,0.24941004812717438,200000.0,0,127.00916290283203,1000,-0.2866929769515991,0.33366554975509644,0.31944072246551514,0.999579131603241,1,1.27711021900177,5.328329086303711,0.33366554975509644,1746557190.6287944,0.00022314349189400673,0.007847185246646404,0,0.1359529048204422,0.08481916785240173,0.999579131603241,-2.2005257606506348,157.4689483642578,1481.708766547,23.920591354370117,0.11603984050452709,86.0999984741211,0.01226232573390007,0.33366554975509644,0.09273521602153778,0,103.08854675292969,-7.629394338515283e-10,1.1939914226531982,0.31944072246551514,1342.4500732421875,0.0002976410323753953,10,0.0002841343521140516,9,34.77000045776367,3.13114070892334,0.31944072246551514,10
