Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Std,Metrics/EpLen,Train/Epoch,Safety/ShieldLagrangeMultiplier/Max,_step,Loss/Loss_pi,Train/PolicyStd,Safety/EpCostShield,Time/Epoch,Metrics/LagrangeMultiplier,Value/cost,Train/LR,Time/Total,Metrics/LagrangeMultiplier/Std,Time/Rollout,Loss/Loss_reward_critic/Delta,_runtime,Train/PolicyRatio/Min,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,Train/KL,Misc/Alpha,Safety/shield_adv_c,Value/Adv,Time/FPS,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Train/Entropy,Safety/shield_violation,Misc/AcceptanceStep,Misc/H_inv_g,Time/Update,Loss/Loss_cost_critic,_timestamp,Metrics/EpRet,Metrics/EpCost,Misc/xHx,Value/reward,Misc/FinalStepNorm,Loss/Loss_pi/Delta,Misc/gradient_norm,TotalEnvSteps,Train/PolicyRatio,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min
0.044999994337558746,0.0010611452162265778,1000,0,0.044999994337558746,1,-0.09307023137807846,1.0051641464233398,127.0,189.2743377685547,0.035999998450279236,-0.07397957891225815,0,189.27566528320312,0,165.4108123779297,0.008345507085323334,330.345091229,1.0015008449554443,10,0.044999994337558746,0.00039390043821185827,2.3018012046813965,1.8210439682006836,3.738403364650367e-08,105.66673278808594,0,25.33441162109375,1.4240795373916626,-0.005636010318994522,1,0.10137680917978287,23.863508224487305,25.33441162109375,1746568775.0766785,-1.60076904296875,72.44999694824219,0.003774793352931738,0.21185244619846344,0.2333492785692215,-0.09307023137807846,0.07848365604877472,20000.0,1.0015007257461548,1.0015008449554443,0.008345507085323334,0.035999998450279236,0.035999998450279236
0.0798628032207489,0.0006275384803302586,1000,1,0.0798628032207489,2,-0.23503446578979492,1.0188578367233276,114.75,139.70733642578125,0.07077625393867493,1.1484572887420654,0,329.0694885253906,0,117.7082748413086,0.001970467157661915,461.738381311,1.0008876323699951,10,0.0798628032207489,0.00036510254722088575,2.0762879848480225,0.345742791891098,2.9754637864698452e-08,143.1564178466797,0,-0.3256492614746094,1.4375863075256348,1.4607023000717163,1,0.1264403909444809,21.9990291595459,25.00876235961914,1746568914.892722,-0.9107495546340942,62.650001525878906,0.004639315418899059,0.1619691252708435,0.26252666115760803,-0.14196423441171646,0.06926576793193817,40000.0,1.0008875131607056,1.0008876323699951,0.010315974242985249,0.07077625393867493,0.07077625393867493
0.11084843426942825,0.0003416423569433391,1000,2,0.11084843426942825,3,-0.2613793909549713,1.0282260179519653,36.099998474121094,131.281494140625,0.10482031106948853,1.0553709268569946,0,460.4582214355469,0,106.5367660522461,-0.0063883461989462376,594.809748517,0.9995168447494507,10,0.11084843426942825,0.00037499930476769805,2.165332078933716,0.345547616481781,-8.392333938900265e-09,152.34439086914062,0,-17.112246990203857,1.4467655420303345,2.3872292041778564,1,0.1358512043952942,24.74468231201172,7.896515369415283,1746569046.2855337,-0.6353010535240173,47.86666488647461,0.0042655980214476585,0.14485158026218414,0.29416295886039734,-0.02634492516517639,0.07265187799930573,60000.0,0.9995167851448059,0.9995168447494507,0.003927628044039011,0.10482031106948853,0.10482031106948853
0.14222422242164612,0.0005302916397340596,1000,3,0.14222422242164612,4,-0.20918411016464233,1.0411747694015503,75.69999694824219,132.98228454589844,0.13817618787288666,1.4566617012023926,0,593.5615234375,0,110.63502502441406,-0.0010369503870606422,736.903853696,0.9992501139640808,10,0.14222422242164612,0.0003634650493040681,2.4351141452789307,-0.28804945945739746,7.629394338515283e-10,150.39598083496094,0,-1.9043264389038086,1.4592251777648926,2.7941994667053223,1,0.12875869870185852,22.34724235534668,5.992188930511475,1746569179.357797,-0.34284907579421997,41.5,0.003372795879840851,0.12886525690555573,0.31354209780693054,0.05219528079032898,0.05630721524357796,80000.0,0.9992501139640808,0.9992501139640808,0.0028906776569783688,0.13817618787288666,0.13817618787288666
0.17392581701278687,0.00026271535898558795,1000,4,0.17392581701278687,5,-0.0001359878369839862,1.054996132850647,225.10000610351562,142.00619506835938,0.17212072014808655,1.9865527153015137,0,735.6390380859375,0,118.55364227294922,0.0060773384757339954,882.985447606,1.0003716945648193,10,0.17392581701278687,0.0002943185972981155,2.2165162563323975,2.483347177505493,-9.155272984173735e-09,140.83892822265625,0,19.53889513015747,1.4720501899719238,3.748051166534424,1,0.1460706740617752,23.4525089263916,25.531084060668945,1746569321.4508624,-0.0787482038140297,65.1500015258789,0.0040708682499825954,0.11650864034891129,0.3237680196762085,0.20904812232765835,0.04259286820888519,100000.0,1.0003715753555298,1.0003716945648193,0.008968016132712364,0.17212072014808655,0.17212072014808655
0.20610682666301727,0.0011638711439445615,1000,5,0.20610682666301727,6,-0.21296291053295135,1.0644500255584717,119.1500015258789,145.9976348876953,0.20635643601417542,4.116188049316406,0,881.7379150390625,0,121.95484924316406,0.005937196314334869,1023.531666457,1.0016460418701172,10,0.20610682666301727,0.0002850955061148852,2.0935821533203125,1.3377432823181152,4.577636492086867e-09,136.98851013183594,0,-1.2058849334716797,1.4804474115371704,6.671207904815674,1,0.1608465313911438,24.042766571044922,24.325199127197266,1746569467.5335133,0.5665457844734192,61.38999938964844,0.004562985152006149,0.11778702586889267,0.3367454409599304,-0.21282692269596737,0.0406305193901062,120000.0,1.0016460418701172,1.0016460418701172,0.014905212447047234,0.20635643601417542,0.20635643601417542
0.2383655607700348,0.00036375538911670446,1000,6,0.2383655607700348,7,-0.16552406549453735,1.0786871910095215,105.55000305175781,140.47354125976562,0.24090102314949036,2.8870761394500732,0,1022.2815551757812,0,118.20158386230469,0.000321410596370697,1165.874544259,1.0005143880844116,10,0.2383655607700348,0.0002659510646481067,1.8224916458129883,0.08673983812332153,5.340575981449547e-09,142.3755645751953,0,-9.042940139770508,1.4933385848999023,5.428923606872559,1,0.18747718632221222,22.271930694580078,15.282258987426758,1746569608.07931,0.8367770314216614,65.70999908447266,0.006021409761160612,0.11469276249408722,0.3416755795478821,0.047438845038414,0.04669705405831337,140000.0,1.0005143880844116,1.0005143880844116,0.01522662304341793,0.24090102314949036,0.24090102314949036
0.27067577838897705,0.0008732827263884246,1000,7,0.27067577838897705,8,-0.2106897085905075,1.0990639925003052,104.1500015258789,142.26231384277344,0.2757900059223175,4.276217937469482,0,1164.619140625,0,120.2034912109375,0.008723985403776169,1307.714098818,1.001235008239746,10,0.27067577838897705,0.00023561573470942676,2.302593469619751,1.1366420984268188,0.0,140.5853729248047,0,-0.36595630645751953,1.5123472213745117,7.085437297821045,1,0.14701947569847107,22.058801651000977,14.916302680969238,1746569750.4226248,1.242425560951233,71.61000061035156,0.0037721965927630663,0.15687021613121033,0.3385260999202728,-0.045165643095970154,0.04997705668210983,160000.0,1.001235008239746,1.001235008239746,0.0239506084471941,0.2757900059223175,0.2757900059223175
0.30242693424224854,0.0010659218532964587,1000,8,0.30242693424224854,9,-0.28033438324928284,1.0990391969680786,79.25,141.7620849609375,0.31095772981643677,4.467419624328613,0,1306.466796875,0,118.37483215332031,-0.0038669705390930176,1444.108115705,1.0015075206756592,10,0.30242693424224854,0.0002958910772576928,1.7700942754745483,0.36600422859191895,3.051757735406113e-09,141.08145141601562,0,-1.8536148071289062,1.5124260187149048,8.1155366897583,1,0.1820143312215805,23.387229919433594,13.062687873840332,1746569892.262085,1.5935298204421997,72.70999908447266,0.006383171305060387,0.17408005893230438,0.3221825361251831,-0.06964467465877533,0.07298360019922256,180000.0,1.0015074014663696,1.0015075206756592,0.020083637908101082,0.31095772981643677,0.31095772981643677
0.33337733149528503,0.0016935727326199412,1000,9,0.33337733149528503,10,-0.325740247964859,1.1103492975234985,66.44999694824219,136.2901611328125,0.3454398810863495,3.8649344444274902,0,1442.8292236328125,0,113.48545837402344,-0.0017967838793992996,1587.599887484,1.0023950338363647,10,0.33337733149528503,0.0002876828657463193,1.8936256170272827,-0.5073791742324829,1.907348501362094e-09,146.7457275390625,0,-2.7220115661621094,1.5216856002807617,8.252880096435547,1,0.17111647129058838,22.80467414855957,10.340676307678223,1746570028.6552792,1.935113549232483,45.5099983215332,0.00557751813903451,0.19527192413806915,0.3240305483341217,-0.04540586471557617,0.06616949290037155,200000.0,1.0023950338363647,1.0023950338363647,0.018286854028701782,0.3454398810863495,0.3454398810863495
