Misc/H_inv_g,Train/PolicyRatio/Min,Time/Total,_runtime,Train/PolicyRatio/Max,Train/KL,Train/PolicyRatio/Std,_timestamp,Safety/shield_adv_c,Metrics/EpLen,Train/Entropy,Metrics/LagrangeMultiplier/Max,Misc/Alpha,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Misc/xHx,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Metrics/EpRet,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Max,Misc/FinalStepNorm,TotalEnvSteps,Value/cost,Train/LR,Safety/EpCostShield,Train/Epoch,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Min,Value/Adv,Misc/gradient_norm,Time/Update,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Value/reward,Safety/shield_violation,Time/Rollout,Train/PolicyStd,Train/StopIter,_step,Time/FPS
0.10024114698171616,0.9979488253593445,177.1757049560547,325.4669769,0.9979488253593445,0.00025782702141441405,0.0014504416612908244,1746561638.1674304,-0.061447419226169586,1000,1.4057377576828003,0.03599999472498894,3.328214168548584,-0.027056008577346802,0.03599999472498894,0.0018055313266813755,0.044999994337558746,0.007963702082633972,5.199999809265137,3.7988088130950928,0.044999994337558746,-0.027056008577346802,-0.6580424308776855,1,0.044999994337558746,0.333624005317688,20000.0,0.09558604657649994,0,23.200000762939453,0,0,3.7988088130950928,0.03599999472498894,1.2969969986897922e-08,0.031097179278731346,25.684850692749023,0.9979488253593445,0.007963702082633972,0,177.17434692382812,0.22909052670001984,-0.010935344733297825,151.48947143554688,0.9869815707206726,10,1,112.8831558227539
0.16531866788864136,0.9997190237045288,324.24029541015625,458.083846144,0.9997190237045288,0.00023170473286882043,0.00019870833784807473,1746561785.2324622,0.659626305103302,1000,1.3976014852523804,0.06630140542984009,2.074805974960327,0.06817719340324402,0.06630140542984009,0.00464594503864646,0.07574882358312607,0.006501129362732172,24.799999237060547,16.21571183204651,0.07574882358312607,0.04112118482589722,-0.5801230072975159,1,0.07574882358312607,0.34300416707992554,40000.0,0.26605913043022156,0,97.9000015258789,1,0,20.0145206451416,0.06630140542984009,-3.814697002724188e-09,0.04595470055937767,27.92731475830078,0.999718964099884,-0.0014625727199018002,0,146.97921752929688,0.18883022665977478,0.7902122139930725,119.05186462402344,0.9789397120475769,10,2,136.07366943359375
0.17082376778125763,0.9983879923820496,456.8466491699219,598.981299495,0.9983879923820496,0.0003662214439827949,0.0011398474453017116,1746561917.8486617,0.23647475242614746,1000,1.4001388549804688,0.09863100945949554,1.7240495681762695,-0.04777679964900017,0.09863100945949554,0.006728679873049259,0.10700523853302002,0.005613268818706274,27.066667556762695,-7.099902153015137,0.10700523853302002,-0.006655614823102951,-0.28188371658325195,1,0.10700523853302002,0.2945086658000946,60000.0,0.8846926689147949,0,50.25,2,0,12.914618492126465,0.09863100945949554,6.103515470812226e-09,0.07635346800088882,26.560579299926758,0.9983879923820496,-0.000887860544025898,0,132.5233917236328,0.1458863765001297,1.7036476135253906,105.96277618408203,0.9814040660858154,10,3,150.91676330566406
0.18170981109142303,0.9992486834526062,597.744384765625,743.802626564,0.9992486834526062,0.00027264736127108335,0.0005312750581651926,1746562058.7463171,0.752545952796936,1000,1.3968771696090698,0.13192859292030334,1.8769022226333618,0.029756303876638412,0.13192859292030334,0.005677353590726852,0.13969597220420837,0.0027523436583578587,33.162498474121094,5.505801200866699,0.13969597220420837,0.02310068905353546,-0.174221009016037,1,0.13969597220420837,0.34105154871940613,80000.0,2.1064698696136475,0,85.19999694824219,3,0,18.420419692993164,0.13192859292030334,1.1444091230217168e-09,0.050018034875392914,28.438182830810547,0.9992486834526062,-0.0028609251603484154,0,140.7936553955078,0.12508206069469452,3.9429097175598145,112.35542297363281,0.9781939387321472,10,4,142.05186462402344
0.2037915140390396,0.9991955757141113,742.5481567382812,885.376791935,0.9991955757141113,0.0003073714906349778,0.0005687857628799975,1746562203.5672784,-1.0340540409088135,1000,1.3863091468811035,0.16540151834487915,1.5530266761779785,0.19095298647880554,0.16540151834487915,0.008292234502732754,0.17158553004264832,0.007248920388519764,48.560001373291016,16.297529220581055,0.17158553004264832,0.214053675532341,0.007258491590619087,1,0.17158553004264832,0.3164936602115631,100000.0,2.7685556411743164,0,186.5500030517578,4,0,34.71794891357422,0.16540151834487915,-7.629394005448376e-09,0.06321658939123154,25.753358840942383,0.9991955757141113,0.004496576730161905,0,144.69937133789062,0.11006110906600952,5.405266761779785,118.94598388671875,0.9680204391479492,10,5,138.2176055908203
0.22010235488414764,0.9999305009841919,884.1142578125,1034.333482673,0.9999305009841919,0.00030946501647122204,4.9171329010277987e-05,1746562345.141442,-0.3795086741447449,1000,1.3982445001602173,0.1990424394607544,1.4049986600875854,-0.10622964799404144,0.1990424394607544,0.010131592862308025,0.20450851321220398,0.00855315662920475,63.099998474121094,-5.45256233215332,0.20450851321220398,0.10782402753829956,0.38598594069480896,1,0.20450851321220398,0.3092435300350189,120000.0,3.353400707244873,0,132.60000610351562,5,0,29.2653865814209,0.1990424394607544,-1.5258788677030566e-09,0.07534792274236679,26.71877670288086,0.9999304413795471,0.0013042362406849861,0,141.44334411621094,0.1045498326420784,5.888726711273193,114.72451782226562,0.9799038767814636,10,6,141.39938354492188
0.21746572852134705,0.9996444582939148,1033.08984375,1174.677467744,0.9996444582939148,0.00027964182663708925,0.00025144810206256807,1746562494.0983975,-0.5400455594062805,1000,1.4095412492752075,0.2333141714334488,1.541526436805725,-0.15961110591888428,0.2333141714334488,0.008416421711444855,0.23763541877269745,0.011485074646770954,62.86000061035156,-5.151575088500977,0.23763541877269745,-0.05178707838058472,0.8519966006278992,1,0.23763541877269745,0.33522915840148926,140000.0,5.144289016723633,0,99.9000015258789,6,0,24.113811492919922,0.2333141714334488,4.577636492086867e-09,0.06136379390954971,27.55436897277832,0.9996444582939148,0.002931918017566204,0,148.83934020996094,0.10854894667863846,9.031803131103516,121.28492736816406,0.9911420941352844,10,7,134.3730926513672
0.21225309371948242,1.0012201070785522,1173.44091796875,1315.793527023,1.0012201070785522,0.0003313039487693459,0.0008627178613096476,1746562634.4421945,-1.4864155054092407,1000,1.4121004343032837,0.2681517004966736,1.486358404159546,0.006918355822563171,0.2681517004966736,0.009052788838744164,0.2705860137939453,0.010478056967258453,66.83999633789062,-8.984198570251465,0.2705860137939453,-0.044868722558021545,1.1150604486465454,1,0.2705860137939453,0.3154841661453247,160000.0,4.4475483894348145,0,85.6500015258789,7,0,15.129612922668457,0.2681517004966736,-6.103515470812226e-09,0.0685059204697609,28.3300838470459,1.0012201070785522,-0.0010070176795125008,0,140.2426300048828,0.12959104776382446,7.586258411407471,111.91246795654297,0.9940140843391418,10,8,142.61000061035156
0.21549387276172638,1.0000585317611694,1314.5455322265625,1457.929632376,1.0000585317611694,0.0003130255499854684,4.136012648814358e-05,1746562775.5583265,-0.8514475226402283,1000,1.4059289693832397,0.3034622073173523,1.4833550453186035,0.008588027209043503,0.3034622073173523,0.009089484810829163,0.3033583164215088,0.01700751669704914,65.41000366210938,0.6602354049682617,0.3033583164215088,-0.03628069534897804,1.6676136255264282,1,0.3033583164215088,0.3196539282798767,180000.0,4.099388122558594,0,83.3499984741211,8,0,15.789848327636719,0.3034622073173523,0.0,0.07616155594587326,26.850982666015625,1.0000585317611694,0.0065294597297906876,0,141.00103759765625,0.14043278992176056,7.1110405921936035,114.15000915527344,0.9878416061401367,10,9,141.8429412841797
0.27838486433029175,1.0000083446502686,1456.6236572265625,1599.42293759,1.0000083446502686,0.0003170297422911972,5.78830349695636e-06,1746562917.6942945,0.7674278020858765,1000,1.4012178182601929,0.3388645350933075,1.1450968980789185,-0.045630861073732376,0.3388645350933075,0.015252646990120411,0.33601507544517517,0.0229022316634655,52.97999954223633,2.3824100494384766,0.33601507544517517,-0.08191155642271042,2.2862977981567383,1,0.33601507544517517,0.3187776505947113,200000.0,4.423003673553467,0,83.69999694824219,9,0,18.172258377075195,0.3388645350933075,1.0681151962899094e-08,0.08236619085073471,27.047794342041016,1.000008225440979,0.005894714966416359,0,141.96290588378906,0.17011214792728424,8.284893989562988,114.9150619506836,0.9832682609558105,10,10,140.8818817138672
