Metrics/EpRet,Time/Epoch,TotalEnvSteps,Time/Total,Train/LR,Train/PolicyRatio,Loss/Loss_reward_critic,Time/FPS,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/Epoch,Train/KL,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Train/PolicyStd,Train/PolicyRatio/Max,Safety/shield_adv_c,Value/Adv,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier,Metrics/EpLen,Loss/Loss_pi/Delta,_step,_timestamp,Value/reward,Train/StopIter,_runtime,Metrics/EpCost,Safety/shield_violation,Loss/Loss_cost_critic,Safety/EpCostShield,Time/Rollout,Time/Update,Value/cost,Loss/Loss_pi
-1.7952640056610107,270.66864013671875,20000.0,270.6700439453125,0.0002969999914057553,1.0034376382827759,0.008275572210550308,73.89108276367188,0,0.010902181267738342,6.699509620666504,0,0.011868919245898724,0.03599999472498894,0.03599999472498894,0.008275572210550308,1.3835315704345703,0,1.0034376382827759,0.9653016924858093,1.0034376382827759,NaN,0.1066519021987915,0.044999994337558746,0.044999994337558746,0.044999994337558746,0.03599999472498894,1000,-0.4622719883918762,1,1746496676.6828098,0.06069435924291611,40,434.620376804,17.200000762939453,-0.11512468010187149,6.699509620666504,38.70000076293945,128.6891632080078,141.97940063476562,-0.15132421255111694,-0.4622719883918762
-1.5246706008911133,162.7276153564453,40000.0,433.50665283203125,0.00029399999766610563,1.0041792392730713,0.006504678633064032,122.9047622680664,0,0.013658043928444386,1.6298465728759766,1,0.02115669660270214,0.07067221403121948,0.07067221403121948,-0.0017708935774862766,1.3433104753494263,0,1.0041792392730713,0.9274594783782959,1.0041792392730713,NaN,0.18422779440879822,0.07967562973499298,0.07967562973499298,0.07967562973499298,0.07067221403121948,1000,0.06319496035575867,2,1746496839.5111957,0.03512543812394142,21,667.677718796,14.225000381469727,1.0278855562210083,8.32935619354248,32.04999923706055,88.6739501953125,74.0536117553711,0.62166827917099,-0.39907702803611755
-0.9829105138778687,232.98480224609375,60000.0,666.5848388671875,0.000291000003926456,1.0009721517562866,0.008253026753664017,85.8425064086914,0,0.010112580843269825,5.129828453063965,2,0.00976752582937479,0.10557527095079422,0.10557527095079422,0.0017483481205999851,1.321565866470337,0,1.0009722709655762,0.907525897026062,1.0009722709655762,NaN,0.0261995866894722,0.11410654336214066,0.11410654336214066,0.11410654336214066,0.10557527095079422,1000,-0.007424801588058472,3,1746497072.5683568,0.0532609261572361,40,904.628873487,18.71666717529297,2.1122031211853027,13.459184646606445,58.349998474121094,90.57691192626953,142.4078369140625,1.2344725131988525,-0.406501829624176
-0.3782293200492859,236.87274169921875,80000.0,903.5305786132812,0.0002880000101868063,1.0009167194366455,0.008277750574052334,84.43352508544922,0,0.01004317868500948,9.581886291503906,3,0.007533269934356213,0.13987594842910767,0.13987594842910767,2.4723820388317108e-05,1.298867106437683,0,1.000916838645935,0.8872044682502747,1.000916838645935,NaN,-0.029005490243434906,0.1465195119380951,0.1465195119380951,0.1465195119380951,0.13987594842910767,1000,0.057552337646484375,4,1746497309.5192666,0.03704174980521202,40,1139.054613381,31.850000381469727,2.2525975704193115,23.04107093811035,118.5999984741211,90.64014434814453,146.23252868652344,1.483385682106018,-0.34894949197769165
0.2570275366306305,234.33990478515625,100000.0,1137.9541015625,0.0002849999873433262,1.0020596981048584,0.011254696175456047,85.34611511230469,0,0.008699293248355389,-5.821985244750977,4,0.005386272445321083,0.17443779110908508,0.17443779110908508,0.0029769456014037132,1.2901878356933594,0,1.0020596981048584,0.8796364068984985,1.0020596981048584,NaN,0.19981589913368225,0.17982371151447296,0.17982371151447296,0.17982371151447296,0.17443779110908508,1000,0.0073080360889434814,5,1746497543.9452279,0.07543403655290604,40,1370.105230653,34.58000183105469,4.486095905303955,17.219085693359375,83.9000015258789,91.22068786621094,143.11917114257812,2.8015553951263428,-0.34164145588874817
1.1399422883987427,230.9612579345703,120000.0,1368.99853515625,0.00028199999360367656,1.001091480255127,0.009516970254480839,86.5946044921875,0,0.010582483373582363,-3.3048763275146484,5,0.009513446129858494,0.2093144953250885,0.2093144953250885,-0.0017377259209752083,1.2664867639541626,0,1.001091480255127,0.8589761853218079,1.001091480255127,NaN,-0.037632621824741364,0.21377664804458618,0.21377664804458618,0.21377664804458618,0.2093144953250885,1000,-0.00030618906021118164,6,1746497774.9952424,0.12456955760717392,40,1604.358120589,38.900001525878906,5.215453624725342,13.914209365844727,89.9000015258789,91.89276885986328,139.0684051513672,3.333184003829956,-0.34194764494895935
2.247657060623169,234.15298461914062,140000.0,1603.24755859375,0.0002789999998640269,1.0020824670791626,0.014574682340025902,85.41424560546875,0,0.009943393059074879,-2.6555986404418945,6,0.006284600589424372,0.24449336528778076,0.24449336528778076,0.005057712085545063,1.2540277242660522,0,1.0020824670791626,0.8485637903213501,1.0020824670791626,NaN,0.18298248946666718,0.24791380763053894,0.24791380763053894,0.24791380763053894,0.24449336528778076,1000,-0.02713039517402649,7,1746498009.2485611,0.2037990838289261,40,1840.895453284,44.779998779296875,5.980060577392578,11.258610725402832,75.8499984741211,96.33383178710938,137.81907653808594,3.22415828704834,-0.36907804012298584
3.0370028018951416,236.442626953125,160000.0,1839.7877197265625,0.00027600000612437725,1.0036678314208984,0.013075030408799648,84.58712005615234,0,0.0091940239071846,-1.3990840911865234,7,0.00600855378434062,0.28002965450286865,0.28002965450286865,-0.0014996519312262535,1.242030382156372,0,1.0036678314208984,0.8384085893630981,1.0036678314208984,NaN,-0.1251574456691742,0.28207576274871826,0.28207576274871826,0.28207576274871826,0.28002965450286865,1000,0.02402469515800476,8,1746498245.7855403,0.20945468544960022,40,2074.729118379,45.119998931884766,5.39415168762207,9.859526634216309,71.55000305175781,94.06729125976562,142.37527465820312,3.3841187953948975,-0.3450533449649811
4.129566192626953,233.75672912597656,180000.0,2073.6396484375,0.0002730000123847276,1.0040943622589111,0.014096854254603386,85.55903625488281,0,0.010306588374078274,0.6570596694946289,8,0.00821556244045496,0.3157098591327667,0.3157098591327667,0.0010218238458037376,1.2185730934143066,0,1.0040943622589111,0.8193045258522034,1.0040943622589111,NaN,-0.12595076858997345,0.31617510318756104,0.31617510318756104,0.31617510318756104,0.3157098591327667,1000,-0.04988163709640503,9,1746498479.6197755,0.3441435694694519,40,2317.838924388,38.04999923706055,7.094460964202881,10.516586303710938,68.55000305175781,92.15716552734375,141.59951782226562,3.6014671325683594,-0.3949349820613861
5.01959228515625,242.88275146484375,200000.0,2316.592529296875,0.0002699999895412475,1.003820538520813,0.015750767663121223,82.3442611694336,0,0.010030901990830898,2.941422462463379,9,0.00787059310823679,0.35146287083625793,0.35146287083625793,0.0016539134085178375,1.1962549686431885,0,1.003820538520813,0.8014682531356812,1.003820538520813,NaN,0.3172665238380432,0.35062283277511597,0.35062283277511597,0.35062283277511597,0.35146287083625793,1000,0.05694282054901123,10,1746498722.7295399,0.3723176121711731,40,2549.849922303,37.150001525878906,6.58859395980835,13.458008766174316,84.19999694824219,99.67647552490234,143.2061767578125,3.9439504146575928,-0.3379921615123749
