Misc/FinalStepNorm,Metrics/EpCost,Misc/xHx,Time/Epoch,_step,Train/PolicyStd,Train/PolicyRatio/Std,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Train/PolicyRatio,Time/Update,Misc/H_inv_g,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Max,Misc/Alpha,Time/Total,Loss/Loss_pi,Misc/gradient_norm,Metrics/EpRet,Safety/shield_violation,Train/Epoch,Train/Entropy,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Value/cost,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Max,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Value/reward,Time/Rollout,_timestamp,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpLen,Train/LR,Train/KL,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Train/StopIter,Safety/shield_adv_c,_runtime,Time/FPS
0.31235265731811523,121.3499984741211,0.0045311544090509415,135.90464782714844,1,0.985722541809082,8.131533104460686e-05,1,0.044999994337558746,-3.433227480087453e-09,1.0001150369644165,16.037031173706055,0.14867402613162994,67.00324249267578,0.035999998450279236,2.1009228229522705,135.90548706054688,0.08946197479963303,0.05394802242517471,-0.8597114682197571,0.06354907155036926,0,1.404492735862732,1.000115156173706,0.016454048454761505,0.044999994337558746,0.057568103075027466,0.016454048454761505,67.00324249267578,1.000115156173706,155.5749969482422,0.044999994337558746,-0.05086970701813698,119.86759948730469,1746571026.6765163,0.035999998450279236,20000.0,0.08946197479963303,0,500,0,0.0003027773927897215,0,0.035999998450279236,10,2.5504419803619385,262.875556149,147.16200256347656
0.3150305151939392,137.28750610351562,0.006962545681744814,126.06885528564453,2,0.9794899821281433,0.00019418458396103233,1,0.08004158735275269,6.103515470812226e-09,0.999725341796875,15.987140655517578,0.18587541580200195,47.207374572753906,0.07104595750570297,1.694847583770752,262.0337219238281,0.1806526631116867,0.06516555696725845,-0.2658805549144745,5.552879810333252,1,1.3982023000717163,0.999725341796875,-0.009312491863965988,0.08004158735275269,4.219255447387695,0.007141556590795517,-19.795867919921875,0.999725341796875,166.4250030517578,0.08004158735275269,-0.06245409697294235,110.08167266845703,1746571152.8033,0.07104595750570297,40000.0,0.09119068831205368,0,500,0,0.0002765293465927243,0,0.07104595750570297,10,6.450281143188477,383.885411051,158.6434783935547
0.29758432507514954,122.16999816894531,0.01125139370560646,120.95333862304688,3,0.9778109192848206,0.0003306279832031578,1,0.11384865641593933,5.817413217812373e-09,0.9995324015617371,16.328481674194336,0.2232021540403366,51.561954498291016,0.10599036514759064,1.3332501649856567,383.0454406738281,0.07500320672988892,0.09613564610481262,0.03266573324799538,7.164315700531006,2,1.3964943885803223,0.9995324015617371,0.0017196666449308395,0.11384865641593933,5.437240123748779,0.008861223235726357,4.354579925537109,0.9995324015617371,100.42500305175781,0.11384865641593933,-0.04020668938755989,104.62483978271484,1746571273.8132262,0.10599036514759064,60000.0,-0.10564945638179779,0,500,0,0.000364636565791443,0,0.10599036514759064,10,0.16535043716430664,507.578596224,165.35302734375
0.2975074350833893,116.81999969482422,0.013835790567100048,123.63314056396484,4,0.9665417671203613,0.00018940794689115137,1,0.14812475442886353,-9.155272984173735e-09,0.9997321963310242,15.989227294921875,0.2474486082792282,77.03636169433594,0.14081041514873505,1.202299952507019,506.73370361328125,0.1886664628982544,0.11066719889640808,0.8070204257965088,13.633177757263184,3,1.3848668336868286,0.9997321963310242,0.0056243762373924255,0.14812475442886353,11.132505416870117,0.014485599473118782,25.474407196044922,0.9997321963310242,157.22500610351562,0.14812475442886353,-0.023569326847791672,107.64387512207031,1746571397.506334,0.14081041514873505,80000.0,0.11366325616836548,0,500,0,0.000372057082131505,0,0.14081041514873505,10,1.8049633502960205,629.737382239,161.76893615722656
0.2995048761367798,99.97000122070312,0.010231835767626762,122.09892272949219,5,0.9589921832084656,0.0003100322210229933,1,0.18170265853405,-9.918212917625624e-09,1.0004383325576782,16.035266876220703,0.21422289311885834,58.55308532714844,0.17523586750030518,1.3980993032455444,628.8939819335938,0.07575728744268417,0.07291055470705032,1.4361660480499268,10.61573314666748,4,1.3770326375961304,1.0004384517669678,0.0030106082558631897,0.18170265853405,7.700512409210205,0.017496207728981972,-18.4832763671875,1.0004384517669678,100.0999984741211,0.18170265853405,0.037993501871824265,106.06363677978516,1746571519.6652484,0.17523586750030518,100000.0,-0.11290917545557022,0,500,0,0.00036908977199345827,0,0.17523586750030518,10,1.4459829330444336,753.681037196,163.80162048339844
0.30099931359291077,106.0999984741211,0.010699078440666199,123.88577270507812,6,0.950421154499054,0.0002230973041150719,1,0.21531854569911957,-1.3732909920349812e-08,0.9996845126152039,16.363428115844727,0.22015264630317688,73.34565734863281,0.20954835414886475,1.3672300577163696,752.83837890625,0.14679282903671265,0.12553374469280243,2.281440258026123,13.03297233581543,5,1.3680416345596313,0.9996845126152039,0.010539349168539047,0.21531854569911957,9.650280952453613,0.02803555689752102,14.792572021484375,0.9996845126152039,121.875,0.21531854569911957,0.16270512342453003,107.52233123779297,1746571643.608853,0.20954835414886475,120000.0,0.07103554159402847,0,500,0,0.0003527869994286448,0,0.20954835414886475,10,-0.8815200328826904,877.469748948,161.4390411376953
0.2977884113788605,87.33000183105469,0.021584071218967438,123.7253646850586,7,0.9540508389472961,0.0003621819196268916,1,0.24888290464878082,2.2888182460434336e-09,1.0005121231079102,16.009475708007812,0.3093567490577698,91.5983657836914,0.24336525797843933,0.9626052379608154,876.6213989257812,0.12252118438482285,0.14462772011756897,3.0552403926849365,13.739632606506348,6,1.3718093633651733,1.0005121231079102,0.010422294959425926,0.24888290464878082,9.887380599975586,0.038457851856946945,18.252708435058594,1.0005121231079102,116.7249984741211,0.24888290464878082,0.21491003036499023,107.71585845947266,1746571767.397234,0.24336525797843933,140000.0,-0.0242716446518898,0,500,0,0.00032115759677253664,0,0.24336525797843933,10,2.9076879024505615,997.735867987,161.64834594726562
0.29380857944488525,82.5999984741211,0.016946114599704742,120.19434356689453,8,0.9508218765258789,0.0008402957464568317,1,0.2812398076057434,1.2588500908350397e-08,1.0011882781982422,16.361845016479492,0.27044856548309326,56.226802825927734,0.27670562267303467,1.086375117301941,996.8841552734375,0.022111469879746437,0.15674233436584473,3.9767351150512695,8.960369110107422,7,1.3684611320495605,1.0011882781982422,0.014846935868263245,0.2812398076057434,5.789024353027344,0.05330478772521019,-35.37156295776367,1.0011882781982422,68.6500015258789,0.2812398076057434,0.3733865022659302,103.83248901367188,1746571887.6634939,0.27670562267303467,160000.0,-0.10040971450507641,0,500,0,0.0003700520028360188,0,0.27670562267303467,10,1.705811858177185,1113.374241419,166.3971710205078
0.29208430647850037,48.56999969482422,0.01140578556805849,115.57315063476562,9,0.9507020115852356,0.00021393739734776318,1,0.3115033209323883,2.403259280470138e-08,0.9996974468231201,16.26721954345703,0.22057487070560455,34.831390380859375,0.3085821270942688,1.3241957426071167,1112.5281982421875,-0.08348595350980759,0.11373644322156906,4.484814643859863,6.340790748596191,8,1.368356704711914,0.9996974468231201,0.01502358540892601,0.3115033209323883,2.8236172199249268,0.0683283731341362,-21.39541244506836,0.9996974468231201,35.42499923706055,0.3115033209323883,0.5062063336372375,99.30590057373047,1746572003.3020732,0.3085821270942688,180000.0,-0.10559742338955402,0,500,0,0.0003509573871269822,0,0.3085821270942688,10,-0.2602308690547943,1227.354562581,173.0505828857422
0.2830836772918701,25.15999984741211,0.017912205308675766,113.90525817871094,10,0.9493663907051086,0.0005512245697900653,1,0.3397592008113861,-4.577636492086867e-09,1.0007795095443726,16.04568862915039,0.26790109276771545,24.212663650512695,0.3382886052131653,1.0566723346710205,1226.49560546875,-0.09344836324453354,0.1573711484670639,5.118048191070557,5.5094122886657715,9,1.366958498954773,1.0007795095443726,-0.00023052841424942017,0.3397592008113861,2.1280930042266846,0.06809784471988678,-10.61872673034668,1.0007795095443726,28.399999618530273,0.3397592008113861,0.5597369074821472,97.85954284667969,1746572117.2821095,0.3382886052131653,200000.0,-0.009962409734725952,0,500,0,0.0003710209275595844,0,0.3382886052131653,10,0.03586471080780029,1340.680789721,175.5845184326172
0.2868167459964752,15.949999809265137,0.009735140949487686,113.23861694335938,11,0.9466807246208191,5.186878115637228e-05,1,0.36619359254837036,0.0,1.0000734329223633,16.2927188873291,0.20010635256767273,15.255874633789062,0.36572688817977905,1.4333215951919556,1339.8123779296875,-0.08510502427816391,0.11710093915462494,4.82990837097168,5.18149471282959,10,1.364140510559082,1.0000734329223633,-0.035783443599939346,0.36619359254837036,1.866760492324829,0.032314401119947433,-8.956789016723633,1.0000734329223633,25.225000381469727,0.36619359254837036,0.4784187376499176,96.94587707519531,1746572230.6080115,0.36572688817977905,220000.0,0.008343338966369629,0,500,0,0.0003420525463297963,0,0.36572688817977905,10,-0.30910390615463257,1452.756312041,176.61819458007812
0.2890932261943817,10.59000015258789,0.007752595469355583,111.9928207397461,12,0.932147204875946,0.0014002867974340916,1,0.3906049132347107,-1.831054596834747e-08,1.0019803047180176,15.996421813964844,0.17998933792114258,7.5508036613464355,0.39094698429107666,1.6061686277389526,1451.901123046875,-0.10945311933755875,0.13172286748886108,4.314574718475342,3.3617820739746094,11,1.3486005067825317,1.0019803047180176,0.005461420863866806,0.3906049132347107,0.9421432614326477,0.03777582198381424,-7.705070972442627,1.0019803047180176,14.25,0.3906049132347107,0.648924708366394,95.99636840820312,1746572342.6838744,0.39094698429107666,240000.0,-0.024348095059394836,0,500,0,0.0003625772369559854,0,0.39094698429107666,10,-0.24474821984767914,1565.139298308,178.5828857421875
0.29376447200775146,8.229999542236328,0.006660954561084509,112.32249450683594,13,0.9157276153564453,0.0012571561383083463,1,0.4131196439266205,1.5258788677030566e-09,1.00177800655365,16.073619842529297,0.16953244805335999,6.363330364227295,0.41411352157592773,1.7327920198440552,1564.29736328125,-0.10655418038368225,0.12211943417787552,5.126914024353027,2.7449328899383545,12,1.3307973146438599,1.00177800655365,0.0020379796624183655,0.4131196439266205,0.9706791043281555,0.039813801646232605,-1.1874732971191406,1.00177800655365,11.149999618530273,0.4131196439266205,0.7383195161819458,96.24885559082031,1746572455.0671585,0.41411352157592773,260000.0,0.0028989389538764954,0,500,0,0.00032075116178020835,0,0.41411352157592773,10,-0.48918578028678894,1680.028693042,178.05873107910156
