Misc/s,Misc/q,Value/reward,Loss/Loss_cost_critic,Time/FPS,Value/cost,Train/KL,Misc/AcceptanceStep,Time/Epoch,_step,Misc/Lambda_star,Train/StopIter,Metrics/EpLen,Metrics/EpCost,Metrics/EpRet,Misc/Nu_star,Train/PolicyRatio,Misc/r,Misc/H_inv_g,Train/LR,_timestamp,Misc/FinalStepNorm,Train/PolicyRatio/Std,Misc/cost_gradient_norm,Value/Adv,Time/Total,Loss/Loss_pi,Misc/OptimCase,Time/Rollout,_runtime,TotalEnvSteps,Misc/xHx,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Misc/B,Time/Update,Misc/gradient_norm,Train/PolicyRatio/Max,Misc/A,Loss/Loss_reward_critic,Train/Epoch,Train/Entropy,Misc/Alpha,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Train/PolicyStd
0.059177711606025696,0.006154094822704792,0.23559902608394623,27.8557071685791,210.87957763671875,0.09070273488759995,0.00018514628754928708,1,94.84085845947266,1,0.0,10,500,205.35000610351562,-1.2779628038406372,0.5813475847244263,0.9992683529853821,-0.001140192965976894,0.15667641162872314,0,1743306019.7726352,0.2734900414943695,0.0005173666286282241,0.24766774475574493,4.0435789827597546e-08,94.84207916259766,-0.009673484601080418,0,85.03446960449219,189.648397462,20000.0,0.006154094822704792,0.9992684125900269,27.8557071685791,-712576.0,9.80636215209961,0.10645023733377457,0.9992684125900269,0.006132126320153475,0.024995917454361916,0,1.4182649850845337,1.802737832069397,-0.009673484601080418,0.024995917454361916,0.9993358254432678
0.0652998834848404,0.010982846841216087,0.1604188084602356,19.058063507080078,216.49356079101562,7.2688188552856445,0.00014134423690848053,1,92.38150024414062,2,0.0,10,500,201.72500610351562,-1.2045074701309204,0.5534249544143677,1.0002392530441284,-0.002095493720844388,0.18208222091197968,0,1743306112.234043,0.29455432295799255,0.00016914935258682817,0.26078861951828003,1.7738342350526182e-08,187.2998046875,-0.00924858171492815,0,84.0348129272461,285.733286461,40000.0,0.010982846841216087,1.0002392530441284,-8.797643661499023,-623170.6875,8.346668243408203,0.17774143815040588,1.0002392530441284,0.010915601626038551,0.01711254008114338,1,1.4402731657028198,1.3494516611099243,0.00042490288615226746,-0.007883377373218536,1.0217535495758057
0.18838980793952942,0.012636694125831127,0.1403161883354187,18.9149112701416,208.28341674804688,9.186461448669434,0.00024370178289245814,1,96.02301025390625,3,0.0,10,500,178.3000030517578,-0.8057439923286438,0.32582640647888184,0.9985246062278748,-0.02800748124718666,0.23182664811611176,0,1743306208.3192677,0.20154410600662231,0.001043274998664856,0.7138566374778748,-2.160072298806881e-08,283.4015808105469,-0.022002561017870903,0,84.56792449951172,379.750704307,60000.0,0.012636694125831127,0.9985246062278748,-0.14315223693847656,-168750.546875,11.455063819885254,0.15470021963119507,0.9985246062278748,0.008472885936498642,0.021667201071977615,2,1.4507869482040405,1.258050560951233,-0.012753979302942753,0.004554660990834236,1.0324188470840454
0.046611424535512924,0.01317885983735323,0.2359120398759842,7.709728240966797,212.88723754882812,3.1368370056152344,0.0002032698248513043,1,93.94644927978516,4,0.0,10,500,114.0999984741211,-0.618827760219574,0.6550413966178894,1.0006424188613892,-0.004816671833395958,0.2650202810764313,0,1743306302.3362572,0.2765422463417053,0.00045428681187331676,0.23166482150554657,4.577636492086867e-09,377.40496826171875,-0.01018790528178215,0,84.89479064941406,473.261677015,80000.0,0.01317885983735323,1.0006425380706787,-11.205183029174805,-279305.03125,9.0516357421875,0.1389334797859192,1.0006425380706787,0.01268112100660801,0.024831822142004967,3,1.4402685165405273,1.2319011688232422,0.011814655736088753,0.0031646210700273514,1.0216513872146606
0.02955476939678192,0.015163647010922432,0.16400215029716492,6.356586933135986,214.01539611816406,2.924321413040161,0.00013735594984609634,1,93.45121765136719,5,0.0,10,500,60.65999984741211,-0.168412983417511,0.8226235508918762,1.0005779266357422,-0.006731313653290272,0.32536962628364563,0,1743306395.8476236,0.34777870774269104,0.0004086558474227786,0.11600310355424881,0.0,470.932373046875,-0.011860422790050507,0,84.96898651123047,566.923816332,100000.0,0.015163647010922432,1.0005779266357422,-1.3531413078308105,-124502.1953125,8.482218742370605,0.08761737495660782,1.0005779266357422,0.01363054197281599,0.022024035453796387,4,1.4512027502059937,1.1484524011611938,-0.0016725175082683563,-0.00280778668820858,1.0328850746154785
0.008428893983364105,0.022909745573997498,0.19554726779460907,1.3507646322250366,213.76417541503906,0.5522177815437317,0.00016867379599716514,1,93.56104278564453,6,0.0,10,500,23.770000457763672,0.5988231897354126,1.5403854846954346,0.999183177947998,-0.0013100742362439632,0.37584617733955383,0,1743306489.5090787,0.3381541967391968,0.0005775804165750742,0.06502237170934677,3.051757735406113e-09,564.5479125976562,-0.005099739879369736,0,85.3018798828125,660.644644522,120000.0,0.022909745573997498,0.999183177947998,-5.00582230091095,-67032.765625,8.259150505065918,0.10342139005661011,0.999183177947998,0.022706124931573868,0.017596034333109856,5,1.4639707803726196,0.9343396425247192,0.006760682910680771,-0.004428001120686531,1.046497106552124
0.0016718331025913358,0.024398794397711754,0.17861364781856537,0.8132269978523254,213.5767822265625,0.10500471293926239,0.00017849211872089654,1,93.64314270019531,7,0.0,10,500,6.28000020980835,0.6005939245223999,3.4587345123291016,1.0010056495666504,0.001975033897906542,0.35111960768699646,0,1743306583.2303724,0.31543976068496704,0.0007111015729606152,0.043494295328855515,6.103515470812226e-09,658.3041381835938,0.004600137006491423,0,85.28351593017578,754.44395281,140000.0,0.024398794397711754,1.0010056495666504,-0.5375376343727112,-23589.7578125,8.359607696533203,0.1481136679649353,1.0010056495666504,0.02206558547914028,0.0194892268627882,6,1.4610395431518555,0.9053796529769897,0.009699876885861158,0.0018931925296783447,1.044240951538086
0.004781125113368034,0.02434246614575386,0.15995872020721436,1.2700386047363281,213.3693084716797,0.019456030800938606,0.00020103274437133223,1,93.73419189453125,8,0.0,10,500,5.900000095367432,0.2417539656162262,2.045264720916748,1.000667929649353,-0.001075822627171874,0.31582996249198914,0,1743306677.0298529,0.27035120129585266,0.00047232568613253534,0.0769505500793457,-5.340575981449547e-09,752.1044311523438,-0.004553899168968201,0,85.22772216796875,848.218174958,160000.0,0.02434246614575386,1.000667929649353,0.4568116068840027,-7280.6787109375,8.506457328796387,0.2203572541475296,1.000667929649353,0.024100391194224358,0.018579697236418724,7,1.4720197916030884,0.9064265489578247,-0.009154036175459623,-0.0009095296263694763,1.0557599067687988
0.0074153016321361065,0.023476043716073036,0.07624176144599915,1.5218693017959595,213.45899963378906,0.49514317512512207,0.00015763378178235143,1,93.69480895996094,9,0.0,10,500,6.050000190734863,-0.6145349740982056,1.6422916650772095,1.0009101629257202,0.003981583286076784,0.292310506105423,0,1743306770.8033974,0.2988574504852295,0.0006435542600229383,0.09274692833423615,9.918212917625624e-09,845.8638305664062,0.0021015540696680546,0,84.99691772460938,941.869232295,180000.0,0.023476043716073036,1.0009101629257202,0.25183069705963135,-4936.05078125,8.697868347167969,0.281206339597702,1.0009101629257202,0.021338168531656265,0.019028548151254654,8,1.4842485189437866,0.9230016469955444,0.006655453238636255,0.00044885091483592987,1.068507194519043
0.010757677257061005,0.019972149282693863,0.06055860593914986,1.5403839349746704,213.70994567871094,0.8978851437568665,0.00018746708519756794,1,93.58478546142578,10,0.0,10,500,12.770000457763672,-1.044142246246338,1.3635011911392212,1.0002079010009766,0.0009380698902532458,0.28573501110076904,0,1743306864.4550946,0.2826448976993561,0.0001470082061132416,0.13047240674495697,-2.4414061883248905e-08,939.538818359375,-0.002628133399412036,0,85.32594299316406,1038.007039674,200000.0,0.019972149282693863,1.0002079010009766,0.018514633178710938,-15158.712890625,8.258825302124023,0.1701773703098297,1.0002079010009766,0.019890349358320236,0.02927131950855255,9,1.4610258340835571,1.0006967782974243,-0.0047296874690800905,0.010242771357297897,1.044808268547058
