Metrics/LagrangeMultiplier/Max,Value/Adv,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Loss/Loss_pi,_timestamp,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Train/Entropy,Time/Total,Train/KL,Misc/Alpha,Time/FPS,Metrics/EpCost,Train/StopIter,Value/cost,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Max,Misc/FinalStepNorm,Misc/gradient_norm,Train/Epoch,Metrics/EpLen,Time/Update,Train/PolicyRatio/Std,Safety/shield_adv_c,Train/PolicyRatio/Min,Time/Rollout,Loss/Loss_pi/Delta,Safety/shield_violation,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,_step,Misc/AcceptanceStep,Misc/xHx,Value/reward,_runtime,Time/Epoch,Safety/EpCostShield,Train/PolicyStd,Metrics/EpRet,TotalEnvSteps
0.03599999472498894,2.0599363992346298e-08,2.5190274715423584,0.03599999472498894,0.044999994337558746,0.03599999472498894,0,0,0,-0.46941080689430237,1746511240.2084439,1.00192391872406,0.005963419564068317,1.4225534200668335,110.26980590820312,0.00034986401442438364,3.241218328475952,181.37535095214844,4.300000190734863,10,-0.00959326233714819,0.08292270451784134,0.044999994337558746,0.26877057552337646,0.04433617368340492,0,1000,14.238569259643555,0.0013604441192001104,-0.04225179925560951,1.00192391872406,96.02997589111328,-0.46941080689430237,-0.030009206384420395,1.00192391872406,2.5190274715423584,0.005963419564068317,0.044999994337558746,1,1,0.0019037553574889898,0.06377438455820084,189.951032736,110.26856994628906,25.399999618530273,1.0037245750427246,-1.0486676692962646,20000.0
0.07097278535366058,5.531310875994677e-08,3.2966158390045166,0.07097278535366058,0.0797118991613388,0.07097278535366058,0,0,0,-0.4490145742893219,1746511319.178938,1.0024669170379639,0.006139704957604408,1.4254121780395508,189.24380493164062,0.0004519537615124136,2.4234557151794434,253.48207092285156,5.449999809265137,10,-0.15785937011241913,0.08284390717744827,0.0797118991613388,0.20076854526996613,0.08335806429386139,1,1000,14.396178245544434,0.001744317589327693,-0.002338569611310959,1.0024669170379639,64.50485229492188,0.02039623260498047,0.33594194054603577,1.0024667978286743,0.7775883674621582,0.00017628539353609085,0.0797118991613388,2,1,0.003405324649065733,0.04178309813141823,270.171026628,78.90104675292969,21.350000381469727,1.0066007375717163,-1.4599562883377075,40000.0
0.10529451072216034,1.0681151962899094e-08,2.58610463142395,0.10529451072216034,0.11422468721866608,0.10529451072216034,0,0,0,-0.4284440577030182,1746511399.398668,1.001683235168457,0.0029883512761443853,1.4292875528335571,269.4497375488281,0.0003638865309767425,2.254112720489502,249.5809783935547,3.633333444595337,10,0.3484930098056793,0.11995021253824234,0.11422468721866608,0.27038130164146423,0.07694762945175171,2,1000,13.855405807495117,0.0011902832193300128,1.1014244556427002,1.001683235168457,66.27888488769531,0.02057051658630371,1.5867323875427246,1.001683235168457,-0.7105112075805664,-0.003151353681460023,0.11422468721866608,3,1,0.003936204593628645,0.009009740315377712,351.901497253,80.13431549072266,19.899999618530273,1.0104397535324097,-1.09194815158844,60000.0
0.13827383518218994,6.103515470812226e-09,5.547402381896973,0.13827383518218994,0.14754410088062286,0.13827383518218994,0,0,0,-0.2483828067779541,1746511481.1293447,1.0012134313583374,0.0036250860430300236,1.4554582834243774,351.193115234375,0.000296468089800328,2.5166337490081787,244.92303466796875,10.774999618530273,10,0.29301899671554565,0.11669453978538513,0.14754410088062286,0.2936773896217346,0.05639277398586273,3,1000,14.34272575378418,0.0008579973946325481,0.5343207120895386,1.0012134313583374,67.31555938720703,0.1800612509250641,1.2884445190429688,1.0012134313583374,2.9612977504730225,0.0006367347668856382,0.14754410088062286,4,1,0.0031578284688293934,0.013120207004249096,432.567157512,81.6583023071289,50.650001525878906,1.0373536348342896,-0.8761366009712219,80000.0
0.17172150313854218,0.0,7.62992000579834,0.17172150313854218,0.18143168091773987,0.17172150313854218,0,0,0,-0.43876227736473083,1746511561.7950773,1.002323865890503,0.0024531951639801264,1.482103705406189,431.85772705078125,0.0002959868870675564,2.8835647106170654,248.1571502685547,12.210000038146973,10,0.5161082744598389,0.11937830597162247,0.18143168091773987,0.3442350924015045,0.029936036095023155,4,1000,14.121882438659668,0.0016431651310995221,0.07999801635742188,1.002323865890503,66.4721908569336,-0.19037947058677673,2.019942283630371,1.0023237466812134,2.082517623901367,-0.0011718908790498972,0.18143168091773987,5,1,0.002405297476798296,0.01013260055333376,513.138731806,80.5940933227539,35.29999923706055,1.0652588605880737,-0.6553363800048828,100000.0
0.20569831132888794,-1.0108947456899386e-08,5.329982280731201,0.20569831132888794,0.21556240320205688,0.20569831132888794,0,0,0,-0.3378852903842926,1746511642.3665102,1.0018610954284668,0.001986713381484151,1.5001949071884155,512.4310913085938,0.0003331122570671141,2.5761656761169434,248.4416046142578,14.020000457763672,10,0.4092175364494324,0.11966551095247269,0.21556240320205688,0.3082782030105591,0.06045148894190788,5,1000,14.089380264282227,0.00131599314045161,0.5164333581924438,1.0018610954284668,66.41241455078125,0.10087698698043823,1.575016975402832,1.0018610954284668,-2.2999377250671387,-0.0004664817824959755,0.21556240320205688,6,1,0.0030135682318359613,0.013521261513233185,594.55103715,80.50181579589844,32.70000076293945,1.0846848487854004,-0.46005943417549133,120000.0
0.24025584757328033,-3.051757735406113e-09,4.793885707855225,0.24025584757328033,0.24894951283931732,0.24025584757328033,0,0,0,-0.4047035276889801,1746511723.7789693,1.0032390356063843,0.0023197303526103497,1.5115318298339844,593.8193359375,0.0003266701241955161,2.8079164028167725,245.95318603515625,14.15999984741211,10,0.9155349731445312,0.11691953241825104,0.24894951283931732,0.32830026745796204,0.03550199046730995,6,1000,14.048775672912598,0.0022903720382601023,0.232681542634964,1.0032390356063843,67.26750183105469,-0.0668182373046875,2.1828277111053467,1.0032390356063843,-0.5360965728759766,0.00033301697112619877,0.24894951283931732,7,1,0.0025366463232785463,0.010218610055744648,675.422910732,81.31629180908203,21.450000762939453,1.0970267057418823,-0.009993419982492924,140000.0
0.2753112316131592,-6.103515470812226e-09,2.9741122722625732,0.2753112316131592,0.2827700972557068,0.2753112316131592,0,0,0,-0.34495893120765686,1746511804.6507578,1.0020378828048706,0.0035344513598829508,1.549971580505371,674.7115478515625,0.0003239842189941555,2.1955299377441406,247.53663635253906,14.770000457763672,10,0.8575494289398193,0.12899775803089142,0.2827700972557068,0.28321847319602966,0.05260150134563446,7,1000,14.190140724182129,0.0014409726718440652,-0.5039270520210266,1.0020378828048706,66.60596466064453,0.05974459648132324,3.430971145629883,1.0020378828048706,-1.8197734355926514,0.0012147210072726011,0.2827700972557068,8,1,0.004149064887315035,0.013766754418611526,757.865996643,80.7961196899414,33.95000076293945,1.1403759717941284,0.08475334197282791,160000.0
0.31056609749794006,7.629394338515283e-10,2.8212709426879883,0.31056609749794006,0.3172570765018463,0.31056609749794006,0,0,0,-0.3141603171825409,1746511887.0935838,1.0028704404830933,0.0037088312674313784,1.563416838645935,757.158935546875,0.00029919101507402956,3.0226151943206787,242.80108642578125,12.319999694824219,10,0.48832255601882935,0.10655132681131363,0.3172570765018463,0.3220636546611786,0.035943564027547836,8,1000,13.66214370727539,0.002029679948464036,0.6741480827331543,1.0028704404830933,68.70978546142578,0.030798614025115967,2.2708022594451904,1.0028704404830933,-0.15284132957458496,0.00017437990754842758,0.3172570765018463,9,1,0.002189083257690072,0.013981672935187817,840.371146739,82.37195587158203,43.650001525878906,1.1554521322250366,0.20113597810268402,180000.0
0.34551113843917847,7.629394005448376e-09,2.7018325328826904,0.34551113843917847,0.35169410705566406,0.34551113843917847,0,0,0,-0.41715487837791443,1746511969.5991,1.003422498703003,0.002076946897432208,1.5680466890335083,839.6259155273438,0.00038962377584539354,2.033475637435913,242.72938537597656,9.59000015258789,10,0.7387981414794922,0.14070047438144684,0.35169410705566406,0.2861109972000122,0.10547500103712082,9,1000,14.279011726379395,0.0024200158659368753,-0.057423047721385956,1.003422498703003,68.11725616455078,-0.10299456119537354,2.618525981903076,1.0034223794937134,-0.11943840980529785,-0.0016318843699991703,0.35169410705566406,10,1,0.004836722277104855,0.017855020239949226,921.247961068,82.39628601074219,31.049999237060547,1.160912275314331,0.20534485578536987,200000.0
0.38000062108039856,-9.155272984173735e-09,3.3284261226654053,0.38000062108039856,0.3843376934528351,0.38000062108039856,0,0,0,-0.3998015820980072,1746512050.4758687,1.0041205883026123,0.01078497152775526,1.5850205421447754,920.5149536132812,0.0002938586112577468,2.702371597290039,247.58181762695312,8.649999618530273,10,0.595967173576355,0.11329112201929092,0.3843376934528351,0.30615469813346863,0.04310676082968712,10,1000,14.312137603759766,0.0029136959929019213,-0.2670806646347046,1.0041205883026123,66.46922302246094,0.017353296279907227,1.708624005317688,1.0041204690933228,0.6265935897827148,0.008708024630323052,0.3843376934528351,11,1,0.0027386608999222517,0.018414778634905815,1007.52847959,80.78137969970703,12.399999618530273,1.1807843446731567,0.18032552301883698,220000.0
0.4147414565086365,1.5258788677030566e-09,6.17221212387085,0.4147414565086365,0.41818130016326904,0.4147414565086365,0,0,0,-0.2607189118862152,1746512136.7561913,1.0018224716186523,0.003525448963046074,1.6149049997329712,1006.8115234375,0.0003177086473442614,2.4657840728759766,232.018798828125,11.760000228881836,10,0.6710420846939087,0.12066253274679184,0.41818130016326904,0.2975277602672577,0.05126843601465225,11,1000,13.911544799804688,0.0012886819895356894,1.4286370277404785,1.0018224716186523,72.28834533691406,0.139082670211792,2.329803705215454,1.0018224716186523,2.8437860012054443,-0.0072595225647091866,0.41818130016326904,12,1,0.003289414569735527,0.009076731279492378,1092.219541674,86.19991302490234,59.54999923706055,1.216684341430664,0.2069200724363327,240000.0
0.4500335156917572,-2.2888182460434336e-09,3.6739768981933594,0.4500335156917572,0.4530189335346222,0.4500335156917572,0,0,0,-0.2921392619609833,1746512221.4474385,1.0018525123596191,0.001578714232891798,1.628464698791504,1091.509521484375,0.000294880592264235,2.387491464614868,236.35411071777344,14.390000343322754,10,0.9771459698677063,0.13610579073429108,0.4530189335346222,0.3249514102935791,0.05325116589665413,12,1000,14.087203025817871,0.0013099240604788065,0.8784691691398621,1.0018525123596191,70.53157806396484,-0.031420350074768066,3.1021463871002197,1.0018525123596191,-2.4982352256774902,-0.001946734730154276,0.4530189335346222,13,1,0.0035086905118077993,0.014729107730090618,1177.688176432,84.6187973022461,72.69999694824219,1.2331124544143677,0.23712772130966187,260000.0
0.4857116639614105,9.155272984173735e-09,5.4942626953125,0.4857116639614105,0.48865166306495667,0.4857116639614105,0,0,0,-0.2955448031425476,1746512306.9161205,1.0030267238616943,0.005181755870580673,1.643222451210022,1176.9881591796875,0.0003379627305548638,1.9675652980804443,234.1786346435547,13.930000305175781,10,1.515633463859558,0.14074647426605225,0.48865166306495667,0.2769278883934021,0.08675606548786163,13,1000,14.061970710754395,0.0021401047706604004,1.2322546243667603,1.0030267238616943,71.3428955078125,-0.003405541181564331,3.3823118209838867,1.0030266046524048,1.8202857971191406,0.003603041637688875,0.48865166306495667,14,1,0.005166195798665285,0.01882913149893284,1257.633029379,85.4048843383789,62.349998474121094,1.2515342235565186,0.2993904948234558,280000.0
