Loss/Loss_reward_critic/Delta,Safety/shield_adv_c,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Time/Update,TotalEnvSteps,Value/reward,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Time/FPS,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Misc/xHx,Loss/Loss_reward_critic,Train/StopIter,Train/PolicyStd,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Train/Entropy,Misc/H_inv_g,Misc/FinalStepNorm,Metrics/LagrangeMultiplier,Time/Rollout,Train/KL,Value/Adv,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Train/LR,_timestamp,Misc/gradient_norm,Safety/shield_violation,Time/Total,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,_step,_runtime,Value/cost,Metrics/EpRet,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Train/Epoch,Misc/Alpha,Time/Epoch,Loss/Loss_cost_critic,Loss/Loss_pi,Train/PolicyRatio/Min
0.03405672311782837,3.8461828231811523,-0.3805432617664337,1.0001033544540405,27.364795684814453,20000.0,0.012976101599633694,0.03599999472498894,0.044999994337558746,106.50264739990234,1,0.044999994337558746,500,0.0020054576452821493,0.03405672311782837,10,1.001834511756897,7.311074296012521e-05,0,1.4207358360290527,0.07214882969856262,0.22784341871738434,0.03599999472498894,160.42393493652344,0.0004169040184933692,3.8146971692576415e-10,162.72500610351562,85.2638168334961,0,1746508439.3379347,0.07472635805606842,-0.2043454498052597,187.79010009765625,126.1500015258789,0.044999994337558746,0,1,319.437260933,-0.12014657258987427,-2.4398252964019775,1.0001033544540405,0.03599999472498894,0,3.157963991165161,187.78875732421875,85.2638168334961,-0.3805432617664337,1.0001033544540405
-0.00866093672811985,-0.003749281167984009,-0.022257447242736816,1.0013079643249512,26.312026977539062,40000.0,0.017443936318159103,0.07029612362384796,0.07765527069568634,153.6008758544922,1,0.07765527069568634,500,0.001461327774450183,0.02539578638970852,10,1.0079903602600098,0.0009248704300262034,0,1.426839828491211,0.09997574239969254,0.36985740065574646,0.07029612362384796,103.89554595947266,0.0001785140484571457,6.866454960174906e-09,81.82499694824219,-49.55678939819336,0,1746508569.6753962,0.023381153121590614,2.3977303504943848,318.1164245605469,91.98750305175781,0.07765527069568634,0,2,446.999261115,1.8580007553100586,-1.3575562238693237,1.0013079643249512,0.07029612362384796,1,3.6994714736938477,130.2075958251953,35.707027435302734,-0.40280070900917053,1.0013079643249512
-0.004522738978266716,-0.24028807878494263,-0.022631019353866577,1.0003355741500854,24.896690368652344,60000.0,0.038303058594465256,0.10283581167459488,0.10700970888137817,156.93235778808594,1,0.10700970888137817,500,0.005207945592701435,0.020873047411441803,10,1.0154856443405151,0.0002372586604906246,0,1.4341853857040405,0.1669403612613678,0.32714682817459106,0.10283581167459488,102.54672241210938,0.00036481593269854784,1.3065338144713223e-08,38.849998474121094,-12.347448348999023,0,1746508697.2374446,0.0813918486237526,2.815258026123047,445.6886291503906,56.4900016784668,0.10700970888137817,0,3,585.670275622,1.2871395349502563,-0.4125606417655945,1.0003355741500854,0.10283581167459488,2,1.959662914276123,127.44344329833984,23.35957908630371,-0.4254317283630371,1.0003355741500854
0.007062915712594986,2.8631672859191895,0.14778956770896912,1.001607894897461,24.49233627319336,80000.0,0.09667882323265076,0.13429486751556396,0.1383315473794937,144.3765106201172,1,0.1383315473794937,500,0.005792004056274891,0.02793596312403679,10,1.0248640775680542,0.0011370095890015364,0,1.4432506561279297,0.16104470193386078,0.29925858974456787,0.13429486751556396,114.0343246459961,0.0004671919159591198,3.356933575560106e-08,126.55000305175781,35.83196830749512,0,1746508835.9084804,0.1020103469491005,8.2695894241333,584.3327026367188,51.04999923706055,0.1383315473794937,0,4,719.789609944,5.442605495452881,1.6868911981582642,1.001607894897461,0.13429486751556396,3,1.858233094215393,138.5266876220703,59.19154739379883,-0.277642160654068,1.001607894897461
0.0028982926160097122,2.376363754272461,-0.050407618284225464,0.9993820190429688,24.600860595703125,100000.0,0.22942179441452026,0.16623446345329285,0.1701875478029251,149.25930786132812,1,0.1701875478029251,500,0.0034359944984316826,0.0308342557400465,10,1.0371710062026978,0.0004369785310700536,0,1.4547662734985352,0.11847831308841705,0.285842627286911,0.16623446345329285,109.39410400390625,0.0004897263715974987,5.302429073594794e-08,96.42500305175781,-16.84100341796875,0,1746508970.027421,0.059635307639837265,7.586601734161377,718.4730834960938,73.70999908447266,0.1701875478029251,0,5,854.626634484,5.2540411949157715,3.646280527114868,0.9993820190429688,0.16623446345329285,4,2.4126155376434326,133.9949951171875,42.35054397583008,-0.32804977893829346,0.9993820190429688
0.021815745159983635,0.4153958857059479,-0.006771445274353027,1.0045890808105469,24.075666427612305,120000.0,0.4372110962867737,0.1988385170698166,0.2025926113128662,148.4256134033203,1,0.2025926113128662,500,0.00484979385510087,0.052650000900030136,10,1.0376673936843872,0.0032450263388454914,0,1.4551128149032593,0.13184675574302673,0.26774561405181885,0.1988385170698166,110.67195129394531,0.0004458237672224641,3.051757735406113e-09,103.4000015258789,28.16617202758789,0,1746509104.8653402,0.08146841078996658,10.750251770019531,853.3440551757812,84.83000183105469,0.2025926113128662,0,6,990.897112105,7.813782215118408,5.910037994384766,1.0045890808105469,0.1988385170698166,5,2.030733346939087,134.7476348876953,70.51671600341797,-0.3348212242126465,1.0045890808105469
0.03424542024731636,0.9720827341079712,0.0019387006759643555,1.0025075674057007,25.976423263549805,140000.0,0.7031568884849548,0.23177167773246765,0.23549652099609375,146.8574981689453,1,0.23549652099609375,500,0.004610543139278889,0.0868954211473465,10,1.0246572494506836,0.0017730336403474212,0,1.4420477151870728,0.12025707215070724,0.2504661977291107,0.23177167773246765,110.2099838256836,0.00042935332749038935,3.33786012163273e-08,108.5999984741211,-1.9899444580078125,0,1746509241.1352782,0.10367287695407867,13.375974655151367,989.609130859375,79.23999786376953,0.23549652099609375,0,7,1127.021798152,10.301098823547363,7.521892070770264,1.0025075674057007,0.23177167773246765,6,2.082756519317627,136.1864471435547,68.52677154541016,-0.33288252353668213,1.0025075674057007
0.02783813327550888,2.2340846061706543,-0.05538773536682129,1.00107741355896,27.220169067382812,160000.0,0.9898355603218079,0.2649618685245514,0.2682679295539856,147.02587890625,1,0.2682679295539856,500,0.005022555589675903,0.11473355442285538,10,1.026274561882019,0.0007617902010679245,0,1.443602442741394,0.1404070109128952,0.28018248081207275,0.2649618685245514,108.81028747558594,0.0003645115648396313,2.1362303925798187e-08,86.05000305175781,-11.857574462890625,0,1746509377.260004,0.11837467551231384,13.104811668395996,1125.7305908203125,79.44000244140625,0.2682679295539856,0,8,1258.371036184,8.857095718383789,9.10798168182373,1.0010772943496704,0.2649618685245514,7,1.9955021142959595,136.03048706054688,56.66919708251953,-0.3882702589035034,1.00107741355896
0.030626989901065826,-2.017883539199829,-0.005492836236953735,1.000483751296997,23.911962509155273,180000.0,1.2494412660598755,0.29801392555236816,0.3007371723651886,152.39144897460938,1,0.3007371723651886,500,0.003555312054231763,0.1453605443239212,10,1.0221643447875977,0.0003420076391194016,0,1.4388164281845093,0.11105908453464508,0.2634084224700928,0.29801392555236816,107.3289566040039,0.0003246637643314898,-1.831054596834747e-08,78.05000305175781,1.6580162048339844,0,1746509508.6091053,0.10413868725299835,13.222087860107422,1257.066162109375,67.75,0.3007371723651886,0,9,1389.343188963,9.029215812683105,10.282611846923828,1.0004836320877075,0.29801392555236816,8,2.371786117553711,131.240966796875,58.327213287353516,-0.39376309514045715,1.000483751296997
0.006828427314758301,-0.9425307512283325,-0.05065417289733887,1.001723051071167,26.570592880249023,200000.0,1.4802204370498657,0.33072903752326965,0.3329763114452362,152.80825805664062,1,0.3329763114452362,500,0.005595329683274031,0.1521889716386795,10,1.0165342092514038,0.0012182686477899551,0,1.4318408966064453,0.14226281642913818,0.26896339654922485,0.33072903752326965,104.31237030029297,0.0003702150424942374,4.806518560940276e-08,77.7249984741211,2.7362632751464844,0,1746509639.581311,0.0953056588768959,16.438701629638672,1388.058837890625,60.650001525878906,0.3329763114452362,0,10,1515.105067449,9.712119102478027,12.06018352508545,1.0017229318618774,0.33072903752326965,9,1.8906092643737793,130.8829803466797,61.0634765625,-0.444417268037796,1.001723051071167
