_step,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Misc/xHx,Train/StopIter,Time/Epoch,Train/PolicyRatio/Std,_timestamp,Time/Update,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Train/PolicyRatio,Train/PolicyStd,_runtime,Misc/H_inv_g,Safety/shield_violation,Loss/Loss_reward_critic/Delta,Misc/AcceptanceStep,Loss/Loss_cost_critic,Value/reward,Misc/Alpha,Safety/EpCostShield,Metrics/EpCost,Loss/Loss_pi/Delta,Safety/shield_adv_c,Train/LR,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,TotalEnvSteps,Misc/FinalStepNorm,Train/Epoch,Time/FPS,Value/Adv,Train/KL,Time/Rollout,Metrics/LagrangeMultiplier,Train/Entropy,Misc/gradient_norm,Metrics/LagrangeMultiplier/Max,Time/Total,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Max,Value/cost
11,0,0.38166484236717224,0.004388086032122374,10,109.65520477294922,0.002586636459454894,1746527876.2918458,17.066246032714844,1.7433325052261353,-8.286123275756836,0.020882977172732353,1.0036580562591553,0.38856086134910583,-0.5218210220336914,1.0036579370498657,1.250995397567749,1369.956504624,0.15191501379013062,8.168357849121094,0.00873339269310236,1,7.110396385192871,0.09843230247497559,2.134896993637085,33.900001525878906,45.72999954223633,-0.19563880562782288,-0.9369919300079346,0,0.38166484236717224,1000,220000.0,0.3243229389190674,10,182.389892578125,-7.629394005448376e-09,0.00028528127586469054,92.58892822265625,0.38856086134910583,1.6428722143173218,0.0651744082570076,0.38856086134910583,1254.1043701171875,0,0.38166484236717224,1.0036580562591553,4.255373477935791
12,0,0.4150078296661377,0.004837254527956247,10,114.79574584960938,0.0020533944480121136,1746527991.2898107,16.924030303955078,2.0030245780944824,5.884879112243652,0.02552635222673416,1.002903938293457,0.4243052303791046,-0.3450552225112915,1.002903938293457,1.2587093114852905,1479.054598893,0.16628792881965637,9.031791687011719,0.004643375054001808,1,12.995275497436523,0.1221056655049324,2.0333638191223145,120.25,47.060001373291016,0.1767657995223999,0.763338029384613,0,0.4150078296661377,1000,240000.0,0.3381238579750061,11,174.2224884033203,1.2207030941624453e-08,0.00026884267572313547,97.87168884277344,0.4243052303791046,1.6490135192871094,0.0503372922539711,0.4243052303791046,1368.962890625,0,0.4150078296661377,1.002903938293457,4.222567558288574
13,0,0.4462865889072418,0.0038744048215448856,10,109.02568817138672,0.0021149287931621075,1746528100.3878958,17.231325149536133,2.2357566356658936,-5.653616905212402,0.022342443466186523,1.0029910802841187,0.4594026505947113,-0.5859238505363464,1.0029910802841187,1.2841081619262695,1589.966354242,0.14580406248569489,9.513976097106934,-0.003183908760547638,1,7.341658592224121,0.16426487267017365,2.2720189094543457,29.049999237060547,35.310001373291016,-0.24086862802505493,-0.3519924283027649,0,0.4462865889072418,1000,260000.0,0.3312695622444153,12,183.44300842285156,-7.629394005448376e-09,0.0002569114731159061,91.79434204101562,0.4594026505947113,1.6689238548278809,0.044406380504369736,0.4594026505947113,1478.1903076171875,0,0.4462865889072418,1.0029910802841187,4.327081680297852
14,0,0.4762273132801056,0.004766493104398251,10,110.83474731445312,0.00268863164819777,1746528211.2997105,16.993209838867188,2.586019277572632,-1.833594799041748,0.027042195200920105,1.0038022994995117,0.4936995208263397,-0.5318798422813416,1.0038022994995117,1.3038724660873413,1701.828650726,0.15788036584854126,8.344401359558105,0.0046997517347335815,1,5.508063793182373,0.15709610283374786,2.048401355743408,41.150001525878906,30.979999542236328,0.05404400825500488,1.421359658241272,0,0.4762273132801056,1000,280000.0,0.3234023451805115,13,180.44882202148438,8.392333938900265e-09,0.00027582101756706834,93.84152221679688,0.4936995208263397,1.6842288970947266,0.06653115153312683,0.4936995208263397,1589.098876953125,0,0.4762273132801056,1.0038022994995117,3.9088804721832275
15,0,0.5060920119285583,0.006966183427721262,10,111.78964233398438,0.0025424102786928415,1746528323.1619534,16.89032745361328,3.0143918991088867,3.552708148956299,0.0365154966711998,1.0035955905914307,0.5268115401268005,-0.3936312198638916,1.0035954713821411,1.3363804817199707,1814.473405126,0.1778644323348999,7.72018575668335,0.009473301470279694,1,9.060771942138672,0.22906142473220825,1.6944050788879395,73.75,23.579999923706055,0.13824862241744995,-0.41997775435447693,0,0.5060920119285583,1000,300000.0,0.3013743758201599,14,178.90745544433594,3.051757735406113e-09,0.00029786035884171724,94.8992919921875,0.5268115401268005,1.7087717056274414,0.07157175242900848,0.5268115401268005,1700.9630126953125,0,0.5060920119285583,1.0035955905914307,3.3496031761169434
16,0,0.5342333316802979,0.006307023111730814,10,112.57994842529297,0.003764668945223093,1746528435.8066792,16.889389038085938,3.099179744720459,-4.3454742431640625,0.021978842094540596,1.005324125289917,0.5589008927345276,-0.598766028881073,1.0053240060806274,1.3561137914657593,1927.491275296,0.18224486708641052,8.425477027893066,-0.014536654576659203,1,4.715297698974609,0.24011220037937164,1.780747890472412,25.450000762939453,23.559999465942383,-0.2051348090171814,-0.20825248956680298,0,0.5342333316802979,1000,320000.0,0.324532151222229,15,177.65151977539062,6.484984993448961e-09,0.0002680458128452301,95.69053649902344,0.5589008927345276,1.7235559225082397,0.06552716344594955,0.5589008927345276,1813.6156005859375,0,0.5342333316802979,1.005324125289917,3.6075196266174316
17,0,0.5622950196266174,0.006530433427542448,10,112.94499969482422,0.001756680547259748,1746528548.824475,17.19333267211914,3.309890031814575,1.2563109397888184,0.036223772913217545,1.0024843215942383,0.5893850922584534,-0.435722678899765,1.0024843215942383,1.3457695245742798,2036.301274144,0.18016037344932556,7.521949768066406,0.014244930818676949,1,5.971608638763428,0.2928002178668976,1.7500226497650146,65.1500015258789,14.609999656677246,0.16304334998130798,-0.5499706864356995,0,0.5622950196266174,1000,340000.0,0.31528475880622864,16,177.0773468017578,7.629394338515283e-10,0.0003063225594814867,95.75163269042969,0.5893850922584534,1.715854525566101,0.07575423270463943,0.5893850922584534,1926.6268310546875,0,0.5622950196266174,1.0024843215942383,3.2552149295806885
18,0,0.5900577306747437,0.006114899646490812,10,108.73833465576172,0.0013390897074714303,1746528657.6345942,16.691261291503906,3.3693687915802,-1.2884793281555176,0.019922742620110512,1.0018937587738037,0.6186950206756592,-0.42447546124458313,1.0018936395645142,1.3457574844360352,2146.795686432,0.18495580554008484,6.5709228515625,-0.016301030293107033,1,4.68312931060791,0.2279159128665924,1.8085061311721802,57.70000076293945,17.440000534057617,0.011247217655181885,-0.5787534713745117,0,0.5900577306747437,1000,360000.0,0.3344937264919281,17,183.9277801513672,1.5258788677030566e-09,0.00026307557709515095,92.04705047607422,0.6186950206756592,1.7158633470535278,0.04827038198709488,0.6186950206756592,2035.43896484375,0,0.5900577306747437,1.0018937587738037,2.7940919399261475
19,0,0.6162772178649902,0.0055834646336734295,10,110.39112091064453,0.003074640640988946,1746528768.1289372,16.970294952392578,3.6231279373168945,-0.9628784656524658,0.03709695488214493,1.0043481588363647,0.6468342542648315,-0.5421283841133118,1.0043481588363647,1.3732070922851562,2260.255936754,0.16598841547966003,6.772468090057373,0.017174212262034416,1,3.7202508449554443,0.3360946774482727,1.892616868019104,23.100000381469727,15.819999694824219,-0.11765292286872864,-1.1550848484039307,0,0.6162772178649902,1000,380000.0,0.31415247917175293,18,181.1739959716797,3.051757735406113e-09,0.0002758307964541018,93.4207992553711,0.6468342542648315,1.7360018491744995,0.05544935166835785,0.6468342542648315,2145.90087890625,0,0.6162772178649902,1.0043481588363647,2.8480727672576904
20,0,0.6438106298446655,0.00750364176928997,10,113.3981704711914,0.0025760154239833355,1746528881.5892215,17.151716232299805,3.763315200805664,2.898103952407837,0.04101874306797981,1.0036430358886719,0.6745136380195618,-0.26769834756851196,1.0036430358886719,1.3985952138900757,2371.092684853,0.17860552668571472,7.024260997772217,0.003921788185834885,1,6.618354797363281,0.35062187910079956,1.6325957775115967,102.0,22.56999969482422,0.2744300365447998,-0.12006326019763947,0,0.6438106298446655,1000,400000.0,0.2915906310081482,19,176.36968994140625,-3.3378599884059668e-09,0.00030289252754300833,96.2464370727539,0.6745136380195618,1.7542524337768555,0.06427029520273209,0.6745136380195618,2259.40283203125,0,0.6438106298446655,1.0036430358886719,3.3063149452209473
21,0,0.6716111302375793,0.008474829606711864,10,110.77841186523438,0.0018068073550239205,1746528992.4258955,16.728248596191406,4.146679401397705,1.6410150527954102,0.03015451692044735,1.002555251121521,0.7022805213928223,-0.3949633538722992,1.002555251121521,1.4040446281433105,2481.408141595,0.2031392902135849,7.143082618713379,-0.010864226147532463,1,8.259369850158691,0.3821355104446411,1.5362051725387573,72.1500015258789,28.6299991607666,-0.12726500630378723,-0.04081633687019348,0,0.6716111302375793,1000,420000.0,0.31206363439559937,20,180.5406036376953,-4.577636492086867e-09,0.0003006033366546035,94.05013275146484,0.7022805213928223,1.7581449747085571,0.07063475996255875,0.7022805213928223,2370.24609375,0,0.6716111302375793,1.002555251121521,3.652750015258789
22,0,0.6996253132820129,0.009175332263112068,10,110.2441635131836,0.0015906220069155097,1746529102.7415054,16.881723403930664,4.339914321899414,1.2062368392944336,0.03875806927680969,1.0022494792938232,0.7304714322090149,-0.3657788932323456,1.0022493600845337,1.408725619316101,2592.410911959,0.20262184739112854,6.534331321716309,0.008603552356362343,1,9.465606689453125,0.47578006982803345,1.476399302482605,71.05000305175781,33.099998474121094,0.029184460639953613,0.5226845741271973,0,0.6996253132820129,1000,440000.0,0.2991507649421692,21,181.41549682617188,0.0,0.0002878553350456059,93.36241912841797,0.7304714322090149,1.7614206075668335,0.12609219551086426,0.7304714322090149,2480.54541015625,0,0.6996253132820129,1.0022494792938232,3.36995005607605
23,0,0.7277911901473999,0.01430598646402359,10,110.94449615478516,0.0018526631174609065,1746529213.7442973,17.064598083496094,4.875711441040039,3.742568016052246,0.04051988571882248,1.0026201009750366,0.7591655254364014,-0.413666695356369,1.0026201009750366,1.423606276512146,2704.015556642,0.26488667726516724,7.621756076812744,0.0017618164420127869,1,13.208174705505371,0.4147309958934784,1.1823768615722656,69.5,34.77000045776367,-0.04788780212402344,-0.3557513952255249,0,0.7277911901473999,1000,460000.0,0.3131958842277527,22,180.2703094482422,9.155272984173735e-09,0.0002972302900161594,93.8798828125,0.7591655254364014,1.7720142602920532,0.10722900927066803,0.7591655254364014,2591.5625,0,0.7277911901473999,1.0026201009750366,4.077498435974121
24,0,0.7554627060890198,0.008451198227703571,10,111.5494155883789,0.0017393723828718066,1746529325.3488204,17.24533462524414,4.563029766082764,-5.720187187194824,0.02587009035050869,1.0024598836898804,0.7885180115699768,-0.4310447871685028,1.0024598836898804,1.444544792175293,2816.199569812,0.19894050061702728,6.595340728759766,-0.01464979536831379,1,7.487987518310547,0.35272708535194397,1.5383515357971191,50.70000076293945,37.77000045776367,-0.01737809181213379,-0.2829657196998596,0,0.7554627060890198,1000,480000.0,0.3060404360294342,23,179.29273986816406,-3.814697002724188e-09,0.00028925470542162657,94.30406188964844,0.7885180115699768,1.7865543365478516,0.08804548531770706,0.7885180115699768,2703.169189453125,0,0.7554627060890198,1.0024598836898804,3.039306640625
25,0,0.7853490710258484,0.01688859425485134,10,112.12787628173828,0.0003843511512968689,1746529437.5328321,16.72669792175293,4.423259735107422,2.4622154235839844,0.02301820181310177,0.9994564056396484,0.818344235420227,-0.09874691814184189,0.9994564056396484,1.435181975364685,2928.027983986,0.2842814326286316,7.484097003936768,-0.0028518885374069214,1,9.950202941894531,0.4448392987251282,1.0882235765457153,144.4499969482422,36.16999816894531,0.3322978690266609,2.3271684646606445,0,0.7853490710258484,1000,500000.0,0.3093617558479309,24,178.36778259277344,9.155272984173735e-09,0.00029978170641697943,95.4011459350586,0.818344235420227,1.7800393104553223,0.10618807375431061,0.818344235420227,2815.352294921875,0,0.7853490710258484,0.9994564056396484,3.5818288326263428
26,0,0.8158486485481262,0.012890232726931572,10,111.77384948730469,0.0011843825923278928,1746529549.3613374,17.15637969970703,4.642091751098633,0.49097442626953125,0.04269016161561012,1.001675009727478,0.8486180901527405,-0.2788586914539337,1.001675009727478,1.4378032684326172,3042.473014894,0.26158636808395386,7.10235071182251,0.019671959802508354,1,10.441177368164062,0.4986555278301239,1.2456167936325073,92.94999694824219,36.52000045776367,-0.18011177331209183,-0.7685508728027344,0,0.8158486485481262,1000,520000.0,0.3258363604545593,25,178.93272399902344,-2.2888182460434336e-09,0.0002602603053674102,94.6174545288086,0.8486180901527405,1.781952977180481,0.10180596262216568,0.8486180901527405,2927.182861328125,0,0.8158486485481262,1.001675009727478,3.500046968460083
27,0,0.8462129831314087,0.011569302529096603,10,114.35739135742188,0.000884971406776458,1746529663.8062747,16.896617889404297,4.939093112945557,-1.5602436065673828,0.04302161559462547,1.0012515783309937,0.8792082071304321,-0.41891905665397644,1.0012515783309937,1.4578256607055664,3153.590518152,0.2344869077205658,7.889601707458496,0.00033145397901535034,1,8.88093376159668,0.602942705154419,1.3148045539855957,70.0999984741211,35.310001373291016,-0.14006036520004272,0.8331743478775024,0,0.8462129831314087,1000,540000.0,0.30830445885658264,26,174.89031982421875,-3.051757735406113e-09,0.0002796004118863493,97.46074676513672,0.8792082071304321,1.795765995979309,0.0889987200498581,0.8792082071304321,3041.59521484375,0,0.8462129831314087,1.0012515783309937,3.9947750568389893
28,0,0.8758273720741272,0.009735072031617165,10,111.05268859863281,0.002541342517361045,1746529774.9238873,16.743600845336914,4.945221900939941,-2.4783287048339844,0.04303983971476555,1.003594160079956,0.9098371267318726,-0.4737653434276581,1.0035940408706665,1.4846605062484741,3260.649294491,0.2282046675682068,7.235509395599365,1.8224120140075684e-05,1,6.402605056762695,0.46816903352737427,1.4333266019821167,50.849998474121094,31.860000610351562,-0.05484628677368164,-1.179631233215332,0,0.8758273720741272,1000,560000.0,0.3270918130874634,27,180.09469604492188,-6.103515470812226e-09,0.00024635097361169755,94.30904388427734,0.9098371267318726,1.8140374422073364,0.10312268137931824,0.9098371267318726,3152.734375,0,0.8758273720741272,1.003594160079956,3.607372999191284
29,0,0.9038119316101074,0.006735184229910374,10,106.9947509765625,0.002513862680643797,1746529881.982687,17.3626766204834,4.959615707397461,-2.464116334915161,0.02838444709777832,1.003555178642273,0.940249502658844,-0.5112805962562561,1.003555178642273,1.5000015497207642,3368.941246401,0.17470020055770874,5.638150215148926,-0.014655392616987228,1,3.938488721847534,0.48782142996788025,1.7232167720794678,24.75,28.40999984741211,-0.03751525282859802,-0.5840766429901123,0,0.9038119316101074,1000,580000.0,0.30104631185531616,28,186.925048828125,-8.392333938900265e-09,0.0003072944818995893,89.63204956054688,0.940249502658844,1.8243966102600098,0.09311868995428085,0.940249502658844,3259.79345703125,0,0.9038119316101074,1.003555178642273,2.8024446964263916
30,0,0.9309149384498596,0.009969713166356087,10,108.21983337402344,0.0025941666681319475,1746529990.2745292,17.00579261779785,4.904681205749512,1.5271251201629639,0.036282069981098175,1.0036687850952148,0.9697535037994385,-0.45039770007133484,1.0036687850952148,1.4865899085998535,3480.325256693,0.21939177811145782,5.735799789428711,0.007897622883319855,1,5.465613842010498,0.46104949712753296,1.416359305381775,40.099998474121094,19.469999313354492,0.060882896184921265,-0.6041711568832397,0,0.9309149384498596,1000,600000.0,0.31073758006095886,29,184.8090057373047,-6.103515470812226e-09,0.00031481278710998595,91.21401977539062,0.9697535037994385,1.815390944480896,0.07804294675588608,0.9697535037994385,3368.078125,0,0.9309149384498596,1.0036687850952148,2.399923086166382
31,0,0.9585784673690796,0.014187336899340153,10,111.31568145751953,0.0005954506923444569,1746530101.658567,17.071697235107422,4.561065673828125,2.8831934928894043,0.04614769667387009,1.0008420944213867,0.9985508322715759,-0.20420938730239868,1.0008420944213867,1.4863849878311157,3590.98996728,0.25507697463035583,4.809332847595215,0.009865626692771912,1,8.348807334899902,0.3694889545440674,1.187310814857483,78.1500015258789,20.670000076293945,0.24618831276893616,1.8805197477340698,0,0.9585784673690796,1000,620000.0,0.3028556704521179,30,179.66920471191406,-1.5258788677030566e-09,0.00030879542464390397,94.24396514892578,0.9985508322715759,1.8152670860290527,0.1186843290925026,0.9985508322715759,3479.464111328125,0,0.9585784673690796,1.0008420944213867,1.9713994264602661
32,0,0.9863526821136475,0.01551050879061222,10,110.6029281616211,0.0019155461341142654,1746530212.323264,17.194080352783203,4.682155609130859,-0.18641090393066406,0.041176699101924896,1.002709150314331,1.0267844200134277,-0.38655540347099304,1.0027090311050415,1.495399832725525,3702.80170519,0.2855226993560791,6.8786187171936035,-0.00497099757194519,1,8.162396430969238,0.5447284579277039,1.1355383396148682,66.3499984741211,21.399999618530273,-0.18234601616859436,0.40881943702697754,0,0.9863526821136475,1000,640000.0,0.32422196865081787,31,180.82704162597656,9.155272984173735e-09,0.0002719616750255227,93.40882873535156,1.0267844200134277,1.8213199377059937,0.08911247551441193,1.0267844200134277,3590.13623046875,0,0.9863526821136475,1.002709150314331,3.3804266452789307
33,0,1.0148903131484985,0.01852152869105339,10,111.74659729003906,0.0016066378448158503,1746530324.1350536,16.787565231323242,4.7563395500183105,1.7903766632080078,0.04196615144610405,1.002272129058838,1.0548678636550903,-0.3363589346408844,1.002272129058838,1.5207256078720093,3817.718483365,0.2953791320323944,7.792179584503174,0.0007894523441791534,1,9.952773094177246,0.5641950964927673,1.0391457080841064,86.0,25.479999542236328,0.05019646883010864,-0.4303092062473297,0,1.0148903131484985,1000,660000.0,0.3069419860839844,32,178.97637939453125,7.629394005448376e-09,0.00028989464044570923,94.9590072631836,1.0548678636550903,1.8380557298660278,0.14308562874794006,1.0548678636550903,3701.94482421875,0,1.0148903131484985,1.002272129058838,3.6269633769989014
34,0,1.0451159477233887,0.03567305579781532,10,114.86187744140625,0.0014797477051615715,1746530439.0517209,17.08355140686035,5.162926197052002,2.783421516418457,0.044136397540569305,1.002092719078064,1.0838593244552612,-0.19933809340000153,1.002092719078064,1.5327211618423462,3930.078827007,0.3870697617530823,8.29978084564209,0.0021702460944652557,1,12.736194610595703,0.6514108180999756,0.7487636804580688,120.1500015258789,38.4900016784668,0.13702084124088287,-0.739520788192749,0,1.0451159477233887,1000,680000.0,0.2898237705230713,33,174.12217712402344,3.051757735406113e-09,0.00033220561454072595,97.77828979492188,1.0838593244552612,1.8458733558654785,0.13777360320091248,1.0838593244552612,3816.871337890625,0,1.0451159477233887,1.002092719078064,3.650005578994751
35,0,1.0757689476013184,0.026910144835710526,10,112.29975891113281,0.0006019693682901561,1746530551.4121735,17.00188636779785,5.442894458770752,-3.9607372283935547,0.045080021023750305,1.0008513927459717,1.113914966583252,-0.2581302225589752,1.0008512735366821,1.519506573677063,4041.378841828,0.3423694372177124,6.477173328399658,0.0009436234831809998,1,8.775457382202148,0.5392602682113647,0.8620985150337219,84.69999694824219,42.04999923706055,-0.058792129158973694,-0.24037259817123413,0,1.0757689476013184,1000,700000.0,0.29515618085861206,34,178.0947723388672,0.0,0.0003151537966914475,95.2978515625,1.113914966583252,1.836988925933838,0.21719488501548767,1.113914966583252,3929.2275390625,0,1.0757689476013184,1.0008513927459717,3.11147141456604
