Loss/Loss_pi,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Train/Entropy,Train/PolicyRatio,Time/FPS,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,Value/reward,_timestamp,Time/Update,Metrics/LagrangeMultiplier,Value/cost,Train/StopIter,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Misc/H_inv_g,Train/PolicyRatio/Std,Time/Total,Safety/ShieldLagrangeMultiplier/Min,Misc/xHx,Metrics/EpLen,Train/Epoch,Loss/Loss_cost_critic,Metrics/EpRet,Time/Rollout,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Metrics/EpCost,Train/LR,Loss/Loss_reward_critic/Delta,Safety/shield_violation,_step,Safety/EpCostShield,Misc/AcceptanceStep,Train/KL,Value/Adv,Misc/Alpha,Misc/gradient_norm,_runtime,Train/PolicyRatio/Min,Misc/FinalStepNorm,Train/PolicyRatio/Max,Safety/shield_adv_c,Loss/Loss_cost_critic/Delta
-0.019141795113682747,0.03599999472498894,20000.0,1.4090665578842163,0.9998698234558105,119.60173034667969,0.044999994337558746,-0.019141795113682747,0.13575290143489838,1746546367.4833415,24.820158004760742,0.03599999472498894,-0.056034862995147705,10,0,0.990203857421875,0.03599999472498894,0.010615215636789799,0,0.08308562636375427,9.207682160194963e-05,167.22299194335938,0.044999994337558746,0.00094473862554878,1000,0,8.75225830078125,-1.258002519607544,142.4014892578125,0.044999994337558746,167.22166442871094,18.299999237060547,0,0.010615215636789799,0.010295453481376171,1,46.400001525878906,1,0.00017666419444140047,-2.5177001816700795e-08,4.601048946380615,0.01442771591246128,294.353047167,0.9998698234558105,0.3822810649871826,0.9998698234558105,-0.06024613976478577,8.75225830078125
0.013340738601982594,0.07073654234409332,40000.0,1.4073915481567383,0.9990555644035339,159.5126190185547,0.07968662679195404,0.03248253371566534,0.0967554971575737,1746546492.9953847,24.625864028930664,0.07073654234409332,0.23324501514434814,10,0,0.988544225692749,0.07073654234409332,0.011582708917558193,0,0.1015884280204773,0.000667802756652236,292.7430419921875,0.07968662679195404,0.00226254272274673,1000,1,11.141545295715332,-0.7252482175827026,100.75604248046875,0.07968662679195404,125.38192749023438,26.75,0,0.0009674932807683945,0.8198001980781555,2,69.3499984741211,1,0.0003168628318235278,-3.051757735406113e-09,2.97314190864563,0.05709613859653473,429.508487161,0.9990555644035339,0.3020367920398712,0.9990555644035339,0.53108149766922,2.389286994934082
0.08436441421508789,0.10476717352867126,60000.0,1.4120656251907349,1.0000540018081665,148.1278076171875,0.11275177448987961,0.0710236756131053,0.07997171580791473,1746546628.1504643,22.80917739868164,0.10476717352867126,1.8803187608718872,10,0,0.9931635856628418,0.10476717352867126,0.007451619487255812,0,0.15661868453025818,3.821316204266623e-05,427.8878173828125,0.11275177448987961,0.007147793658077717,1000,2,25.295900344848633,-0.5058541893959045,112.20933532714844,0.11275177448987961,135.01853942871094,42.81666564941406,0,-0.0041310894303023815,3.836851119995117,3,136.3000030517578,1,0.00047459034249186516,0.0,1.6727409362792969,0.13917744159698486,565.286427838,1.000054121017456,0.2619825005531311,1.000054121017456,0.6919118165969849,14.1543550491333
0.16274188458919525,0.13803882896900177,80000.0,1.4110984802246094,0.9998705983161926,147.45401000976562,0.14480572938919067,0.07837747037410736,0.15682868659496307,1746546763.928583,23.540037155151367,0.13803882896900177,5.1636552810668945,10,0,0.9921939969062805,0.13803882896900177,0.008923673070967197,0,0.2273072749376297,9.14867632673122e-05,563.6640014648438,0.14480572938919067,0.007390718907117844,1000,3,30.93427085876465,-0.04073681682348251,112.09545135498047,0.14480572938919067,135.63551330566406,67.44999694824219,0,0.0014720535837113857,10.438939094543457,4,234.64999389648438,1,0.00020183520973660052,-3.051757735406113e-09,1.6450207233428955,0.042203933000564575,703.671179373,0.9998706579208374,0.37392517924308777,0.9998706579208374,1.8749094009399414,5.638370513916016
0.10079113394021988,0.17193394899368286,100000.0,1.4078108072280884,0.9987085461616516,144.63958740234375,0.17789967358112335,-0.06195075064897537,0.17592023313045502,1746546902.3135521,23.986814498901367,0.17193394899368286,4.874705791473389,10,0,0.9889429211616516,0.17193394899368286,0.009476917795836926,0,0.24259425699710846,0.00091318174963817,702.0794677734375,0.17789967358112335,0.010212692432105541,1000,4,24.393949508666992,0.12958773970603943,114.28788757324219,0.17789967358112335,138.2747344970703,68.44999694824219,0,0.0005532447248697281,9.682737350463867,5,177.39999389648438,1,0.0003114634600933641,5.340575981449547e-09,1.3994089365005493,0.0748712569475174,849.854768619,0.9987086057662964,0.33948856592178345,0.9987086057662964,0.029688358306884766,-6.540321350097656
0.10058877617120743,0.20631714165210724,120000.0,1.4133023023605347,0.9992220997810364,136.91802978515625,0.2117486149072647,-0.00020235776901245117,0.13973376154899597,1746547048.4969273,26.48101043701172,0.20631714165210724,5.8396687507629395,10,0,0.9943956732749939,0.20631714165210724,0.014252131804823875,0,0.24673213064670563,0.0005500444676727057,848.2577514648438,0.2117486149072647,0.010797211900353432,1000,5,24.76802635192871,0.9213987588882446,119.5917739868164,0.2117486149072647,146.0727996826172,79.33000183105469,0,0.00477521400898695,12.332716941833496,6,196.35000610351562,1,0.00029322743648663163,6.103515470812226e-09,1.3610026836395264,0.08077589422464371,981.571402273,0.9992221593856812,0.3358030915260315,0.9992221593856812,-1.0824583768844604,0.37407684326171875
-0.11289017647504807,0.2411767691373825,140000.0,1.419453501701355,1.000420093536377,151.97738647460938,0.24508380889892578,-0.2134789526462555,0.1824335753917694,1746547180.2133658,24.168031692504883,0.2411767691373825,5.623109340667725,10,0,1.0005453824996948,0.2411767691373825,0.02362101525068283,0,0.247920960187912,0.0002970509813167155,979.9711303710938,0.24508380889892578,0.01128579955548048,1000,6,14.448375701904297,1.797888994216919,107.43046569824219,0.24508380889892578,131.59852600097656,76.19999694824219,0,0.009368883445858955,12.0663423538208,7,112.80000305175781,1,0.00029558278038166463,-1.1444091896350983e-08,1.3312163352966309,0.10527261346578598,1118.007003287,1.000420093536377,0.3300364315509796,1.000420093536377,-1.3709983825683594,-10.319650650024414
-0.023885518312454224,0.27633413672447205,160000.0,1.4275926351547241,1.0005546808242798,146.71615600585938,0.2784601151943207,0.08900465816259384,0.21076352894306183,1746547316.6491892,23.88086700439453,0.27633413672447205,4.659787654876709,10,0,1.008858561515808,0.27633413672447205,0.02190934121608734,0,0.2631830871105194,0.00039219047175720334,1116.4063720703125,0.2784601151943207,0.014522336423397064,1000,7,15.174588203430176,2.584312677383423,112.43672943115234,0.2784601151943207,136.317626953125,70.69999694824219,0,-0.0017116740345954895,11.422710418701172,8,135.14999389648438,1,0.0003347548481542617,4.577636492086867e-09,1.1735365390777588,0.14894945919513702,1250.317380551,1.0005548000335693,0.30885496735572815,1.0005548000335693,-0.3412865400314331,0.7262125015258789
-0.23487675189971924,0.3111027777194977,180000.0,1.4315277338027954,1.0002211332321167,151.2835693359375,0.3113311529159546,-0.21099123358726501,0.30295535922050476,1746547448.960253,25.941097259521484,0.3111027777194977,6.303040504455566,10,0,1.012795090675354,0.3111027777194977,0.028819477185606956,0,0.255048543214798,0.00015633671137038618,1248.7264404296875,0.3113311529159546,0.014520302414894104,1000,8,14.775702476501465,3.4332997798919678,106.26094055175781,0.3113311529159546,132.2020721435547,50.18000030517578,0,0.006910135969519615,14.341312408447266,9,105.25,1,0.0003290203749202192,2.2888182460434336e-09,1.1736186742782593,0.16160106658935547,1387.338917511,1.0002211332321167,0.2993296980857849,1.0002211332321167,-1.3782709836959839,-0.39888572692871094
-0.2716045081615448,0.3451692461967468,200000.0,1.424106478691101,1.0019994974136353,146.062744140625,0.34323081374168396,-0.03672775626182556,0.3778010308742523,1746547585.981208,23.260595321655273,0.3451692461967468,4.8848443031311035,10,0,1.0052461624145508,0.3451692461967468,0.035997044295072556,0,0.2370578497648239,0.0014138300903141499,1385.7493896484375,0.34323081374168396,0.01072173286229372,1000,9,11.906879425048828,4.676680088043213,113.66683197021484,0.34323081374168396,136.92745971679688,41.38999938964844,0,0.007177567109465599,12.550796508789062,10,79.75,1,0.00029304405325092375,1.2588500908350397e-08,1.3657848834991455,0.12385261058807373,1522.807620032,1.0019996166229248,0.32377001643180847,1.0019996166229248,1.1682171821594238,-2.8688230514526367
