Train/Entropy,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,_step,Time/Epoch,Train/PolicyStd,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Safety/EpCostShield,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Train/Epoch,_timestamp,Value/reward,TotalEnvSteps,Safety/shield_violation,Metrics/LagrangeMultiplier/Min,Train/StopIter,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Time/FPS,Loss/Loss_reward_critic,_runtime,Train/PolicyRatio/Max,Time/Update,Metrics/EpRet,Safety/shield_adv_c,Value/Adv,Time/Rollout,Value/cost,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Time/Total,Train/KL
1.4101659059524536,0.03599999472498894,1.0016934871673584,0.044999994337558746,1,353.1427001953125,0.9913932085037231,-0.31765106320381165,0.044999994337558746,500,226.6750030517578,0.03599999472498894,0.044999994337558746,0,0.0002969999914057553,1.0016934871673584,0,0,1746510948.3278294,0.23723159730434418,20000.0,-0.031581584364175797,0.03599999472498894,40,71.93075561523438,0.010699878446757793,-0.31765106320381165,71.93075561523438,56.63432693481445,0.02040504664182663,659.344722075,1.0016934871673584,185.45767211914062,-1.083429217338562,NaN,-0.29428595304489136,167.68492126464844,0.08625099062919617,0.02040504664182663,192.72500610351562,353.1439514160156,0.008630077354609966
1.381309986114502,0.07101566344499588,1.0009987354278564,0.079984150826931,2,304.78826904296875,0.9636406898498535,0.05816620588302612,0.079984150826931,500,223.0500030517578,0.07101566344499588,0.079984150826931,0,0.00029399999766610563,1.0009987354278564,0,1,1746511253.2126138,0.18349863588809967,40000.0,7.82746696472168,0.07101566344499588,40,47.56565475463867,0.012431859038770199,-0.2594848573207855,-24.365100860595703,65.61932373046875,0.021373191848397255,967.219996421,1.0009987354278564,184.9518280029297,-0.0678594633936882,NaN,-0.007623925805091858,119.83634948730469,6.651882648468018,0.0009681452065706253,196.39999389648438,658.0185546875,0.01077144406735897
1.3523550033569336,0.106102354824543,1.001187801361084,0.11505815386772156,3,307.7826843261719,0.9371095299720764,0.07065288722515106,0.11505815386772156,500,247.60000610351562,0.106102354824543,0.11505815386772156,0,0.000291000003926456,1.0011876821517944,0,2,1746511561.0881374,0.26946720480918884,60000.0,14.47326374053955,0.106102354824543,40,62.636474609375,0.013020741753280163,-0.18883197009563446,15.070819854736328,64.98091888427734,0.03358057513833046,1267.432186977,1.001187801361084,187.79197692871094,1.9976511001586914,NaN,0.23932741582393646,119.99057006835938,13.23945426940918,0.012207383289933205,211.63999938964844,965.8985595703125,0.013094843365252018
1.3416950702667236,0.14131075143814087,1.0001722574234009,0.15022704005241394,4,300.1367492675781,0.9276323914527893,0.10143671929836273,0.15022704005241394,500,311.8500061035156,0.14131075143814087,0.15022704005241394,0,0.0002880000101868063,1.0001722574234009,0,3,1746511861.3003469,0.46364471316337585,80000.0,24.967327117919922,0.14131075143814087,40,107.41712951660156,0.011104547418653965,-0.08739525079727173,44.78065490722656,66.63629150390625,0.032752424478530884,1571.240790226,1.0001722574234009,181.03933715820312,4.429715633392334,NaN,-0.1957494020462036,119.09727478027344,23.178890228271484,-0.0008281506597995758,240.72999572753906,1266.12158203125,0.008017202839255333
1.332841396331787,0.17666009068489075,1.0001537799835205,0.18554902076721191,5,303.7073669433594,0.9196162223815918,0.03485503047704697,0.18554902076721191,500,341.29998779296875,0.17666009068489075,0.18554902076721191,0,0.0002849999873433262,1.0001537799835205,0,4,1746512165.1086178,0.6318937540054321,100000.0,33.49716567993164,0.17666009068489075,40,119.63809967041016,0.011349237523972988,-0.05254022032022476,12.220970153808594,65.85286712646484,0.04354635253548622,1881.066424699,1.0001537799835205,181.4365997314453,6.566234111785889,NaN,-0.16759204864501953,122.27071380615234,31.428014755249023,0.010793928056955338,283.25,1569.91748046875,0.012756082229316235
1.315962791442871,0.2121698260307312,1.0003389120101929,0.22105449438095093,6,309.7375793457031,0.9041609764099121,0.0036891400814056396,0.22105449438095093,500,361.07501220703125,0.2121698260307312,0.22105449438095093,0,0.00028199999360367656,1.0003387928009033,0,5,1746512474.93424,0.9447625279426575,120000.0,41.42112350463867,0.2121698260307312,40,127.0256576538086,0.011778894811868668,-0.04885108023881912,7.3875579833984375,64.57079315185547,0.048687729984521866,2192.278330798,1.0003389120101929,183.9534149169922,9.262085914611816,NaN,-0.4153340458869934,125.78409576416016,39.561424255371094,0.0051413774490356445,326.5,1879.748291015625,0.009790458716452122
1.2903425693511963,0.247872456908226,0.9996582269668579,0.2566136121749878,7,311.1190490722656,0.8814598321914673,-0.12325648218393326,0.2566136121749878,500,322.375,0.247872456908226,0.2566136121749878,0,0.0002789999998640269,0.9996582269668579,0,6,1746512786.1464593,1.4312245845794678,140000.0,43.97734832763672,0.247872456908226,40,149.88113403320312,0.011802759021520615,-0.17210756242275238,22.85547637939453,64.2840805053711,0.08080866187810898,2503.179697638,0.9996582269668579,190.21864318847656,12.29802131652832,NaN,-0.05108964443206787,120.90031433105469,41.63362121582031,0.03212093189358711,321.760009765625,2190.956298828125,0.010324674658477306
1.2905782461166382,0.2836971879005432,1.0006229877471924,0.2921907901763916,8,310.8177795410156,0.8815973401069641,-0.054381564259529114,0.2921907901763916,500,317.75,0.2836971879005432,0.2921907901763916,0,0.00027600000612437725,1.0006229877471924,0,7,1746513097.0472615,1.9880621433258057,160000.0,47.49681854248047,0.2836971879005432,40,164.1739044189453,0.010487630032002926,-0.2264891266822815,14.292770385742188,64.34638214111328,0.12348651885986328,2813.293774269,1.0006229877471924,188.61026000976562,16.739065170288086,NaN,0.04084974527359009,122.20741271972656,44.53822326660156,0.0426778569817543,308.3299865722656,2501.8642578125,0.009129518643021584
1.2746491432189941,0.3194640576839447,1.0019677877426147,0.32771357893943787,9,310.0297546386719,0.8667101263999939,-0.12506365776062012,0.32771357893943787,500,305.25,0.3194640576839447,0.32771357893943787,0,0.0002730000123847276,1.0019677877426147,0,8,1746513407.1617486,2.6453135013580322,180000.0,51.127479553222656,0.3194640576839447,40,160.06863403320312,0.011504624038934708,-0.3515527844429016,-4.1052703857421875,64.50994110107422,0.1809123009443283,3117.008812752,1.0019677877426147,186.0657958984375,21.507070541381836,NaN,-0.13657671213150024,123.96385192871094,47.321231842041016,0.05742578208446503,278.0299987792969,2811.983642578125,0.009238976053893566
1.2513632774353027,0.3549657464027405,1.0019055604934692,0.36276882886886597,10,303.6088562011719,0.8462120890617371,-0.1544843316078186,0.36276882886886597,500,245.0500030517578,0.3549657464027405,0.36276882886886597,0,0.0002699999895412475,1.0019055604934692,0,9,1746513710.8764536,3.0816924571990967,200000.0,46.68648910522461,0.3549657464027405,40,119.2400894165039,0.011625843122601509,-0.5060371160507202,-40.82854461669922,65.87422943115234,0.21398837864398956,3420.964814872,1.0019055604934692,178.8451385498047,24.621652603149414,NaN,-0.008176982402801514,124.76365661621094,42.97536087036133,0.033076077699661255,246.6300048828125,3115.669677734375,0.0078055220656096935
1.2283265590667725,0.3899560272693634,1.0025612115859985,0.39704471826553345,11,303.8537902832031,0.8265293836593628,-0.12085121870040894,0.39704471826553345,500,200.85000610351562,0.3899560272693634,0.39704471826553345,0,0.00026699999580159783,1.002561092376709,0,10,1746514014.8322754,3.6247692108154297,220000.0,43.330711364746094,0.3899560272693634,40,132.67282104492188,0.012047842144966125,-0.6268883347511292,13.432731628417969,65.82113647460938,0.27438151836395264,3727.048822978,1.0025612115859985,184.26426696777344,26.63045883178711,NaN,-0.29156461358070374,119.58939361572266,40.18899154663086,0.060393139719963074,212.1999969482422,3419.63916015625,0.010854468680918217
1.1984914541244507,0.4240599274635315,1.002225637435913,0.43053847551345825,12,305.9907531738281,0.8021824955940247,-0.036112308502197266,0.43053847551345825,500,186.8000030517578,0.4240599274635315,0.43053847551345825,0,0.0002640000020619482,1.0022255182266235,0,11,1746514320.9165654,4.178768157958984,240000.0,42.103294372558594,0.4240599274635315,40,111.64166259765625,0.011773191392421722,-0.6630006432533264,-21.031158447265625,65.3614501953125,0.36216482520103455,4031.569637946,1.002225637435913,186.48680114746094,27.20879364013672,NaN,0.043294280767440796,119.50383758544922,38.89556121826172,0.08778330683708191,168.02999877929688,3725.729248046875,0.009172702208161354
1.174033522605896,0.45711520314216614,1.0042972564697266,0.46261414885520935,13,304.432861328125,0.78291916847229,-0.09334003925323486,0.46261414885520935,500,122.42500305175781,0.45711520314216614,0.46261414885520935,0,0.0002610000083222985,1.0042972564697266,0,12,1746514625.43745,4.371057987213135,260000.0,33.78156661987305,0.45711520314216614,40,82.41487121582031,0.010609851218760014,-0.7563406825065613,-29.226791381835938,65.69593048095703,0.36992958188056946,4332.620098677,1.0042972564697266,185.68458557128906,28.536848068237305,NaN,0.19397534430027008,118.74822998046875,30.12054443359375,0.007764756679534912,142.83999633789062,4030.253173828125,0.007685600779950619
1.159364938735962,0.488817423582077,1.0031894445419312,0.4934876263141632,14,300.9568786621094,0.7719499468803406,0.038998305797576904,0.4934876263141632,500,123.19999694824219,0.488817423582077,0.4934876263141632,0,0.0002579999854788184,1.0031894445419312,0,13,1746514926.4882405,4.723972797393799,280000.0,32.252197265625,0.488817423582077,40,92.30157470703125,0.010194297879934311,-0.7173423767089844,9.886703491210938,66.45470428466797,0.41689205169677734,4628.361400082,1.0031894445419312,183.09169006347656,27.9710636138916,NaN,-0.19377106428146362,117.86510467529297,28.886293411254883,0.046962469816207886,109.08999633789062,4331.2978515625,0.007616860792040825
1.1328716278076172,0.5191199779510498,1.0040240287780762,0.5230717658996582,15,295.65692138671875,0.75226229429245,-0.01365649700164795,0.5230717658996582,500,104.44999694824219,0.5191199779510498,0.5230717658996582,0,0.00025499999173916876,1.0040239095687866,0,14,1746515222.229545,4.718848705291748,300000.0,29.174312591552734,0.5191199779510498,40,70.66609191894531,0.010211717337369919,-0.7309988737106323,-21.635482788085938,67.6459732055664,0.424768328666687,4927.691617736,1.0040240287780762,183.22569274902344,28.697587966918945,NaN,-0.09473441541194916,112.43114471435547,25.05847930908203,0.007876276969909668,93.54000091552734,4627.04638671875,0.00922856293618679
1.1197662353515625,0.54802006483078,1.0042668581008911,0.5513948202133179,16,299.23101806640625,0.7427865266799927,0.03256356716156006,0.5513948202133179,500,94.57499694824219,0.54802006483078,0.5513948202133179,0,0.0002519999979995191,1.0042668581008911,0,15,1746515521.5592704,4.727897644042969,320000.0,26.036033630371094,0.54802006483078,40,63.048675537109375,0.00888859573751688,-0.6984353065490723,-7.6174163818359375,66.8379898071289,0.45048341155052185,5217.958631715,1.0042668581008911,183.8212127685547,27.282880783081055,NaN,-0.019968494772911072,115.40966796875,23.333358764648438,0.02571508288383484,81.83999633789062,4926.365234375,0.006002371199429035
1.1013790369033813,0.5757084488868713,1.0037003755569458,0.5786963105201721,17,290.1671142578125,0.7299266457557678,0.03243875503540039,0.5786963105201721,500,100.0250015258789,0.5757084488868713,0.5786963105201721,0,0.00024900000425986946,1.0037003755569458,0,16,1746515811.8261955,5.043427467346191,340000.0,25.822546005249023,0.5757084488868713,40,67.93224334716797,0.009230532683432102,-0.6659965515136719,4.883567810058594,68.92579650878906,0.5733494162559509,5511.747795217,1.0037003755569458,178.91021728515625,28.056684494018555,NaN,-0.08634211122989655,111.2568130493164,22.62997817993164,0.12286600470542908,82.88999938964844,5216.63037109375,0.007094901986420155
1.085379958152771,0.6020258665084839,1.0050128698349,0.6046035885810852,18,293.677490234375,0.7189221382141113,-0.042972445487976074,0.6046035885810852,500,67.0,0.6020258665084839,0.6046035885810852,0,0.0002460000105202198,1.0050128698349,0,17,1746516105.6152606,4.785808563232422,360000.0,21.493602752685547,0.6020258665084839,40,52.8432731628418,0.009228057228028774,-0.708968997001648,-15.088970184326172,68.10191345214844,0.4668548107147217,5803.998402273,1.0050128698349,184.09054565429688,26.461292266845703,NaN,0.13998517394065857,109.5868911743164,16.757047653198242,-0.10649460554122925,64.5199966430664,5510.41064453125,0.00623483257368207
1.0788090229034424,0.6267346739768982,1.0047894716262817,0.6288560628890991,19,292.1517639160156,0.7141638994216919,0.07146948575973511,0.6288560628890991,500,41.275001525878906,0.6267346739768982,0.6288560628890991,0,0.00024300000222865492,1.0047894716262817,0,18,1746516397.8659503,4.296052932739258,380000.0,14.941161155700684,0.6267346739768982,40,23.985933303833008,0.008387026377022266,-0.6374995112419128,-28.85733985900879,68.45757293701172,0.33802708983421326,6098.0089317,1.0047894716262817,184.54400634765625,24.411239624023438,NaN,-0.12827353179454803,107.60767364501953,12.562478065490723,-0.12882772088050842,42.25,5802.67529296875,0.0055214581079781055
1.0604653358459473,0.6498793363571167,1.0055338144302368,0.6516382694244385,20,293.92138671875,0.7015421390533447,0.0214880108833313,0.6516382694244385,500,41.974998474121094,0.6498793363571167,0.6516382694244385,0,0.00023999999393709004,1.0055338144302368,0,19,1746516691.8768146,4.278397083282471,400000.0,14.185237884521484,0.6498793363571167,40,29.126277923583984,0.010569184087216854,-0.6160115003585815,5.140344619750977,68.04540252685547,0.3509383499622345,6386.727066095,1.0055338144302368,186.87985229492188,22.523530960083008,NaN,-0.01803538203239441,107.0414810180664,12.005438804626465,0.01291126012802124,35.439998626708984,6096.6923828125,0.007905052043497562
1.0512337684631348,0.6715171337127686,1.0050328969955444,0.6730978488922119,21,288.625,0.6952419281005859,0.032320380210876465,0.6730978488922119,500,41.70000076293945,0.6715171337127686,0.6730978488922119,0,0.00023700000019744039,1.0050328969955444,0,20,1746516980.5949833,4.499823570251465,420000.0,13.73274040222168,0.6715171337127686,40,25.53790855407715,0.009270903654396534,-0.5836911201477051,-3.588369369506836,69.2940673828125,0.4088097810745239,6685.313621776,1.0050328969955444,182.1136932373047,21.903642654418945,NaN,-0.04138115048408508,106.51118469238281,11.038514137268066,0.05787143111228943,29.969999313354492,6385.4052734375,0.005442351568490267
1.032981038093567,0.6919376850128174,1.0046651363372803,0.6939020752906799,22,298.4788513183594,0.683086097240448,0.05308640003204346,0.6939020752906799,500,73.05000305175781,0.6919376850128174,0.6939020752906799,0,0.00023400000645779073,1.0046651363372803,0,21,1746517279.1808136,5.202408790588379,440000.0,17.862398147583008,0.6919376850128174,40,46.69809341430664,0.009676159359514713,-0.5306047201156616,21.160184860229492,67.00642395019531,0.5935080051422119,6979.66498445,1.0046651363372803,187.4791717529297,24.907508850097656,NaN,-0.09464316070079803,110.99954223632812,14.946514129638672,0.184698224067688,37.2400016784668,6683.974609375,0.0073967864736914635
1.0231781005859375,0.7114070653915405,1.004241704940796,0.7137201428413391,23,294.2353820800781,0.6767516136169434,-0.02025061845779419,0.7137201428413391,500,49.07500076293945,0.7114070653915405,0.7137201428413391,0,0.00023099999816622585,1.004241704940796,0,22,1746517573.5324223,4.680765628814697,460000.0,14.118170738220215,0.7114070653915405,40,33.52928924560547,0.009078359231352806,-0.5508553385734558,-13.168804168701172,67.97279357910156,0.5389474034309387,7267.582563233,1.004241704940796,186.38809204101562,26.153522491455078,NaN,0.1058000922203064,107.8471450805664,11.914353370666504,-0.05456060171127319,44.650001525878906,6978.326171875,0.007698626723140478
1.0090900659561157,0.7296432852745056,1.006348967552185,0.7322786450386047,24,287.82733154296875,0.6675792336463928,0.0014426112174987793,0.7322786450386047,500,27.899999618530273,0.7296432852745056,0.7322786450386047,0,0.0002280000044265762,1.0063488483428955,0,23,1746517861.4505188,4.64626407623291,480000.0,10.4916353225708,0.7296432852745056,40,21.876192092895508,0.009598633274435997,-0.549412727355957,-11.653097152709961,69.4861068725586,0.46511703729629517,7552.723534722,1.006348967552185,184.47744750976562,24.270166397094727,NaN,-0.10170318186283112,103.34977722167969,7.8293304443359375,-0.07383036613464355,25.1299991607666,7266.26953125,0.006576453801244497
