Train/LR,Time/Total,Misc/Nu_star,Misc/B,_runtime,Loss/Loss_cost_critic,Train/StopIter,Misc/H_inv_g,Loss/Loss_reward_critic/Delta,Misc/q,Train/PolicyRatio/Min,_step,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Train/PolicyRatio/Std,Loss/Loss_pi/Delta,Metrics/EpRet,TotalEnvSteps,Misc/AcceptanceStep,Train/PolicyRatio,Misc/cost_gradient_norm,Misc/r,Loss/Loss_pi,Value/reward,Misc/Alpha,Time/Update,Value/Adv,_timestamp,Value/cost,Train/Epoch,Time/Rollout,Train/KL,Misc/Lambda_star,Metrics/EpLen,Misc/OptimCase,Misc/FinalStepNorm,Loss/Loss_reward_critic,Misc/A,Train/Entropy,Misc/gradient_norm,Train/PolicyRatio/Max,Misc/xHx,Time/FPS,Misc/s,Time/Epoch,Metrics/EpCost
0,121.71373748779297,0.695704996585846,-59057.36328125,242.8570833,4.676331520080566,10,0.15667280554771423,0.009964772500097752,0.00461590476334095,1.0012433528900146,1,4.676331520080566,1.0023384094238281,0.0008791832369752228,-0.006183748133480549,-0.4370388984680176,20000.0,1,1.001243233680725,0.2185143530368805,0.0010718476260080934,-0.006183748133480549,0.1488094925880432,2.0815465450286865,20.119333267211914,-1.4114379887075756e-08,1743323913.1750078,-0.009965052828192711,0,101.59306335449219,0.00018565624486654997,0.0,1000,0,0.27309444546699524,0.009964772500097752,0.004588101990520954,1.420973300933838,0.04362981393933296,1.0012433528900146,0.00461590476334095,164.32176208496094,0.04132183641195297,121.7124252319336,49.400001525878906
0,241.60498046875,0.8506007790565491,-80936.3671875,364.102039908,2.974691867828369,10,0.183312326669693,-0.0011714641004800797,0.006679760292172432,1.000133991241455,2,-1.7016396522521973,0.9978817105293274,9.474611579207703e-05,0.0003018896095454693,-0.5016864538192749,40000.0,1,1.000133991241455,0.12128482758998871,-8.257963781943545e-05,-0.00588185852393508,0.1331300288438797,1.7303510904312134,19.71432113647461,6.866454960174906e-09,1743324033.0557828,0.7385634779930115,1,100.05908966064453,0.00015246808470692486,0.0,1000,0,0.32300856709480286,0.008793308399617672,0.006679513491690159,1.4163947105407715,0.06336267292499542,1.000133991241455,0.006679760292172432,166.98190307617188,0.027642562985420227,119.7734603881836,47.29999923706055
0,362.84423828125,0.7210807204246521,-57103.89453125,485.434030941,3.167837619781494,10,0.16139188408851624,-6.813555955886841e-06,0.006673926487565041,1.0002679824829102,3,0.193145751953125,1.0023218393325806,0.00018949223158415407,0.001259172335267067,-0.4569174647331238,60000.0,1,1.0002679824829102,0.14397525787353516,0.0037291175685822964,-0.004622686188668013,0.1182294711470604,1.7311071157455444,20.681833267211914,2.6702879907247734e-09,1743324154.3014107,0.8082935810089111,2,100.45233917236328,0.00015689658175688237,0.0,1000,0,0.29351532459259033,0.008786494843661785,0.006312391720712185,1.4211024045944214,0.086440309882164,1.0002679824829102,0.006673926487565041,165.10610961914062,0.038464680314064026,121.13422393798828,46.86666488647461
0,484.16412353515625,1.1367422342300415,-102858.390625,608.831793407,1.3707422018051147,10,0.1721174418926239,0.0037209363654255867,0.007273955270648003,1.0005782842636108,4,-1.7970954179763794,1.0108188390731812,0.00040882444591261446,0.0027943224413320422,-0.6187170147895813,80000.0,1,1.0005782842636108,0.0999547466635704,0.002992643043398857,-0.0018283637473359704,0.08691718429327011,1.65817129611969,20.526912689208984,5.1498409980865745e-09,1743324275.632837,1.6849842071533203,3,100.68658447265625,0.00014436198398470879,0.0,1000,0,0.30765268206596375,0.012507431209087372,0.006695321295410395,1.4296289682388306,0.09716220945119858,1.0005782842636108,0.007273955270648003,164.9980926513672,0.015477675013244152,121.21353149414062,39.900001525878906
0,607.5655517578125,1.553700566291809,-143412.5625,731.363697267,1.090517282485962,10,0.18163616955280304,-0.002810313366353512,0.0074124205857515335,1.000450849533081,5,-0.28022491931915283,0.98859041929245,0.00031874259002506733,-0.0011524177389219403,-0.6173428893089294,100000.0,1,1.0004507303237915,0.07216271758079529,2.002180553972721e-05,-0.0029807814862579107,0.048704709857702255,1.6426109075546265,20.749345779418945,6.103515470812226e-09,1743324399.0305526,2.1904187202453613,4,102.5278091430664,0.00018091544916387647,0.0,1000,0,0.2988312542438507,0.00969711784273386,0.0074123721569776535,1.4071866273880005,0.0677807629108429,1.000450849533081,0.0074124205857515335,162.23599243164062,0.008285043761134148,123.27720642089844,34.470001220703125
0,730.0895385742188,0.9733888506889343,-43608.7578125,852.765911076,1.2794197797775269,10,0.1731034368276596,0.004014340229332447,0.00956021435558796,1.0011518001556396,6,0.18890249729156494,0.9870398044586182,0.0008143333252519369,-0.00037221494130790234,-0.7917823791503906,120000.0,1,1.00115168094635,0.10884836316108704,0.00220891903154552,-0.003352996427565813,0.03116261586546898,1.4463751316070557,20.716197967529297,-1.5258788677030566e-09,1743324521.5624204,2.6931707859039307,5,101.6863021850586,0.00011854002514155582,0.0,1000,0,0.3322278559207916,0.013711458072066307,0.009329060092568398,1.405804991722107,0.11679813265800476,1.0011518001556396,0.00956021435558796,163.39529418945312,0.021108483895659447,122.40254211425781,30.34000015258789
0,851.5170288085938,1.28138267993927,-49117.96875,973.085394685,1.1375659704208374,10,0.144941508769989,0.006369533017277718,0.005705808289349079,0.999930739402771,7,-0.14185380935668945,1.0058460235595703,4.900274143437855e-05,0.00029521482065320015,-0.9584456086158752,140000.0,1,0.9999306797981262,0.10992194712162018,0.0011383574455976486,-0.003057781606912613,-0.05147784575819969,1.8722163438796997,20.56667709350586,-9.155272984173735e-09,1743324642.96476,1.933119773864746,6,100.72872924804688,0.00015261080989148468,0.0,1000,0,0.3095305263996124,0.020080991089344025,0.005599422380328178,1.424697756767273,0.08312433958053589,0.999930739402771,0.005705808289349079,164.88665771484375,0.012180691584944725,121.29544067382812,24.459999084472656
0,971.8151245117188,1.1893340349197388,-26371.9296875,1095.361118616,1.2692525386810303,10,0.1590002328157425,-0.00015105120837688446,0.005987776443362236,0.9985157251358032,8,0.13168656826019287,0.9970116019248962,0.0010495688766241074,-0.000787192489951849,-1.5657576322555542,160000.0,1,0.9985156655311584,0.08784018456935883,0.00031876954017207026,-0.003844974096864462,-0.054426319897174835,1.8276029825210571,20.70766258239746,1.6975402417074292e-08,1743324763.2841475,1.2066164016723633,7,99.48994445800781,0.00016096854233182967,0.0,1000,0,0.3147592544555664,0.01992993988096714,0.005980589892715216,1.415768027305603,0.08500394225120544,0.9985157251358032,0.005987776443362236,166.3926239013672,0.014139106497168541,120.19763946533203,19.309999465942383
0,1094.1065673828125,1.9943426847457886,-57001.1171875,1216.545902495,0.8072586059570312,10,0.1974920779466629,-0.01059463620185852,0.015275849029421806,0.9998461008071899,9,-0.461993932723999,1.0060659646987915,0.00010885126539506018,0.0024864765582606196,-1.655045509338379,180000.0,1,0.9998460412025452,0.0474790595471859,0.0008519147522747517,-0.0013584975386038423,-0.0074636442586779594,1.1442270278930664,20.73965072631836,-1.2207030941624453e-08,1743324885.5598047,1.485721230506897,8,101.4274673461914,0.00012655432510655373,0.0,1000,0,0.3254088759422302,0.00933530367910862,0.015131517313420773,1.424683928489685,0.19567279517650604,0.9998461008071899,0.015275849029421806,163.71011352539062,0.005028396844863892,122.16716766357422,16.93000030517578
0,1215.277587890625,1.6664341688156128,-35456.8046875,1337.414311567,0.5904512405395508,10,0.17392219603061676,0.001027604565024376,0.010967861860990524,1.0012404918670654,10,-0.21680736541748047,1.0066471099853516,0.0008770478307269514,-0.0003707738360390067,-1.9872539043426514,200000.0,1,1.0012403726577759,0.060394346714019775,0.001017959089949727,-0.001729271374642849,-0.04531747102737427,1.3503731489181519,20.68891143798828,8.77380390562621e-09,1743325006.744433,1.3275336027145386,9,100.37175750732422,0.000166009456734173,0.0,1000,0,0.3196050822734833,0.010362908244132996,0.01082397997379303,1.4249197244644165,0.17829959094524384,1.0012404918670654,0.010967861860990524,165.20635986328125,0.007201998960226774,121.06072235107422,15.979999542236328
