Metrics/EpRet,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Time/FPS,Loss/Loss_cost_critic,Train/KL,Value/Adv,_timestamp,Train/LR,Time/Rollout,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,Time/Total,Metrics/LagrangeMultiplier,Time/Epoch,Metrics/EpLen,Train/StopIter,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Time/Update,Train/Epoch,Train/PolicyRatio/Min,Value/cost,Value/reward,Train/PolicyStd,_step,_runtime,Loss/Loss_reward_critic,Train/Entropy,Metrics/EpCost
-1.5958536863327026,0.03599999472498894,20000.0,0.03599999472498894,0.010296355932950974,142.75070190429688,1.5392074584960938,0.009149894118309021,-0.0871400460600853,1743316395.000673,0.0002969999914057553,75.4932861328125,1.0002214908599854,0.006304370239377022,140.10543823242188,0.03599999472498894,140.10438537597656,1000,40,1.5392074584960938,0,-0.007930784486234188,-0.007930784486234188,1.0002214908599854,64.61103057861328,0,1.0002214908599854,0.015690723434090614,-0.054905980825424194,0.9943135380744934,1,281.895399091,0.006304370239377022,1.4132314920425415,12.550000190734863
-1.3716390132904053,0.07094521820545197,40000.0,0.07094521820545197,0.012780752964317799,141.9913330078125,1.8248460292816162,0.015381759032607079,0.13245055079460144,1743316535.9362617,0.00029399999766610563,75.7003402709961,1.0004966259002686,0.0016371645033359528,281.03570556640625,0.07094521820545197,140.85366821289062,1000,40,0.28563857078552246,0,-0.01243988610804081,-0.0045091016218066216,1.0004966259002686,65.15328216552734,1,1.0004966259002686,0.32984012365341187,-0.07934365421533585,0.9841760993003845,2,422.531400168,0.007941534742712975,1.40298330783844,16.274999618530273
-0.5252221822738647,0.10526616871356964,60000.0,0.10526616871356964,0.013111773878335953,142.30215454101562,3.56162166595459,0.015174840576946735,0.21562248468399048,1743316676.572264,0.000291000003926456,75.6326675415039,0.999796450138092,0.00424205232411623,421.6632080078125,0.10526616871356964,140.5460205078125,1000,40,1.7367756366729736,0,-0.012445328757166862,-5.4426491260528564e-06,0.999796450138092,64.91329956054688,2,0.999796450138092,0.3156992197036743,-0.054623376578092575,0.9654037356376648,3,563.802231858,0.012183587066829205,1.3836995363235474,25.766666412353516
0.1808374971151352,0.1396368145942688,80000.0,0.1396368145942688,0.012907937169075012,141.82508850097656,2.3413240909576416,0.013632369227707386,0.2960749864578247,1743316817.8430924,0.0002880000101868063,76.15702819824219,0.9995995163917542,-0.0004119211807847023,562.7714233398438,0.1396368145942688,141.01876831054688,1000,40,-1.2202975749969482,0,-0.014775027520954609,-0.0023296987637877464,0.9995995163917542,64.8616943359375,3,0.9995995163917542,1.228291392326355,-0.00853594858199358,0.9450689554214478,4,704.315212435,0.011771665886044502,1.3623924255371094,31.5625
1.114620566368103,0.17417100071907043,100000.0,0.17417100071907043,0.014182773418724537,142.45053100585938,3.5547845363616943,0.016770416870713234,0.010742954909801483,1743316958.3560622,0.0002849999873433262,75.75570678710938,1.0005221366882324,0.00868460163474083,703.424072265625,0.17417100071907043,140.39962768554688,1000,40,1.2134604454040527,0,-0.018364934250712395,-0.003589906729757786,1.0005221366882324,64.64385986328125,4,1.0005221366882324,1.7869064807891846,0.03937939181923866,0.913823664188385,5,844.226618842,0.02045626752078533,1.3287714719772339,38.11000061035156
2.622650146484375,0.20887534320354462,120000.0,0.20887534320354462,0.012889022007584572,143.0129852294922,3.0764026641845703,0.013377814553678036,0.11485952138900757,1743317098.2674823,0.00028199999360367656,75.21788787841797,1.0004206895828247,-0.0006649680435657501,843.3837890625,0.20887534320354462,139.84744262695312,1000,40,-0.478381872177124,0,-0.01747477427124977,0.0008901599794626236,1.0004206895828247,64.6294937133789,5,1.0004206895828247,3.0347609519958496,0.1668311357498169,0.8943706154823303,6,984.852339981,0.01979129947721958,1.3072562217712402,46.41999816894531
4.060060501098633,0.24395763874053955,140000.0,0.24395763874053955,0.0132931312546134,142.27760314941406,1.5977613925933838,0.0146139245480299,0.21772651374340057,1743317238.8869781,0.0002789999998640269,75.54534912109375,1.0024296045303345,-0.0009160153567790985,984.0185546875,0.24395763874053955,140.5702667236328,1000,40,-1.4786412715911865,0,-0.01622791588306427,0.001246858388185501,1.0024296045303345,65.02485656738281,6,1.0024296045303345,2.5363752841949463,0.25489380955696106,0.8608587980270386,7,1125.556350618,0.018875284120440483,1.2690343856811523,48.11000061035156
5.242343902587891,0.27940669655799866,160000.0,0.27940669655799866,0.013495607301592827,142.19183349609375,1.6907097101211548,0.01636241190135479,0.0036694128066301346,1743317379.5918496,0.00027600000612437725,75.86402893066406,0.9991296529769897,0.0014635194092988968,1124.72265625,0.27940669655799866,140.65504455566406,1000,40,0.092948317527771,0,-0.01978287845849991,-0.0035549625754356384,0.9991296529769897,64.79096984863281,7,0.9991296529769897,3.0420613288879395,0.3294258713722229,0.836542546749115,8,1265.972902859,0.02033880352973938,1.240390658378601,46.9900016784668
6.239331245422363,0.31504571437835693,180000.0,0.31504571437835693,0.013394792564213276,142.5077362060547,1.3562674522399902,0.017084689810872078,0.02958330139517784,1743317520.0137413,0.0002730000123847276,75.471435546875,1.000651240348816,0.0002740025520324707,1265.1163330078125,0.31504571437835693,140.34326171875,1000,40,-0.33444225788116455,0,-0.020027054473757744,-0.0002441760152578354,1.000651240348816,64.87177276611328,8,1.000651240348816,3.2993452548980713,0.36652183532714844,0.8144133687019348,9,1402.069292014,0.02061280608177185,1.2135837078094482,42.400001525878906
7.220530986785889,0.3508445918560028,200000.0,0.3508445918560028,0.013858942314982414,147.0447235107422,2.3790664672851562,0.020170507952570915,-0.08468567579984665,1743317656.1101549,0.0002699999895412475,78.65498352050781,1.0019675493240356,0.006452726200222969,1401.2059326171875,0.3508445918560028,136.01303100585938,1000,35,1.022799015045166,0,-0.023922473192214966,-0.003895418718457222,1.0019675493240356,57.357994079589844,9,1.0019675493240356,2.7195215225219727,0.42331230640411377,0.80344557762146,10,1534.273465582,0.02706553228199482,1.2000516653060913,42.81999969482422
