Loss/Loss_pi,Metrics/LagrangeMultiplier/Std,Metrics/EpCost,_step,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Safety/shield_adv_c,Train/PolicyStd,Misc/gradient_norm,Time/Total,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Train/Epoch,Metrics/LagrangeMultiplier,Value/reward,TotalEnvSteps,Misc/H_inv_g,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Train/LR,_runtime,Train/KL,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Value/cost,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Std,Misc/AcceptanceStep,Train/PolicyRatio/Std,Misc/FinalStepNorm,Loss/Loss_pi/Delta,Misc/xHx,Misc/Alpha,Safety/shield_violation,Time/Epoch,Train/Entropy,Train/PolicyRatio/Max,Train/StopIter,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Time/FPS,Time/Update,Loss/Loss_cost_critic
-0.3730032444000244,0,123.69999694824219,1,1.0021356344223022,0.03599999472498894,0.04500000178813934,1.9472554922103882,1.0036125183105469,0.029741687700152397,109.02919006347656,0.04500000178813934,1746535038.987607,0,0.03599999472498894,-0.056626856327056885,20000.0,0.09791960567235947,-6.103515470812226e-09,0.04500000178813934,95.74855041503906,164.8000030517578,70.36093139648438,0,206.507344314,0.00028900327743031085,500,0.013325351290404797,0.05692170560359955,0.03599999472498894,-0.3955109119415283,0,1,0.001510093454271555,0.3158537745475769,-0.3730032444000244,0.00192218367010355,3.2256438732147217,0.06165864318609238,109.02782440185547,1.422532558441162,1.0021356344223022,10,0.013325351290404797,1.0021356344223022,183.4394073486328,13.279258728027344,70.36093139648438
-0.28177884221076965,0,140.3249969482422,2,1.0016645193099976,0.07104547321796417,0.08002475649118423,6.744162082672119,1.0179767608642578,0.07566164433956146,205.71884155273438,0.08002475649118423,1746535135.6882968,1,0.07104547321796417,-0.0613086074590683,40000.0,0.10863973945379257,3.051757735406113e-09,0.08002475649118423,82.56814575195312,196.75,-25.399551391601562,0,292.707398278,0.0004026363603770733,500,-0.0035041626542806625,5.447649002075195,0.07104547321796417,-0.408499538898468,0,1,0.0011769648408517241,0.25174781680107117,0.09122440218925476,0.0037245582789182663,2.3172719478607178,6.463470458984375,96.59944915771484,1.4367040395736694,1.0016645193099976,10,0.009821188636124134,1.0016645193099976,207.04052734375,14.03127670288086,44.96138000488281
-0.3902928829193115,0,111.55000305175781,3,1.0018268823623657,0.10576589405536652,0.11243681609630585,0.484810471534729,1.0236440896987915,0.05501551181077957,291.94873046875,0.11243681609630585,1746535221.8884006,2,0.10576589405536652,-0.04736270755529404,60000.0,0.12335781753063202,1.602172794434864e-08,0.11243681609630585,71.91931915283203,78.07499694824219,-7.1817169189453125,0,381.520183249,0.00031107087852433324,500,-0.00022623687982559204,3.537811040878296,0.10576589405536652,-0.08488225191831589,0,1,0.0012917728163301945,0.32084643840789795,-0.10851404070854187,0.0029564290307462215,2.6009411811828613,5.45652961730957,86.13082122802734,1.4422599077224731,1.0018270015716553,10,0.009594951756298542,1.0018270015716553,232.20492553710938,14.211469650268555,37.7796630859375
-0.26475200057029724,0,97.97000122070312,4,1.0024017095565796,0.14004994928836823,0.1454479992389679,1.5955182313919067,1.030617117881775,0.03478073701262474,380.761474609375,0.1454479992389679,1746535310.7013369,3,0.14004994928836823,-0.01788291707634926,80000.0,0.12628717720508575,-1.907348590179936e-08,0.1454479992389679,75.80241394042969,143.75,33.73944091796875,0,475.732635932,0.0003047505160793662,500,0.0009188810363411903,8.157045364379883,0.14004994928836823,0.5539446473121643,0,1,0.0016981808003038168,0.32639580965042114,0.12554088234901428,0.002994042821228504,2.584552049636841,10.194355010986328,88.743408203125,1.4490480422973633,1.0024017095565796,10,0.010513832792639732,1.0024017095565796,225.3688507080078,12.94097900390625,71.51910400390625
-0.33434391021728516,0,94.27999877929688,5,1.0020993947982788,0.17401736974716187,0.1780821979045868,2.4354522228240967,1.0484199523925781,0.07140642404556274,474.9468078613281,0.1780821979045868,1746535404.913582,4,0.17401736974716187,0.03678097203373909,100000.0,0.13112232089042664,7.629394005448376e-09,0.1780821979045868,77.5400161743164,106.05000305175781,-5.839080810546875,0,562.618933503,0.0004007399547845125,500,-0.0010862033814191818,7.835483551025391,0.17401736974716187,1.145846962928772,0,1,0.0014844120014458895,0.2904578745365143,-0.06959190964698792,0.0040758270770311356,2.21516752243042,10.229911804199219,94.11582946777344,1.4661062955856323,1.0020993947982788,10,0.00942762941122055,1.0020993947982788,212.5041046142578,16.575794219970703,65.68002319335938
-0.2814280092716217,0,118.18000030517578,6,1.0031973123550415,0.20825454592704773,0.2113594114780426,-0.9208433032035828,1.057413935661316,0.06331243366003036,561.8511962890625,0.2113594114780426,1746535491.7995603,5,0.20825454592704773,0.07816452533006668,120000.0,0.1463252604007721,-1.525878801089675e-08,0.2113594114780426,74.57024383544922,155.625,36.62492370605469,0,648.711675446,0.0003275797644164413,500,0.0022056084126234055,14.132868766784668,0.20825454592704773,1.422060251235962,0,1,0.002260813256725669,0.29730209708213806,0.05291590094566345,0.004844754468649626,2.0317893028259277,17.539541244506836,86.80682373046875,1.4746370315551758,1.003197431564331,10,0.011633237823843956,1.003197431564331,230.39663696289062,12.236564636230469,102.30494689941406
-0.32301709055900574,0,104.18000030517578,7,1.002859115600586,0.2424422651529312,0.2442447394132614,0.3766990005970001,1.057352900505066,0.04675053060054779,647.93408203125,0.2442447394132614,1746535577.8927999,6,0.2424422651529312,0.13327902555465698,140000.0,0.13154758512973785,9.155272984173735e-09,0.2442447394132614,72.25174713134766,105.25,-35.17353820800781,0,733.780156657,0.00033060729037970304,500,0.008149726316332817,10.02457332611084,0.2424422651529312,1.824379563331604,0,1,0.0020217562559992075,0.3116580843925476,-0.04158908128738403,0.003563179401680827,2.369166135787964,12.330347061157227,86.00537109375,1.4743919372558594,1.002859115600586,10,0.019782964140176773,1.002859115600586,232.54360961914062,13.753606796264648,67.13140869140625
-0.37077781558036804,0,84.9000015258789,8,1.0019785165786743,0.27616241574287415,0.2764825224876404,-0.202298104763031,1.0638333559036255,0.0537266805768013,732.9923095703125,0.2764825224876404,1746535662.9610336,7,0.27616241574287415,0.22131763398647308,160000.0,0.165864497423172,-1.3732909920349812e-08,0.2764825224876404,71.97127532958984,89.2750015258789,16.196922302246094,0,815.925594346,0.00030161550967022777,500,-0.0001589953899383545,9.263911247253418,0.27616241574287415,2.40388560295105,0,1,0.0013991068117320538,0.32162830233573914,-0.047760725021362305,0.005318970885127783,1.9391026496887207,13.125312805175781,84.969970703125,1.4801825284957886,1.0019786357879639,10,0.01962396875023842,1.0019786357879639,235.37728881835938,12.998680114746094,83.32833099365234
-0.382119745016098,0,59.0,9,1.0021337270736694,0.30875301361083984,0.30764785408973694,-0.5747919082641602,1.070873737335205,0.0892116129398346,815.1466064453125,0.30764785408973694,1746535745.1063087,8,0.30875301361083984,0.31332895159721375,180000.0,0.18081693351268768,-1.3732909920349812e-08,0.30764785408973694,69.28632354736328,67.82499694824219,-20.046733856201172,0,899.35812796,0.0002843502734322101,500,0.012636717408895493,7.388782024383545,0.30875301361083984,2.8467442989349365,0,1,0.0015088010113686323,0.31499937176704407,-0.01134192943572998,0.006590042728930712,1.742089867591858,10.058510780334473,82.05681610107422,1.486659049987793,1.0021337270736694,10,0.03226068615913391,1.0021337270736694,243.7335662841797,12.770477294921875,63.28159713745117
-0.3893214762210846,0,42.18000030517578,10,1.0023425817489624,0.3398185670375824,0.3373844027519226,-0.4954192042350769,1.0857611894607544,0.07937145233154297,898.6079711914062,0.3373844027519226,1746535828.5387528,9,0.3398185670375824,0.4268355071544647,200000.0,0.17803552746772766,-7.629394338515283e-10,0.3373844027519226,69.62801361083984,49.54999923706055,-14.467735290527344,0,980.158702893,0.0003119089815299958,500,0.017643388360738754,5.8378448486328125,0.3398185670375824,4.011435508728027,0,1,0.0016564835095778108,0.30328240990638733,-0.007201731204986572,0.006892047822475433,1.7034937143325806,8.430342674255371,83.37054443359375,1.4998779296875,1.0023425817489624,10,0.049904074519872665,1.0023425817489624,239.8928680419922,13.742518424987793,48.81386184692383
