Time/Epoch,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Safety/ShieldLagrangeMultiplier,Time/Total,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,_step,Loss/Loss_cost_critic/Delta,Train/LR,TotalEnvSteps,Loss/Loss_reward_critic/Delta,Metrics/EpRet,Train/StopIter,Safety/shield_violation,Train/PolicyStd,Value/reward,Loss/Loss_cost_critic,Train/Epoch,Value/cost,Metrics/LagrangeMultiplier/Min,Train/KL,Train/Entropy,Safety/shield_adv_c,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,_runtime,Time/Rollout,Metrics/LagrangeMultiplier,Metrics/EpLen,Metrics/EpCost,Value/Adv,Loss/Loss_pi,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Max,Train/PolicyRatio/Min,Loss/Loss_pi/Delta,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Train/PolicyRatio/Std
254.11007690429688,0.04500000178813934,131.49114990234375,0.04500000178813934,254.11122131347656,0,78.70604705810547,1,8.54898452758789,0.0002969999914057553,20000.0,0.007412766106426716,-2.172764778137207,40,-0.1163676530122757,0.9784281253814697,0.05997682362794876,8.54898452758789,0,-0.14924025535583496,0.035999998450279236,0.009111388586461544,1.3970601558685303,NaN,1.0027868747711182,0,0.007412766106426716,432.585562969,122.61885070800781,0.035999998450279236,1000,21.100000381469727,-0.11662827432155609,-0.45589882135391235,0.035999998450279236,1.0027868747711182,1.0027868747711182,-0.45589882135391235,42.099998474121094,0.04500000178813934,1746496644.0149722,0.009701496921479702
177.43955993652344,0.07588815689086914,95.16065216064453,0.07588815689086914,431.6201477050781,0,112.71443939208984,2,-4.445369720458984,0.00029399999766610563,40000.0,-0.0016876906156539917,-2.101099729537964,29,0.427213191986084,0.945919930934906,0.004767256788909435,4.103614807128906,1,0.3101171851158142,0.06958776712417603,0.021280938759446144,1.3628218173980713,NaN,1.0009242296218872,0,0.005725075490772724,651.447602597,82.27886199951172,0.06958776712417603,1000,12.875,0.1884700506925583,-0.3539711833000183,0.06958776712417603,1.0009242296218872,1.0009242296218872,0.10192763805389404,15.149999618530273,0.07588815689086914,1746496821.52742,0.014120351523160934
218.794189453125,0.10847936570644379,130.2112579345703,0.10847936570644379,650.491943359375,0,91.41011047363281,3,3.315786838531494,0.000291000003926456,60000.0,0.0012005525641143322,-1.117785930633545,40,2.029435873031616,0.9086212515830994,0.03545880690217018,7.4194016456604,2,1.6306617259979248,0.10273093730211258,0.01550091803073883,1.3214648962020874,NaN,1.002801537513733,0,0.006925628054887056,872.726903059,88.5828628540039,0.10273093730211258,1000,12.066666603088379,-0.17005997896194458,-0.3793129622936249,0.10273093730211258,1.002801537513733,1.002801537513733,-0.025341778993606567,35.20000076293945,0.10847936570644379,1746497040.3896794,0.014055103994905949
221.20663452148438,0.1399785280227661,130.4897003173828,0.1399785280227661,871.7678833007812,0,90.41320037841797,4,10.391820430755615,0.0002880000101868063,80000.0,-0.0003608814440667629,-0.49083012342453003,40,2.640648365020752,0.8853117823600769,0.07506945729255676,17.811222076416016,3,1.2845358848571777,0.1366281509399414,0.00822986289858818,1.295026421546936,NaN,1.0019844770431519,0,0.006564746610820293,1095.985402294,90.71688079833984,0.1366281509399414,1000,18.962499618530273,-0.029517538845539093,-0.3709286153316498,0.1366281509399414,1.0019844770431519,1.0019844770431519,0.008384346961975098,89.25,0.1399785280227661,1746497261.6688883,0.010395758785307407
223.19046020507812,0.17221307754516602,131.1111297607422,0.17221307754516602,1095.0245361328125,0,89.60956573486328,5,0.6169452667236328,0.0002849999873433262,100000.0,0.0021216413006186485,0.05009700730443001,40,3.809462547302246,0.8651612401008606,0.08032264560461044,18.42816734313965,4,1.7074298858642578,0.1709894835948944,0.00782856997102499,1.271718144416809,NaN,1.0040698051452637,0,0.008686387911438942,1319.566396605,92.07928466796875,0.1709894835948944,1000,25.399999618530273,-0.10880088806152344,-0.33658790588378906,0.1709894835948944,1.0040698051452637,1.0040698051452637,0.03434070944786072,109.30000305175781,0.17221307754516602,1746497484.9273033,0.009867102839052677
223.50950622558594,0.20521759986877441,130.63035583496094,0.20521759986877441,1318.605712890625,0,89.48165893554688,6,2.819316864013672,0.00028199999360367656,120000.0,-9.475741535425186e-05,0.9579830765724182,40,4.75933837890625,0.8439361453056335,0.11526445299386978,21.24748420715332,5,2.214566707611084,0.2054051011800766,0.00868210382759571,1.2465401887893677,NaN,1.0035197734832764,0,0.00859163049608469,1544.440996927,92.87910461425781,0.2054051011800766,1000,35.40999984741211,-0.04915155470371246,-0.3112717568874359,0.2054051011800766,1.003519892692566,1.003519892692566,0.02531614899635315,129.14999389648438,0.20521759986877441,1746497708.508426,0.009861364960670471
224.806884765625,0.2386660873889923,131.65223693847656,0.2386660873889923,1543.4803466796875,0,88.96524810791016,7,-4.280126571655273,0.0002789999998640269,140000.0,0.005374457687139511,2.0386886596679688,40,7.914923667907715,0.8248082399368286,0.14151975512504578,16.967357635498047,6,2.8172433376312256,0.2399367094039917,0.007634831126779318,1.2235774993896484,NaN,1.0045509338378906,0,0.013966088183224201,1766.093727996,93.15459442138672,0.2399367094039917,1000,44.040000915527344,0.10230417549610138,-0.40392032265663147,0.2399367094039917,1.0045509338378906,1.0045509338378906,-0.09264856576919556,84.25,0.2386660873889923,1746497933.382872,0.01093981321901083
221.56565856933594,0.2728775441646576,130.54605102539062,0.2728775441646576,1765.1171875,0,90.26669311523438,8,3.900270462036133,0.00027600000612437725,160000.0,-0.0031578922644257545,2.618656873703003,40,7.471803188323975,0.8041926622390747,0.18924252688884735,20.86762809753418,7,3.057258367538452,0.2745620608329773,0.009303439408540726,1.1986039876937866,NaN,1.0024685859680176,0,0.010808195918798447,1988.040377707,91.01956176757812,0.2745620608329773,1000,55.91999816894531,-0.16722410917282104,-0.32398226857185364,0.2745620608329773,1.0024685859680176,1.0024685859680176,0.07993805408477783,124.3499984741211,0.2728775441646576,1746498155.0354192,0.010650046169757843
221.86322021484375,0.30595946311950684,131.60157775878906,0.30595946311950684,1987.072021484375,0,90.1456298828125,9,-11.48751449584961,0.0002730000123847276,180000.0,0.002996295690536499,3.198105573654175,40,6.4771928787231445,0.7896455526351929,0.2283855527639389,9.38011360168457,8,2.9128921031951904,0.3097344636917114,0.006994413677603006,1.18083655834198,NaN,1.0035573244094849,0,0.013804491609334946,2211.762315385,90.26158142089844,0.3097344636917114,1000,52.0099983215332,-0.1652962565422058,-0.39590513706207275,0.3097344636917114,1.0035574436187744,1.0035574436187744,-0.07192286849021912,48.599998474121094,0.30595946311950684,1746498376.9821908,0.010320634581148624
223.65122985839844,0.3394988477230072,131.3586883544922,0.3394988477230072,2210.8037109375,0,89.4249496459961,10,6.350390434265137,0.0002699999895412475,200000.0,0.002424946054816246,3.6901800632476807,40,7.243554592132568,0.7841715812683105,0.2891237437725067,15.730504035949707,9,4.091192245483398,0.34537163376808167,0.007578858640044928,1.1735824346542358,NaN,1.00462806224823,0,0.01622943766415119,2436.498851773,92.29248809814453,0.34537163376808167,1000,49.849998474121094,-9.711086750030518e-05,-0.3344807028770447,0.34537163376808167,1.00462806224823,1.00462806224823,0.061424434185028076,92.25,0.3394988477230072,1746498600.7041316,0.009756666608154774
