Train/PolicyRatio/Std,Metrics/EpCost,Train/PolicyStd,Loss/Loss_reward_critic/Delta,_timestamp,Loss/Loss_pi/Delta,Train/PolicyRatio/Min,Train/StopIter,Value/Adv,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic,Value/reward,Time/FPS,Loss/Loss_pi,Metrics/LagrangeMultiplier,Metrics/EpRet,_runtime,Loss/Loss_cost_critic/Delta,Time/Total,Train/Epoch,Time/Update,Time/Rollout,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Time/Epoch,Metrics/LagrangeMultiplier/Min,Train/Entropy,_step,Train/KL,Train/PolicyRatio,Train/LR,Value/cost,Metrics/EpLen,Train/PolicyRatio/Max,Loss/Loss_cost_critic
0.009202932007610798,44.900001525878906,0.9975652694702148,0.005872155539691448,1743317505.7284718,-0.006030905060470104,1.0000898838043213,40,0.1976403295993805,0.03599999472498894,0.005872155539691448,0.24309515953063965,92.08500671386719,-0.006030905060470104,0.03599999472498894,-0.40735214948654175,438.518685929,4.579484939575195,217.19190979003906,0,127.58740234375,89.60315704345703,20000.0,0,217.1906280517578,0.03599999472498894,1.4164958000183105,1,0.005981575697660446,1.0000898838043213,0.0002969999914057553,0.07676566392183304,1000,1.0000898838043213,4.579484939575195
0.011190585792064667,46.04999923706055,0.9878493547439575,0.0010772724635899067,1743317725.82276,-0.004674315452575684,1.0010714530944824,40,-0.05484599620103836,0.07102026045322418,0.006949428003281355,0.17660951614379883,90.9129409790039,-0.010705220513045788,0.07102026045322418,-0.24606676399707794,659.766440146,-0.6024692058563232,437.2823486328125,1,131.12510681152344,88.86547088623047,40000.0,0,219.9906768798828,0.07102026045322418,1.406707763671875,2,0.010129434056580067,1.0010714530944824,0.00029399999766610563,1.8276418447494507,1000,1.0010714530944824,3.977015733718872
0.013427836820483208,40.650001525878906,0.965596079826355,-0.0001950301229953766,1743317947.0704098,-0.0027587004005908966,0.9988350868225098,40,0.034351300448179245,0.10585048794746399,0.006754397880285978,0.1720830798149109,90.47947692871094,-0.013463920913636684,0.10585048794746399,0.24062278866767883,874.997160671,-2.143213629722595,658.4244995117188,2,131.9366455078125,89.10782623291016,60000.0,0,221.0446014404297,0.10585048794746399,1.3839187622070312,3,0.01451729517430067,0.998835027217865,0.000291000003926456,1.165147304534912,1000,0.9988350868225098,1.8338021039962769
0.012639058753848076,45.79999923706055,0.9431146383285522,0.004510519560426474,1743318162.3007576,-0.0010994290933012962,0.9993260502815247,40,-0.07797613739967346,0.14078518748283386,0.011264917440712452,0.17537683248519897,92.982177734375,-0.01456335000693798,0.14078518748283386,0.8187486529350281,1093.927402734,2.1211711168289185,873.7236328125,3,125.58096313476562,89.51394653320312,80000.0,0,215.09498596191406,0.14078518748283386,1.3603527545928955,4,0.012717102654278278,0.9993260502815247,0.0002880000101868063,1.383592128753662,1000,0.9993260502815247,3.9549732208251953
0.013560035265982151,53.66999816894531,0.9234514832496643,0.0014631310477852821,1743318381.2309647,-0.0033856332302093506,0.9982288479804993,40,0.050266265869140625,0.17593204975128174,0.012728048488497734,0.17214812338352203,91.40902709960938,-0.01794898323714733,0.17593204975128174,1.1946113109588623,1312.613072321,0.883845329284668,1092.6641845703125,4,129.6844940185547,89.11221313476562,100000.0,0,218.79676818847656,0.17593204975128174,1.3392568826675415,5,0.015597676858305931,0.9982287883758545,0.0002849999873433262,1.5547277927398682,1000,0.9982288479804993,4.838818550109863
0.01291630882769823,51.84000015258789,0.8900718092918396,0.006563244387507439,1743318599.9165893,0.0010803118348121643,1.000748872756958,40,-0.1370919942855835,0.21119917929172516,0.019291292876005173,0.21175482869148254,91.5037841796875,-0.016868671402335167,0.21119917929172516,2.2377724647521973,1531.482918488,-2.505527973175049,1311.3681640625,5,129.54844665527344,89.02163696289062,120000.0,0,218.57020568847656,0.21119917929172516,1.3024545907974243,6,0.014965124428272247,1.000748872756958,0.00028199999360367656,3.212380886077881,1000,1.000748872756958,2.3332905769348145
0.013266153633594513,56.68000030517578,0.870023250579834,-0.0019849687814712524,1743318818.786431,-0.004248093813657761,1.0021249055862427,40,0.14185830950737,0.246653750538826,0.01730632409453392,0.2842005789279938,91.42729949951172,-0.021116765215992928,0.246653750538826,3.3786566257476807,1752.122396924,1.3371286392211914,1530.236328125,6,129.5676727294922,89.18528747558594,140000.0,0,218.7530517578125,0.246653750538826,1.2796937227249146,7,0.015723509714007378,1.0021249055862427,0.0002789999998640269,3.66565203666687,1000,1.0021249055862427,3.670419216156006
0.013314093463122845,80.9800033569336,0.8659610152244568,0.0019320975989103317,1743319039.426299,-0.0049672797322273254,1.0017402172088623,40,0.029791027307510376,0.2823498249053955,0.019238421693444252,0.30066409707069397,90.68533325195312,-0.026084044948220253,0.2823498249053955,4.350574016571045,1966.276379401,0.8891654014587402,1750.8958740234375,7,131.29176330566406,89.25098419189453,160000.0,0,220.54283142089844,0.2823498249053955,1.2750109434127808,8,0.014635337516665459,1.0017402172088623,0.00027600000612437725,3.886024236679077,1000,1.0017402172088623,4.559584617614746
0.012962490320205688,85.2699966430664,0.8456031084060669,0.00035205110907554626,1743319253.5799108,0.0010713320225477219,1.0004502534866333,40,0.15171842277050018,0.31835639476776123,0.0195904728025198,0.4129163920879364,93.43220520019531,-0.02501271292567253,0.31835639476776123,5.076242446899414,2188.36289513,-1.2864174842834473,1965.04443359375,8,125.06773376464844,88.99110412597656,180000.0,0,214.05894470214844,0.31835639476776123,1.251216173171997,9,0.01576331816613674,1.0004501342773438,0.0002730000123847276,4.908804893493652,1000,1.0004502534866333,3.273167133331299
0.014117125421762466,79.62000274658203,0.8273236751556396,-0.0012077074497938156,1743319475.6669152,-0.002183772623538971,1.0022913217544556,40,-0.06251735240221024,0.3546309769153595,0.018382765352725983,0.4479875862598419,90.09846496582031,-0.027196485549211502,0.3546309769153595,6.017299175262451,2409.374260742,-0.31648969650268555,2187.125,9,131.73220825195312,90.24707794189453,200000.0,0,221.97935485839844,0.3546309769153595,1.2293576002120972,10,0.017793850973248482,1.0022913217544556,0.0002699999895412475,4.776922702789307,1000,1.0022913217544556,2.9566774368286133
