Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-1.1102445125579834,16.5,1000.0,0.0,1.4176969528198242,0.00032021693186834455,10.0,0.9999046325683594,0.9999046325683594,0.9999046325683594,6.746307190041989e-05,0.0,0.998833179473877,20000.0,-0.004897264298051596,-0.004897264298051596,-1.6403197022896165e-08,0.007053455337882042,0.007053455337882042,0.14123186469078064,1.4103443622589111,1.4103443622589111,-0.04829210415482521,114.01851654052734,92.74158477783203,21.275697708129883,114.01731872558594,175.41195678710938,2.6978566646575928,0.2940129041671753,0.04778477922081947,0.002747835125774145,0.10898017883300781,1.0,0.035999998450279236,0.035999998450279236,0.035999998450279236,0.0
-0.6774517893791199,34.32500076293945,1000.0,1.0,1.4153295755386353,0.0003627314872574061,10.0,1.0005298852920532,1.0005300045013428,1.0005300045013428,0.00037465739296749234,0.0,0.9964356422424316,40000.0,-0.005764758680015802,-0.0008674943819642067,1.0681151962899094e-08,0.008813999593257904,0.0017605442553758621,0.09056299924850464,5.006186008453369,3.595841646194458,0.8698593974113464,226.184326171875,91.45858764648438,20.608139038085938,112.06675720214844,178.46505737304688,2.5076613426208496,0.29106980562210083,0.06751257181167603,0.0031804670579731464,0.11607222259044647,1.0,0.06963207572698593,0.06963207572698593,0.06963207572698593,0.0
-0.2001391500234604,38.650001525878906,1000.0,2.0,1.4077863693237305,0.0002805867698043585,10.0,0.9991118907928467,0.9991118907928467,0.9991118907928467,0.0006279880180954933,0.0,0.9889469146728516,60000.0,-0.00651395320892334,-0.0007491945289075375,7.629394338515283e-10,0.012591003440320492,0.0037770038470625877,0.10619602352380753,3.9656877517700195,-1.0404982566833496,1.720474362373352,339.07861328125,92.42041015625,20.369640350341797,112.79007720947266,177.32057189941406,2.2996318340301514,0.3458033800125122,0.051641952246427536,0.0037819193676114082,0.15037335455417633,1.0,0.1038043349981308,0.1038043349981308,0.1038043349981308,0.0
0.19793443381786346,50.8125,1000.0,3.0,1.4122886657714844,0.0003040029259864241,10.0,1.0001859664916992,1.0001859664916992,1.0001859664916992,0.00013144199328962713,0.0,0.9934048652648926,80000.0,-0.00971235241740942,-0.00319839920848608,7.629394338515283e-10,0.01297107245773077,0.0003800690174102783,0.0789533481001854,6.158797740936279,2.1931099891662598,3.7431304454803467,451.57373046875,91.98966217041016,20.412540435791016,112.4022445678711,177.93238830566406,1.5984275341033936,0.3248814046382904,0.0988064855337143,0.007827868685126305,0.20325064659118652,1.0,0.13813716173171997,0.13813716173171997,0.13813716173171997,0.0
0.5947996973991394,55.849998474121094,1000.0,4.0,1.4137147665023804,0.00027597221196629107,10.0,0.9994421601295471,0.9994422197341919,0.9994422197341919,0.00039443830610252917,0.0,0.9947981834411621,100000.0,-0.008214596658945084,0.0014977557584643364,9.155272984173735e-09,0.012978249229490757,7.1767717599868774e-06,0.0967889055609703,4.070611476898193,-2.088186264038086,5.288588047027588,564.4014282226562,92.15811157226562,20.559030532836914,112.71720123291016,177.43521118164062,1.8076015710830688,0.34909969568252563,0.05370499938726425,0.00612102122977376,0.19312867522239685,1.0,0.17280493676662445,0.17280493676662445,0.17280493676662445,0.0
1.5197534561157227,74.2699966430664,1000.0,5.0,1.4139007329940796,0.0003221834485884756,10.0,1.000321388244629,1.000321388244629,1.000321388244629,0.00022719961998518556,0.0,0.9949779510498047,120000.0,-0.0099850008264184,-0.0017704041674733162,-7.629394005448376e-09,0.016337070614099503,0.0033588213846087456,0.16166183352470398,5.431356430053711,1.3607449531555176,5.646463871002197,677.2176513671875,92.38844299316406,20.32318878173828,112.71165466308594,177.44393920898438,1.4858132600784302,0.3197097182273865,0.09354113787412643,0.009059433825314045,0.21517488360404968,1.0,0.20755334198474884,0.20755334198474884,0.20755334198474884,0.0
2.327207088470459,74.70999908447266,1000.0,6.0,1.4138487577438354,0.0003011350054293871,10.0,1.0005712509155273,1.0005712509155273,1.0005712509155273,0.0004039354098495096,0.0,0.9949264526367188,140000.0,-0.009034601040184498,0.000950399786233902,-7.629394005448376e-09,0.02773270383477211,0.011395633220672607,0.1469598114490509,3.2249159812927246,-2.2064404487609863,5.964691638946533,789.8004760742188,92.09215545654297,20.399805068969727,112.49198150634766,177.7904510498047,1.6183526515960693,0.33501362800598145,0.08525468409061432,0.00763630261644721,0.20700904726982117,1.0,0.24267712235450745,0.24267712235450745,0.24267712235450745,0.0
3.0888559818267822,75.83999633789062,1000.0,7.0,1.4081454277038574,0.0003647728590294719,10.0,0.9998259544372559,0.9998259544372559,0.9998259544372559,0.0001230687921633944,0.0,0.9892799854278564,160000.0,-0.008895035833120346,0.00013956520706415176,8.77380390562621e-09,0.02628885768353939,-0.0014438461512327194,0.2165813446044922,3.3041653633117676,0.07924938201904297,4.763770580291748,902.4644165039062,92.1395034790039,20.439857482910156,112.57939147949219,177.65240478515625,1.600873351097107,0.29056134819984436,0.15666501224040985,0.007803968153893948,0.18150179088115692,1.0,0.2781669795513153,0.2781669795513153,0.2781669795513153,0.0
3.757248878479004,74.26000213623047,1000.0,8.0,1.4013382196426392,0.00028230121824890375,10.0,0.9984809756278992,0.9984809756278992,0.9984809756278992,0.0010741265723481774,0.0,0.9826348423957825,180000.0,-0.008929964154958725,-3.4928321838378906e-05,-1.831054596834747e-08,0.02493670955300331,-0.0013521481305360794,0.19276879727840424,3.3179383277893066,0.013772964477539062,5.633893966674805,1015.3595581054688,92.15865325927734,20.637712478637695,112.79640197753906,177.3106231689453,1.5923311710357666,0.33540844917297363,0.08394747972488403,0.00788792222738266,0.2106398642063141,1.0,0.313949316740036,0.313949316740036,0.313949316740036,0.0
4.474166393280029,66.37999725341797,1000.0,9.0,1.3933180570602417,0.0004035688180010766,10.0,1.000272274017334,1.000272274017334,1.000272274017334,0.00019252680067438632,0.0,0.975125253200531,200000.0,-0.00992149394005537,-0.0009915297850966454,1.2207030941624453e-08,0.028552131727337837,0.003615422174334526,0.28586187958717346,2.537027597427368,-0.7809107303619385,5.116578578948975,1126.848876953125,91.91407775878906,19.486248016357422,111.40036010742188,179.5326385498047,1.435912013053894,0.2841179370880127,0.09666772931814194,0.0097000477835536,0.197865828871727,1.0,0.3498148024082184,0.3498148024082184,0.3498148024082184,0.0
