_step,Time/Epoch,Loss/Loss_pi,Misc/AcceptanceStep,Metrics/EpLen,Train/Epoch,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic,Time/FPS,Train/KL,Value/reward,Train/PolicyRatio/Max,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Misc/FinalStepNorm,Metrics/EpRet,Metrics/EpCost,Time/Update,_timestamp,Metrics/LagrangeMultiplier/Std,Misc/gradient_norm,Value/Adv,Misc/H_inv_g,TotalEnvSteps,Train/Entropy,Train/LR,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,_runtime,Value/cost,Misc/Alpha,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Loss/Loss_pi/Delta,Time/Total,Misc/xHx,Time/Rollout,Train/StopIter
27,126.08837890625,-0.052228618413209915,1,500,26,-1.8278460502624512,1.020633339881897,0.9183226227760315,5.565456867218018,158.618896484375,0.0002120409335475415,0.05915879085659981,0.997909665107727,0.9979096055030823,0.9183226227760315,0.3516709804534912,-2.0920472145080566,27.579999923706055,9.600667953491211,1743332615.9049323,0,0.25998491048812866,3.051757735406113e-09,1.4703595638275146,540000.0,1.4341017007827759,0,4.099475860595703,0.0014781180070713162,0.9183226227760315,3533.553760926,6.425113677978516,0.23917345702648163,0.997909665107727,-0.42702245712280273,-0.0020509734749794006,3407.044677734375,0.3496262729167938,116.48768615722656,10
28,125.54399871826172,-0.04726411774754524,1,500,27,1.0768518447875977,1.0244629383087158,0.947598397731781,4.5871195793151855,159.30670166015625,0.00021150799875613302,-0.004900394473224878,1.0030145645141602,1.0030145645141602,0.947598397731781,0.35054609179496765,-2.4125819206237793,26.479999542236328,9.375207901000977,1743332741.5053184,0,0.23830273747444153,7.629394338515283e-10,1.331078052520752,560000.0,1.4374359846115112,0,5.176327705383301,0.0021315626800060272,0.947598397731781,3659.348944202,6.60845947265625,0.263355016708374,1.0030145645141602,-0.978337287902832,0.004964500665664673,3532.652099609375,0.2883678078651428,116.16876220703125,10
29,125.74506378173828,-0.050634998828172684,1,500,28,0.5976123809814453,1.020461916923523,0.9766479134559631,5.374265193939209,159.05197143554688,0.00021097429271321744,-0.1219278946518898,0.9984425902366638,0.9984425902366638,0.9766479134559631,0.3525698781013489,-1.0772063732147217,23.65999984741211,9.516050338745117,1743332867.3005292,0,0.2695566415786743,-6.866454960174906e-09,1.4575262069702148,580000.0,1.4329195022583008,0,5.773940086364746,0.001101269037462771,0.9766479134559631,3784.668638369,6.308927536010742,0.24189607799053192,0.9984425902366638,0.7871456146240234,-0.0033708810806274414,3658.451904296875,0.3418002128601074,116.22898864746094,10
30,125.25883483886719,-0.06069275736808777,1,500,29,-0.21735668182373047,1.0220739841461182,1.006316900253296,7.557098388671875,159.66937255859375,0.0002118437987519428,-0.01846674084663391,0.9996694326400757,0.9996693730354309,1.006316900253296,0.35182636976242065,0.6294667720794678,33.2400016784668,9.346661567687988,1743332992.620176,0,0.30867525935173035,3.051757735406113e-09,1.732791543006897,600000.0,1.433641791343689,0,5.556583404541016,0.00023377450997941196,1.006316900253296,3910.100289553,6.091917037963867,0.203040212392807,0.9996694326400757,2.182833194732666,-0.010057758539915085,3783.7607421875,0.4851386547088623,115.91214752197266,10
31,125.37490844726562,-0.06602557748556137,1,500,30,0.22832155227661133,1.0190136432647705,1.0370852947235107,7.565526485443115,159.5215606689453,0.0002292071731062606,0.10369648784399033,0.9984354972839355,0.9984354972839355,1.0370852947235107,0.3416268825531006,0.2880934178829193,40.439998626708984,9.304317474365234,1743333118.0518842,0,0.35281288623809814,-1.0681151962899094e-08,1.843356728553772,620000.0,1.4306726455688477,0,5.784904956817627,0.0011062424164265394,1.0370852947235107,4036.794961932,6.5920562744140625,0.18532869219779968,0.9984354972839355,0.008428096771240234,-0.005332820117473602,3909.197265625,0.582297146320343,116.07056427001953,10
32,126.62938690185547,-0.06169411912560463,1,500,31,-1.4963130950927734,1.0155190229415894,1.0690865516662598,5.976917266845703,157.94122314453125,0.0001964987168321386,-0.26354119181632996,0.9972504377365112,0.9972503781318665,1.0690865516662598,0.3597079813480377,0.22040832042694092,44.38999938964844,9.354105949401855,1743333244.746558,0,0.30371376872062683,-7.629394338515283e-10,1.8151943683624268,640000.0,1.4276903867721558,0,4.2885918617248535,0.0019442903576418757,1.0690865516662598,4162.536455766,5.092741012573242,0.19816499948501587,0.9972504377365112,-1.588609218597412,0.004331458359956741,4035.8818359375,0.5093028545379639,117.27526092529297,10
33,125.69188690185547,-0.05075252428650856,1,500,32,1.9823613166809082,1.0124642848968506,1.1008340120315552,5.31506872177124,159.1192626953125,0.00020591130305547267,-0.293720006942749,1.0011014938354492,1.0011014938354492,1.1008340120315552,0.3557418882846832,0.6936585903167725,26.93000030517578,9.44741153717041,1743333370.48805,0,0.2532225251197815,-6.103515470812226e-09,1.4467706680297852,660000.0,1.4246107339859009,0,6.270953178405762,0.0007789299706928432,1.1008340120315552,4288.549597232,6.853873252868652,0.24588684737682343,1.0011014938354492,-0.6618485450744629,0.01094159483909607,4161.63916015625,0.3307953476905823,116.24444580078125,10
34,125.89773559570312,-0.06142200529575348,1,500,33,-1.5836868286132812,1.0066883563995361,1.132606863975525,6.333720684051514,158.85910034179688,0.00021193327847868204,-0.140767902135849,1.0004795789718628,1.0004795789718628,1.132606863975525,0.3485792577266693,0.36069512367248535,29.8700008392334,9.438039779663086,1743333496.5011783,0,0.320647656917572,6.103515470812226e-09,1.7417694330215454,680000.0,1.4184831380844116,0,4.6872663497924805,0.0003390854690223932,1.132606863975525,4415.026901299,6.172904968261719,0.20012938976287842,1.0004795789718628,1.0186519622802734,-0.010669481009244919,4287.5869140625,0.49935364723205566,116.45967102050781,10
35,126.42794036865234,-0.05286076292395592,1,500,34,-0.5552330017089844,1.0067824125289917,1.1642502546310425,5.33974027633667,158.19287109375,0.00020365710952319205,-0.24413183331489563,1.0002784729003906,1.0002784729003906,1.1642502546310425,0.3565763831138611,-0.956002950668335,27.979999542236328,9.339906692504883,1743333622.978481,0,0.2654018998146057,1.1444091896350983e-08,1.5381748676300049,700000.0,1.41775643825531,0,4.132033348083496,0.00019691007037181407,1.1642502546310425,4540.693923992,5.243465423583984,0.2318178415298462,1.0002784729003906,-0.9939804077148438,0.008561242371797562,4414.130859375,0.37216562032699585,117.0880126953125,10
36,125.6182632446289,-0.07225125283002853,1,500,35,3.660937786102295,1.0082136392593384,1.1965960264205933,9.603852272033691,159.2125244140625,0.00019445738871581852,0.03229203447699547,0.9980553388595581,0.9980552792549133,1.1965960264205933,0.3573651909828186,-3.290093183517456,38.08000183105469,9.328585624694824,1743333748.6455,0,0.35678336024284363,6.103515470812226e-09,2.064530849456787,720000.0,1.41932213306427,0,7.792971134185791,0.0013750831130892038,1.1965960264205933,4669.543422084,8.399948120117188,0.17309752106666565,0.9980553388595581,4.2641119956970215,-0.019390489906072617,4539.79736328125,0.6674953699111938,116.28965759277344,10
37,128.80133056640625,-0.07705483585596085,1,500,36,-2.965729236602783,1.0064256191253662,1.2300550937652588,6.517592430114746,155.27789306640625,0.00021329004084691405,-0.2829742729663849,1.002539038658142,1.002539038658142,1.2300550937652588,0.3513943552970886,-3.3130359649658203,44.91999816894531,9.34814453125,1743333877.495028,0,0.3823178708553314,3.8146971692576415e-10,2.1449921131134033,740000.0,1.4177101850509644,0,4.827241897583008,0.0017953995848074555,1.2300550937652588,4794.894714087,7.084257125854492,0.16382081806659698,1.002539038658142,-3.0862598419189453,-0.004803583025932312,4668.64794921875,0.7452325224876404,119.45317077636719,10
38,125.29978942871094,-0.06297250837087631,1,500,37,1.8619861602783203,1.0057023763656616,1.2642114162445068,8.54180908203125,159.6171875,0.00021056544210296124,-0.4741743206977844,0.9999469518661499,0.9999468922615051,1.2642114162445068,0.35248345136642456,-5.249671459197998,41.150001525878906,9.340486526489258,1743334002.8463025,0,0.3092924952507019,-7.629394338515283e-10,1.7479946613311768,760000.0,1.4167094230651855,0,6.689228057861328,3.7566896935459226e-05,1.2642114162445068,4920.755766403,10.36709976196289,0.20165018737316132,0.9999469518661499,2.024216651916504,0.014082327485084534,4793.9970703125,0.4918500483036041,115.95928192138672,10
39,125.78158569335938,-0.07025864720344543,1,500,38,-1.6560492515563965,1.006738305091858,1.2987619638442993,8.086434364318848,159.00579833984375,0.00020720776228699833,-0.2521454691886902,0.9995056986808777,0.9995056986808777,1.2987619638442993,0.3557940125465393,-3.883807420730591,38.22999954223633,9.42902946472168,1743334128.7073376,0,0.35403338074684143,-6.103515470812226e-09,1.987869143486023,780000.0,1.4174026250839233,0,5.033178806304932,0.00034956596209667623,1.2987619638442993,5047.644388312,7.247190475463867,0.17898261547088623,0.9995056986808777,-0.45537471771240234,-0.007286138832569122,4919.82958984375,0.624321460723877,116.35253143310547,10
40,126.82550048828125,-0.05024831369519234,1,500,39,-1.4300765991210938,1.0030665397644043,1.332844614982605,4.3463239669799805,157.69699096679688,0.0002033992059295997,-0.6032261848449707,0.9980764389038086,0.9980764389038086,1.332844614982605,0.35728731751441956,-3.5396358966827393,27.920000076293945,9.532596588134766,1743334255.5959692,0,0.24878564476966858,-4.577636492086867e-09,1.4512426853179932,800000.0,1.4140716791152954,0,3.603102207183838,0.0013601912651211023,1.332844614982605,5173.585552836,6.6145100593566895,0.2461940497159958,0.9980764389038086,-3.740110397338867,0.020010333508253098,5046.7353515625,0.3299703001976013,117.29288482666016,10
41,125.87279510498047,-0.07287190854549408,1,500,40,3.3243823051452637,1.0009266138076782,1.3671420812606812,9.623291969299316,158.8905792236328,0.00020537897944450378,-0.2897392213344574,0.9983248710632324,0.9983248710632324,1.3671420812606812,0.35517287254333496,-2.7064788341522217,35.70000076293945,9.41520881652832,1743334381.5371366,0,0.3655487298965454,-1.5258788677030566e-09,2.084761619567871,820000.0,1.4119901657104492,0,6.927484512329102,0.0011844950495287776,1.3671420812606812,5299.448446627,7.832833766937256,0.17036616802215576,0.9983248710632324,5.276968002319336,-0.022623594850301743,5172.6708984375,0.6890698671340942,116.45755767822266,10
42,125.80558013916016,-0.06695593893527985,1,500,41,-0.8794913291931152,0.9962157607078552,1.4018501043319702,5.324541091918945,158.9754638671875,0.00022984521638136357,-0.44508594274520874,1.0012359619140625,1.0012359619140625,1.4018501043319702,0.3439054787158966,-2.5359578132629395,38.56999969482422,9.399352073669434,1743334507.4000363,0,0.3406105935573578,-7.629394005448376e-09,1.828831434249878,840000.0,1.4071496725082397,0,6.047993183135986,0.0008739008335396647,1.4018501043319702,5424.856445801,6.468020439147949,0.18804655969142914,1.0012359619140625,-4.298750877380371,0.005915969610214233,5298.54443359375,0.5655866861343384,116.40620422363281,10
