Train/LR,Misc/gradient_norm,Loss/Loss_cost_critic,Safety/shield_adv_c,Safety/EpCostShield,Loss/Loss_pi,Time/FPS,Value/Adv,Train/Epoch,Train/PolicyStd,Loss/Loss_reward_critic,Misc/xHx,Train/StopIter,Misc/AcceptanceStep,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Time/Total,Metrics/EpLen,Misc/FinalStepNorm,_timestamp,Time/Rollout,Misc/H_inv_g,Train/Entropy,Misc/Alpha,Metrics/LagrangeMultiplier/Max,_runtime,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpRet,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Time/Update,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,_step,Time/Epoch,TotalEnvSteps,Value/reward,Metrics/EpCost,Loss/Loss_pi/Delta,Train/KL,Train/PolicyRatio/Min,Value/cost,Train/PolicyRatio/Max
0,0.061754871159791946,9.42321491241455,1.1565651893615723,55.79999923706055,-0.050336435437202454,167.62461853027344,1.1444091896350983e-08,0,0.9997925758361816,0.007869293913245201,0.004294147249311209,10,1,0.056305985897779465,9.42321491241455,119.31497955322266,1000,0.2649024724960327,1746556947.800956,105.30695343017578,0.12274675816297531,1.4186784029006958,2.1581220626831055,0.03599999472498894,212.637233736,0.044999994337558746,-1.651090383529663,0.00046513264533132315,0.044999994337558746,0,14.007248878479004,1.0006576776504517,0,0.03599999472498894,0.007869293913245201,0.03599999472498894,0.044999994337558746,1,119.31421661376953,20000.0,0.05153968557715416,28.149999618530273,-0.050336435437202454,0.00035207942710258067,1.0006577968597412,-0.035787433385849,1.0006577968597412
0,0.06764183193445206,8.83110237121582,0.5908256769180298,49.150001525878906,-0.05286584421992302,219.83920288085938,5.340575981449547e-09,1,0.9790832996368408,0.004244585055857897,0.00549132889136672,10,1,1.0834100246429443,-0.5921125411987305,210.452880859375,1000,0.2854727804660797,1746557038.8308551,77.03252410888672,0.14958526194095612,1.397652506828308,1.908428430557251,0.06970085203647614,301.271853524,0.07981455326080322,-1.041780710220337,0.0009298719232901931,0.07981455326080322,0,13.943042755126953,1.0013151168823242,0,0.06970085203647614,-0.0036247088573873043,0.06970085203647614,0.07981455326080322,2,90.9755859375,40000.0,0.021781329065561295,17.625,-0.002529408782720566,0.00036831176839768887,1.0013151168823242,0.4834919571876526,1.0013151168823242
0,0.031463947147130966,2.772082805633545,0.18050886690616608,17.350000381469727,-0.05657605454325676,225.81394958496094,6.103515470812226e-09,2,0.980975866317749,0.003826685016974807,0.004027714021503925,10,1,1.3977177143096924,-6.059019565582275,299.0750732421875,1000,0.36398378014564514,1746557127.4652352,74.92422485351562,0.16334164142608643,1.3996256589889526,2.2283589839935303,0.10191422700881958,393.081019375,0.11110542714595795,-0.7469202876091003,7.167774310801178e-05,0.11110542714595795,0,13.644246101379395,0.9998986124992371,0,0.10191422700881958,-0.00041790003888309,0.10191422700881958,0.11110542714595795,3,88.56848907470703,60000.0,0.02707713656127453,12.350000381469727,-0.0037102103233337402,0.0002224554482381791,0.9998986124992371,0.46341660618782043,0.9998986124992371
0,0.06480271369218826,1.9782873392105103,-0.15027186274528503,16.200000762939453,-0.05560159310698509,218.0709991455078,-6.103515470812226e-09,3,0.9958464503288269,0.0026419032365083694,0.004728086292743683,10,1,1.5738381147384644,-0.7937954664230347,390.8546447753906,1000,0.3064267933368683,1746557219.2746255,78.04227447509766,0.1489892303943634,1.4145196676254272,2.05670428276062,0.13289828598499298,481.069889314,0.1404038816690445,-0.5643052458763123,1.3374658919929061e-05,0.1404038816690445,0,13.670960426330566,1.0000189542770386,0,0.13289828598499298,-0.0011847817804664373,0.13289828598499298,0.1404038816690445,4,91.71324920654297,80000.0,0.017417944967746735,10.1875,0.0009744614362716675,0.0003141089982818812,1.0000189542770386,0.3781909644603729,1.0000189542770386
0,0.05714862048625946,2.3845303058624268,-0.17839452624320984,14.25,-0.07468872517347336,227.50315856933594,-1.5258788677030566e-09,4,1.0029597282409668,0.004332307726144791,0.0058271633461117744,10,1,1.6574532985687256,0.4062429666519165,478.8716735839844,1000,0.3477359116077423,1746557307.263235,73.95950317382812,0.18769967555999756,1.421434998512268,1.85261869430542,0.16291609406471252,576.144812809,0.16819819808006287,-0.40060850977897644,0.00029249914223328233,0.16819819808006287,0,13.951348304748535,1.0004135370254517,0,0.16291609406471252,0.0016904044896364212,0.16291609406471252,0.16819819808006287,5,87.91087341308594,100000.0,0.01830771565437317,9.140000343322754,-0.019087132066488266,0.00026152387727051973,1.0004136562347412,0.3896825313568115,1.0004136562347412
0,0.037537217140197754,3.87835955619812,-0.3610553741455078,55.29999923706055,0.004850964527577162,210.5536651611328,-4.577636492086867e-09,5,1.0039987564086914,0.007458013016730547,0.003615431021898985,10,1,2.061522960662842,1.4938292503356934,573.9381103515625,1000,0.3160924017429352,1746557402.3381288,81.32901000976562,0.13439396023750305,1.4222725629806519,2.3519840240478516,0.19255183637142181,666.64187496,0.19830118119716644,-0.05941026657819748,0.0001816248259274289,0.19830118119716644,0,13.658629417419434,1.000256896018982,0,0.19255183637142181,0.0031257052905857563,0.19255183637142181,0.19830118119716644,6,94.98766326904297,120000.0,0.032011404633522034,9.850000381469727,0.07953968970105052,0.000319163897074759,1.000256896018982,0.6306848526000977,1.000256896018982
0,0.06556324660778046,2.1612656116485596,-0.3709251582622528,9.0,-0.16730421781539917,221.1903839111328,3.814697002724188e-09,6,1.0101991891860962,0.001547599327750504,0.006071301177144051,10,1,3.745806932449341,-1.7170939445495605,664.43408203125,1000,0.32962143421173096,1746557492.8354368,76.7599868774414,0.18161079287528992,1.428334355354309,1.8149880170822144,0.22174310684204102,760.759736518,0.22612202167510986,0.0701950266957283,0.0005288586835376918,0.22612202167510986,0,13.65984058380127,0.9992520809173584,0,0.22174310684204102,-0.005910413688980043,0.22174310684204102,0.22612202167510986,7,90.41984558105469,140000.0,0.029819440096616745,8.989999771118164,-0.17215518234297633,0.0003181758220307529,0.9992520809173584,0.8355495929718018,0.9992520809173584
0,0.06904412806034088,8.88950252532959,0.9633301496505737,79.25,0.05507652088999748,212.6624755859375,-3.8146971692576415e-10,7,1.017149806022644,0.005462185945361853,0.006779651157557964,10,1,2.916614294052124,6.72823691368103,758.5567016601562,1000,0.32462385296821594,1746557586.9529593,80.09764099121094,0.18900330364704132,1.435300350189209,1.7175564765930176,0.2521030902862549,853.980502093,0.2560918629169464,0.12552379071712494,0.0004084310494363308,0.2560918629169464,0,13.948080062866211,0.9994223713874817,0,0.2521030902862549,0.003914586617611349,0.2521030902862549,0.2560918629169464,8,94.04573822021484,160000.0,0.031556542962789536,16.219999313354492,0.22238073870539665,0.0002974198723677546,0.9994224309921265,0.9804602265357971,0.9994224309921265
0,0.07157868146896362,5.2649245262146,0.5559637546539307,38.95000076293945,-0.05633150413632393,214.74513244628906,-3.814697002724188e-09,8,1.0197309255599976,0.005168878473341465,0.005631376523524523,10,1,2.8103511333465576,-3.6245779991149902,851.762451171875,1000,0.29799091815948486,1746557680.1737597,79.47162628173828,0.1581232249736786,1.4377611875534058,1.8845486640930176,0.28356605768203735,949.575516764,0.2865793704986572,0.13803625106811523,0.0004572370962705463,0.2865793704986572,0,13.662017822265625,0.9993534088134766,0,0.28356605768203735,-0.00029330747202038765,0.28356605768203735,0.2865793704986572,9,93.13365936279297,180000.0,0.02057671546936035,18.079999923706055,-0.11140802502632141,0.00033566271304152906,0.9993534088134766,1.0016099214553833,0.9993534088134766
0,0.07557792216539383,5.175815582275391,-0.02728220820426941,85.9000015258789,0.09160450845956802,209.35025024414062,1.5258788677030566e-09,9,1.0116225481033325,0.00402854522690177,0.010624559596180916,10,1,3.2239444255828857,-0.08910894393920898,947.3838500976562,1000,0.30423417687416077,1746557775.7689705,81.84358978271484,0.22174236178398132,1.429718017578125,1.372016429901123,0.31616687774658203,1040.29882616,0.3186303675174713,0.16675826907157898,0.0018922529416158795,0.3186303675174713,0,13.690080642700195,0.9973239898681641,0,0.31616687774658203,-0.0011403332464396954,0.31616687774658203,0.3186303675174713,10,95.53368377685547,200000.0,0.023220479488372803,21.639999389648438,0.14793601259589195,0.0003498584555927664,0.9973239898681641,1.2805001735687256,0.9973239898681641
