Safety/EpCostShield,Time/Rollout,Value/Adv,Train/KL,Time/Update,Misc/gradient_norm,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Train/StopIter,_runtime,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Train/PolicyRatio/Max,Train/LR,Value/cost,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Loss/Loss_reward_critic,Safety/shield_violation,Train/Epoch,Time/Epoch,Misc/Alpha,Metrics/EpLen,Time/FPS,Value/reward,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier,Misc/FinalStepNorm,TotalEnvSteps,Train/Entropy,_timestamp,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Misc/AcceptanceStep,Metrics/EpRet,_step,Misc/H_inv_g,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Time/Total,Train/PolicyRatio,Misc/xHx
164.27499389648438,138.55938720703125,7.629394338515283e-10,0.00045268909889273345,22.253131866455078,0.15428660809993744,0,0.04500000178813934,0.9988532066345215,10,279.73145966,0.0981316864490509,0.04500000178813934,5.18283224105835,0.04500000178813934,0.0981316864490509,0.9988532066345215,0,-0.11963462084531784,0.0008108772453851998,0.035999998450279236,124.25,0.03555672615766525,-0.2018023133277893,0,160.8125457763672,1.6333401203155518,500,124.368408203125,0.016367439180612564,71.75471496582031,0.035999998450279236,0.19359362125396729,20000.0,1.4140816926956177,1746551081.879642,0,0.035999998450279236,1,-2.850612163543701,1,0.11852621287107468,0.9951615333557129,71.75471496582031,0.03555672615766525,160.81402587890625,0.9988532066345215,0.0074968039989471436
67.25,94.74154663085938,1.1444091896350983e-08,0.0002456372312735766,22.584379196166992,0.051186755299568176,0,0.07657374441623688,1.0000619888305664,10,401.251749172,-0.07906820438802242,0.07657374441623688,0.551567554473877,0.07657374441623688,0.01906348206102848,1.0000619888305664,0,0.9886832237243652,4.3832722440129146e-05,0.07007311284542084,85.2125015258789,0.019000200554728508,1.6412583589553833,1,117.3259506225586,2.0108859539031982,500,170.46527099609375,0.02558094449341297,29.775327682495117,0.07007311284542084,0.3775005340576172,40000.0,1.3987232446670532,1746551199.29382,0,0.07007311284542084,1,-1.2033714056015015,2,0.18772846460342407,0.980029284954071,-41.979387283325195,-0.016556525602936745,278.2561340332031,1.0000619888305664,0.004946001805365086
111.07499694824219,98.59810638427734,9.53674250681047e-10,0.0004629852483049035,22.852039337158203,0.15934355556964874,0,0.10912621021270752,1.0004708766937256,10,523.389603322,0.11307246051728725,0.10912621021270752,2.3963375091552734,0.10912621021270752,0.13213594257831573,1.0004708766937256,0,3.678278923034668,0.0003329039318487048,0.10400432348251343,85.08999633789062,0.018619311973452568,5.606215476989746,2,121.45016479492188,1.3282108306884766,500,164.67660522460938,0.042056605219841,47.64479064941406,0.10400432348251343,0.3043685853481293,60000.0,1.3911861181259155,1746551320.813795,0,0.10400432348251343,1,-0.29682856798171997,3,0.22915682196617126,0.9726389050483704,17.869462966918945,-0.00038088858127593994,399.7835693359375,1.000470757484436,0.011336931958794594
147.27499389648438,99.83512115478516,2.6702879907247734e-08,0.00031775899697095156,22.221567153930664,0.051067885011434555,0,0.1426386535167694,0.9995040893554688,10,646.377235667,0.06770305335521698,0.1426386535167694,2.0268783569335938,0.1426386535167694,0.19983899593353271,0.9995040893554688,0,8.056628227233887,0.00035066177952103317,0.13803169131278992,89.20999908447266,0.04666651785373688,11.01728630065918,3,122.05670928955078,1.509637475013733,500,163.85826110839844,0.07352402061223984,75.04167938232422,0.13803169131278992,0.33825650811195374,80000.0,1.3947372436523438,1746551442.9515746,0,0.13803169131278992,1,1.8539245128631592,4,0.22406473755836487,0.976116418838501,27.396888732910156,0.02804720588028431,521.9172973632812,0.9995040893554688,0.008775748312473297
125.05000305175781,99.89278411865234,1.3732909920349812e-08,0.0004658052930608392,22.527503967285156,0.06864715367555618,0,0.1764722317457199,1.0012929439544678,10,768.09068041,-0.013872802257537842,0.1764722317457199,1.7618820667266846,0.1764722317457199,0.18596619367599487,1.0012929439544678,0,7.410928249359131,0.0009141370537690818,0.17236830294132233,101.86000061035156,0.051566820591688156,10.277695655822754,4,122.4203109741211,1.4798792600631714,500,163.37158203125,0.18764792382717133,66.00579833984375,0.17236830294132233,0.27444034814834595,100000.0,1.3934402465820312,1746551565.938535,0,0.17236830294132233,1,4.439337253570557,5,0.1854478120803833,0.9749659895896912,-9.035881042480469,0.004900302737951279,644.4193725585938,1.0012928247451782,0.009132232517004013
127.92500305175781,99.12289428710938,-3.814697002724188e-09,0.0004006383824162185,22.46929931640625,0.11585695296525955,0,0.2105618566274643,1.0029914379119873,10,891.703000494,-0.0553850382566452,0.2105618566274643,3.0581302642822266,0.2105618566274643,0.13058115541934967,1.0029914379119873,0,10.699112892150879,0.0021152098197489977,0.20688410103321075,100.48999786376953,0.05808521434664726,14.487314224243164,5,121.59221649169922,1.1002787351608276,500,164.4842071533203,0.45445284247398376,86.07243347167969,0.20688410103321075,0.2801637053489685,120000.0,1.3848949670791626,1746551687.652192,0,0.20688410103321075,1,6.88662576675415,6,0.2546297609806061,0.9667201638221741,20.066635131835938,0.0065183937549591064,766.592529296875,1.0029913187026978,0.016520541161298752
167.77499389648438,100.90796661376953,-2.0217894913798773e-08,0.00042827773722819984,22.613821029663086,0.16571205854415894,0,0.24517624080181122,1.0011651515960693,10,1012.630735621,0.06413263082504272,0.24517624080181122,1.0432219505310059,0.24517624080181122,0.1947137862443924,1.0011651515960693,0,16.567033767700195,0.0008238303707912564,0.24166449904441833,110.05999755859375,0.0997093915939331,20.307931900024414,6,123.52180480957031,1.137688398361206,500,161.91473388671875,0.7282818555831909,105.61787414550781,0.24166449904441833,0.240000382065773,140000.0,1.3866904973983765,1746551811.2649753,0,0.24166449904441833,1,8.31564712524414,7,0.21095441281795502,0.9691250920295715,19.545440673828125,0.04162417724728584,890.22998046875,1.0011650323867798,0.015451941639184952
94.6500015258789,98.51113891601562,2.2888183792701966e-08,0.0003933381522074342,22.3372859954834,0.12860974669456482,0,0.27913811802864075,1.0021770000457764,10,1131.94098169,-0.21967869251966476,0.27913811802864075,0.26749569177627563,0.27913811802864075,-0.02496490627527237,1.0021770000457764,0,11.790349006652832,0.0015392591012641788,0.2766495943069458,111.06999969482422,0.10818063467741013,14.58984375,7,120.84844207763672,1.1501575708389282,500,165.49655151367188,1.019121527671814,74.37590789794922,0.2766495943069458,0.2579555809497833,160000.0,1.3751068115234375,1746551932.193099,0,0.2766495943069458,1,10.226120948791504,8,0.22427845001220703,0.9588271975517273,-31.241966247558594,0.00847124308347702,1011.1609497070312,1.0021768808364868,0.015118720009922981
103.94999694824219,96.47360229492188,2.5939939973795845e-08,0.00035965812276117504,22.756553649902344,0.1260823756456375,0,0.3128132224082947,1.000187635421753,10,1252.309750002,0.0015696566551923752,0.3128132224082947,-1.3632569313049316,0.3128132224082947,-0.023395249620079994,1.000187635421753,0,13.647465705871582,0.00013256589591037482,0.31144899129867554,92.16000366210938,0.16911138594150543,16.357088088989258,8,119.23017883300781,1.5234220027923584,500,167.74276733398438,1.3686540126800537,79.13087463378906,0.31144899129867554,0.2750026285648346,180000.0,1.3540846109390259,1746552051.5028813,0,0.31144899129867554,1,11.655259132385254,9,0.18051637709140778,0.9388280510902405,4.754966735839844,0.060930751264095306,1130.4625244140625,1.0001875162124634,0.008617653511464596
94.5,97.85010528564453,1.678466787780053e-08,0.0004095575131941587,22.426307678222656,0.17734231054782867,0,0.34606868028640747,1.0004730224609375,10,1367.864879594,-0.12066704593598843,0.34606868028640747,-1.3458150625228882,0.34606868028640747,-0.14406229555606842,1.0004730224609375,0,14.826578140258789,0.00033453357173129916,0.34583568572998047,80.7300033569336,0.1725756675004959,18.006595611572266,9,120.27643585205078,1.112496018409729,500,166.2836151123047,1.693945288658142,84.43684387207031,0.34583568572998047,0.24868382513523102,200000.0,1.3416328430175781,1746552171.8716342,0,0.34583568572998047,1,13.72003173828125,10,0.22353681921958923,0.9275677800178528,5.30596923828125,0.0034642815589904785,1250.8272705078125,1.0004730224609375,0.01615968346595764
