_timestamp,Time/FPS,Train/LR,Value/Adv,Misc/FinalStepNorm,TotalEnvSteps,Train/KL,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Metrics/LagrangeMultiplier/Min,Time/Total,Misc/gradient_norm,Metrics/EpCost,Train/PolicyStd,Train/StopIter,Train/PolicyRatio,Loss/Loss_pi,Train/PolicyRatio/Min,Time/Epoch,Metrics/EpLen,_runtime,Value/reward,Train/PolicyRatio/Std,Value/cost,Misc/AcceptanceStep,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Misc/H_inv_g,Time/Update,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Time/Rollout,Misc/xHx,Train/Entropy,Loss/Loss_cost_critic,_step,Misc/Alpha,Train/PolicyRatio/Max,Train/Epoch
1743326692.9531434,52.25700378417969,0,-8.392333938900265e-09,0.3486708700656891,20000.0,0.00022536619508173317,0.011610237881541252,0.035999998450279236,-0.525955319404602,0.035999998450279236,382.7250671386719,0.030910590663552284,51.75,0.9864785671234131,10,1.0004124641418457,-0.004221950192004442,1.0004124641418457,382.72381591796875,1000,766.54802401,0.24850276112556458,0.0002916561788879335,0.0726335421204567,1,-0.004221950192004442,0.035999998450279236,0.11163269728422165,11.329206466674805,0.011610237881541252,0,6.614535331726074,371.39459228515625,0.00205012084916234,1.4051885604858398,6.614535331726074,1,3.123375654220581,1.0004124641418457,0
1743327075.856934,52.2413444519043,0,3.814697180359872e-08,0.3592349588871002,40000.0,0.0001857380266301334,0.004005344584584236,0.07104139029979706,-0.3292666971683502,0.07104139029979706,765.6201782226562,0.03750980645418167,55.32500076293945,0.9858756065368652,10,1.0008808374404907,-0.005366491619497538,1.0008809566497803,382.8385314941406,1000,1151.209311575,0.18114981055259705,0.000622930412646383,1.264374017715454,1,-0.0011445414274930954,0.07104139029979706,0.14251582324504852,11.267396926879883,-0.007604893296957016,0,-0.6940031051635742,371.57110595703125,0.003147730603814125,1.4042619466781616,5.9205322265625,2,2.52066707611084,1.0008809566497803,1
1743327460.5181084,52.001686096191406,0,-1.754760781125242e-08,0.3520767390727997,60000.0,0.00025641676620580256,0.005179816856980324,0.10615676641464233,-0.06330029666423798,0.10615676641464233,1150.2884521484375,0.03389697149395943,65.1500015258789,0.9916790127754211,10,1.0009828805923462,-0.006983722094446421,1.0009829998016357,384.6029052734375,1000,1537.343967324,0.1568109393119812,0.0006949734524823725,1.7700289487838745,1,-0.001617230474948883,0.10615676641464233,0.16223202645778656,11.401850700378418,0.0011744722723960876,0,1.1601386070251465,373.2010192871094,0.004246464464813471,1.4100841283798218,7.0806708335876465,3,2.1702048778533936,1.0009829998016357,2
1743327846.652846,51.804290771484375,0,6.103515470812226e-09,0.34196144342422485,80000.0,0.00026188435731455684,0.009949720464646816,0.1413799226284027,0.06225470453500748,0.1413799226284027,1536.4163818359375,0.040099844336509705,67.88749694824219,0.9945701956748962,10,0.9999796748161316,-0.0071152881719172,0.9999796748161316,386.0683898925781,1000,1924.019263614,0.13906756043434143,1.4386137991095893e-05,1.766329050064087,1,-0.00013156607747077942,0.1413799226284027,0.164523184299469,11.387484550476074,0.0047699036076664925,0,-0.22966814041137695,374.680908203125,0.004629445727914572,1.4130357503890991,6.8510026931762695,4,2.0785000324249268,0.9999796748161316,3
1743328233.328124,51.73262023925781,0,2.2888182460434336e-09,0.2764333486557007,100000.0,0.00041806662920862436,0.003866154933348298,0.17674677073955536,0.11813702434301376,0.17674677073955536,1923.0849609375,0.14146502315998077,76.37999725341797,0.9873353838920593,10,0.999676525592804,-0.01041442435234785,0.9996765851974487,386.603271484375,1000,2309.40414723,0.12336081266403198,0.00022871688997838646,1.7154326438903809,1,-0.0032991361804306507,0.17674677073955536,0.19713962078094482,11.441108703613281,-0.006083565531298518,0,-0.17760753631591797,375.1621398925781,0.010171769186854362,1.405657410621643,6.673395156860352,5,1.4022212028503418,0.9996765851974487,4
1743328618.7129738,51.90512466430664,0,4.386901952813105e-09,0.34701764583587646,120000.0,0.0002429402811685577,0.00980142131447792,0.21221742033958435,0.3481754958629608,0.21221742033958435,2308.474853515625,0.056333817541599274,98.16000366210938,0.9856770634651184,10,1.0007416009902954,-0.009312407113611698,1.000741720199585,385.3183898925781,1000,2693.912545314,0.11182044446468353,0.0005243629566393793,5.665401458740234,1,0.0011020172387361526,0.21221742033958435,0.23021379113197327,11.352127075195312,0.0059352663811296225,0,2.1686582565307617,373.96624755859375,0.008802155032753944,1.403293490409851,8.842053413391113,6,1.5073713064193726,1.000741720199585,5
1743329003.2213519,52.02302169799805,0,6.103515470812226e-09,0.35895586013793945,140000.0,0.0002108028274960816,0.009628239087760448,0.24773961305618286,0.6238828897476196,0.24773961305618286,2692.9873046875,0.06665753573179245,122.62999725341797,0.9879083037376404,10,1.0001331567764282,-0.0109681636095047,1.0001332759857178,384.4451904296875,1000,3081.569401057,0.10335223376750946,9.418416448170319e-05,7.629724979400635,1,-0.0016557564958930016,0.24773961305618286,0.27557259798049927,11.434831619262695,-0.00017318222671747208,0,0.570063591003418,373.01031494140625,0.011787439696490765,1.4058274030685425,9.412117004394531,7,1.3025819063186646,1.0001332759857178,6
1743329390.8782992,51.60077667236328,0,5.340575981449547e-09,0.31156784296035767,160000.0,0.00034916948061436415,0.00794332753866911,0.28347495198249817,0.7912009954452515,0.28347495198249817,3080.64208984375,0.15029846131801605,134.8699951171875,0.9879298210144043,10,1.0000776052474976,-0.012445599772036076,1.0000776052474976,387.591064453125,1000,3467.300718504,0.12471778690814972,5.479103128891438e-05,10.28420352935791,1,-0.0014774361625313759,0.28347495198249817,0.2768631875514984,11.343990325927734,-0.0016849115490913391,0,-1.1535120010375977,376.2470703125,0.015792645514011383,1.4053906202316284,8.258605003356934,8,1.125349521636963,1.0000776052474976,7
1743329776.609583,51.859413146972656,0,-9.155272984173735e-09,0.3029792904853821,180000.0,0.00033138960134238005,0.010304998606443405,0.31951117515563965,1.1421799659729004,0.31951117515563965,3466.365234375,0.10631158947944641,141.2100067138672,0.9919320940971375,10,0.9988420605659485,-0.011736798100173473,0.9988421201705933,385.6580505371094,1000,3853.827971962,0.1257575899362564,0.0008188008796423674,9.414881706237793,1,0.0007088016718626022,0.31951117515563965,0.2583778500556946,11.382189750671387,0.002361671067774296,0,-2.709597587585449,374.2758483886719,0.014545019716024399,1.4087480306625366,5.549007415771484,9,1.1726210117340088,0.9988421201705933,8
1743330163.1368256,51.753013610839844,0,-1.4114379887075756e-08,0.3107793927192688,200000.0,0.00031774822855368257,0.012089489959180355,0.35585591197013855,1.5430536270141602,0.35585591197013855,3852.891357421875,0.11200396716594696,142.39999389648438,0.9990199208259583,10,1.0000829696655273,-0.010857603512704372,1.0000829696655273,386.450927734375,1000,4239.745598066,0.1414075791835785,5.866841456736438e-05,9.488080024719238,1,0.000879194587469101,0.35585591197013855,0.24330386519432068,11.39216136932373,0.00178449135273695,0,0.0046672821044921875,375.0587463378906,0.012258101254701614,1.4153437614440918,5.553674697875977,10,1.2773302793502808,1.0000829696655273,9
1743330549.0544646,51.833797454833984,0,-1.5258788677030566e-09,0.2992396950721741,220000.0,0.00033147321664728224,0.016579853370785713,0.3923949599266052,2.084754705429077,0.3923949599266052,4238.814453125,0.16104280948638916,131.72999572753906,0.996961772441864,10,0.9993081092834473,-0.013671698980033398,0.9993081092834473,385.8486328125,1000,4628.134798506,0.17153732478618622,0.0004892406286671758,10.72061538696289,1,-0.0028140954673290253,0.3923949599266052,0.3015420436859131,11.413619995117188,0.004490363411605358,0,-0.3832416534423828,374.43499755859375,0.02030893601477146,1.4137115478515625,5.170433044433594,11,0.9923647046089172,0.9993081092834473,10
