TotalEnvSteps,_timestamp,Metrics/EpRet,Safety/shield_adv_c,_runtime,Value/cost,Train/StopIter,Train/Epoch,Safety/EpCostShield,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Metrics/EpCost,Loss/Loss_pi/Delta,Time/Update,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,_step,Time/Total,Loss/Loss_pi,Safety/shield_violation,Time/Rollout,Time/FPS,Train/KL,Value/reward,Train/PolicyRatio,Train/Entropy,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Time/Epoch,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Value/Adv,Safety/ShieldLagrangeMultiplier/Max
20000.0,1746561027.2285793,-3.440264940261841,NaN,427.087183395,-0.19352088868618011,40,0,13.550000190734863,0.03599999472498894,0.9889196157455444,0.03599999472498894,1.003780722618103,3.200000047683716,-0.2944500744342804,96.89643096923828,0.03599999472498894,0.010468325577676296,1.4531530141830444,1,226.5493927001953,-0.2944500744342804,0.040255554020404816,129.6512908935547,88.28158569335938,0.008707606233656406,0.01274928729981184,1.003780722618103,1.4077612161636353,0.044999994337558746,1.4531530141830444,226.54782104492188,0,0.0002969999914057553,1.003780722618103,0.008301123976707458,0,1000,0.044999994337558746,0.008301123976707458,0.08876191079616547,0.044999994337558746
40000.0,1746561226.7226899,-2.857419013977051,NaN,624.817339246,0.05376292020082474,40,1,36.20000076293945,0.07026137411594391,0.9736268520355225,0.07026137411594391,1.0030988454818726,5.574999809265137,0.021491914987564087,98.43296813964844,0.07026137411594391,0.011005163192749023,2.4223636388778687,2,425.8785705566406,-0.2729581594467163,0.6699144244194031,100.83206939697266,100.36878967285156,0.010298626497387886,-0.031745634973049164,1.0030988454818726,1.3921970129013062,0.07761117815971375,3.875516653060913,199.26513671875,0,0.00029399999766610563,1.0030988454818726,0.0025080470368266106,0,1000,0.07761117815971375,0.010809171013534069,0.035458505153656006,0.07761117815971375
60000.0,1746561424.4528618,-2.367847442626953,NaN,826.440541674,0.34608960151672363,40,2,10.350000381469727,0.10456149280071259,0.9497019052505493,0.10456149280071259,1.0027066469192505,4.0,0.051658645272254944,97.59932708740234,0.10456149280071259,0.012024778872728348,-2.2426074743270874,3,623.7727661132812,-0.22129951417446136,1.2300300598144531,100.06652069091797,101.1808090209961,0.009848191402852535,-0.052236780524253845,1.0027066469192505,1.3673039674758911,0.10774713009595871,1.6329091787338257,197.6659393310547,0,0.000291000003926456,1.0027066469192505,-0.002548282966017723,0,1000,0.10774713009595871,0.008260888047516346,-0.010687325149774551,0.10774713009595871
80000.0,1746561626.0760458,-2.057300090789795,NaN,1031.84672079,0.027571966871619225,40,3,45.400001525878906,0.1389235556125641,0.9129887223243713,0.1389235556125641,1.0059071779251099,7.237500190734863,-0.0336429625749588,98.09971618652344,0.1389235556125641,0.01332957111299038,2.5856834650039673,4,825.3995361328125,-0.25494247674942017,0.9871221780776978,103.46491241455078,99.2237319946289,0.013647560961544514,-0.08073274791240692,1.0059071779251099,1.3278621435165405,0.1393255740404129,4.218592643737793,201.56468200683594,0,0.0002880000101868063,1.0059071779251099,8.941628038883209e-05,0,1000,0.1393255740404129,0.008350304327905178,0.1247699037194252,0.1393255740404129
100000.0,1746561831.4823267,-1.5348191261291504,NaN,1231.582873887,0.3543948829174042,40,4,77.19999694824219,0.17366334795951843,0.8845146298408508,0.17366334795951843,1.0049196481704712,7.360000133514404,0.07899090647697449,97.91346740722656,0.17366334795951843,0.012495673261582851,-0.15750598907470703,5,1030.8067626953125,-0.17595157027244568,1.9052375555038452,107.4324951171875,97.39657592773438,0.013838331215083599,-0.03699482977390289,1.0049196481704712,1.296180248260498,0.17081375420093536,4.061086654663086,205.3460235595703,0,0.0002849999873433262,1.0049196481704712,-0.003901517018675804,0,1000,0.17081375420093536,0.004448787309229374,-0.19533134996891022,0.17081375420093536
120000.0,1746562031.2183673,-0.786973237991333,NaN,1439.62081529,0.7826620936393738,40,5,32.20000076293945,0.20872384309768677,0.8670780062675476,0.20872384309768677,1.0058354139328003,7.269999980926514,-0.030146151781082153,97.66527557373047,0.20872384309768677,0.012591874226927757,-1.5302929878234863,6,1230.5123291015625,-0.20609772205352783,2.57722544670105,101.98297119140625,100.17613983154297,0.011728290468454361,-0.04113498702645302,1.0058352947235107,1.2762869596481323,0.2023005187511444,2.5307936668395996,199.64833068847656,0,0.00028199999360367656,1.0058354139328003,0.0032833865843713284,0,1000,0.2023005187511444,0.007732173893600702,0.15901412069797516,0.2023005187511444
140000.0,1746562239.2564096,-0.2071533352136612,NaN,1640.666663192,0.5184735059738159,40,6,121.25,0.24258223176002502,0.8520339727401733,0.24258223176002502,1.0028891563415527,15.720000267028809,0.08113694936037064,98.63018035888672,0.24258223176002502,0.01228015124797821,6.926123142242432,7,1438.5777587890625,-0.1249607726931572,3.4263617992401123,109.34617614746094,96.16474914550781,0.013999630697071552,0.003985414747148752,1.0028891563415527,1.25877845287323,0.2336154282093048,9.456916809082031,207.97640991210938,0,0.0002789999998640269,1.0028891563415527,0.0006779716350138187,0,1000,0.2336154282093048,0.008410145528614521,-0.278816819190979,0.2336154282093048
160000.0,1746562440.3021798,0.2523055672645569,NaN,1849.55698279,0.8152053952217102,40,7,53.25,0.2767603397369385,0.8398554921150208,0.2767603397369385,1.0065157413482666,16.989999771118164,-0.09030043333768845,98.4067611694336,0.2767603397369385,0.012699199840426445,-4.413978099822998,8,1639.5855712890625,-0.21526120603084564,3.4810898303985596,102.53917694091797,99.52922058105469,0.012907116673886776,0.014769656583666801,1.0065157413482666,1.2443547248840332,0.2653014063835144,5.042938709259033,200.94601440429688,0,0.00027600000612437725,1.0065157413482666,0.0012808293104171753,0,1000,0.2653014063835144,0.009690974839031696,0.10110042989253998,0.2653014063835144
180000.0,1746562649.1925075,0.6004158854484558,NaN,2052.634171528,0.8074097633361816,40,8,72.44999694824219,0.3111352026462555,0.8100295066833496,0.3111352026462555,1.0100528001785278,21.950000762939453,0.006341367959976196,98.66668701171875,0.3111352026462555,0.01338641345500946,-0.7956995964050293,9,1848.5052490234375,-0.20891983807086945,3.581897735595703,110.15360260009766,95.77609252929688,0.015537004917860031,0.035458359867334366,1.0100528001785278,1.2081481218338013,0.2979080080986023,4.247239112854004,208.8203887939453,0,0.0002730000123847276,1.0100528001785278,-0.002040957100689411,0,1000,0.2979080080986023,0.007650017738342285,0.045205481350421906,0.2979080080986023
200000.0,1746562852.2697213,0.7215378284454346,NaN,2257.558305482,0.8870605230331421,40,9,60.75,0.3460901081562042,0.7872723937034607,0.3460901081562042,1.0064890384674072,22.959999084472656,0.007911086082458496,98.86890411376953,0.3460901081562042,0.01362887304276228,-0.2881300449371338,10,2051.591064453125,-0.20100875198841095,3.7599570751190186,104.14617919921875,98.51482391357422,0.016721230000257492,0.050645630806684494,1.0064890384674072,1.1795799732208252,0.3308733105659485,3.95910906791687,203.01513671875,0,0.0002699999895412475,1.0064890384674072,0.0007826294749975204,0,1000,0.3308733105659485,0.008432647213339806,0.3396511673927307,0.3308733105659485
