Metrics/EpRet,Value/cost,Train/PolicyRatio/Max,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Time/Epoch,Time/Update,Value/reward,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Train/Entropy,Time/Total,Loss/Loss_pi,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Safety/EpCostShield,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi/Delta,Train/PolicyRatio,_runtime,Metrics/EpCost,Train/StopIter,Train/PolicyRatio/Std,Value/Adv,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Safety/shield_violation,Train/Epoch,Loss/Loss_cost_critic,Train/LR,_step,Train/PolicyStd,Train/KL,Train/PolicyRatio/Min,_timestamp,Metrics/LagrangeMultiplier,Time/FPS
-1.2765249013900757,-0.011888948269188404,1.0038764476776123,20000.0,0,260.96136474609375,111.23432159423828,0.06467915326356888,1.9417831897735596,0.005076969042420387,1.4004876613616943,260.9625244140625,-0.45935922861099243,0.005076969042420387,0,0.03599999472498894,25.399999618530273,0.03599999472498894,-0.45935922861099243,1.0038764476776123,479.250393632,4.300000190734863,40,0.010866599157452583,0.11508019268512726,1000,0.044999994337558746,NaN,0.044999994337558746,0.044999994337558746,149.72695922851562,-0.026252971962094307,0,1.9417831897735596,0.0002969999914057553,1,0.9817823171615601,0.00961862038820982,1.0038764476776123,1746517538.3840559,0.03599999472498894,76.63970184326172
-1.2762117385864258,0.13000932335853577,1.0058585405349731,40000.0,0,217.24496459960938,109.50655364990234,0.028787067160010338,4.394360303878784,0.0005237585864961147,1.3586755990982056,478.27978515625,-0.4250105023384094,0.005600727628916502,0,0.06922968477010727,36.150001525878906,0.06922968477010727,0.03434872627258301,1.0058585405349731,701.62854602,9.899999618530273,40,0.012498973868787289,0.10348059237003326,1000,0.0797920674085617,NaN,0.0797920674085617,0.0797920674085617,107.73834991455078,0.19448991119861603,1,6.336143493652344,0.00029399999766610563,2,0.9416360259056091,0.01484968513250351,1.0058585405349731,1746517755.70231,0.06922968477010727,92.06197357177734
-0.913998544216156,0.34970220923423767,1.0062460899353027,60000.0,0,222.30923461914062,109.49038696289062,0.013595184311270714,-2.5616281032562256,-0.002112719463184476,1.3248052597045898,700.6593017578125,-0.3841439187526703,0.003488008165732026,0,0.10328005254268646,40.599998474121094,0.10328005254268646,0.040866583585739136,1.0062460899353027,925.136628747,9.100000381469727,40,0.012191557325422764,0.10477650165557861,1000,0.1147228479385376,NaN,0.1147228479385376,0.1147228479385376,112.81878662109375,1.3638347387313843,2,3.774515390396118,0.000291000003926456,3,0.9103067517280579,0.014608041383326054,1.0062460899353027,1746517978.0804918,0.10328005254268646,89.96477508544922
-0.6349931955337524,0.4773612320423126,1.0063334703445435,80000.0,0,223.44537353515625,108.84041595458984,0.008997875265777111,0.4878537654876709,0.002835302846506238,1.3022493124008179,924.1741943359375,-0.3556934595108032,0.006323311012238264,0,0.13754284381866455,36.400001525878906,0.13754284381866455,0.028450459241867065,1.0063334703445435,1144.987748687,7.849999904632568,40,0.010522492229938507,0.007221676409244537,1000,0.14973680675029755,NaN,0.14973680675029755,0.14973680675029755,114.60490417480469,2.424354076385498,3,4.262369155883789,0.0002880000101868063,4,0.8899546265602112,0.009286683052778244,1.0063334703445435,1746518201.5885658,0.13754284381866455,89.50733184814453
-0.44028449058532715,0.7292899489402771,1.0083937644958496,100000.0,0,219.776611328125,109.98218536376953,0.01066797785460949,-0.9741261005401611,-0.002244663890451193,1.2704190015792847,1144.0140380859375,-0.4046066403388977,0.004078647121787071,0,0.1721818447113037,43.150001525878906,0.1721818447113037,-0.04891318082809448,1.0083937644958496,1363.296609816,9.460000038146973,40,0.01198584120720625,-0.1987602710723877,1000,0.184947669506073,NaN,0.184947669506073,0.184947669506073,109.79436492919922,2.9978723526000977,4,3.288243055343628,0.0002849999873433262,5,0.8620383143424988,0.01162098627537489,1.0083937644958496,1746518421.439689,0.1721818447113037,91.00149536132812
-0.10825207084417343,0.48197558522224426,1.0112993717193604,120000.0,0,218.24356079101562,110.52281188964844,0.023119192570447922,-1.6342049837112427,0.001218530349433422,1.2342753410339355,1362.331298828125,-0.3733190894126892,0.005297177471220493,0,0.20700961351394653,5.949999809265137,0.20700961351394653,0.031287550926208496,1.0112993717193604,1587.682690448,9.010000228881836,40,0.012727356515824795,0.18570576608181,1000,0.21653392910957336,NaN,0.21653392910957336,0.21653392910957336,107.72069549560547,1.878340482711792,5,1.6540380716323853,0.00028199999360367656,6,0.8314339518547058,0.012700955383479595,1.0112993717193604,1746518639.7485564,0.20700961351394653,91.64073181152344
0.29307910799980164,0.5207344889640808,1.0132873058319092,140000.0,0,224.3160400390625,109.62726593017578,0.031474519520998,1.9380048513412476,0.0014272993430495262,1.1933659315109253,1586.7139892578125,-0.3560158610343933,0.0067244768142700195,0,0.24203281104564667,59.95000076293945,0.24203281104564667,0.0173032283782959,1.0132873058319092,1809.281766251,9.430000305175781,40,0.013726637698709965,0.18311327695846558,1000,0.24926692247390747,NaN,0.24926692247390747,0.24926692247390747,114.688720703125,2.125101327896118,6,3.592042922973633,0.0002789999998640269,7,0.7981016635894775,0.015784746035933495,1.0132873058319092,1746518864.1346383,0.24203281104564667,89.15991973876953
0.33150309324264526,1.040940284729004,1.0142542123794556,160000.0,0,221.52713012695312,109.64530181884766,0.041945476084947586,1.1988396644592285,-0.00038138357922434807,1.1604878902435303,1808.3094482421875,-0.374870628118515,0.0063430932350456715,0,0.27744385600090027,45.599998474121094,0.27744385600090027,-0.018854767084121704,1.0142542123794556,2028.738993792,12.270000457763672,40,0.01363195851445198,-0.0617855042219162,1000,0.2826935946941376,NaN,0.2826935946941376,0.2826935946941376,111.88176727294922,3.0690317153930664,7,4.790882587432861,0.00027600000612437725,8,0.7723715305328369,0.015085604041814804,1.0142542123794556,1746519085.7336805,0.27744385600090027,90.28239440917969
0.43900054693222046,1.96986722946167,1.0153530836105347,180000.0,0,219.392578125,111.56641387939453,0.029976919293403625,-0.36712646484375,0.0031968974508345127,1.1393855810165405,2027.773681640625,-0.3709462583065033,0.009539990685880184,0,0.3132284879684448,31.799999237060547,0.3132284879684448,0.003924369812011719,1.0153530836105347,2251.956612858,13.569999694824219,40,0.013497674837708473,0.0013496819883584976,1000,0.31592005491256714,NaN,0.31592005491256714,0.31592005491256714,107.82611083984375,3.886591911315918,8,4.423756122589111,0.0002730000123847276,9,0.756289005279541,0.014660915359854698,1.0153530836105347,1746519305.1909463,0.3132284879684448,91.1607894897461
0.4317857623100281,1.5239146947860718,1.0129714012145996,200000.0,0,223.13803100585938,109.53742980957031,0.04288726672530174,-0.5287950038909912,-0.005564545281231403,1.1174213886260986,2250.978515625,-0.34474772214889526,0.003975445404648781,0,0.3493119478225708,43.599998474121094,0.3493119478225708,0.026198536157608032,1.01297128200531,2473.84859916,13.15999984741211,40,0.01314675435423851,0.20729929208755493,1000,0.34964385628700256,NaN,0.34964385628700256,0.34964385628700256,113.60054016113281,3.7816576957702637,9,3.89496111869812,0.0002699999895412475,10,0.7399284243583679,0.013985935598611832,1.0129714012145996,1746519528.4085472,0.3493119478225708,89.630615234375
