Train/Epoch,Time/Rollout,Train/KL,Misc/H_inv_g,Train/PolicyRatio,Safety/shield_adv_c,Train/PolicyStd,Train/PolicyRatio/Max,_runtime,Time/Total,Loss/Loss_cost_critic/Delta,Misc/xHx,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Loss/Loss_pi,Misc/Alpha,Loss/Loss_pi/Delta,Safety/shield_violation,Metrics/LagrangeMultiplier/Max,Train/LR,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Metrics/EpRet,Train/StopIter,Safety/EpCostShield,Train/PolicyRatio/Min,_timestamp,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,Misc/FinalStepNorm,Value/Adv,Loss/Loss_reward_critic/Delta,_step,Train/Entropy,Value/reward,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Time/FPS,Misc/gradient_norm,Time/Update,Misc/AcceptanceStep,Train/PolicyRatio/Std,Value/cost,Loss/Loss_cost_critic
13,101.77202606201172,0.000318976235575974,0.1959928721189499,1.0021215677261353,-0.09639406204223633,1.3678297996520996,1.0021216869354248,1792.914565015,1677.28857421875,2.3144912719726562,0.008281663060188293,0.4922584891319275,118.61153411865234,-0.4123815596103668,1.5540176630020142,0.02279829978942871,9.916058540344238,0.4941438138484955,0,280000.0,0.4941438138484955,1000,0.4941438138484955,0,0.024212626740336418,3.0710132122039795,10,104.8499984741211,1.0021216869354248,1746625662.255582,51.27000045776367,0,0.3045763671398163,6.103515470812226e-09,-0.00810660608112812,14,1.732157588005066,0.26942387223243713,0.4922584891319275,0.4922584891319275,168.61766052246094,0.08768657594919205,16.839488983154297,1,0.0015001468127593398,3.526451587677002,11.57172679901123
14,97.2967758178711,0.0003211644070688635,0.172004833817482,1.00407874584198,1.2518374919891357,1.381352424621582,1.00407874584198,1908.208559172,1791.7445068359375,-3.2774171829223633,0.0067215897142887115,0.5239907503128052,114.39299011230469,-0.5135015845298767,1.7249586582183838,-0.10112002491950989,8.160371780395508,0.5291083455085754,0,300000.0,0.5291083455085754,1000,0.5291083455085754,0,0.03493766859173775,3.253023147583008,10,46.79999923706055,1.00407874584198,1746625776.7115324,38.63999938964844,0,0.29670125246047974,2.2888182460434336e-09,0.010725041851401329,15,1.7418397665023804,0.3410610258579254,0.5239907503128052,0.5239907503128052,174.8358917236328,0.0798385888338089,17.09619140625,1,0.0028840808663517237,3.2226109504699707,8.294309616088867
15,98.58189392089844,0.00031153191230259836,0.20489074289798737,1.0030555725097656,-0.5867364406585693,1.398006796836853,1.0030555725097656,2023.418767858,1907.035400390625,3.2499351501464844,0.009024434722959995,0.5548087954521179,115.2277603149414,-0.5263059735298157,1.4886915683746338,-0.012804388999938965,9.301899909973145,0.5633823871612549,0,320000.0,0.5633823871612549,1000,0.5633823871612549,0,0.026664191856980324,3.3563015460968018,10,57.5,1.0030555725097656,1746625892.005534,35.279998779296875,0,0.3050191104412079,6.103515470812226e-09,-0.008273476734757423,16,1.7537966966629028,0.34480199217796326,0.5548087954521179,0.5548087954521179,173.5692901611328,0.10436387360095978,16.64584732055664,1,0.002160615986213088,3.500715732574463,11.544244766235352
16,98.11203002929688,0.00029048032592982054,0.1662384420633316,1.0034908056259155,-1.2392849922180176,1.432172179222107,1.0034908056259155,2135.810118885,2022.25146484375,-4.022848606109619,0.005789236631244421,0.584476888179779,115.15021514892578,-0.5406047105789185,1.8586771488189697,-0.014298737049102783,8.717978477478027,0.5968466997146606,0,340000.0,0.5968466997146606,1000,0.5968466997146606,0,0.03085501305758953,3.3620312213897705,10,46.150001525878906,1.0034908056259155,1746626007.2157588,31.530000686645508,0,0.30898359417915344,3.051757735406113e-09,0.004190821200609207,17,1.7775369882583618,0.3368597626686096,0.584476888179779,0.584476888179779,173.68617248535156,0.05351955071091652,17.038162231445312,1,0.002468400401994586,3.1717543601989746,7.521396160125732
17,95.50210571289062,0.00024182967899832875,0.18754079937934875,1.0031371116638184,-0.023951560258865356,1.4617756605148315,1.0031371116638184,2253.608022625,2134.637451171875,-2.080972194671631,0.006147258915007114,0.6133624911308289,112.32555389404297,-0.4586120545864105,1.8037397861480713,0.08199265599250793,7.2420477867126465,0.6294103264808655,0,360000.0,0.6294103264808655,1000,0.6294103264808655,0,0.03483826294541359,3.5750794410705566,10,52.900001525878906,1.0031371116638184,1746626119.6067045,28.299999237060547,0,0.3382748067378998,2.2888182460434336e-09,0.0039832498878240585,18,1.797888159751892,0.3524687588214874,0.6133624911308289,0.6133624911308289,178.05386352539062,0.05232743173837662,16.823427200317383,1,0.0022182727698236704,2.651735544204712,5.440423965454102
18,101.138671875,0.00030662331846542656,0.1853790432214737,1.0023711919784546,-0.3952844738960266,1.4802007675170898,1.0023711919784546,2373.83899948,2252.406982421875,1.7820954322814941,0.007404446601867676,0.6421889066696167,117.69886779785156,-0.40863677859306335,1.6434950828552246,0.04997527599334717,7.52693510055542,0.6607192158699036,0,380000.0,0.6607192158699036,1000,0.6607192158699036,0,0.052011724561452866,4.085572719573975,10,72.8499984741211,1.0023711919784546,1746626237.4050097,21.3799991607666,0,0.3046695590019226,-1.525878801089675e-08,0.017173461616039276,19,1.810750126838684,0.42227455973625183,0.6421889066696167,0.6421889066696167,169.9251708984375,0.08409376442432404,16.560171127319336,1,0.0016767140477895737,2.5195131301879883,7.222519397735596
19,103.56887817382812,0.00025408389046788216,0.19650593400001526,1.000903606414795,0.2155296802520752,1.490962028503418,1.000903606414795,2488.452825557,2372.6640625,-0.2892613410949707,0.007181608118116856,0.6708632707595825,120.16382598876953,-0.3927058279514313,1.6687982082366943,0.01593095064163208,7.094775199890137,0.6910123229026794,0,400000.0,0.6910123229026794,1000,0.6910123229026794,0,0.028837425634264946,3.990402936935425,10,69.0,1.000903606414795,1746626357.6357512,22.6299991607666,0,0.327928751707077,-6.103515470812226e-09,-0.02317429892718792,20,1.8182662725448608,0.400694876909256,0.6708632707595825,0.6708632707595825,166.43943786621094,0.06247515603899956,16.59492301940918,1,0.0006389461923390627,2.2905027866363525,6.933258056640625
20,97.50708770751953,0.0003037507995031774,0.17670395970344543,1.003272533416748,0.23268723487854004,1.4676376581192017,1.003272533416748,2605.27230758,2487.271484375,-1.1757688522338867,0.006325721740722656,0.698959469795227,114.5394058227539,-0.478374719619751,1.7781140804290771,-0.0856688916683197,7.531487464904785,0.7203688621520996,0,420000.0,0.7203688621520996,1000,0.7203688621520996,0,0.026705505326390266,4.062158107757568,10,54.45000076293945,1.003272533416748,1746626472.2497802,22.030000686645508,0,0.3141998052597046,1.525878801089675e-08,-0.0021319203078746796,21,1.8024277687072754,0.4548797905445099,0.698959469795227,0.698959469795227,174.61239624023438,0.05728290602564812,17.03229522705078,1,0.002314030658453703,2.650344133377075,5.757489204406738
21,100.0416488647461,0.0003177816397510469,0.18964703381061554,1.0033308267593384,0.06279531121253967,1.4425076246261597,1.003330945968628,2725.595634218,2604.09814453125,-0.31159496307373047,0.00880042277276516,0.7264899611473083,116.75337982177734,-0.4255453646183014,1.5075196027755737,0.052829355001449585,6.559528350830078,0.7488692402839661,0,440000.0,0.7488692402839661,1000,0.7488692402839661,0,0.03736712783575058,4.039599418640137,10,52.5,1.003330945968628,1746626589.069213,21.600000381469727,0,0.2858966290950775,7.629394338515283e-10,0.010661622509360313,22,1.7848221063613892,0.36988410353660583,0.7264899611473083,0.7264899611473083,171.30125427246094,0.08546347916126251,16.71170997619629,1,0.0023553345818072557,1.9617867469787598,5.445894241333008
22,103.59466552734375,0.0002989218628499657,0.2394554316997528,0.9998111724853516,1.6944235563278198,1.4564324617385864,0.9998111724853516,2846.304274791,2724.42529296875,4.321194648742676,0.012749547138810158,0.7556039094924927,120.26065063476562,-0.15953965485095978,1.2524703741073608,0.2660057097673416,7.015468597412109,0.7770845890045166,0,460000.0,0.7770845890045166,1000,0.7770845890045166,0,0.04131219908595085,4.0669264793396,10,126.30000305175781,0.9998111724853516,1746626709.3925436,28.010000228881836,0,0.2999108135700226,4.577636492086867e-09,0.003945071250200272,23,1.7944704294204712,0.46270543336868286,0.7556039094924927,0.7556039094924927,166.30543518066406,0.09839300811290741,16.665964126586914,1,0.00013352121459320188,2.2190983295440674,9.767088890075684
23,103.55751037597656,0.00026538848760537803,0.29286178946495056,0.999382734298706,0.9917129278182983,1.464035987854004,0.999382734298706,2959.77452244,2845.134521484375,1.7671728134155273,0.016140345484018326,0.785904049873352,120.64713287353516,-0.22419817745685577,1.1131621599197388,-0.064658522605896,8.037660598754883,0.8054586052894592,0,480000.0,0.8054586052894592,1000,0.8054586052894592,0,0.03120836801826954,3.7043023109436035,10,119.25,0.999382734298706,1746626830.101237,33.77000045776367,0,0.32600265741348267,-3.051757735406113e-09,-0.010103831067681313,24,1.7999919652938843,0.4426356554031372,0.785904049873352,0.785904049873352,165.77268981933594,0.09395470470190048,17.089601516723633,1,0.000436472735600546,2.695720672607422,11.534261703491211
24,96.57664489746094,0.0002404273400316015,0.23659509420394897,1.0017666816711426,-1.242475986480713,1.4752506017684937,1.0017666816711426,3073.412162245,2958.60693359375,-3.8747286796569824,0.010425697080790997,0.8152040243148804,113.40930938720703,-0.5892094969749451,1.3850396871566772,-0.3650113195180893,9.265832901000977,0.8337996006011963,0,500000.0,0.8337996006011963,1000,0.8337996006011963,0,0.050718728452920914,4.0050883293151855,10,46.900001525878906,1.0017666816711426,1746626943.571527,31.059999465942383,0,0.3276936113834381,-4.577636492086867e-09,0.019510360434651375,25,1.8077222108840942,0.517737865447998,0.8152040243148804,0.8152040243148804,176.3523712158203,0.0810166671872139,16.832637786865234,1,0.0012492325622588396,3.5554800033569336,7.6595330238342285
25,97.29736328125,0.00022952252766117454,0.17631693184375763,1.0033944845199585,-0.8305984735488892,1.503028392791748,1.0033944845199585,3189.248297868,3072.232666015625,-3.139498710632324,0.005518309772014618,0.8427338004112244,113.564697265625,-0.6148561239242554,1.9037572145462036,-0.025646626949310303,7.707131862640381,0.8617939352989197,0,520000.0,0.8617939352989197,1000,0.8617939352989197,0,0.03104369342327118,3.9359195232391357,10,21.899999618530273,1.0033944845199585,1746627057.2092268,26.459999084472656,0,0.33566462993621826,-3.814697002724188e-09,-0.019675035029649734,26,1.826367735862732,0.4424130916595459,0.8427338004112244,0.8427338004112244,176.11106872558594,0.04499095678329468,16.267311096191406,1,0.0024002348072826862,3.2535805702209473,4.520034313201904
26,99.45934295654297,0.00031848892103880644,0.2241634875535965,1.0011736154556274,0.3002917170524597,1.503170371055603,1.001173734664917,3303.134487173,3188.064697265625,1.3090367317199707,0.010418570600450039,0.870662271976471,115.75370025634766,-0.38767489790916443,1.3855133056640625,0.22718122601509094,8.208598136901855,0.8896452188491821,0,540000.0,0.8896452188491821,1000,0.8896452188491821,0,0.022168148308992386,3.8212335109710693,10,81.0999984741211,1.001173734664917,1746627173.0453355,28.56999969482422,0,0.3105815052986145,1.831054596834747e-08,-0.008875545114278793,27,1.8264989852905273,0.46420732140541077,0.870662271976471,0.870662271976471,172.78065490722656,0.0980740636587143,16.294336318969727,1,0.0008298995089717209,3.380842924118042,5.829071044921875
27,97.20846557617188,0.0002701602643355727,0.18879741430282593,1.0029754638671875,-0.9637163877487183,1.500864863395691,1.0029754638671875,3417.730312519,3301.9365234375,0.457120418548584,0.007196606136858463,0.8978765606880188,113.79535675048828,-0.5152216553688049,1.6670583486557007,-0.1275467574596405,7.706814289093018,0.9169890880584717,0,560000.0,0.9169890880584717,1000,0.9169890880584717,0,0.026651885360479355,3.6660895347595215,10,47.54999923706055,1.0029754638671875,1746627286.9315262,23.350000381469727,0,0.3147363066673279,-1.4495848965623281e-08,0.004483737051486969,28,1.824947476387024,0.4905443489551544,0.8978765606880188,0.8978765606880188,175.7541046142578,0.0798141360282898,16.58687400817871,1,0.0021040269639343023,3.2604010105133057,6.286191463470459
28,98.25812530517578,0.0002624128246679902,0.23501862585544586,1.0017470121383667,0.4560266137123108,1.5076442956924438,1.0017470121383667,3530.714362997,3416.538330078125,1.422539234161377,0.010428186506032944,0.9252399206161499,114.51041412353516,-0.38690027594566345,1.3848744630813599,0.12832137942314148,7.365128040313721,0.9434366226196289,0,580000.0,0.9434366226196289,1000,0.9434366226196289,0,0.027238288894295692,3.6238043308258057,10,71.0,1.0017470121383667,1746627401.5273063,17.670000076293945,0,0.32547128200531006,6.103515470812226e-09,0.0005864035338163376,29,1.829454779624939,0.45947372913360596,0.9252399206161499,0.9252399206161499,174.6566162109375,0.09240414947271347,16.25226402282715,1,0.00123529601842165,2.674243450164795,7.708730697631836
29,96.6479263305664,0.0003047712380066514,0.2828545868396759,1.0049711465835571,-1.1634767055511475,1.525443434715271,1.0049712657928467,3646.602892413,3529.525146484375,0.9530878067016602,0.017636405304074287,0.9521222114562988,112.90208435058594,-0.49722471833229065,1.0649025440216064,-0.1103244423866272,7.515878200531006,0.9692657589912415,0,600000.0,0.9692657589912415,1000,0.9692657589912415,0,0.03426891565322876,3.551265239715576,10,52.150001525878906,1.0049712657928467,1746627514.5113626,19.8799991607666,0,0.3012125790119171,-2.6702879907247734e-09,0.007030626758933067,30,1.8410063982009888,0.42991551756858826,0.9521222114562988,0.9521222114562988,177.1446533203125,0.13405321538448334,16.254135131835938,1,0.0035152158234268427,2.9712913036346436,8.661818504333496
30,99.20216369628906,0.00029494412592612207,0.26636025309562683,1.0018304586410522,0.5168773531913757,1.539034366607666,1.0018304586410522,3755.633057653,3645.406494140625,-2.045197010040283,0.014608021825551987,0.9793412685394287,115.79987335205078,-0.3519063889980316,1.170089602470398,0.14531832933425903,7.0188140869140625,0.9949712157249451,0,620000.0,0.9949712157249451,1000,0.9949712157249451,0,0.020739484578371048,3.5103533267974854,10,74.8499984741211,1.0018304586410522,1746627630.3999422,25.1200008392334,0,0.3116653561592102,-1.5258788677030566e-09,-0.013529431074857712,31,1.8497101068496704,0.39293280243873596,0.9793412685394287,0.9793412685394287,172.71176147460938,0.11289004981517792,16.597686767578125,1,0.0012942454777657986,2.812748670578003,6.616621494293213
31,92.64273834228516,0.00031553974258713424,0.25780290365219116,1.003257393836975,-1.1807752847671509,1.539868712425232,1.0032575130462646,3865.104419218,3754.411376953125,-1.350334644317627,0.013442404568195343,1.005672812461853,108.90528869628906,-0.47285857796669006,1.219765543937683,-0.12095218896865845,6.127275466918945,1.0204188823699951,0,640000.0,1.0204188823699951,1000,1.0204188823699951,0,0.029943261295557022,3.7109971046447754,10,39.849998474121094,1.0032575130462646,1746627739.4300444,23.139999389648438,0,0.31445908546447754,0.0,0.009203776717185974,32,1.8503241539001465,0.3498951196670532,1.005672812461853,1.005672812461853,183.64581298828125,0.10161023586988449,16.26252555847168,1,0.00230335327796638,2.384556531906128,5.266286849975586
32,93.1368408203125,0.0002616799611132592,0.1807839423418045,1.0020068883895874,-0.13167870044708252,1.5326496362686157,1.0020068883895874,3977.72254218,3863.909912109375,-0.7452926635742188,0.006292594596743584,1.0313141345977783,109.38462829589844,-0.42685508728027344,1.7827882766723633,0.046003490686416626,5.681734561920166,1.0455849170684814,0,660000.0,1.0455849170684814,1000,1.0455849170684814,0,0.04380670562386513,3.6387882232666016,10,42.650001525878906,1.0020068883895874,1746627848.9013934,22.389999389648438,0,0.3222995102405548,0.0,0.013863444328308105,33,1.8458342552185059,0.3249106705188751,1.0313141345977783,1.0313141345977783,182.84104919433594,0.08640363067388535,16.24776268005371,1,0.001419112435542047,2.4618520736694336,4.520994186401367
33,95.89376831054688,0.0002864203415811062,0.25433942675590515,1.0022436380386353,0.505393922328949,1.5334230661392212,1.0022437572479248,4086.222476754,3976.5029296875,1.5383214950561523,0.013265920802950859,1.0564597845077515,112.49918365478516,-0.4471803605556488,1.2278523445129395,-0.020325273275375366,6.226806163787842,1.0702612400054932,0,680000.0,1.0702612400054932,1000,1.0702612400054932,0,0.040506716817617416,3.582883834838867,10,45.849998474121094,1.0022437572479248,1746627961.5189376,19.440000534057617,0,0.3122912645339966,-2.479553229406406e-09,-0.003299988806247711,34,1.8464277982711792,0.4085739850997925,1.0564597845077515,1.0564597845077515,177.77906799316406,0.11784402281045914,16.60540008544922,1,0.0015864636516198516,2.548236608505249,6.0593156814575195
34,91.84133911132812,0.0003034971887245774,0.21825137734413147,1.0023866891860962,-0.3608469069004059,1.5432716608047485,1.0023868083953857,4195.734603197,4085.01904296875,-1.8949298858642578,0.010512951761484146,1.0808403491973877,108.39408874511719,-0.3765842914581299,1.3792800903320312,0.07059606909751892,4.352874755859375,1.0942766666412354,0,700000.0,1.0942766666412354,1000,1.0942766666412354,0,0.02588214911520481,3.069706916809082,10,37.099998474121094,1.0023868083953857,1746628070.0194402,16.790000915527344,0,0.301029771566391,-3.051757735406113e-09,-0.014624567702412605,35,1.8527549505233765,0.2516598403453827,1.0808403491973877,1.0808403491973877,184.5119171142578,0.09636154025793076,16.55272102355957,1,0.001687672222033143,1.609006643295288,4.164385795593262
