Train/KL,Loss/Loss_cost_critic,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Train/PolicyStd,_runtime,Loss/Loss_reward_critic/Delta,Value/reward,Safety/ShieldLagrangeMultiplier,_step,Loss/Loss_pi,Time/Rollout,Train/StopIter,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Train/Epoch,Safety/EpCostShield,Metrics/LagrangeMultiplier/Min,Value/cost,Metrics/EpLen,Safety/shield_adv_c,Value/Adv,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier,Train/Entropy,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Train/PolicyRatio,Train/PolicyRatio/Std,Time/Epoch,Time/Update,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Time/FPS,Metrics/EpCost,Train/PolicyRatio/Max,Time/Total,_timestamp,Loss/Loss_pi/Delta
0.008071699179708958,3.8006434440612793,0.0002969999914057553,0.044999994337558746,0.00621311878785491,0.044999994337558746,20000.0,0.9844762086868286,568.304437391,0.00621311878785491,0.05690905079245567,0.044999994337558746,1,-0.2805306911468506,168.4470977783203,40,0,1.002506136894226,0,24.049999237060547,0.03599999472498894,-0.027776464819908142,1000,NaN,-0.09047974646091461,3.8006434440612793,0.03599999472498894,1.403262972831726,0.03599999472498894,-1.3846739530563354,1.002506136894226,0.01041620597243309,311.07501220703125,142.6278076171875,0.05168808624148369,0,64.29317474365234,5.349999904632568,1.002506136894226,311.0763854980469,1746561357.7929435,-0.2805306911468506
0.01164751872420311,3.422788381576538,0.00029399999766610563,0.08004599809646606,0.00544575322419405,0.08004599809646606,40000.0,0.9478798508644104,840.706996645,-0.0007673655636608601,0.02496359497308731,0.08004599809646606,2,-0.29130688309669495,113.273681640625,40,0,1.0030759572982788,1,26.200000762939453,0.07086943835020065,0.05108862370252609,1000,NaN,0.3710184395313263,-0.3778550624847412,0.07086943835020065,1.3653545379638672,0.07086943835020065,-1.289446473121643,1.0030759572982788,0.012367745861411095,255.91444396972656,142.6406707763672,0.5493559837341309,0,78.151123046875,7.300000190734863,1.0030759572982788,567.0944213867188,1746561613.7935283,-0.01077619194984436
0.01378172542899847,5.5683488845825195,0.000291000003926456,0.1134529858827591,0.005587125662714243,0.1134529858827591,60000.0,0.9193709492683411,1100.036193364,0.0001413724385201931,0.0016832761466503143,0.1134529858827591,3,-0.24895206093788147,123.99333190917969,40,0,1.005610466003418,2,55.849998474121094,0.10501743108034134,0.04823850840330124,1000,NaN,-0.045906610786914825,2.1455605030059814,0.10501743108034134,1.3348172903060913,0.10501743108034134,-0.8288962244987488,1.005610466003418,0.013107377104461193,272.306640625,148.313232421875,0.5635228753089905,0,73.44661712646484,11.783333778381348,1.005610466003418,839.48681640625,1746561886.196265,0.04235482215881348
0.012576824985444546,2.4851510524749756,0.0002880000101868063,0.14694760739803314,0.004992997273802757,0.14694760739803314,80000.0,0.8896487355232239,1374.28450009,-0.0005941283889114857,0.013146679848432541,0.14694760739803314,4,-0.25605934858322144,116.50300598144531,40,0,1.0058798789978027,3,32.04999923706055,0.13957150280475616,0.5076162219047546,1000,NaN,0.002373233437538147,-3.083197832107544,0.13957150280475616,1.3018982410430908,0.13957150280475616,-0.5702465772628784,1.0058798789978027,0.012624112889170647,259.22943115234375,142.72633361816406,1.094267725944519,0,77.1517333984375,11.787500381469727,1.0058798789978027,1098.812255859375,1746562145.5249336,-0.007107287645339966
0.012934106402099133,4.078061103820801,0.0002849999873433262,0.1810915470123291,0.0035170770715922117,0.1810915470123291,100000.0,0.8643117547035217,1641.599135891,-0.0014759202022105455,0.017096813768148422,0.1810915470123291,5,-0.24602580070495605,123.30973815917969,40,0,1.0063332319259644,4,48.20000076293945,0.1744179129600525,0.5029835104942322,1000,NaN,-0.21587474644184113,1.5929100513458252,0.1744179129600525,1.2730106115341187,0.1744179129600525,-0.353445440530777,1.0063332319259644,0.012538464739918709,274.1455078125,150.83566284179688,1.7554906606674194,0,72.9539566040039,13.829999923706055,1.0063332319259644,1373.0599365234375,1746562419.773066,0.01003354787826538
0.01451270841062069,3.1253278255462646,0.00028199999360367656,0.21489302814006805,0.004530632868409157,0.21489302814006805,120000.0,0.8422802090644836,1921.049552937,0.001013555796816945,0.022562269121408463,0.21489302814006805,6,-0.24069902300834656,121.58175659179688,40,0,1.005488395690918,5,30.600000381469727,0.20957331359386444,0.6584463715553284,1000,NaN,0.012016892433166504,-0.9527332782745361,0.20957331359386444,1.247187852859497,0.20957331359386444,0.0302298404276371,1.005488395690918,0.011943623423576355,267.2322692871094,145.65037536621094,2.6011877059936523,0,74.84126281738281,14.420000076293945,1.005488395690918,1640.393310546875,1746562687.0883794,0.005326777696609497
0.011653846129775047,4.41004753112793,0.0002789999998640269,0.24919062852859497,0.012096988037228584,0.24919062852859497,140000.0,0.8248350024223328,2182.433531338,0.0075663551688194275,0.019607536494731903,0.24919062852859497,7,-0.17848891019821167,130.51304626464844,40,0,1.0069950819015503,6,67.5999984741211,0.24502091109752655,0.641659677028656,1000,NaN,-0.04910906031727791,1.284719705581665,0.24502091109752655,1.2262367010116577,0.24502091109752655,0.3692008852958679,1.0069949626922607,0.012341952882707119,279.36279296875,148.84963989257812,2.287731170654297,0,71.59149932861328,15.479999542236328,1.0069950819015503,1919.83154296875,1746562966.5387204,0.06221011281013489
0.015306152403354645,3.698634624481201,0.00027600000612437725,0.28403791785240173,0.0073646982200443745,0.28403791785240173,160000.0,0.8043628334999084,2459.605908125,-0.00473228981718421,0.03715449199080467,0.28403791785240173,8,-0.20939509570598602,118.04359436035156,40,0,1.0066618919372559,7,61.79999923706055,0.28065425157546997,0.4597850441932678,1000,NaN,-0.4846518635749817,-0.7114129066467285,0.28065425157546997,1.2011489868164062,0.28065425157546997,0.39350971579551697,1.0066618919372559,0.012948961928486824,261.3080139160156,143.2643280029297,2.962847948074341,0,76.53802490234375,14.40999984741211,1.0066618919372559,2181.223876953125,1746563227.9225593,-0.030906185507774353
0.014259597286581993,3.9710474014282227,0.0002730000123847276,0.3187137842178345,0.00829197745770216,0.3187137842178345,180000.0,0.7854055166244507,2730.728139128,0.0009272792376577854,0.025503506883978844,0.3187137842178345,9,-0.2405368685722351,130.544921875,40,0,1.0071897506713867,8,41.70000076293945,0.3164721727371216,0.6393547654151917,1000,NaN,0.120440274477005,0.2724127769470215,0.3164721727371216,1.1772551536560059,0.3164721727371216,0.4501209557056427,1.0071897506713867,0.013057897798717022,277.058349609375,146.51329040527344,3.1244351863861084,0,72.18696594238281,14.90999984741211,1.0071897506713867,2458.36376953125,1746563505.0952423,-0.031141772866249084
0.019178038462996483,2.592123031616211,0.0002699999895412475,0.35153886675834656,0.0076186927035450935,0.35153886675834656,200000.0,0.7545885443687439,2997.913405088,-0.0006732847541570663,0.039825499057769775,0.35153886675834656,10,-0.3047093451023102,123.11990356445312,40,0,1.0136417150497437,9,17.25,0.35216236114501953,0.5340897440910339,1000,NaN,0.27952882647514343,-1.3789243698120117,0.35216236114501953,1.137142539024353,0.35216236114501953,0.3331156075000763,1.0136417150497437,0.015274599194526672,271.0377502441406,147.91775512695312,3.1724188327789307,0,73.79045867919922,12.59000015258789,1.0136417150497437,2729.507568359375,1746563776.2174473,-0.06417247653007507
