Metrics/LagrangeMultiplier/Std,_timestamp,Safety/ShieldLagrangeMultiplier/Max,Misc/H_inv_g,Metrics/LagrangeMultiplier,Metrics/EpLen,Misc/xHx,Train/PolicyStd,Misc/AcceptanceStep,Train/PolicyRatio,Safety/shield_violation,Time/FPS,Value/Adv,Train/LR,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,_step,Loss/Loss_pi/Delta,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Train/Epoch,Safety/shield_adv_c,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Time/Epoch,Value/cost,Metrics/EpCost,Value/reward,Train/PolicyRatio/Max,_runtime,Train/PolicyRatio/Std,Metrics/EpRet,Train/StopIter,Safety/ShieldLagrangeMultiplier,Train/Entropy,Misc/FinalStepNorm,Misc/Alpha,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Time/Update,Train/KL,Time/Rollout,Metrics/LagrangeMultiplier/Min
0,1746496567.1520798,0.04500000178813934,0.08111380785703659,0.035999998450279236,1000,0.007185852155089378,1.0116592645645142,1,1.0004619359970093,-0.1163676530122757,125.78204345703125,-2.4223327343975143e-08,0,9.868260383605957,1.0004619359970093,0.035999998450279236,20000.0,1,-0.13753987848758698,42.099998474121094,9.868260383605957,-0.13753987848758698,0,-0.06557729840278625,0.00855944212526083,0,0.04500000178813934,159.00656127929688,159.0052032470703,-0.14924025535583496,21.100000381469727,0.05997682362794876,1.0004619359970093,274.555068344,0.00032655379618518054,-2.172764778137207,10,0.04500000178813934,1.4304780960083008,0.13532261550426483,1.6683053970336914,0.123888298869133,0.00855944212526083,26.907310485839844,0.00047879002522677183,132.09786987304688,0.035999998450279236
0,1746496681.5654318,0.07927364110946655,0.09864723682403564,0.07076781243085861,1000,0.003245503641664982,1.024144172668457,1,1.0006669759750366,0.8548316359519958,174.93077087402344,-3.051757735406113e-09,0,8.995590209960938,1.0006669759750366,0.07076781243085861,40000.0,2,-0.3225470334291458,30.5,-0.8726701736450195,-0.4600869119167328,1,0.38628488779067993,0.004067414440214634,0,0.07927364110946655,273.4215087890625,114.33094024658203,0.6299542188644409,18.174999237060547,0.0350528247654438,1.0006669759750366,399.077618495,0.00047165132127702236,-1.548208475112915,10,0.07927364110946655,1.4426984786987305,0.244882732629776,2.4824085235595703,0.07575152069330215,-0.004492027685046196,27.121652603149414,0.00036130819353275,87.20926666259766,0.07076781243085861
0,1746496806.0878432,0.11179422587156296,0.07527906447649002,0.10560432076454163,1000,0.0013225025031715631,1.0535277128219604,1,0.998894989490509,2.5816779136657715,160.70587158203125,1.2207030941624453e-08,0,20.2121639251709,0.9988950490951538,0.10560432076454163,60000.0,3,0.1374811828136444,91.55000305175781,11.216573715209961,-0.3226057291030884,2,-0.5850154161453247,0.003077415283769369,0,0.11179422587156296,397.94561767578125,124.45096588134766,1.8498862981796265,27.41666603088379,0.030386023223400116,0.9988950490951538,526.290435997,0.0007813744596205652,-1.1992759704589844,10,0.11179422587156296,1.4708757400512695,0.292744904756546,3.8887953758239746,0.04089523106813431,-0.0009899991564452648,27.160261154174805,0.0003380351117812097,97.29067993164062,0.10560432076454163
0,1746496933.3007958,0.1428057998418808,0.08229944109916687,0.139651358127594,1000,0.0014379892963916063,1.0744422674179077,1,1.0026832818984985,3.597929000854492,157.3312530517578,-2.6702879907247734e-09,0,30.10677719116211,1.002683401107788,0.139651358127594,80000.0,4,0.013447850942611694,179.6999969482422,9.894613265991211,-0.3091578781604767,3,2.054677963256836,0.0072791604325175285,0,0.1428057998418808,525.148681640625,127.12032318115234,1.8342136144638062,45.1875,0.020741533488035202,1.002683401107788,644.26130203,0.001897451002150774,-0.7223811745643616,10,0.1428057998418808,1.4907041788101196,0.3069251775741577,3.7293715476989746,0.04308610409498215,0.004201745148748159,26.551483154296875,0.000310059345792979,100.56879425048828,0.139651358127594
0,1746497051.2709894,0.17198114097118378,0.06540251523256302,0.17418518662452698,1000,0.0026306533254683018,1.0979537963867188,1,1.0019477605819702,3.200129270553589,169.6560821533203,-5.1498409980865745e-09,0,9.34895133972168,1.0019477605819702,0.17418518662452698,100000.0,5,-0.1203814148902893,37.400001525878906,-20.75782585144043,-0.429539293050766,4,0.47531378269195557,0.005353280808776617,0,0.17198114097118378,643.1209716796875,117.88554382324219,1.7614699602127075,38.95000076293945,0.016737667843699455,1.0019477605819702,766.97434655,0.001377302804030478,-0.9721627831459045,10,0.17198114097118378,1.5121899843215942,0.18033365905284882,2.757289409637451,0.09408901631832123,-0.0019258796237409115,26.100133895874023,0.0004842743801418692,91.78538513183594,0.17418518662452698
0,1746497173.9840474,0.198298841714859,0.08773826062679291,0.2089787721633911,1000,0.0019339395221322775,1.1379204988479614,1,1.0009995698928833,6.7884392738342285,163.13546752929688,6.866454960174906e-09,0,6.706757068634033,1.0009996891021729,0.2089787721633911,120000.0,6,-0.0028586387634277344,14.25,-2.6421942710876465,-0.4323979318141937,5,-1.2990210056304932,0.008253603242337704,0,0.198298841714859,765.810546875,122.59750366210938,2.8005735874176025,35.61000061035156,0.050846680998802185,1.0009996891021729,893.378385835,0.0007068307604640722,-0.22106361389160156,10,0.198298841714859,1.5476874113082886,0.28215092420578003,3.215825319290161,0.053360845893621445,0.0029003224335610867,26.1464786529541,0.00035757877049036324,96.45099639892578,0.2089787721633911
0,1746497300.3883693,0.22628264129161835,0.09332649409770966,0.24412967264652252,1000,0.0022910155821591616,1.1938899755477905,1,1.0018339157104492,5.360752105712891,158.36874389648438,-1.525878801089675e-08,0,20.96988868713379,1.0018339157104492,0.24412967264652252,140000.0,7,0.1040148138999939,86.6500015258789,14.263131618499756,-0.32838311791419983,6,1.4216805696487427,0.00990284327417612,0,0.22628264129161835,892.2182006835938,126.28755187988281,1.8716542720794678,42.45000076293945,0.05336872115731239,1.0018339157104492,1017.738802405,0.0012968303635716438,0.26242074370384216,10,0.22628264129161835,1.594495415687561,0.275743305683136,2.954608917236328,0.04779219254851341,0.001649240031838417,25.854907989501953,0.0003489728842396289,100.43260955810547,0.24412967264652252
0,1746497424.7488842,0.2550569474697113,0.10298334807157516,0.27942022681236267,1000,0.0024534943513572216,1.2411760091781616,1,1.0000654458999634,5.788311004638672,160.93603515625,8.392333938900265e-09,0,12.254875183105469,1.000065565109253,0.27942022681236267,160000.0,8,-0.02548837661743164,72.9000015258789,-8.71501350402832,-0.35387149453163147,7,-0.8871245980262756,0.009829574264585972,0,0.2550569474697113,1016.6019287109375,124.27297973632812,2.0607309341430664,37.90999984741211,0.08799666166305542,1.000065565109253,1147.875286747,4.636168523575179e-05,0.7536051869392395,10,0.2550569474697113,1.6328668594360352,0.2940279245376587,2.8551015853881836,0.0546797551214695,-7.326900959014893e-05,24.97547721862793,0.00036445193109102547,99.2974624633789,0.27942022681236267
0,1746497554.885321,0.28500258922576904,0.10248848795890808,0.314186155796051,1000,0.0022031315602362156,1.2673840522766113,1,1.000527024269104,5.157531261444092,153.78155517578125,-9.155272984173735e-09,0,17.962270736694336,1.0005271434783936,0.314186155796051,180000.0,9,0.038730084896087646,90.80000305175781,5.707395553588867,-0.3151414096355438,8,0.572169303894043,0.009252406656742096,0,0.28500258922576904,1146.7415771484375,130.0546112060547,1.8605443239212036,27.18000030517578,0.08320531249046326,1.0005271434783936,1271.682795431,0.00037269049789756536,1.0420618057250977,10,0.28500258922576904,1.6540837287902832,0.3087940216064453,3.012963056564331,0.0662698894739151,-0.0005771676078438759,28.290212631225586,0.00034814313403330743,101.76435089111328,0.314186155796051
0,1746497678.693075,0.31543898582458496,0.10542142391204834,0.348935067653656,1000,0.0017753781285136938,1.2939013242721558,1,1.0013307332992554,5.795495510101318,161.660888671875,-7.629394338515283e-10,0,13.40186595916748,1.0013307332992554,0.348935067653656,200000.0,10,-0.05382239818572998,75.80000305175781,-4.5604047775268555,-0.3689638078212738,9,-0.5491064786911011,0.008820888586342335,0,0.31543898582458496,1270.5391845703125,123.71575927734375,2.170870780944824,32.959999084472656,0.09105675667524338,1.0013307332992554,1393.212616102,0.0009409424383193254,1.6661019325256348,10,0.31543898582458496,1.6755019426345825,0.35383209586143494,3.356358528137207,0.02887043170630932,-0.0004315180703997612,23.137248992919922,0.0002191927924286574,100.57847595214844,0.348935067653656
