Metrics/LagrangeMultiplier/Std,Train/KL,Metrics/LagrangeMultiplier/Min,Train/Epoch,Train/PolicyRatio/Max,Value/reward,Time/Rollout,Metrics/EpLen,Train/PolicyRatio/Std,Safety/shield_violation,Metrics/EpRet,Train/LR,Safety/shield_adv_c,Value/Adv,_step,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic/Delta,Safety/EpCostShield,Train/PolicyRatio,_runtime,Train/PolicyStd,Time/FPS,Safety/ShieldLagrangeMultiplier,Train/Entropy,Loss/Loss_cost_critic,TotalEnvSteps,Time/Total,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Time/Update,Train/StopIter,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,_timestamp,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Time/Epoch,Metrics/EpCost,Loss/Loss_reward_critic
0,0.012316297739744186,0.03599999472498894,0,1.0033631324768066,-0.02618100494146347,131.57260131835938,1000,0.011666438542306423,-0.1383790820837021,-0.7239357233047485,0.0002969999914057553,NaN,0.160898819565773,1,-0.45486849546432495,0.044999994337558746,0.03599999472498894,0.005143580958247185,33.599998474121094,1.0033631324768066,443.999780362,0.9710828065872192,84.52581024169922,0.044999994337558746,1.3894503116607666,2.8955039978027344,20000.0,236.61526489257812,-0.45486849546432495,2.8955039978027344,105.04144287109375,40,1.0033631324768066,0,0.03599999472498894,1746496625.7406921,-0.07483699172735214,0.044999994337558746,236.61412048339844,5.75,0.005143580958247185
0,0.013126775622367859,0.06644070148468018,1,1.001999855041504,-0.01932395249605179,99.6325454711914,1000,0.012956193648278713,1.0661883354187012,-0.3042546212673187,0.00029399999766610563,NaN,-0.16439925134181976,2,-0.43773341178894043,0.07817249000072479,0.06644070148468018,-0.0037868088111281395,78.44999694824219,1.001999855041504,654.557966348,0.9347618222236633,96.99644470214844,0.07817249000072479,1.3507179021835327,13.551905632019043,40000.0,442.91845703125,0.01713508367538452,10.656401634216309,106.5605239868164,40,1.001999855041504,0,0.06644070148468018,1746496832.0376942,-0.09884684532880783,0.07817249000072479,206.193115234375,26.375,0.0013567721471190453
0,0.013011782430112362,0.09889984130859375,2,1.0028023719787598,-0.014319747686386108,104.1536865234375,1000,0.012416264973580837,3.064850091934204,-0.08773946017026901,0.000291000003926456,NaN,-0.481428861618042,3,-0.4049650728702545,0.1118517741560936,0.09889984130859375,0.0006088071968406439,55.29999923706055,1.0028023719787598,862.003592744,0.9073771834373474,95.03018188476562,0.1118517741560936,1.3197946548461914,11.066060066223145,60000.0,653.4796142578125,0.03276833891868591,-2.4858455657958984,106.30569458007812,40,1.0028023719787598,0,0.09889984130859375,1746497042.5959146,0.5120181441307068,0.1118517741560936,210.45945739746094,25.700000762939453,0.001965579343959689
0,0.008798474445939064,0.13207237422466278,3,1.0033438205718994,-0.006180232856422663,100.59810638427734,1000,0.011165022850036621,2.6387815475463867,0.025856250897049904,0.0002880000101868063,NaN,0.11479242891073227,4,-0.3594629466533661,0.14611759781837463,0.13207237422466278,-0.0005050892941653728,78.6500015258789,1.0033438205718994,1074.205524571,0.8796758651733398,96.43973541259766,0.14611759781837463,1.2883532047271729,6.492191314697266,80000.0,860.9637451171875,0.04550212621688843,-4.573868751525879,106.78523254394531,40,1.0033438205718994,0,0.13207237422466278,1746497250.041504,0.6604430079460144,0.14611759781837463,207.38339233398438,21.237499237060547,0.0014604900497943163
0,0.007407907862216234,0.16592714190483093,4,1.003312587738037,0.0007670194027014077,105.29412078857422,1000,0.00987103022634983,4.482059478759766,0.13834422826766968,0.0002849999873433262,NaN,-0.16188368201255798,5,-0.3547557592391968,0.18035130202770233,0.16592714190483093,-0.0003573946887627244,118.44999694824219,1.003312587738037,1284.161770686,0.8636201024055481,94.2802505493164,0.18035130202770233,1.2698198556900024,13.533341407775879,100000.0,1073.1627197265625,0.0047071874141693115,7.041150093078613,106.83931732177734,40,1.003312587738037,0,0.16592714190483093,1746497462.2434762,1.6889265775680542,0.18035130202770233,212.1334991455078,33.290000915527344,0.001103095361031592
0,0.007328985258936882,0.2003389447927475,5,1.0044245719909668,0.00998979527503252,100.33042907714844,1000,0.009923769161105156,2.855191707611084,0.40559738874435425,0.00028199999360367656,NaN,-0.23841193318367004,6,-0.3805874288082123,0.2141755074262619,0.2003389447927475,0.0016472631832584739,59.54999923706055,1.0044245719909668,1490.299579064,0.8405471444129944,95.40205383300781,0.2141755074262619,1.2420125007629395,7.082088947296143,120000.0,1282.866455078125,-0.025831669569015503,-6.451252460479736,109.30860900878906,40,1.0044245719909668,0,0.2003389447927475,1746497672.1997085,0.9389599561691284,0.2141755074262619,209.63909912109375,36.369998931884766,0.0027503585442900658
0,0.009943983517587185,0.23493605852127075,6,1.0061572790145874,0.017592135816812515,99.69425201416016,1000,0.011041874065995216,6.310085773468018,0.487712025642395,0.0002789999998640269,NaN,-0.07139855623245239,7,-0.4257853329181671,0.24626696109771729,0.23493605852127075,-0.0015215034363791347,31.350000381469727,1.0061572790145874,1699.807882573,0.8178637623786926,97.05268859863281,0.24626696109771729,1.213923454284668,4.672135829925537,140000.0,1489.257568359375,-0.045197904109954834,-2.4099531173706055,106.37931823730469,40,1.0061572790145874,0,0.23493605852127075,1746497878.337507,0.9623992443084717,0.24626696109771729,206.07363891601562,27.860000610351562,0.0012288551079109311
0,0.006938261445611715,0.26961827278137207,7,1.0052077770233154,0.023289993405342102,102.33921813964844,1000,0.00976725947111845,5.45885705947876,0.5742651224136353,0.00027600000612437725,NaN,0.2072572410106659,8,-0.37979015707969666,0.27841636538505554,0.26961827278137207,0.0006081326864659786,57.70000076293945,1.0052077770233154,1908.386022754,0.8051111102104187,95.49639892578125,0.27841636538505554,1.1978975534439087,5.359786033630371,160000.0,1698.753662109375,0.04599517583847046,0.687650203704834,107.09268951416016,40,1.0052077770233154,0,0.26961827278137207,1746498087.84582,2.1412527561187744,0.27841636538505554,209.43197631835938,27.079999923706055,0.0018369877943769097
0,0.010892797261476517,0.30467236042022705,8,1.0044883489608765,0.03172559663653374,100.81449890136719,1000,0.010415462777018547,3.8876256942749023,0.5918416976928711,0.0002730000123847276,NaN,0.05545841157436371,9,-0.33449146151542664,0.31130754947662354,0.30467236042022705,0.00010202347766608,79.94999694824219,1.0044883489608765,2115.300413005,0.7893638014793396,95.92147064208984,0.31130754947662354,1.1782184839248657,7.140922546386719,180000.0,1907.332763671875,0.04529869556427002,1.7811365127563477,107.68934631347656,40,1.0044883489608765,0,0.30467236042022705,1746498296.4239526,1.2966450452804565,0.31130754947662354,208.50389099121094,32.939998626708984,0.0019390112720429897
0,0.008140092715620995,0.3391241431236267,9,1.004302740097046,0.03360229358077049,99.61921691894531,1000,0.010203037410974503,4.6389665603637695,0.5613290667533875,0.0002699999895412475,NaN,0.12014490365982056,10,-0.3527517020702362,0.34377241134643555,0.3391241431236267,-0.00010856252629309893,49.849998474121094,1.004302740097046,2324.417344805,0.7755425572395325,96.68891143798828,0.34377241134643555,1.1610548496246338,5.50281286239624,200000.0,2114.2548828125,-0.01826024055480957,-1.6381096839904785,107.22966766357422,40,1.004302740097046,0,0.3391241431236267,1746498503.338361,2.5745649337768555,0.34377241134643555,206.8489532470703,20.559999465942383,0.0018304487457498908
