Train/KL,Misc/r,Train/PolicyRatio/Max,Train/Epoch,Loss/Loss_cost_critic,Misc/cost_gradient_norm,Time/Total,Loss/Loss_cost_critic/Delta,Misc/Alpha,TotalEnvSteps,Misc/xHx,Loss/Loss_pi,Misc/q,Time/Epoch,Value/cost,Misc/B,Misc/Nu_star,Train/PolicyRatio/Std,Misc/Lambda_star,Time/Update,Misc/FinalStepNorm,_timestamp,Train/PolicyRatio/Min,Loss/Loss_pi/Delta,_runtime,Train/LR,Misc/A,Value/reward,Misc/AcceptanceStep,Metrics/EpRet,Misc/OptimCase,Value/Adv,Metrics/EpCost,Train/StopIter,_step,Misc/s,Train/Entropy,Time/FPS,Loss/Loss_reward_critic,Metrics/EpLen,Misc/H_inv_g,Misc/gradient_norm,Train/PolicyStd,Loss/Loss_reward_critic/Delta,Train/PolicyRatio,Time/Rollout
0.00011017985525541008,-0.029682617634534836,1.0010809898376465,0,12.720046043395996,0.5297884345054626,137.79054260253906,12.720046043395996,0.5296558141708374,20000.0,0.07129226624965668,-0.043927229940891266,0.07129226624965668,137.7893524169922,-0.05382424220442772,-1067.1376953125,0.11428237706422806,0.0007643752032890916,0,15.531037330627441,0.3541441261768341,1743334538.5566103,1.0010809898376465,-0.043927229940891266,277.859252951,0,0.07071691751480103,-0.06060532107949257,1,3.6002037525177,0,-6.103515470812226e-09,40.42499923706055,10,1,1.531339406967163,1.4168672561645508,145.1490936279297,6.081383228302002,500,0.6705467700958252,0.1145251989364624,0.9980514645576477,6.081383228302002,1.0010809898376465,122.25828552246094
0.00010221442789770663,-0.014126002788543701,1.0001163482666016,1,12.394061088562012,0.4760010242462158,276.661865234375,-0.3259849548339844,0.4849873483181,40000.0,0.08502940833568573,-0.038143325597047806,0.08502940833568573,138.75267028808594,1.287475347518921,-1211.80126953125,0.12635354697704315,8.227064972743392e-05,0,15.53945541381836,0.3604550361633301,1743334677.4022949,1.0001163482666016,0.00578390434384346,417.472013098,0,0.0848701223731041,0.4850836992263794,1,0.2583910822868347,0,-4.1961669694501325e-09,38.962501525878906,10,2,1.2527230978012085,1.4221229553222656,144.14137268066406,6.7525315284729,500,0.7010078430175781,0.1374632567167282,1.0035728216171265,0.6711483001708984,1.0001163482666016,123.21316528320312
0.0001082744201994501,-0.0071112243458628654,0.9994006156921387,2,5.451204299926758,0.3413451611995697,416.2597961425781,-6.942856788635254,0.5350551605224609,60000.0,0.06986068189144135,-0.02668609842658043,0.06986068189144135,139.50839233398438,1.486325979232788,-1296.91552734375,0.17720967531204224,0.00042382872197777033,0,15.535040855407715,0.3546137809753418,1743334817.014939,0.9994006156921387,0.011457227170467377,555.752071576,0,0.06978128105401993,0.2646312117576599,1,-2.0410807132720947,0,-6.103515470812226e-09,28.739999771118164,10,3,0.6368763446807861,1.423886775970459,143.3605499267578,4.74744176864624,500,0.6595001816749573,0.11524952203035355,1.0054863691329956,-2.00508975982666,0.9994006156921387,123.97331237792969
0.00010284896416123956,0.006069558206945658,0.99993896484375,3,7.403525352478027,0.36571207642555237,554.5405883789062,1.9523210525512695,0.4803498685359955,80000.0,0.08667914569377899,-0.02715211734175682,0.08667914569377899,138.17453002929688,2.1685128211975098,-802.1744995117188,0.16256016492843628,4.31864864367526e-05,0,14.300674438476562,0.3598075211048126,1743334955.295064,0.99993896484375,-0.0004660189151763916,694.257409561,0,0.08663047105073929,0.08009606599807739,1,-3.4211487770080566,0,-5.340575981449547e-09,24.639999389648438,10,4,0.7568358182907104,1.4198575019836426,144.74447631835938,5.65817928314209,500,0.7322313189506531,0.1310371309518814,1.0016602277755737,0.9107375144958496,0.99993896484375,123.87382507324219
0.00010437527816975489,-0.023612653836607933,0.998318076133728,4,6.709935665130615,0.34582483768463135,693.0626220703125,-0.6935896873474121,0.501800000667572,100000.0,0.0794270932674408,-0.030054692178964615,0.0794270932674408,138.41729736328125,2.4458165168762207,-605.1432495117188,0.1733420342206955,0.0011892997426912189,0,15.569313049316406,0.3575017750263214,1743335093.800624,0.998318076133728,-0.002902574837207794,832.301832456,0,0.07858943194150925,0.06312166154384613,1,-1.4912745952606201,0,-6.103515470812226e-09,20.06999969482422,10,5,0.66561359167099,1.4184728860855103,144.49061584472656,5.114968299865723,500,0.7020221948623657,0.1246953085064888,1.0006474256515503,-0.5432109832763672,0.9983180165290833,122.84796142578125
0.00010108572314493358,0.008959207683801651,1.0011851787567139,5,2.4847445487976074,0.2607160210609436,831.1017456054688,-4.225191116333008,0.5005228519439697,120000.0,0.07983294129371643,-0.01949833147227764,0.07983294129371643,137.95558166503906,1.9420382976531982,-625.7592163085938,0.2254772037267685,0.0008379355422221124,0,15.377716064453125,0.3628562092781067,1743335231.8450217,1.0011851787567139,0.010556360706686974,970.530673592,0,0.07962889969348907,-0.07378467917442322,1,0.791053056716919,0,4.577636492086867e-09,15.6899995803833,10,6,0.39339128136634827,1.420225977897644,144.9741973876953,4.1627655029296875,500,0.6924123167991638,0.12904736399650574,1.002760887145996,-0.9522027969360352,1.0011850595474243,122.57783508300781
0.00011189717770321295,-0.05332683399319649,0.999752402305603,6,7.798381328582764,0.4112299680709839,969.3156127929688,5.313636779785156,0.4753700792789459,140000.0,0.08850468695163727,-0.036306604743003845,0.08850468695163727,138.1207275390625,2.764228582382202,-336.81451416015625,0.14985643327236176,0.00017513420607428998,0,15.635154724121094,0.349020391702652,1743335370.0737221,0.999752402305603,-0.016808273270726204,1107.781550031,0,0.08531158417463303,0.2646418809890747,1,3.0729918479919434,0,-3.051757735406113e-09,17.31999969482422,10,7,0.8905928134918213,1.421754002571106,144.8008575439453,4.705325603485107,500,0.7406105399131775,0.12895368039608002,1.0045491456985474,0.5425601005554199,0.9997523427009583,122.48554229736328
0.00011569377966225147,0.013739858753979206,1.001354694366455,7,13.835421562194824,0.620547354221344,1106.586669921875,6.0370402336120605,0.4774201512336731,160000.0,0.08774623274803162,-0.04519474133849144,0.08774623274803162,137.16290283203125,3.544247627258301,-453.6661376953125,0.10037527233362198,0.0009579135221429169,0,14.400033950805664,0.34754684567451477,1743335507.3250144,1.001354694366455,-0.008888136595487595,1246.111928094,0,0.08765113353729248,0.3026643693447113,1,1.6942225694656372,0,7.629394338515283e-10,30.010000228881836,10,8,1.9850729703903198,1.4247735738754272,145.81202697753906,6.707364559173584,500,0.7180255651473999,0.13242729008197784,1.0077110528945923,2.0020389556884766,1.001354694366455,122.76283264160156
0.00010913591540884227,0.021634593605995178,0.9999081492424011,8,6.347350120544434,0.4147637188434601,1244.9039306640625,-7.488071441650391,0.5112555623054504,180000.0,0.076516292989254,-0.02916904166340828,0.076516292989254,138.2388153076172,4.509317398071289,-985.175537109375,0.14757010340690613,6.493424734799191e-05,0,15.459787368774414,0.3536022901535034,1743335645.6548066,0.9999081492424011,0.01602569967508316,1385.607784388,0,0.07600665092468262,-0.06706013530492783,1,1.3151800632476807,0,6.103515470812226e-09,30.079999923706055,10,9,0.9184028506278992,1.4253168106079102,144.67715454101562,5.029007434844971,500,0.684981107711792,0.12172211706638336,1.0082392692565918,-1.6783571243286133,0.9999081492424011,122.77899169921875
0.00011562355939531699,0.04109352082014084,1.003832221031189,9,6.302621364593506,0.5836040377616882,1384.4068603515625,-0.044728755950927734,0.4936119616031647,200000.0,0.08208401501178741,-0.039564263075590134,0.08208401501178741,139.40200805664062,3.4425394535064697,-599.890625,0.10780715197324753,0.002709761494770646,0,15.376684188842773,0.3468666970729828,1743335785.150813,1.003832221031189,-0.010395221412181854,1522.139591827,0,0.08110269159078598,-0.2352617383003235,1,0.4893220067024231,0,-6.103515470812226e-09,32.130001068115234,10,10,1.7208178043365479,1.4256318807601929,143.46995544433594,4.009232521057129,500,0.7198672294616699,0.12451943010091782,1.0088666677474976,-1.0197749137878418,1.003832221031189,124.02529907226562
