Value/Adv,Safety/EpCostShield,Safety/shield_violation,Time/Update,Train/LR,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Train/KL,Train/StopIter,_step,Train/PolicyRatio/Max,Time/Total,Train/Entropy,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Misc/Alpha,Misc/gradient_norm,Value/reward,Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Misc/FinalStepNorm,Misc/AcceptanceStep,_timestamp,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic/Delta,Time/Epoch,TotalEnvSteps,Loss/Loss_pi/Delta,Time/Rollout,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio,Metrics/EpCost,Train/Epoch,Misc/xHx,Value/cost,Safety/shield_adv_c,Misc/H_inv_g,_runtime,Train/PolicyStd,Time/FPS
-3.433227480087453e-09,211.75,-0.03400440514087677,28.337909698486328,0,86.29798889160156,86.29798889160156,0.00037244672421365976,10,1,1.0019311904907227,190.8224334716797,1.4582182168960571,0.03599999472498894,-0.2922845780849457,2.3010754585266113,0.07912316173315048,0.2362106889486313,0.044999994337558746,500,0.027704373002052307,0.044999994337558746,0.24081633985042572,1,1746508439.36364,0.044999994337558746,1.0019311904907227,0.0013655016664415598,-0.8790796399116516,0.03599999472498894,0.027704373002052307,190.8211669921875,20000.0,-0.2922845780849457,162.48321533203125,0.03599999472498894,0,0,1.0019311904907227,186.97500610351562,0,0.003777175210416317,0.08551108092069626,5.353035926818848,0.10465382039546967,325.100887795,1.040462851524353,104.81017303466797
9.727477490173442e-09,113.69999694824219,4.238571643829346,27.29002571105957,0,-40.77324295043945,45.52474594116211,0.0003934436244890094,10,2,1.0002496242523193,323.82061767578125,1.472960114479065,0.07034235447645187,-0.3744719326496124,2.304832935333252,0.09712183475494385,0.18554961681365967,0.07798530161380768,500,0.024839505553245544,0.07798530161380768,0.2576201260089874,1,1746508572.3434627,0.07798530161380768,1.0002496242523193,0.0001765110355336219,-0.2954173982143402,0.07034235447645187,-0.0028648674488067627,132.8795623779297,40000.0,-0.08218735456466675,105.5895004272461,0.07034235447645187,0,0,1.0002495050430298,138.21249389648438,1,0.0037648691795766354,3.455728530883789,1.4535067081451416,0.11177387833595276,457.019113912,1.0555206537246704,150.51223754882812
-5.340575981449547e-09,111.42500305175781,7.019423484802246,25.430402755737305,0,7.2884674072265625,52.81321334838867,0.00040162538061849773,10,3,1.0009106397628784,455.73162841796875,1.477198600769043,0.10394476354122162,-0.3526926338672638,2.241297960281372,0.08838894218206406,0.240159273147583,0.11052526533603668,500,0.03006436489522457,0.11052526533603668,0.2955348789691925,1,1746508704.2619524,0.11052526533603668,1.0009106397628784,0.00064389145700261,0.45826613903045654,0.10394476354122162,0.005224859341979027,131.8141632080078,60000.0,0.021779298782348633,106.38371276855469,0.10394476354122162,0,0,1.0009106397628784,111.33999633789062,2,0.003981344401836395,5.497692584991455,2.7467617988586426,0.13185881078243256,593.771989411,1.060096025466919,151.72877502441406
1.525878801089675e-08,127.4000015258789,10.86600112915039,27.43142318725586,0,21.47378921508789,74.28700256347656,0.00036026397719979286,10,4,1.0009973049163818,592.4736328125,1.4813809394836426,0.13653944432735443,-0.32559794187545776,1.927442193031311,0.054514799267053604,0.2801142632961273,0.14336492121219635,500,0.034068379551172256,0.14336492121219635,0.3434649705886841,1,1746508841.0145087,0.14336492121219635,1.0009973049163818,0.0007051448919810355,1.9268726110458374,0.13653944432735443,0.004004014655947685,136.64044189453125,80000.0,0.02709469199180603,109.20899200439453,0.13653944432735443,0,0,1.0009971857070923,87.19999694824219,3,0.005383521784096956,7.561201572418213,1.475588321685791,0.17819729447364807,730.791928529,1.0644919872283936,146.3695526123047
-5.340575981449547e-09,148.8000030517578,14.649896621704102,26.1375675201416,0,21.69066619873047,95.97766876220703,0.0003754571662284434,10,5,1.0021982192993164,729.5249633789062,1.4858852624893188,0.1690416932106018,-0.29095029830932617,1.6040263175964355,0.07429102808237076,0.3740732967853546,0.1767551451921463,500,0.043817177414894104,0.1767551451921463,0.30589523911476135,1,1746508978.0349078,0.1767551451921463,1.0021982192993164,0.0015544319758191705,3.463873863220215,0.1690416932106018,0.009748797863721848,136.93614196777344,100000.0,0.03464764356613159,110.79853820800781,0.1690416932106018,0,0,1.0021982192993164,102.0,4,0.0077733187936246395,10.94379711151123,-0.3616846799850464,0.19070464372634888,871.131435106,1.0692596435546875,146.05348205566406
-3.051757735406113e-09,177.5749969482422,20.22462272644043,28.4061336517334,0,12.8470458984375,108.82471466064453,0.00039142361492849886,10,6,1.0007175207138062,869.857421875,1.4886687994003296,0.20209336280822754,-0.2671719491481781,2.360629081726074,0.08830771595239639,0.5064699053764343,0.21075981855392456,500,0.07388404756784439,0.21075981855392456,0.2796589136123657,1,1746509118.3744125,0.21075981855392456,1.0007175207138062,0.0005073918728157878,5.4872822761535645,0.20209336280822754,0.030066870152950287,140.25209045410156,120000.0,0.02377834916114807,111.8459243774414,0.20209336280822754,0,0,1.0007175207138062,131.02999877929688,5,0.0035889982245862484,16.93779945373535,3.6941938400268555,0.11846795678138733,1005.419348385,1.0724987983703613,142.60037231445312
-7.629394005448376e-09,107.8499984741211,16.29887580871582,24.92272186279297,0,-26.561614990234375,82.26309967041016,0.0003961403272114694,10,7,1.003321647644043,1004.119873046875,1.492871880531311,0.235329732298851,-0.39349016547203064,1.9929527044296265,0.07992005348205566,0.6887403130531311,0.2442067414522171,500,0.07034939527511597,0.2442067414522171,0.28109633922576904,1,1746509252.662588,0.2442067414522171,1.003321647644043,0.00234870333224535,6.238821983337402,0.235329732298851,-0.003534652292728424,134.1785430908203,140000.0,-0.12631821632385254,109.25577545166016,0.235329732298851,0,0,1.003321647644043,118.58000183105469,6,0.005035413429141045,12.76127815246582,2.9785165786743164,0.14104516804218292,1139.596393023,1.077757477760315,149.0551300048828
3.051757735406113e-09,124.32499694824219,18.65443992614746,26.60123062133789,0,16.374122619628906,98.63722229003906,0.00034295429941266775,10,8,1.001483678817749,1138.3206787109375,1.5023174285888672,0.26870009303092957,-0.3542459011077881,2.057058095932007,0.06622616201639175,0.8260796666145325,0.27757686376571655,500,0.11256629973649979,0.27757686376571655,0.29178714752197266,1,1746509386.8389707,0.27757686376571655,1.001483678817749,0.0010490631684660912,6.36223030090332,0.26870009303092957,0.04221690446138382,134.09893798828125,160000.0,0.039244264364242554,107.4976806640625,0.26870009303092957,0,0,1.0014835596084595,117.83999633789062,7,0.004726459737867117,14.920984268188477,-3.034754514694214,0.14184682071208954,1271.223656039,1.0878962278366089,149.14361572265625
0.0,91.92500305175781,15.968074798583984,27.162214279174805,0,-25.828842163085938,72.80838012695312,0.0003434494719840586,10,9,1.0013930797576904,1269.9525146484375,1.5122953653335571,0.30159610509872437,-0.41521263122558594,1.7660678625106812,0.1521385908126831,0.8713077306747437,0.31023699045181274,500,0.13156063854694366,0.31023699045181274,0.2746652364730835,1,1746509518.4667318,0.31023699045181274,1.0013930797576904,0.0009849438210949302,6.023649215698242,0.30159610509872437,0.018994338810443878,131.54225158691406,180000.0,-0.06096673011779785,104.37999725341797,0.30159610509872437,0,0,1.0013929605484009,90.06999969482422,8,0.0064123100601136684,12.018418312072754,1.6388757228851318,0.15552359819412231,1405.939246401,1.098470687866211,152.0424041748047
-9.918212917625624e-09,77.7249984741211,13.224684715270996,27.379180908203125,0,-11.59676742553711,61.211612701416016,0.00036595555138774216,10,10,1.0024900436401367,1404.6737060546875,1.5250263214111328,0.3339597284793854,-0.40521562099456787,1.552667498588562,0.1748112142086029,1.0917062759399414,0.3419943153858185,500,0.1667371392250061,0.3419943153858185,0.26381444931030273,1,1746509653.182168,0.3419943153858185,1.0024900436401367,0.0017606705660000443,6.951357364654541,0.3339597284793854,0.03517650067806244,134.64675903320312,200000.0,0.009997010231018066,107.2675552368164,0.3339597284793854,0,0,1.0024900436401367,83.20999908447266,9,0.008296072483062744,9.927242279052734,1.7473082542419434,0.1699104607105255,1533.388607108,1.1130625009536743,148.53680419921875
