Train/LR,Train/KL,Loss/Loss_cost_critic,_runtime,Misc/Alpha,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyStd,TotalEnvSteps,Safety/EpCostShield,Misc/AcceptanceStep,Safety/shield_violation,Train/Epoch,Misc/gradient_norm,Value/Adv,Loss/Loss_pi,Time/Total,Metrics/LagrangeMultiplier/Max,Train/StopIter,Loss/Loss_pi/Delta,Value/cost,_timestamp,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Value/reward,Misc/FinalStepNorm,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Train/Entropy,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Loss/Loss_reward_critic,_step,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Std,Metrics/EpRet,Metrics/EpLen,Time/Update,Train/PolicyRatio/Max,Misc/H_inv_g,Time/Rollout,Time/FPS,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Misc/xHx,Time/Epoch
0,0.00025680565158836544,33.21242141723633,245.791732823,2.7295703887939453,0.04500000178813934,1.0191065073013306,20000.0,140.75,1,-0.031287580728530884,0,0.040440838783979416,1.3732909920349812e-08,-0.2678352892398834,140.23507690429688,0.03599999472498894,10,-0.2678352892398834,0.14056164026260376,1746548710.0807083,3.047644853591919,0.04500000178813934,33.21242141723633,-0.06179578974843025,0.3247694969177246,0.03599999472498894,1.000170111656189,1.4377237558364868,0.009042436257004738,78.55000305175781,0.009042436257004738,1,0.03599999472498894,1.000170111656189,0,0.00012025901378365234,0.1386270821094513,1000,16.985050201416016,1.000170111656189,0.11898190528154373,123.24910736083984,142.61859130859375,0,0.04500000178813934,0.0026843540836125612,140.2341766357422
0,0.0003381271380931139,26.536956787109375,352.205297872,2.51114559173584,0.07976258546113968,1.050870418548584,40000.0,120.94999694824219,1,2.1162285804748535,1,0.0561666302382946,-6.103515470812226e-09,-0.22501741349697113,244.89761352539062,0.07098857313394547,10,0.04281787574291229,1.3651423454284668,1746548814.7426965,2.752089023590088,0.07976258546113968,-6.675464630126953,-0.034552283585071564,0.30568477511405945,0.07098857313394547,1.0011719465255737,1.4682812690734863,-0.00606879685074091,77.625,0.0029736394062638283,2,0.07098857313394547,1.0011719465255737,0,0.0008286632364615798,0.10572843253612518,1000,16.81846809387207,1.0011719465255737,0.12173120677471161,87.76687622070312,191.2313232421875,0,0.07976258546113968,0.0031716469675302505,104.58538055419922
0,0.00025862600887194276,25.68011474609375,461.557138695,2.5756118297576904,0.11466237902641296,1.0685490369796753,60000.0,137.14999389648438,1,4.397067546844482,2,0.03043718822300434,1.525878801089675e-08,-0.20581628382205963,351.3111572265625,0.10603243112564087,10,0.0192011296749115,2.6814403533935547,1746548921.1562934,0.13690875470638275,0.11466237902641296,-0.856842041015625,-0.019376985728740692,0.37071168422698975,0.10603243112564087,0.9998176097869873,1.485121726989746,0.005866022780537605,81.94999694824219,0.008839662186801434,3,0.10603243112564087,0.9998176097869873,0,0.0001289693609578535,0.3840442895889282,1000,16.98457145690918,0.9998176097869873,0.14393150806427002,89.35411071777344,188.07826232910156,0,0.11466237902641296,0.0030148644000291824,106.33870697021484
0,0.0002589958894532174,25.630916595458984,569.267305567,3.317554473876953,0.1496303677558899,1.0864794254302979,80000.0,137.14999389648438,1,4.174239635467529,3,0.036207541823387146,0.0,-0.16630561649799347,460.6595153808594,0.14103715121746063,10,0.03951066732406616,3.082057476043701,1746549030.5080829,1.7020776271820068,0.1496303677558899,-0.049198150634765625,-5.437559957499616e-05,0.3290736675262451,0.14103715121746063,0.9983072280883789,1.5017646551132202,-0.0020271874964237213,77.9749984741211,0.006812474690377712,4,0.14103715121746063,0.9983072280883789,0,0.0011969424085691571,0.47702208161354065,1000,17.17099380493164,0.9983072280883789,0.09919164329767227,92.10277557373047,183.02650451660156,0,0.1496303677558899,0.0018171528354287148,109.27379608154297
0,0.00031626320560462773,19.100881576538086,679.27374152,2.540836811065674,0.18469375371932983,1.1210740804672241,100000.0,143.0,1,6.048386573791504,4,0.05993315204977989,-1.2207030941624453e-08,-0.1443217545747757,568.3682861328125,0.1759072095155716,10,0.021983861923217773,4.29282283782959,1746549138.2183208,1.7444506883621216,0.18469375371932983,-6.530035018920898,0.010348360054194927,0.300396591424942,0.1759072095155716,1.0011131763458252,1.533042550086975,0.002263294532895088,73.08999633789062,0.0090757692232728,5,0.1759072095155716,1.0011130571365356,0,0.0007870783447287977,0.7582985162734985,1000,16.765180587768555,1.0011131763458252,0.11822742223739624,90.85752868652344,185.8343505859375,0,0.18469375371932983,0.0030979544389992952,107.62272644042969
0,0.00027419545222073793,18.34395980834961,787.582781988,2.4644863605499268,0.21963810920715332,1.1519020795822144,120000.0,127.94999694824219,1,7.433659553527832,5,0.05660373345017433,-1.0681151962899094e-08,-0.17798280715942383,678.3851318359375,0.2105366438627243,10,-0.03366105258464813,4.7723236083984375,1746549248.2246172,-0.2990356385707855,0.21963810920715332,-0.7569217681884766,0.034980930387973785,0.323747843503952,0.2105366438627243,1.0021942853927612,1.5602493286132812,0.008921707980334759,67.5,0.01799747720360756,6,0.2105366438627243,1.0021942853927612,0,0.0015515659470111132,1.1163690090179443,1000,17.600006103515625,1.0021942853927612,0.13136523962020874,92.33734130859375,181.9217529296875,0,0.21963810920715332,0.0032928793225437403,109.9373779296875
0,0.0002990101929754019,19.15621566772461,895.024650261,2.147996664047241,0.2547517418861389,1.162385106086731,140000.0,149.5,1,8.814659118652344,6,0.07008539140224457,-2.384185648907078e-08,-0.1485951691865921,786.6970825195312,0.24486315250396729,10,0.029387637972831726,5.292506217956543,1746549356.533765,1.5446596145629883,0.2547517418861389,0.812255859375,0.07210024446249008,0.30816924571990967,0.24486315250396729,1.0004985332489014,1.5692812204360962,-0.002463563345372677,63.06999969482422,0.015533913858234882,7,0.24486315250396729,1.0004984140396118,0,0.00035251627559773624,1.5937423706054688,1000,16.742992401123047,1.0004985332489014,0.1434682160615921,91.49913787841797,184.77090454101562,0,0.2547517418861389,0.004334727302193642,108.24214935302734
0,0.0002757058828137815,10.435721397399902,1002.533110565,2.213329315185547,0.28911587595939636,1.1868122816085815,160000.0,95.69999694824219,1,7.344687461853027,7,0.08315905183553696,0.0,-0.21616022288799286,894.1253051757812,0.27841007709503174,10,-0.06756505370140076,3.859846591949463,1746549463.9756665,0.605219841003418,0.28911587595939636,-8.720494270324707,0.1068243682384491,0.3179754614830017,0.27841007709503174,0.9998177289962769,1.5898836851119995,0.0005127126350998878,48.77000045776367,0.01604662649333477,8,0.27841007709503174,0.9998176693916321,0,0.00012891316146124154,1.8624200820922852,1000,16.950407028198242,0.9998177289962769,0.14366388320922852,90.41002655029297,186.288330078125,0,0.28911587595939636,0.004082600586116314,107.36045837402344
0,0.00027440630947239697,15.428266525268555,1110.077525531,2.0005228519439697,0.3236669600009918,1.1890063285827637,180000.0,138.64999389648438,1,10.93429183959961,8,0.0998295247554779,-9.155272984173735e-09,-0.2203538566827774,1001.6570434570312,0.3110571503639221,10,-0.004193633794784546,5.361220359802246,1746549571.4841328,0.4261791706085205,0.3236669600009918,4.992545127868652,0.18498867750167847,0.31972742080688477,0.3110571503639221,1.000784158706665,1.591917872428894,0.018908264115452766,42.27000045776367,0.03495489060878754,9,0.3110571503639221,1.0007840394973755,0,0.0005544277373701334,2.820894479751587,1000,17.023080825805664,1.000784158706665,0.15982194244861603,90.42762756347656,186.13182067871094,0,0.3236669600009918,0.004997377283871174,107.45072937011719
0,0.0003765771398320794,15.068788528442383,1218.80151418,1.6006523370742798,0.35743480920791626,1.1869198083877563,200000.0,88.05000305175781,1,9.323540687561035,9,0.13015151023864746,-1.2588500908350397e-08,-0.3008979260921478,1109.1998291015625,0.34279072284698486,10,-0.08054406940937042,4.974974155426025,1746549679.028476,-0.9120538234710693,0.35743480920791626,-0.3594779968261719,0.23138974606990814,0.26011890172958374,0.34279072284698486,1.0011916160583496,1.5902732610702515,-0.007284719496965408,38.2400016784668,0.02767017111182213,10,0.34279072284698486,1.0011916160583496,0,0.0008425997802987695,3.3030195236206055,1000,17.183263778686523,1.0011916160583496,0.1625080555677414,90.30146789550781,186.07289123535156,0,0.35743480920791626,0.007806123234331608,107.4847640991211
0,0.0003250783192925155,13.38923454284668,1326.778472242,1.8865652084350586,0.3907669186592102,1.1964491605758667,220000.0,96.4000015258789,1,9.375813484191895,10,0.10831884294748306,6.103515470812226e-09,-0.2825140058994293,1217.909912109375,0.37348949909210205,10,0.018383920192718506,4.821540355682373,1746549787.7524006,0.3382452726364136,0.3907669186592102,-1.6795539855957031,0.2566438913345337,0.2936583161354065,0.37348949909210205,1.0010452270507812,1.5982438325881958,0.005567982792854309,32.77000045776367,0.03323815390467644,11,0.37348949909210205,1.0010452270507812,0,0.0007391432882286608,3.9990897178649902,1000,16.85572052001953,1.0010452270507812,0.15565764904022217,91.79436492919922,184.0771026611328,0,0.3907669186592102,0.0056193433701992035,108.6501235961914
0,0.00024526569177396595,16.985042572021484,1433.309107084,1.9814988374710083,0.42442840337753296,1.2262946367263794,240000.0,132.85000610351562,1,8.174437522888184,11,0.0609428733587265,1.5258788677030566e-09,-0.10423970222473145,1325.8985595703125,0.40309014916419983,10,0.17827430367469788,3.9693589210510254,1746549895.7294602,-0.055277302861213684,0.42442840337753296,3.5958080291748047,0.3103286623954773,0.33914026618003845,0.40309014916419983,1.0006706714630127,1.6227684020996094,-0.0049254558980464935,28.579999923706055,0.028312698006629944,12,0.40309014916419983,1.0006705522537231,0,0.0004741801240015775,4.393520355224609,1000,17.057287216186523,1.0006706714630127,0.17115339636802673,90.85662841796875,185.33287048339844,0,0.42442840337753296,0.005093795247375965,107.9139404296875
0,0.0002534182567615062,9.686996459960938,1538.616393606,2.043459415435791,0.45730581879615784,1.2603473663330078,260000.0,80.0,1,8.214348793029785,12,0.05802466720342636,3.051757735406113e-09,-0.2743223011493683,1432.4337158203125,0.4317070245742798,10,-0.17008259892463684,3.190103054046631,1746550002.260076,1.7038812637329102,0.45730581879615784,-7.298046112060547,0.29461291432380676,0.32426849007606506,0.4317070245742798,1.001356840133667,1.6502079963684082,0.0030371658504009247,27.549999237060547,0.03134986385703087,13,0.4317070245742798,1.0013567209243774,0,0.0009593746508471668,4.859671592712402,1000,16.89507293701172,1.001356840133667,0.15868604183197021,89.5775146484375,187.8417510986328,0,0.45730581879615784,0.0047895764000713825,106.47261047363281
0,0.0002931120980065316,9.573830604553223,1645.616120129,1.698866367340088,0.48961520195007324,1.2735810279846191,280000.0,83.55000305175781,1,8.39696216583252,13,0.09524288028478622,3.051757735406113e-09,-0.2742592394351959,1537.73779296875,0.4593575596809387,10,6.306171417236328e-05,2.8765461444854736,1746550107.5674193,0.4656001925468445,0.48961520195007324,-0.11316585540771484,0.4056073725223541,0.31103184819221497,0.4593575596809387,1.0018208026885986,1.660731315612793,0.005028426647186279,25.3799991607666,0.03637829050421715,14,0.4593575596809387,1.001820683479309,0,0.0012874456588178873,4.8970417976379395,1000,16.68598175048828,1.0018208026885986,0.18308201432228088,88.56268310546875,190.02613830566406,0,0.48961520195007324,0.006929644849151373,105.2486801147461
0,0.00033413717756047845,12.64058780670166,1748.961925965,1.6002874374389648,0.521955132484436,1.2588672637939453,300000.0,105.9000015258789,1,8.905220985412598,14,0.13012264668941498,1.678466787780053e-08,-0.20512807369232178,1644.7392578125,0.48612871766090393,10,0.06913116574287415,3.0308337211608887,1746550214.5670981,0.9004428386688232,0.521955132484436,3.0667572021484375,0.4037914574146271,0.30445361137390137,0.48612871766090393,1.0011587142944336,1.648877501487732,0.01147831603884697,24.520000457763672,0.04785660654306412,15,0.48612871766090393,1.0011587142944336,0,0.0008193347603082657,5.366435527801514,1000,17.191299438476562,1.0011587142944336,0.19024933874607086,89.74987030029297,187.0186767578125,0,0.521955132484436,0.007809684611856937,106.94119262695312
0,0.0002613130782265216,9.225980758666992,1855.629234996,1.6777117252349854,0.5531683564186096,1.2696645259857178,320000.0,58.5,1,9.689440727233887,15,0.09949669986963272,6.103515470812226e-09,-0.42750611901283264,1748.0885009765625,0.5119720697402954,10,-0.22237804532051086,3.1454179286956787,1746550317.9128728,-1.4102132320404053,0.5531683564186096,-3.414607048034668,0.4557572305202484,0.32049593329429626,0.5119720697402954,1.0024840831756592,1.6573214530944824,-0.012544166296720505,21.860000610351562,0.03531244024634361,16,0.5119720697402954,1.0024839639663696,0,0.0017565120942890644,5.275051116943359,1000,17.029386520385742,1.0024840831756592,0.1910315901041031,86.26094055175781,193.62890625,0,0.5531683564186096,0.007105500437319279,103.29035949707031
0,0.00030819399398751557,9.20067024230957,1962.854333072,1.271034836769104,0.5842030644416809,1.288072109222412,340000.0,88.8499984741211,1,10.14161491394043,16,0.17206892371177673,-7.629394005448376e-09,-0.3263803720474243,1854.75146484375,0.5368170142173767,10,0.10112574696540833,3.2983593940734863,1746550424.5802045,-0.8853010535240173,0.5842030644416809,-0.025310516357421875,0.575706422328949,0.2928313910961151,0.5368170142173767,0.9993273615837097,1.6719633340835571,0.0022089146077632904,18.979999542236328,0.0375213548541069,17,0.5368170142173767,0.9993273615837097,0,0.0004756412236019969,5.696292877197266,1000,16.91266632080078,0.9993273615837097,0.23038816452026367,89.69416046142578,187.60516357421875,0,0.5842030644416809,0.012379830703139305,106.60687255859375
