Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/LR,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Misc/H_inv_g,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Safety/shield_violation,Time/FPS,Metrics/EpCost,_timestamp,Loss/Loss_cost_critic,Misc/xHx,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Time/Rollout,_runtime,Time/Total,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,_step,Train/PolicyRatio/Std,Train/StopIter,Value/cost,Train/PolicyRatio/Min,Time/Update,Safety/shield_adv_c,Misc/Alpha,Train/Entropy,Loss/Loss_pi,Safety/EpCostShield,Train/KL,Value/Adv,TotalEnvSteps,Metrics/EpRet,Value/reward,Train/Epoch,Misc/gradient_norm,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Misc/AcceptanceStep,Time/Epoch
0,0.9990994334220886,0,0.9990994334220886,0.035999998450279236,0.13024891912937164,0.01372237503528595,0.01372237503528595,0,500,-0.1423388123512268,103.03834533691406,206.0500030517578,1746571094.9275224,83.39459228515625,0.0033143118489533663,0.20130927860736847,0.044999994337558746,0.3199571371078491,83.39459228515625,169.20921325683594,344.611315041,194.1038818359375,0.035999998450279236,1.0106562376022339,1,0.00063678267179057,10,-0.17596755921840668,0.9990994334220886,24.893238067626953,7.4416608810424805,2.456505060195923,1.429505467414856,0.20130927860736847,231.52499389648438,0.00025211580214090645,-5.722045615108584e-10,20000.0,-0.011087208986282349,0.1362474411725998,0,0.05028887465596199,0.035999998450279236,0.044999994337558746,0.044999994337558746,1,194.1024932861328
0,0.9989494681358337,0,0.9989494681358337,0.07103225588798523,0.1466818004846573,0.01213848777115345,-0.0015838872641324997,0,500,8.429244995117188,134.16744995117188,215.5625,1746571244.0831692,68.22370910644531,0.005927900783717632,0.11878640949726105,0.08004537969827652,0.2694265842437744,-15.170883178710938,120.30701446533203,491.546230839,343.2610778808594,0.07103225588798523,1.0124207735061646,2,0.000742852280382067,10,7.412661075592041,0.9989494681358337,28.76038932800293,6.680620193481445,1.836809754371643,1.4311046600341797,0.3200956881046295,251.35000610351562,0.0003884356701746583,2.2888182460434336e-09,40000.0,0.5253346562385559,0.12992677092552185,1,0.09542258083820343,0.07103225588798523,0.08004537969827652,0.08004537969827652,1,149.06744384765625
0,0.9993283152580261,0,0.9993283152580261,0.10612155497074127,0.16919393837451935,0.017077291384339333,0.004938803613185883,0,500,14.997596740722656,136.1940460205078,226.6199951171875,1746571391.0181272,91.71966552734375,0.00822270754724741,0.08297222852706909,0.11514553427696228,0.2638712525367737,23.495956420898438,120.016357421875,631.736956159,490.1965026855469,0.10612155497074127,0.9943039417266846,3,0.0004749668587464839,10,13.803321838378906,0.9993283152580261,26.83291244506836,5.4205827713012695,1.559578776359558,1.412925124168396,0.4030679166316986,260.79998779296875,0.00040067866211757064,-1.0681151962899094e-08,60000.0,1.0174663066864014,0.14221659302711487,2,0.12035192549228668,0.10612155497074127,0.11514553427696228,0.11514553427696228,1,146.84930419921875
0,0.999769389629364,0,0.999769389629364,0.14097434282302856,0.15107901394367218,0.018795853480696678,0.0017185620963573456,0,500,15.01574420928955,142.76426696777344,191.4600067138672,1746571531.2088714,83.08828735351562,0.005342720076441765,-0.13987702131271362,0.1495872586965561,0.2923058569431305,-8.631378173828125,115.23815155029297,778.996255826,630.3765869140625,0.14097434282302856,0.9884335994720459,4,0.00016308021440636367,10,12.955754280090332,0.999769389629364,24.852909088134766,4.071907997131348,1.9347879886627197,1.4065332412719727,0.263190895318985,184.22500610351562,0.0003303131088614464,3.108978319232847e-08,80000.0,1.986362099647522,0.23050706088542938,3,0.08163915574550629,0.14097434282302856,0.1495872586965561,0.1495872586965561,1,140.09107971191406
0,0.9996873736381531,0,0.9996873736381531,0.17535509169101715,0.17930269241333008,0.029037650674581528,0.01024179719388485,0,500,18.177125930786133,135.91209411621094,163.74000549316406,1746571678.4677734,111.67491912841797,0.005923344288021326,-0.039653971791267395,0.18356667459011078,0.3294715881347656,28.586631774902344,118.55516052246094,917.97031351,777.6281127929688,0.17535509169101715,0.9831352233886719,5,0.00022107426775619388,10,14.07238483428955,0.9996873736381531,28.598739624023438,3.5995566844940186,1.8375160694122314,1.400975227355957,0.2235369235277176,176.4250030517578,0.0003408457851037383,1.831054596834747e-08,100000.0,2.6940066814422607,0.24511069059371948,4,0.06374483555555344,0.17535509169101715,0.18356667459011078,0.18356667459011078,1,147.1539306640625
0,1.000661849975586,0,1.000661849975586,0.20887762308120728,0.22027373313903809,0.05203729122877121,0.022999640554189682,0,500,20.210247039794922,144.02078247070312,129.30999755859375,1746571817.44205,109.77913665771484,0.012075109407305717,-0.10356799513101578,0.21700051426887512,0.2834862470626831,-1.895782470703125,110.81846618652344,1058.321694746,916.60791015625,0.20887762308120728,0.9775858521461487,6,0.00046805478632450104,10,14.853055953979492,1.000661849975586,28.05036163330078,1.675671100616455,1.2869725227355957,1.395189642906189,0.11996892839670181,157.875,0.00037887628423050046,2.1362303925798187e-08,120000.0,3.5121355056762695,0.3257489800453186,5,0.09873473644256592,0.20887762308120728,0.21700051426887512,0.21700051426887512,1,138.8688507080078
0,0.9999279975891113,0,0.9999279975891113,0.2409406155347824,0.2440154105424881,0.08530788868665695,0.03327059745788574,0,500,14.562668800354004,142.60357666015625,88.79000091552734,1746571957.793362,69.48836517333984,0.012242811731994152,-0.18656309694051743,0.24867475032806396,0.3118828535079956,-40.290771484375,110.51464080810547,1196.818843019,1056.961181640625,0.2409406155347824,0.962355375289917,7,5.091339335194789e-05,10,8.494624137878418,0.9999279975891113,29.734264373779297,-0.5363154411315918,1.278127670288086,1.3791214227676392,-0.06659416854381561,85.5,0.0003323608834762126,-2.727508530142586e-08,140000.0,4.498018741607666,0.5083094835281372,6,0.12703004479408264,0.2409406155347824,0.24867475032806396,0.24867475032806396,1,140.24893188476562
0,0.9998576045036316,0,0.9998576045036316,0.271136611700058,0.29222577810287476,0.1330050379037857,0.047697149217128754,0,500,14.193119049072266,144.4969940185547,59.470001220703125,1746572096.2910244,79.2803955078125,0.022416073828935623,-0.08397147059440613,0.27861955761909485,0.2760283350944519,9.792030334472656,110.64032745361328,1321.744365103,1195.4742431640625,0.271136611700058,0.949429452419281,8,0.00010070286953123286,10,9.553123474121094,0.9998576045036316,27.77083396911621,0.7959488034248352,0.9445721507072449,1.365656852722168,-0.15056563913822174,69.5999984741211,0.00038124958518892527,-9.155272984173735e-09,160000.0,5.8720221519470215,0.686357319355011,7,0.21402429044246674,0.271136611700058,0.27861955761909485,0.27861955761909485,1,138.41119384765625
0,1.0000555515289307,0,1.0000554323196411,0.29926997423171997,0.20981894433498383,0.08283077925443649,-0.05017425864934921,0,500,7.080965042114258,160.2072296142578,39.9900016784668,1746572221.2161088,24.659622192382812,0.009146442636847496,-0.09472522139549255,0.3055940568447113,0.3102653920650482,-54.62077331542969,99.18258666992188,1452.917662626,1320.390869140625,0.29926997423171997,0.934013843536377,9,3.922468749806285e-05,10,3.8378307819366455,1.0000555515289307,25.65567970275879,-1.1010788679122925,1.478729248046875,1.3490543365478516,-0.2452908605337143,12.449999809265137,0.0003140484623145312,-8.77380390562621e-09,180000.0,6.082798957824707,0.559946596622467,8,0.09660762548446655,0.29926997423171997,0.3055940568447113,0.3055940568447113,1,124.83831024169922
0,1.0013173818588257,0,1.0013173818588257,0.3249877989292145,0.1987767070531845,0.10496655106544495,0.022135771811008453,0,500,6.767914772033691,152.62933349609375,17.809999465942383,1746572352.3892584,19.904813766479492,0.008909046649932861,0.09065733850002289,0.33045467734336853,0.2978273630142212,-4.75480842590332,101.22657775878906,1577.512822526,1451.5198974609375,0.3249877989292145,0.9175664782524109,10,0.0009315577335655689,10,3.142726421356201,1.0013173818588257,29.80979347229004,-0.663796603679657,1.4983011484146118,1.331141471862793,-0.1546335220336914,25.674999237060547,0.0003638749767560512,9.155272984173735e-09,200000.0,5.535240650177002,0.7063875198364258,9,0.09891723096370697,0.3249877989292145,0.33045467734336853,0.33045467734336853,1,131.03640747070312
