Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Loss/Loss_reward_critic,Misc/xHx,Time/Rollout,Time/Update,Misc/AcceptanceStep,Train/PolicyRatio/Min,Misc/FinalStepNorm,Time/FPS,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Safety/shield_adv_c,Train/KL,Train/LR,Loss/Loss_cost_critic/Delta,Time/Total,Metrics/LagrangeMultiplier/Std,Safety/shield_violation,Train/Epoch,Train/StopIter,Safety/EpCostShield,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Value/reward,Train/Entropy,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Time/Epoch,_runtime,Value/cost,Misc/H_inv_g,Train/PolicyStd,_timestamp,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Misc/Alpha,Metrics/EpRet,_step,Metrics/EpCost,Misc/gradient_norm,Train/PolicyRatio,Train/PolicyRatio/Max,Loss/Loss_pi/Delta
0.035999998450279236,0.04500000178813934,7.629394338515283e-10,0.00889648962765932,0.0022950381971895695,164.19293212890625,34.8233528137207,1,0.9989380240440369,0.306665301322937,100.49427795410156,-0.45777758955955505,0.04500000178813934,19.051069259643555,0.0007509444840252399,3.3226332664489746,0.00029792735585942864,0,19.051069259643555,199.01759338378906,0,-0.028079718351364136,0,10,109.19999694824219,20000.0,0.035999998450279236,-0.06313612312078476,1.4240525960922241,0.04500000178813934,1000,199.0163116455078,347.927846559,0.14372746646404266,0.10388325899839401,1.005139708518982,1746496616.1644773,0.035999998450279236,0.00889648962765932,0,2.9520184993743896,-1.0221989154815674,1,51.29999923706055,0.05212068185210228,0.9989380240440369,0.9989380240440369,-0.45777758955955505
0.07010021805763245,0.07892780750989914,4.577636492086867e-09,0.007553357630968094,0.0010197083465754986,112.35271453857422,35.267005920410156,1,1.0023820400238037,0.343181312084198,135.48321533203125,-0.36980465054512024,0.07892780750989914,41.3769645690918,0.0016843565972521901,3.778441905975342,0.00021826778538525105,0,22.325895309448242,346.7728271484375,0,3.1256444454193115,1,10,209.85000610351562,40000.0,0.07010021805763245,-0.038883160799741745,1.4549733400344849,0.07892780750989914,1000,147.61976623535156,498.980181045,2.272573709487915,0.07749055325984955,1.0369383096694946,1746496763.9069643,0.07010021805763245,-0.001343131996691227,0,4.428685665130615,-0.31060945987701416,2,93.8499984741211,0.023314788937568665,1.0023819208145142,1.0023820400238037,0.08797293901443481
0.10465076565742493,0.11334109306335449,-3.051757735406113e-09,0.004379353020340204,0.004073473159223795,115.0472640991211,35.902137756347656,1,1.0003166198730469,0.28464868664741516,132.49468994140625,-0.33592554926872253,0.11334109306335449,31.316844940185547,0.00022388405341189355,4.007444381713867,0.00037550547858700156,0,-10.06011962890625,497.84405517578125,0,4.86074161529541,2,10,180.5,60000.0,0.10465076565742493,-0.04301327466964722,1.4926034212112427,0.11334109306335449,1000,150.94944763183594,648.266960348,3.457674980163574,0.12846273183822632,1.0766717195510864,1746496914.9593437,0.10465076565742493,-0.0031740046106278896,0,2.2158074378967285,-0.20218707621097565,3,96.08333587646484,0.0735311508178711,1.0003166198730469,1.0003166198730469,0.033879101276397705
0.13944682478904724,0.14800512790679932,1.754760781125242e-08,0.007737806066870689,0.0020490174647420645,114.38985443115234,34.806087493896484,1,1.0014805793762207,0.3118087649345398,134.0518798828125,-0.2873263359069824,0.14800512790679932,24.26558494567871,0.0010469277622178197,0.07917436957359314,0.0003239020879846066,0,-7.051259994506836,647.1411743164062,0,6.269425868988037,3,10,182.39999389648438,80000.0,0.13944682478904724,-0.027236569672822952,1.5317226648330688,0.14800512790679932,1000,149.1959686279297,796.852880391,4.14776086807251,0.09980383515357971,1.120214581489563,1746497064.2467663,0.13944682478904724,0.003358453046530485,0,3.124216318130493,0.18251195549964905,4,91.3375015258789,0.03492119163274765,1.0014805793762207,1.0014805793762207,0.04859921336174011
0.174274280667305,0.18124976754188538,7.629394005448376e-09,0.008068892173469067,0.002636117860674858,114.34600067138672,34.145179748535156,1,1.0015666484832764,0.292173832654953,134.6881103515625,-0.3335500657558441,0.18124976754188538,15.016366004943848,0.0011076753726229072,0.8747649192810059,0.0002967542386613786,0,-9.249218940734863,795.7155151367188,0,6.603864669799805,4,10,93.5,100000.0,0.174274280667305,-0.004532220307737589,1.5752993822097778,0.18124976754188538,1000,148.4912109375,947.681114753,3.811094045639038,0.10607414692640305,1.1706196069717407,1746497212.8327584,0.174274280667305,0.00033108610659837723,0,2.754430055618286,0.4214705526828766,5,84.19999694824219,0.06003829091787338,1.0015665292739868,1.0015666484832764,-0.046223729848861694
0.2092065066099167,0.21481254696846008,1.2207030941624453e-08,0.015325293876230717,0.001356645254418254,115.04364013671875,35.67753601074219,1,1.0017001628875732,0.35937076807022095,132.69529724121094,-0.30706337094306946,0.21481254696846008,19.2910099029541,0.0012020842405036092,-0.3890010118484497,0.00021468302293214947,0,4.274643898010254,946.5405883789062,0,8.703950881958008,5,10,156.85000610351562,120000.0,0.2092065066099167,0.024824978783726692,1.611752986907959,0.21481254696846008,1000,150.7212371826172,1097.091056336,5.491971969604492,0.09359712898731232,1.2143237590789795,1746497363.660422,0.2092065066099167,0.00725640170276165,0,3.8395490646362305,1.09745192527771,6,88.7699966430664,0.02746894583106041,1.0017000436782837,1.0017001628875732,0.026486694812774658
0.24395851790905,0.24892841279506683,-6.103515470812226e-09,0.017389632761478424,0.002286619506776333,117.47740173339844,31.833181381225586,1,1.0011365413665771,0.3401188850402832,133.94894409179688,-0.26693400740623474,0.24892841279506683,23.720401763916016,0.0008035437203943729,0.06740832328796387,0.00025109361740760505,0,4.429391860961914,1095.9569091796875,0,9.879653930664062,6,10,192.14999389648438,140000.0,0.24395851790905,0.0955984890460968,1.6362981796264648,0.24892841279506683,1000,149.3106231689453,1249.364860331,5.236283779144287,0.11500418931245804,1.2439697980880737,1746497513.070347,0.24395851790905,0.0020643388852477074,0,2.9574477672576904,1.5767929553985596,7,77.12000274658203,0.03657137602567673,1.0011364221572876,1.0011365413665771,0.04012936353683472
0.2781646251678467,0.28239959478378296,-2.5177001816700795e-08,0.01956077292561531,0.004223794676363468,116.04737854003906,36.12294387817383,1,1.001960277557373,0.32311293482780457,131.43165588378906,-0.43645966053009033,0.28239959478378296,17.498689651489258,0.001386125455610454,-0.05310314893722534,0.0002889297902584076,0,-6.221712112426758,1248.225830078125,0,11.40187931060791,7,10,113.5999984741211,160000.0,0.2781646251678467,0.11842402070760727,1.6512136459350586,0.28239959478378296,1000,152.17034912109375,1396.276937368,6.720890045166016,0.14848795533180237,1.262817621231079,1746497665.3441,0.2781646251678467,0.0021711401641368866,0,2.176021099090576,2.267664909362793,8,63.20000076293945,0.07215307652950287,1.001960277557373,1.001960277557373,-0.1695256531238556
0.3115549385547638,0.31499215960502625,1.4114379887075756e-08,0.026980625465512276,0.003448466770350933,114.53541564941406,32.27500534057617,1,1.0014514923095703,0.321169912815094,136.23007202148438,-0.4083847999572754,0.31499215960502625,12.706936836242676,0.0010264163138344884,0.2891598343849182,0.00030366258579306304,0,-4.791752815246582,1395.137451171875,0,9.555061340332031,8,10,94.75,180000.0,0.3115549385547638,0.17360851168632507,1.6753522157669067,0.31499215960502625,1000,146.8104705810547,1544.844657071,5.296582221984863,0.13336242735385895,1.2944366931915283,1746497812.2567587,0.3115549385547638,0.007419852539896965,0,2.4082486629486084,2.853717088699341,9,52.369998931884766,0.05379354953765869,1.0014514923095703,1.0014514923095703,0.02807486057281494
0.34437644481658936,0.347503125667572,-3.814697002724188e-09,0.03177411109209061,0.003933776170015335,113.86188507080078,34.61520767211914,1,1.0007226467132568,0.3374895453453064,134.7008819580078,-0.3646070659160614,0.347503125667572,13.916850090026855,0.0005109321791678667,-0.4617275595664978,0.00026439386419951916,0,1.2099132537841797,1543.7132568359375,0,9.901239395141602,9,10,125.05000305175781,200000.0,0.34437644481658936,0.18685810267925262,1.7042373418807983,0.347503125667572,1000,148.4771270751953,1695.089772886,5.121747970581055,0.14967547357082367,1.3328157663345337,1746497960.8243024,0.34437644481658936,0.004793485626578331,0,2.2548084259033203,3.7044308185577393,10,54.08000183105469,0.04908990487456322,1.0007225275039673,1.0007226467132568,0.04377773404121399
