Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Metrics/EpLen,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Time/FPS,Loss/Loss_pi,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,_step,Metrics/LagrangeMultiplier/Min,Train/Entropy,Value/reward,Train/Epoch,Train/KL,Time/Epoch,Train/PolicyRatio/Std,Value/Adv,Train/LR,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Metrics/LagrangeMultiplier,Metrics/EpRet,Value/cost,Safety/shield_violation,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Max,Train/StopIter,_runtime,Safety/EpCostShield,_timestamp,Time/Rollout,Train/PolicyRatio
NaN,0.044999994337558746,0.044999994337558746,161.56712341308594,1000,15.8500394821167,0.99991774559021,64.59050750732422,-0.047409843653440475,0.008048417046666145,0,1,0.03599999472498894,1.4113249778747559,-0.184743732213974,0,0.007466546259820461,309.6430358886719,0.01011516060680151,0.006208453327417374,0.0002969999914057553,37.0,15.8500394821167,0.9924288988113403,0,0.03599999472498894,20000.0,-0.047409843653440475,0.044999994337558746,309.64434814453125,0.03599999472498894,-0.4530302882194519,-0.1740427017211914,0.02320050820708275,0.008048417046666145,0.99991774559021,40,568.764378447,69.5999984741211,1746544886.6846187,148.0757598876953,0.99991774559021
NaN,0.07987159490585327,0.07987159490585327,157.78050231933594,1000,17.65582847595215,1.0003678798675537,77.57817077636719,-0.02816801145672798,0.005843102000653744,0,2,0.07089892029762268,1.4072215557098389,-0.17055746912956238,1,0.00515621155500412,257.8044738769531,0.009980898350477219,-0.1482427716255188,0.00029399999766610563,34.150001525878906,1.8057889938354492,0.9883869290351868,0,0.07089892029762268,40000.0,0.019241832196712494,0.07987159490585327,567.5497436523438,0.07089892029762268,-0.715592086315155,0.575025737285614,1.3593144416809082,-0.0022053150460124016,1.0003678798675537,40,833.50735944,63.20000076293945,1746545144.5886326,100.02389526367188,1.0003678798675537
NaN,0.11419106274843216,0.11419106274843216,158.3204803466797,1000,21.411821365356445,0.9974163174629211,75.57805633544922,0.04692075774073601,0.010076598264276981,0,3,0.10586419701576233,1.3934820890426636,-0.1259404718875885,2,0.008828015998005867,264.6270751953125,0.011149384081363678,0.03711512312293053,0.000291000003926456,47.483333587646484,3.755992889404297,0.9748876690864563,0,0.10586419701576233,60000.0,0.07508876919746399,0.11419106274843216,832.2646484375,0.10586419701576233,-0.11244409531354904,1.1048482656478882,2.0562283992767334,0.004233496263623238,0.9974163174629211,40,1098.413271293,116.69999694824219,1746545409.3307195,106.3064956665039,0.9974163174629211
NaN,0.14812912046909332,0.14812912046909332,157.3675537109375,1000,15.949614524841309,0.999661386013031,75.56841278076172,-0.04853006824851036,0.009943978860974312,0,4,0.1409226655960083,1.3803746700286865,-0.08533282577991486,3,0.00808906089514494,264.6608581542969,0.010852592065930367,0.19393444061279297,0.0002880000101868063,42.79999923706055,-5.462206840515137,0.9622102975845337,0,0.1409226655960083,80000.0,-0.09545082598924637,0.14812912046909332,1097.056396484375,0.1409226655960083,0.39251700043678284,2.528867483139038,4.583406448364258,-0.00013261940330266953,0.999661386013031,40,1366.598399051,66.25,1746545674.2367394,107.293212890625,0.999661386013031
NaN,0.18254975974559784,0.18254975974559784,158.05093383789062,1000,20.45418930053711,0.9988275766372681,74.6071548461914,0.05471058189868927,0.015343527309596539,0,5,0.1761329174041748,1.3615580797195435,0.026022860780358315,4,0.011456673964858055,268.0708312988281,0.011155784130096436,-0.1755271553993225,0.0002849999873433262,47.040000915527344,4.504574775695801,0.9442488551139832,0,0.1761329174041748,100000.0,0.10324065014719963,0.18254975974559784,1365.373291015625,0.1761329174041748,1.3974053859710693,3.186126232147217,5.012542247772217,0.005399548448622227,0.9988275766372681,40,1638.180449906,120.30000305175781,1746545942.4222581,110.019775390625,0.9988275766372681
NaN,0.2173849195241928,0.2173849195241928,161.44190979003906,1000,22.128482818603516,0.9984782338142395,73.67630767822266,-0.016574660316109657,0.014688849449157715,0,6,0.2115510106086731,1.3375431299209595,0.11407912522554398,5,0.008570785634219646,271.45770263671875,0.010693767108023167,0.09115487337112427,0.00028199999360367656,54.20000076293945,1.6742935180664062,0.9218512773513794,0,0.2115510106086731,120000.0,-0.07128524221479893,0.2173849195241928,1636.937744140625,0.2115510106086731,2.436112642288208,4.3066725730896,8.36175537109375,-0.0006546778604388237,0.9984782338142395,40,1902.423295831,119.25,1746546214.0034823,110.01565551757812,0.9984782338142395
NaN,0.25244271755218506,0.25244271755218506,153.0568084716797,1000,18.285964965820312,0.9995326995849609,75.7359848022461,0.010088612325489521,0.02071879617869854,0,7,0.24719205498695374,1.3157752752304077,0.1348871886730194,6,0.0073006912134587765,264.07525634765625,0.01048861350864172,-0.08889393508434296,0.0002789999998640269,59.13999938964844,-3.842517852783203,0.9019872546195984,0,0.24719205498695374,140000.0,0.02666327264159918,0.25244271755218506,1901.14404296875,0.24719205498695374,3.862821102142334,4.3298821449279785,7.04177188873291,0.006029946729540825,0.9995326995849609,40,2177.018704532,109.4000015258789,1746546478.2466404,111.01834869384766,0.9995326995849609
NaN,0.28761762380599976,0.28761762380599976,157.5914764404297,1000,15.78382682800293,0.9995597004890442,72.8878402709961,0.004655830562114716,0.017659105360507965,0,8,0.2829582989215851,1.2990870475769043,0.24861940741539001,7,0.009469197131693363,274.3941955566406,0.010947132483124733,0.14642423391342163,0.00027600000612437725,55.189998626708984,-2.502138137817383,0.8870607018470764,0,0.2829582989215851,160000.0,-0.0054327817633748055,0.28761762380599976,2175.70703125,0.2829582989215851,4.871324062347412,4.163917064666748,7.08819055557251,-0.0030596908181905746,0.9995597004890442,40,2436.73149582,106.1500015258789,1746546752.842245,116.80264282226562,0.9995597004890442
NaN,0.32256969809532166,0.32256969809532166,153.2300262451172,1000,13.436240196228027,0.9997864961624146,77.04240417480469,-0.06549809128046036,0.022526010870933533,0,9,0.3189101219177246,1.2867621183395386,0.3536938428878784,8,0.007185742724686861,259.5972900390625,0.010489976033568382,-0.3145814836025238,0.0002730000123847276,59.45000076293945,-2.3475866317749023,0.8762266635894775,0,0.3189101219177246,180000.0,-0.07015392184257507,0.32256969809532166,2435.504638671875,0.3189101219177246,5.721034049987793,4.509181976318359,7.862346649169922,0.004866905510425568,0.9997864961624146,40,2696.510482567,89.55000305175781,1746547012.5549703,106.36719512939453,0.9997864961624146
NaN,0.3575427532196045,0.3575427532196045,150.06410217285156,1000,15.424492835998535,1.0022714138031006,77.02032470703125,-0.09011682122945786,0.022284461185336113,0,10,0.35496145486831665,1.2696261405944824,0.41057440638542175,9,0.009993232786655426,259.6717224121094,0.01116726454347372,0.1905289739370346,0.0002699999895412475,57.43000030517578,1.9882526397705078,0.8613559603691101,0,0.35496145486831665,200000.0,-0.024618729948997498,0.3575427532196045,2695.291259765625,0.35496145486831665,6.372391223907471,5.183355331420898,9.181756973266602,-0.00024154968559741974,1.0022714138031006,40,2955.203902467,98.94999694824219,1746547272.3345368,109.60751342773438,1.0022714138031006
