Value/cost,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Metrics/EpRet,Metrics/EpLen,Metrics/LagrangeMultiplier,Train/Epoch,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Train/LR,Train/PolicyRatio,Metrics/EpCost,Time/Update,Time/FPS,Metrics/LagrangeMultiplier/Std,Train/KL,Train/PolicyRatio/Min,Loss/Loss_cost_critic,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Time/Total,Value/reward,Train/StopIter,Loss/Loss_cost_critic/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Train/Entropy,Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Rollout,_step,_runtime,_timestamp,Value/Adv
0.23158051073551178,0.985054075717926,0.03599999472498894,0.044999994337558746,0.010054393671452999,1.0020370483398438,0.044999994337558746,20000.0,-1.2780869007110596,1000,0.03599999472498894,0,NaN,0.03599999472498894,13.350000381469727,0.0002969999914057553,1.0020370483398438,4.050000190734863,82.56758880615234,119.2289047241211,0,0.007841608487069607,1.0020370483398438,1.3122467994689941,-0.3020786941051483,-0.3020786941051483,0.0049410369247198105,167.74581909179688,0.07588697969913483,40,1.3122467994689941,-0.1436575949192047,0,0.044999994337558746,1.4037524461746216,0.0049410369247198105,167.7445526123047,85.17691040039062,1,314.405945328,1746541992.0590487,-0.04662315547466278
0.2951637804508209,0.9614735245704651,0.07047367095947266,0.07726670801639557,0.012576153501868248,1.001976728439331,0.07726670801639557,40000.0,-0.5907187461853027,1000,0.07047367095947266,1,NaN,0.07047367095947266,38.70000076293945,0.00029399999766610563,1.001976728439331,6.574999809265137,81.02371978759766,137.2892608642578,0,0.010903873480856419,1.001976728439331,4.3099775314331055,-0.28267988562583923,0.019398808479309082,0.003950550686568022,313.5465393066406,0.04616765305399895,40,2.9977307319641113,0.7808705568313599,0,0.07726670801639557,1.3791236877441406,-0.0009904862381517887,145.6778106689453,64.65404510498047,2,466.970161733,1746542137.830343,-0.1887868493795395
0.26827263832092285,0.9400331377983093,0.10302653163671494,0.1067834123969078,0.01143538486212492,1.002051830291748,0.1067834123969078,60000.0,-0.30759331583976746,1000,0.10302653163671494,2,NaN,0.10302653163671494,112.94999694824219,0.000291000003926456,1.002051830291748,13.716666221618652,83.4689712524414,131.24159240722656,0,0.009418516419827938,1.002051830291748,9.30951976776123,-0.21252526342868805,0.07015462219715118,0.004952532704919577,466.03173828125,0.05742239952087402,40,4.999542236328125,1.7989217042922974,0,0.1067834123969078,1.3561944961547852,0.0010019820183515549,152.39071655273438,68.92169189453125,3,618.684861072,1746542290.3946416,0.3424597978591919
0.6360830068588257,0.9217932224273682,0.13644413650035858,0.13739630579948425,0.010165235958993435,1.0017123222351074,0.13739630579948425,80000.0,-0.19730129837989807,1000,0.13644413650035858,3,NaN,0.13644413650035858,57.900001525878906,0.0002880000101868063,1.0017122030258179,14.25,81.31344604492188,131.98574829101562,0,0.008841952309012413,1.0017123222351074,6.18939208984375,-0.24762697517871857,-0.03510171175003052,0.0037971020210534334,617.7412719726562,0.058677319437265396,40,-3.1201276779174805,2.5931332111358643,0,0.13739630579948425,1.336552381515503,-0.0011554306838661432,151.53152465820312,70.21802520751953,4,768.141757208,1746542442.1092503,0.03531324490904808
0.8784781098365784,0.9027693867683411,0.17053596675395966,0.16920998692512512,0.01011553406715393,1.002212643623352,0.16920998692512512,100000.0,-0.026444587856531143,1000,0.17053596675395966,4,NaN,0.17053596675395966,71.0,0.0002849999873433262,1.002212643623352,14.109999656677246,80.79541015625,133.92445373535156,0,0.00812932662665844,1.002212643623352,4.5888543128967285,-0.21756193041801453,0.03006504476070404,0.004559599328786135,767.2586669921875,0.05973450466990471,40,-1.6005377769470215,3.0249760150909424,0,0.16920998692512512,1.31574547290802,0.0007624973077327013,149.3379364013672,68.54248046875,5,912.89044795,1746542591.5663195,-0.18302464485168457
0.545425295829773,0.8893268704414368,0.20511707663536072,0.19944874942302704,0.009833842515945435,1.0020724534988403,0.19944874942302704,120000.0,0.2624990940093994,1000,0.20511707663536072,5,NaN,0.20511707663536072,27.350000381469727,0.00028199999360367656,1.0020724534988403,14.640000343322754,80.91664123535156,138.3197479248047,0,0.007705284748226404,1.0020724534988403,3.1969738006591797,-0.27587199211120605,-0.05831006169319153,0.004405822604894638,911.9691772460938,0.05673500895500183,40,-1.3918805122375488,3.317045211791992,0,0.19944874942302704,1.3009498119354248,-0.00015377672389149666,144.59251403808594,63.67579650878906,6,1063.96972333,1746542736.31483,-0.010242201387882233
0.577358603477478,0.8639360666275024,0.2401227205991745,0.22964085638523102,0.011046512052416801,1.0041204690933228,0.22964085638523102,140000.0,0.3196422755718231,1000,0.2401227205991745,6,NaN,0.2401227205991745,42.650001525878906,0.0002789999998640269,1.0041204690933228,16.270000457763672,82.69499206542969,132.5150909423828,0,0.009314927272498608,1.0041204690933228,3.3164420127868652,-0.2491234987974167,0.026748493313789368,0.00399078568443656,1063.0531005859375,0.05025817081332207,40,0.11946821212768555,2.826209783554077,0,0.22964085638523102,1.2720184326171875,-0.0004150369204580784,150.92620849609375,68.23115539550781,7,1213.003075851,1746542887.3939624,0.04921495541930199
1.238709568977356,0.8526319265365601,0.2753117084503174,0.25992870330810547,0.010218080133199692,1.0021718740463257,0.25992870330810547,160000.0,0.37423574924468994,1000,0.2753117084503174,7,NaN,0.2753117084503174,44.150001525878906,0.00027600000612437725,1.0021718740463257,14.270000457763672,81.82694244384766,134.36898803710938,0,0.008453546091914177,1.0021718740463257,3.8866889476776123,-0.2511233687400818,-0.0019998699426651,0.004992079455405474,1212.0496826171875,0.06903103739023209,40,0.5702469348907471,4.218673229217529,0,0.25992870330810547,1.2586941719055176,0.001001293770968914,148.8438720703125,67.01688385009766,8,1360.811308949,1746543036.427516,0.0466480553150177
1.1343835592269897,0.8371748328208923,0.3108707070350647,0.29071539640426636,0.01056219544261694,1.0034780502319336,0.29071539640426636,180000.0,0.38334038853645325,1000,0.3108707070350647,8,NaN,0.3108707070350647,52.0,0.0002730000123847276,1.0034780502319336,17.360000610351562,81.15433502197266,135.43563842773438,0,0.010069807060062885,1.0034780502319336,5.443739891052246,-0.24445143342018127,0.006671935319900513,0.004812642931938171,1359.9110107421875,0.05143227428197861,40,1.5570509433746338,3.901801586151123,0,0.29071539640426636,1.2401982545852661,-0.00017943652346730232,147.67161560058594,66.51724243164062,9,1508.456002329,1746543184.235747,-0.1708785891532898
1.2242499589920044,0.8192905187606812,0.3467792272567749,0.3223380446434021,0.010743634775280952,1.0041990280151367,0.3223380446434021,200000.0,0.24317333102226257,1000,0.3467792272567749,9,NaN,0.3467792272567749,63.04999923706055,0.0002699999895412475,1.0041990280151367,18.3700008392334,81.07498931884766,135.53794860839844,0,0.009951101616024971,1.0041990280151367,5.538576602935791,-0.22892522811889648,0.01552620530128479,0.005010704975575209,1507.6053466796875,0.041114624589681625,40,0.09483671188354492,4.980495929718018,0,0.3223380446434021,1.2187992334365845,0.00019806204363703728,147.56015014648438,66.48509216308594,10,1659.037144093,1746543331.8803356,0.03413935750722885
